DiseaseID,DiseaseName,References,SummaryText,Source,SummaryTextNew
GARD:0009618,Granular cell tumor,"[12432,12433,12434,12435]","DiseaseNames (GCTs) are soft tissue tumors that can occur anywhere in the body. They are thought to arise from the cells that surround and insulate the nerve cells in our body (Schwann cells). Most DiseaseNames are benign (non-cancerous), although some may be locally aggressive. GCTs affect females more often than males and usually present as a solitary painless mass. A few individuals have multiple GCTs. In most cases, these tumors are located in the skin of the head and neck, especially inside the mouth, the tongue being the most common site. They may also occur in the breast, heart, pituitary gland, stomach, esophagus, genitalia, and upper respiratory tract. GCTs may be part of some genetic syndromes, such as LEOPARD syndrome and neurofibromatosis.",GARD,"Granular cell tumors (GCTs) are soft tissue tumors that can occur anywhere in the body. They are thought to arise from the cells that surround and insulate the nerve cells in our body (Schwann cells). Most Granular cell tumors are benign (non-cancerous), although some may be locally aggressive. GCTs affect females more often than males and usually present as a solitary painless mass. A few individuals have multiple GCTs. In most cases, these tumors are located in the skin of the head and neck, especially inside the mouth, the tongue being the most common site. They may also occur in the breast, heart, pituitary gland, stomach, esophagus, genitalia, and upper respiratory tract. GCTs may be part of some genetic syndromes, such as LEOPARD syndrome and neurofibromatosis."
GARD:0009621,Polyembryoma,"[5064,5065,5066]","DiseaseName is a type of tumor that develops from the cells of the gonads (testes in men or ovaries in women). Such tumors are called germ cell tumors. DiseaseNames have a distinctive look because they are composed of many parts that are shaped like embryos, one of the earliest stages of a developing human during pregnancy. Symptoms of a DiseaseName may include an unusual bump or mass in the abdomen which can cause pain in some individuals; puberty at an unusually young age (known as precocious puberty); or irregularities in a female's menstruation. The cause of DiseaseName is not yet known.",GARD,"Polyembryoma is a type of tumor that develops from the cells of the gonads (testes in men or ovaries in women). Such tumors are called germ cell tumors. Polyembryomas have a distinctive look because they are composed of many parts that are shaped like embryos, one of the earliest stages of a developing human during pregnancy. Symptoms of a Polyembryoma may include an unusual bump or mass in the abdomen which can cause pain in some individuals; puberty at an unusually young age (known as precocious puberty); or irregularities in a female's menstruation. The cause of Polyembryoma is not yet known."
GARD:0009624,Bednar tumor,"[10588,10589,10590]","DiseaseName is a rare variant of dermatofibrosarcoma protuberans (DFSP), a soft tissue sarcoma that develops in the deep layers of the skin. DiseaseName is also known as pigmented DFSP because it contains dark-colored cells that give may give the tumor a multi-colored (i.e red and brown) appearance. The tumor may begin as a painless, slow-growing papule or patch of skin. However, accelerated growth, bleeding and/or pain may be observed as it grows. The underlying cause of DiseaseName is unknown. There is currently no evidence of an inherited risk for the condition and most cases occur in people who have no family history of the condition.",GARD,"Bednar tumor is a rare variant of dermatofibrosarcoma protuberans (DFSP), a soft tissue sarcoma that develops in the deep layers of the skin. Bednar tumor is also known as pigmented DFSP because it contains dark-colored cells that give may give the tumor a multi-colored (i.e red and brown) appearance. The tumor may begin as a painless, slow-growing papule or patch of skin. However, accelerated growth, bleeding and/or pain may be observed as it grows. The underlying cause of Bednar tumor is unknown. There is currently no evidence of an inherited risk for the condition and most cases occur in people who have no family history of the condition."
GARD:0009634,Fetal akinesia deformation sequence,"[3695,5529,5530,5531]","DiseaseName (FADS) is a condition characterized by decreased fetal movement (fetal akinesia) as well as intra-uterine growth restriction (IUGR), multiple joint contractures (arthrogryposis), facial anomalies, underdevelopment of the lungs (pulmonary hypoplasia) and other developmental abnormalities. It is generally accepted that this condition is not a true diagnosis or a specific syndrome, but rather a description of a group of abnormalities resulting from fetal akinesia. FADS may be inherited in an autosomal recessive manner in some cases and may sometimes be caused by genetic changes in the RAPSN or DOK7 genes.",GARD,"Fetal akinesia deformation sequence (FADS) is a condition characterized by decreased fetal movement (fetal akinesia) as well as intra-uterine growth restriction (IUGR), multiple joint contractures (arthrogryposis), facial anomalies, underdevelopment of the lungs (pulmonary hypoplasia) and other developmental abnormalities. It is generally accepted that this condition is not a true diagnosis or a specific syndrome, but rather a description of a group of abnormalities resulting from fetal akinesia. FADS may be inherited in an autosomal recessive manner in some cases and may sometimes be caused by genetic changes in the RAPSN or DOK7 genes."
GARD:0009636,Adenosarcoma of the uterus,"[5557,5558,5559]","DiseaseName is a rare tumor of the uterus that typically originates in the lining of the uterus (endometrium). This type of tumor is characterized by both benign (noncancerous) and malignant components (low-grade sarcoma). Typical symptoms in affected individuals may include abnormal vaginal bleeding, an enlarged uterus, and tissue protruding from the external os (external opening of the uterus that leads into the cavity of the cervix). It is most common in post-menopausal women but can affect women of any age. Factors that may predisposed an individual to the condition include hyperestrogenemia (high blood estrogen levels), chemotherapy, or radiotherapy.",GARD,"Adenosarcoma of the uterus is a rare tumor of the uterus that typically originates in the lining of the uterus (endometrium). This type of tumor is characterized by both benign (noncancerous) and malignant components (low-grade sarcoma). Typical symptoms in affected individuals may include abnormal vaginal bleeding, an enlarged uterus, and tissue protruding from the external os (external opening of the uterus that leads into the cavity of the cervix). It is most common in post-menopausal women but can affect women of any age. Factors that may predisposed an individual to the condition include hyperestrogenemia (high blood estrogen levels), chemotherapy, or radiotherapy."
GARD:0009637,Spastic diplegia cerebral palsy,"[8066,8071,8072,8073,13707,13708]","DiseaseName is a form of cerebral palsy, a neurological condition that usually appears in infancy or early childhood, and permanently affects muscle control and coordination. Symptoms include increased muscle tone which leads to spasticity (stiff or tight muscles and exaggerated reflexes) in the legs. The arm muscles are generally less affected or not affected at all. Other symptoms may include delayed motor or movement milestones (i.e. rolling over, sitting, standing); walking on toes; and a ""scissored"" gait (style of walking). Babies born prematurely and with low birth weight are at a higher risk of developing cerebral palsy. The exact cause is often unknown. However, DiseaseName has been associated with genetic abnormalities; congenital brain malformations; maternal infections or fevers; and/or injury before, during or shortly after birth.",GARD,"Spastic diplegia cerebral palsy is a form of cerebral palsy, a neurological condition that usually appears in infancy or early childhood, and permanently affects muscle control and coordination. Symptoms include increased muscle tone which leads to spasticity (stiff or tight muscles and exaggerated reflexes) in the legs. The arm muscles are generally less affected or not affected at all. Other symptoms may include delayed motor or movement milestones (i.e. rolling over, sitting, standing); walking on toes; and a ""scissored"" gait (style of walking). Babies born prematurely and with low birth weight are at a higher risk of developing cerebral palsy. The exact cause is often unknown. However, Spastic diplegia cerebral palsy has been associated with genetic abnormalities; congenital brain malformations; maternal infections or fevers; and/or injury before, during or shortly after birth."
GARD:0009640,"Agammaglobulinemia, non-Bruton type","[11268,11269,11270]","DiseaseName is a rare form of agammaglobulinemia, which is a primary immunodeficiency characterized by very low levels of immunoglobulins (proteins made by the immune system to help fight infections). People affected by this condition generally begin developing frequent and recurrent bacterial infections from about 6 months of age. Commonly diagnosed infections include lung infections (pneumonia and bronchitis), middle ear infections, conjunctivitis, sinus infections, various skin infections, and infections that are associated with chronic diarrhea. DiseaseName can be caused by changes in many different genes, including IGHM, IGLL1, CD79A, CD79B, BLNK, PIK3R1, and TCF3. In most cases, it is inherited in an autosomal recessive manner. However, families with autosomal dominant inheritance have been reported.",GARD,"Agammaglobulinemia, non-Bruton type is a rare form of agammaglobulinemia, which is a primary immunodeficiency characterized by very low levels of immunoglobulins (proteins made by the immune system to help fight infections). People affected by this condition generally begin developing frequent and recurrent bacterial infections from about 6 months of age. Commonly diagnosed infections include lung infections (pneumonia and bronchitis), middle ear infections, conjunctivitis, sinus infections, various skin infections, and infections that are associated with chronic diarrhea. Agammaglobulinemia, non-Bruton type can be caused by changes in many different genes, including IGHM, IGLL1, CD79A, CD79B, BLNK, PIK3R1, and TCF3. In most cases, it is inherited in an autosomal recessive manner. However, families with autosomal dominant inheritance have been reported."
GARD:0009643,Pseudoxanthoma elasticum,[4084],"DiseaseName, PXE, is an inherited disorder that causes calcium and other minerals to accumulate in the elastic fibers of the skin, eyes, and blood vessels, and less frequently in other areas such as the digestive tract. Symptoms may include growth of yellowish bumps on the skin of the neck, under the arms, or in the groin area; reduced vision; periodic weakness in the legs (claudication); or bleeding in the gastrointestinal tract, particularly the stomach. A clinical diagnosis of PXE can be made when an individual is found to have both the characteristic eye findings and yellow bumps on the skin. Genetic testing may confirm the diagnosis. ABCC6 is the only gene known to be associated with this condition.",GARD,"Pseudoxanthoma elasticum, PXE, is an inherited disorder that causes calcium and other minerals to accumulate in the elastic fibers of the skin, eyes, and blood vessels, and less frequently in other areas such as the digestive tract. Symptoms may include growth of yellowish bumps on the skin of the neck, under the arms, or in the groin area; reduced vision; periodic weakness in the legs (claudication); or bleeding in the gastrointestinal tract, particularly the stomach. A clinical diagnosis of PXE can be made when an individual is found to have both the characteristic eye findings and yellow bumps on the skin. Genetic testing may confirm the diagnosis. ABCC6 is the only gene known to be associated with this condition."
GARD:0009644,Multicentric Castleman Disease,"[15038,15040]","DiseaseName (MCD) is a rare disease that affects the lymph nodes and related tissues. It is a form of Castleman disease that is ""systemic"" and involves multiple regions of lymph nodes (as opposed to unicentric Castleman disease, which involves a single lymph node or single region of lymph nodes). The signs and symptoms of MCD are often nonspecific, and are mild in some people but serious in others. Symptoms may include enlarged lymph nodes in multiple regions,  fever, weight loss, nausea, rash, and/or an enlarged large liver and spleen. The disease is diagnosed based on the symptoms present, laboratory test results, imaging studies, and results of a biopsy of the lymph nodes which shows specific features when studied under the microscope. In some cases, MCD is caused by human herpesvirus-8 (HHV-8) and is referred to as HHV-8-associated MCD. In other cases, the cause is not known and it is referred to as HHV-8 negative MCD, or idiopathic MCD (iMCD).",GARD,"Multicentric Castleman Disease (MCD) is a rare disease that affects the lymph nodes and related tissues. It is a form of Castleman disease that is ""systemic"" and involves multiple regions of lymph nodes (as opposed to unicentric Castleman disease, which involves a single lymph node or single region of lymph nodes). The signs and symptoms of MCD are often nonspecific, and are mild in some people but serious in others. Symptoms may include enlarged lymph nodes in multiple regions,  fever, weight loss, nausea, rash, and/or an enlarged large liver and spleen. The disease is diagnosed based on the symptoms present, laboratory test results, imaging studies, and results of a biopsy of the lymph nodes which shows specific features when studied under the microscope. In some cases, MCD is caused by human herpesvirus-8 (HHV-8) and is referred to as HHV-8-associated MCD. In other cases, the cause is not known and it is referred to as HHV-8 negative MCD, or idiopathic MCD (iMCD)."
GARD:0009645,Human T-cell leukemia virus type 1,"[7945,7946,7947]","Human T-cell leukemia virus, type 1 (HTLV-1) is a retroviral infection that affect the T cells (a type of white blood cell). Although this virus generally causes no symptoms, some affected people may later develop adult T-cell leukemia (ATL), HTLV-1 associated myelopathy/tropical spastic paraparesis (HAM/TSP) or other medical conditions. HTLV-1 is spread by blood transfusions, sexual contact and sharing needles. It may be passed from mother to child during birth or breast-feeding.",GARD,"Human T-cell leukemia virus, type 1 (HTLV-1) is a retroviral infection that affect the T cells (a type of white blood cell). Although this virus generally causes no symptoms, some affected people may later develop adult T-cell leukemia (ATL), HTLV-1 associated myelopathy/tropical spastic paraparesis (HAM/TSP) or other medical conditions. HTLV-1 is spread by blood transfusions, sexual contact and sharing needles. It may be passed from mother to child during birth or breast-feeding."
GARD:0009649,Achromatopsia 2,"[10692,10693,10694]","DiseaseName is a condition that affects the color vision. Most people have complete achromatopsia which is characterized by a total absence of color vision (only able to see black, white and shades of gray). Some people may have incomplete achromatopsia which is associated with some color discrimination. Other common symptoms include reduced visual acuity, involuntary back-and-forth eye movements, increased sensitivity to light (photophobia), and hyperopia (farsightedness). DiseaseName is caused by changes in the CNGA3 gene and is inherited in an autosomal recessive manner.",GARD,"Achromatopsia 2 is a condition that affects the color vision. Most people have complete achromatopsia which is characterized by a total absence of color vision (only able to see black, white and shades of gray). Some people may have incomplete achromatopsia which is associated with some color discrimination. Other common symptoms include reduced visual acuity, involuntary back-and-forth eye movements, increased sensitivity to light (photophobia), and hyperopia (farsightedness). Achromatopsia 2 is caused by changes in the CNGA3 gene and is inherited in an autosomal recessive manner."
GARD:0009652,Oncogenic osteomalacia,"[13961,13962]","DiseaseName is characterized by the development of a tumor that causes the bones to be weakened. This occurs when a tumor secretes a substance called fibroblast growth factor 23 (FGF23). FGF23 inhibits the ability of the kidneys to absorb phosphate. Phosphate is important for keeping bones strong and healthy. Therefore, this disease is characterized by a softening and weakening of the bones (osteomalacia). The disease also results in multiple biochemical abnormalities including high levels of phosphate in the urine (hyperphosphaturia) and low levels of phosphate in the blood (hypophosphatemia). The majority of tumors that cause DiseaseName are small and slow-growing. These tumors most commonly occur in the skin, muscles, or bones of the extremities or in the paranasal sinuses around the head. Most of these tumors are benign, meaning they are not associated with cancer. The exact reason that the tumors associated with DiseaseName develop is not known. The disease is diagnosed when a person experiences clinical features such as bone weakening and hyperphosphaturia and a tumor is found by imaging of the body.",GARD,"Oncogenic osteomalacia is characterized by the development of a tumor that causes the bones to be weakened. This occurs when a tumor secretes a substance called fibroblast growth factor 23 (FGF23). FGF23 inhibits the ability of the kidneys to absorb phosphate. Phosphate is important for keeping bones strong and healthy. Therefore, this disease is characterized by a softening and weakening of the bones (osteomalacia). The disease also results in multiple biochemical abnormalities including high levels of phosphate in the urine (hyperphosphaturia) and low levels of phosphate in the blood (hypophosphatemia). The majority of tumors that cause Oncogenic osteomalacia are small and slow-growing. These tumors most commonly occur in the skin, muscles, or bones of the extremities or in the paranasal sinuses around the head. Most of these tumors are benign, meaning they are not associated with cancer. The exact reason that the tumors associated with Oncogenic osteomalacia develop is not known. The disease is diagnosed when a person experiences clinical features such as bone weakening and hyperphosphaturia and a tumor is found by imaging of the body."
GARD:0009655,Hyperacusis,"[14185,14186]","DiseaseName is a hearing disorder that results in difficulty tolerating sounds that would not bother most people. This condition may occur due to many different causes, such as head injury, viral infections, or neurological disorders. In some people with DiseaseName, sounds are perceived as being much louder than they would be by someone without this disorder. Some people may have emotional reactions to sounds, such as being annoyed or afraid. Others experience pain with low-level sounds. Another common symptom is ringing in the ears (tinnitus). People with DiseaseName can have only one or different combinations of these symptoms.",GARD,"Hyperacusis is a hearing disorder that results in difficulty tolerating sounds that would not bother most people. This condition may occur due to many different causes, such as head injury, viral infections, or neurological disorders. In some people with Hyperacusis, sounds are perceived as being much louder than they would be by someone without this disorder. Some people may have emotional reactions to sounds, such as being annoyed or afraid. Others experience pain with low-level sounds. Another common symptom is ringing in the ears (tinnitus). People with Hyperacusis can have only one or different combinations of these symptoms."
GARD:0009656,Pectus carinatum,"[11211,11212,11213]","DiseaseName refers to a chest wall abnormality in which the breastbone is pushed outward. If the condition occurs in isolation, it is often not associated with any additional symptoms. If symptoms occur, they may include shortness of breath during exercise, frequent respiratory infections, and/or asthma. The underlying cause of isolated DiseaseName is unknown. DiseaseName can also be associated with a variety of genetic disorders and syndromes, including Marfan syndrome, Noonan syndrome, Morquio syndrome, homocystinuria, osteogenesis imperfecta, Coffin-Lowery syndrome, cardiofaciocutaneous syndrome, and certain chromosome abnormalities. In these cases, the condition has an underlying genetic cause and is associated with additional features that are characteristic of the genetic disease.",GARD,"Pectus carinatum refers to a chest wall abnormality in which the breastbone is pushed outward. If the condition occurs in isolation, it is often not associated with any additional symptoms. If symptoms occur, they may include shortness of breath during exercise, frequent respiratory infections, and/or asthma. The underlying cause of isolated Pectus carinatum is unknown. Pectus carinatum can also be associated with a variety of genetic disorders and syndromes, including Marfan syndrome, Noonan syndrome, Morquio syndrome, homocystinuria, osteogenesis imperfecta, Coffin-Lowery syndrome, cardiofaciocutaneous syndrome, and certain chromosome abnormalities. In these cases, the condition has an underlying genetic cause and is associated with additional features that are characteristic of the genetic disease."
GARD:0009663,Buschke-Lowenstein tumor,"[15726,15727,15729,15730]","DiseaseName (BLT) is a solid tumor that usually develops around the external genitals or anus. BLT grows slowly into a bulky, cauliflower-shaped mass. It often spreads into surrounding tissues and causes damage. BLT is a sexually transmitted condition caused by specific types of the human papilloma virus (HPV). Risk factors for developing BLT include having a weak immune system, multiple sexual partners, alcoholism, and diabetes. Diagnosis is based on imaging studies and microscopic exam of a small piece of tumor tissue.",GARD,"Buschke-Lowenstein tumor (BLT) is a solid tumor that usually develops around the external genitals or anus. BLT grows slowly into a bulky, cauliflower-shaped mass. It often spreads into surrounding tissues and causes damage. BLT is a sexually transmitted condition caused by specific types of the human papilloma virus (HPV). Risk factors for developing BLT include having a weak immune system, multiple sexual partners, alcoholism, and diabetes. Diagnosis is based on imaging studies and microscopic exam of a small piece of tumor tissue."
GARD:0009667,HHV-6 encephalitis,[6226],"DiseaseName refers to inflammation of the brain due to an infection with human herpesvirus 6. People who have undergone allogeneic hematopoietic cell transplantation are at an increased risk for developing DiseaseName. People with immune system disorders may also be at an increased risk for developing this infection. Symptoms vary, but often include confusion, anterograde amnesia (difficulty learning new information following the onset of amnesia), short-term memory loss, and seizures. Diagnosis often involves lumbar puncture, virus testing, and MRI. EEG's may also be recommended when seizures are suspected.",GARD,"HHV-6 encephalitis refers to inflammation of the brain due to an infection with human herpesvirus 6. People who have undergone allogeneic hematopoietic cell transplantation are at an increased risk for developing HHV-6 encephalitis. People with immune system disorders may also be at an increased risk for developing this infection. Symptoms vary, but often include confusion, anterograde amnesia (difficulty learning new information following the onset of amnesia), short-term memory loss, and seizures. Diagnosis often involves lumbar puncture, virus testing, and MRI. EEG's may also be recommended when seizures are suspected."
GARD:0009670,Factor XI deficiency,"[10581,10582,10583,10584]","DiseaseName is a bleeding disorder that interferes with the body's clotting process. As a result, people affected by this condition may have difficulty stopping the flow of blood following dental extractions, trauma or surgery. Women with DiseaseName may also experience heavy menstrual periods or heavy postpartum bleeding. Highly variable bleeding patterns occur between different people who have DiseaseName and within families. Bleeding risk can not be predicted by the level of factor XI (a clotting factor) in the blood. Although the condition can affect people of all heritages, it is most common in people of Ashkenazi Jewish descent. Most cases of DiseaseName are inherited and caused by changes in the F11 gene. In most cases the condition is inherited in an autosomal recessive manner. However, it may follow an autosomal dominant pattern in some families.",GARD,"Factor XI deficiency is a bleeding disorder that interferes with the body's clotting process. As a result, people affected by this condition may have difficulty stopping the flow of blood following dental extractions, trauma or surgery. Women with Factor XI deficiency may also experience heavy menstrual periods or heavy postpartum bleeding. Highly variable bleeding patterns occur between different people who have Factor XI deficiency and within families. Bleeding risk can not be predicted by the level of factor XI (a clotting factor) in the blood. Although the condition can affect people of all heritages, it is most common in people of Ashkenazi Jewish descent. Most cases of Factor XI deficiency are inherited and caused by changes in the F11 gene. In most cases the condition is inherited in an autosomal recessive manner. However, it may follow an autosomal dominant pattern in some families."
GARD:0009671,Lipodermatosclerosis,"[174,8052]","DiseaseName refers to changes in the skin of the lower legs. It is a form of panniculitis (inflammation of the layer of fat under the skin). Symptoms include pain, hardening of skin, change in skin color (redness), swelling, and a tapering of the legs above the ankles. The exact underlying cause is unknown; however, it appears to be associated with venous insufficiency and/or obesity.",GARD,"Lipodermatosclerosis refers to changes in the skin of the lower legs. It is a form of panniculitis (inflammation of the layer of fat under the skin). Symptoms include pain, hardening of skin, change in skin color (redness), swelling, and a tapering of the legs above the ankles. The exact underlying cause is unknown; however, it appears to be associated with venous insufficiency and/or obesity."
GARD:0009673,Mowat-Wilson syndrome,"[3472,3560,13550]","DiseaseName (MWS) is a rare genetic disorder that affects many systems of the body. Symptoms may include intellectual disability, distinctive facial features, delayed development, and Hirschsprung disease. Other symptoms may include microcephaly, structural brain abnormalities, epilepsy, short stature, and defects of the heart, urinary tract, or genitalia. MWS is caused by a genetic change in the ZEB2 gene. It typically occurs for the first time in a person with MWS and is not inherited from a parent. Vary rarely, more than one child in a family will have MWS.",GARD,"Mowat-Wilson syndrome (MWS) is a rare genetic disorder that affects many systems of the body. Symptoms may include intellectual disability, distinctive facial features, delayed development, and Hirschsprung disease. Other symptoms may include microcephaly, structural brain abnormalities, epilepsy, short stature, and defects of the heart, urinary tract, or genitalia. MWS is caused by a genetic change in the ZEB2 gene. It typically occurs for the first time in a person with MWS and is not inherited from a parent. Vary rarely, more than one child in a family will have MWS."
GARD:0009676,Miyoshi myopathy,"[3235,3236]","DiseaseName is a type of muscular dystrophy characterized by muscle weakness and atrophy (wasting), mainly in the distal parts of the legs. The first symptoms typically begin in young adulthood (on average 20 years of age) and include weakness and atrophy of the calves (sometimes asymmetrically), leading to inability to jump, run or walk on tiptoes. Over a period of years, the weakness and atrophy typically spread to the thighs and gluteal muscles. The forearms may become mildly atrophic with decrease in grip strength. It is caused by variations in the DYSF gene. Inheritance is autosomal recessive. Diagnosis may be confirmed by blood tests results showing an elevation of the creatine kinase (CK) and genetic testing. DiseaseName is part of the group of diseases known as ""Dysferlinopathies"", which are caused by different genetic changes in the DYSF gene.",GARD,"Miyoshi myopathy is a type of muscular dystrophy characterized by muscle weakness and atrophy (wasting), mainly in the distal parts of the legs. The first symptoms typically begin in young adulthood (on average 20 years of age) and include weakness and atrophy of the calves (sometimes asymmetrically), leading to inability to jump, run or walk on tiptoes. Over a period of years, the weakness and atrophy typically spread to the thighs and gluteal muscles. The forearms may become mildly atrophic with decrease in grip strength. It is caused by variations in the DYSF gene. Inheritance is autosomal recessive. Diagnosis may be confirmed by blood tests results showing an elevation of the creatine kinase (CK) and genetic testing. Miyoshi myopathy is part of the group of diseases known as ""Dysferlinopathies"", which are caused by different genetic changes in the DYSF gene."
GARD:0009678,Lattice corneal dystrophy type 1,"[11498,11499]","DiseaseName (LCD1) is an eye disorder that affects the cornea, the clear outer covering of the eye. In order to see properly, the cornea must remain clear. In LCD1, a protein, known as amyloid, builds up in a layer of the cornea called the stroma. Symptoms usually become apparent in childhood or adolescence and may include separation of layers of the cornea (corneal erosions), decreased vision, photosensitivity, and eye pain. LCD1 is caused by genetic changes in the TGFBI gene and is inherited in an autosomal dominant manner.",GARD,"Lattice corneal dystrophy type 1 (LCD1) is an eye disorder that affects the cornea, the clear outer covering of the eye. In order to see properly, the cornea must remain clear. In LCD1, a protein, known as amyloid, builds up in a layer of the cornea called the stroma. Symptoms usually become apparent in childhood or adolescence and may include separation of layers of the cornea (corneal erosions), decreased vision, photosensitivity, and eye pain. LCD1 is caused by genetic changes in the TGFBI gene and is inherited in an autosomal dominant manner."
GARD:0009687,Schistosomiasis,"[5901,5902]","DiseaseName is a disease caused by parasitic worms. Infection occurs through contact with contaminated water. The parasite in its infective stages is called a cercaria. It swims freely in open bodies of water. On contact with humans, the parasite burrows into the skin, matures into another stage (schistosomula), then migrates to the lungs and liver, where it matures into the adult form. The adult worm then migrates to its preferred body part (bladder, rectum, intestines, liver, portal venous system (the veins that carry blood from the intestines to liver, spleen, lungs), depending on its species. DiseaseName is common in many tropical and subtropical areas worldwide.",GARD,"Schistosomiasis is a disease caused by parasitic worms. Infection occurs through contact with contaminated water. The parasite in its infective stages is called a cercaria. It swims freely in open bodies of water. On contact with humans, the parasite burrows into the skin, matures into another stage (schistosomula), then migrates to the lungs and liver, where it matures into the adult form. The adult worm then migrates to its preferred body part (bladder, rectum, intestines, liver, portal venous system (the veins that carry blood from the intestines to liver, spleen, lungs), depending on its species. Schistosomiasis is common in many tropical and subtropical areas worldwide."
GARD:0009688,Meesmann corneal dystrophy,"[1490,7079,8956]","DiseaseName (MECD) is a rare genetic condition affecting the clear front covering of the eye (cornea). It is characterized by the development of multiple tiny round cysts in the outermost layer of the cornea (corneal epithelium). Over time, these cysts can break open (rupture) and cause irritation and erosions. Symptoms usually appear around adulthood and may include light sensitivity (photophobia), redness, and pain. MECD can be caused by genetic changes in the either the KRT3 gene or the KRT12 gene and is inherited in an autosomal dominant fashion.",GARD,"Meesmann corneal dystrophy (MECD) is a rare genetic condition affecting the clear front covering of the eye (cornea). It is characterized by the development of multiple tiny round cysts in the outermost layer of the cornea (corneal epithelium). Over time, these cysts can break open (rupture) and cause irritation and erosions. Symptoms usually appear around adulthood and may include light sensitivity (photophobia), redness, and pain. MECD can be caused by genetic changes in the either the KRT3 gene or the KRT12 gene and is inherited in an autosomal dominant fashion."
GARD:0009690,Kienbock's disease,"[15620,15621,15623]","DiseaseName causes one of the bones in the wrist (lunate bone) to slowly break down due to low blood supply. This process is called osteonecrosis. Symptoms include pain, swelling, limited movement, and decreased grip strength. The symptoms usually start in adulthood, but can occur at any age. The underlying cause of DiseaseName is unknown. Diagnosis is made by imaging studies.",GARD,"Kienbock's disease causes one of the bones in the wrist (lunate bone) to slowly break down due to low blood supply. This process is called osteonecrosis. Symptoms include pain, swelling, limited movement, and decreased grip strength. The symptoms usually start in adulthood, but can occur at any age. The underlying cause of Kienbock's disease is unknown. Diagnosis is made by imaging studies."
GARD:0009697,Monomelic amyotrophy,[14326],"DiseaseName (MMA) is a rare disease that causes muscle weakness in the upper extremities. MMA affects the lower motor neurons. Lower motor neurons are cells that help communicate information from the brain to the muscles that are involved in movement (skeletal muscles). Specifically, DiseaseName causes weakness and loss of muscle mass in the arms and fingers. The disease is most common in Asia, especially in Japan and India. Males are more likely to develop the disease than females. The exact cause of DiseaseName is unknown. DiseaseName can sometimes run in families, but it is not thought to be caused by a specific genetic change. Diagnosis of the disease is based on imaging studies and electromyography (EMG) consistent with the disease.",GARD,"Monomelic amyotrophy (MMA) is a rare disease that causes muscle weakness in the upper extremities. MMA affects the lower motor neurons. Lower motor neurons are cells that help communicate information from the brain to the muscles that are involved in movement (skeletal muscles). Specifically, Monomelic amyotrophy causes weakness and loss of muscle mass in the arms and fingers. The disease is most common in Asia, especially in Japan and India. Males are more likely to develop the disease than females. The exact cause of Monomelic amyotrophy is unknown. Monomelic amyotrophy can sometimes run in families, but it is not thought to be caused by a specific genetic change. Diagnosis of the disease is based on imaging studies and electromyography (EMG) consistent with the disease."
GARD:0009698,Recombinant chromosome 8 syndrome,[2666],"DiseaseName is a condition that involves heart and urinary tract abnormalities,  intellectual disability, and a distinctive facial appearance. Most people with this condition are descended from a Hispanic population originating in the San Luis Valley area of southern Colorado and northern New Mexico. DiseaseName is caused by a rearrangement of chromosome 8 that results in a missing piece of the short (p) arm and an extra piece of the long (q) arm. Most affected individuals have at least one parent with a change in chromosome 8 called an inversion.",GARD,"Recombinant chromosome 8 syndrome is a condition that involves heart and urinary tract abnormalities,  intellectual disability, and a distinctive facial appearance. Most people with this condition are descended from a Hispanic population originating in the San Luis Valley area of southern Colorado and northern New Mexico. Recombinant chromosome 8 syndrome is caused by a rearrangement of chromosome 8 that results in a missing piece of the short (p) arm and an extra piece of the long (q) arm. Most affected individuals have at least one parent with a change in chromosome 8 called an inversion."
GARD:0009699,Ossification of the posterior longitudinal ligament of the spine,"[8831,8832,8833]","DiseaseName (OPLL) is characterized by the calcification of the soft tissues that connect the bones of the spine, which may lead to compression of the spinal cord. Many affected people do not have any symptoms, while others may experience mild pain or numbness in the arms and/or legs. In some cases, OPLL may be associated with other conditions such as genetic diseases (i.e. hypophosphatemic rickets), endocrine disorders (i.e. acromegaly, hypoparathyroidism), spondyloarthropathies (i.e. ankylosing spondylitis), and diffuse idiopathic skeletal hyperostosis. OPLL is most commonly diagnosed in men, people of Asian descent and people over age 50. The exact underlying cause is currently unknown.",GARD,"Ossification of the posterior longitudinal ligament of the spine (OPLL) is characterized by the calcification of the soft tissues that connect the bones of the spine, which may lead to compression of the spinal cord. Many affected people do not have any symptoms, while others may experience mild pain or numbness in the arms and/or legs. In some cases, OPLL may be associated with other conditions such as genetic diseases (i.e. hypophosphatemic rickets), endocrine disorders (i.e. acromegaly, hypoparathyroidism), spondyloarthropathies (i.e. ankylosing spondylitis), and diffuse idiopathic skeletal hyperostosis. OPLL is most commonly diagnosed in men, people of Asian descent and people over age 50. The exact underlying cause is currently unknown."
