org_name,num_clinical,num_papers,num_patent,total_cost1,Totla_pub,per_$
TERASAKI INSTITUTE FOR BIOMEDICAL INNOVATION,0,13,0,414812,13,3.13387E-05
LUND UNIVERSITY,0,13,0,391480,13,3.32065E-05
UNIVERSIDADE FEDERAL DE MINAS GERAIS,0,13,0,291060,13,4.46628E-05
RUTGERS THE STATE UNIV OF NJ CAMDEN,0,13,0,257318,13,5.05192E-05
MISSOURI LIONS EYE RESEARCH FOUNDATION,0,13,0,218406,13,5.95194E-05
RUSH UNIVERSITY,0,13,0,198053,13,6.56357E-05
UNIVERSITY MEDICAL CENTER UTRECHT,1,12,0,5647173,13,2.30203E-06
ACOUSTIC MEDSYSTEMS INC,0,12,0,7683019,12,1.56188E-06
LA JOLLA INFECTIOUS DISEASE INSTITUTE,0,12,0,6485945,12,1.85015E-06
VITALANT ,0,12,0,5713477,12,2.10029E-06
NANOSCOPE TECHNOLOGIES LLC,0,12,0,3984472,12,3.01168E-06
OCHSNER CLINIC FOUNDATION,0,12,0,3203942,12,3.74537E-06
NEW JERSEY INSTITUTE OF TECHNOLOGY,0,12,0,2711515,12,4.42555E-06
PUBLIC HEALTH INSTITUTE,0,12,0,2222269,12,5.39986E-06
SAGE BIONETWORKS,0,12,0,2040000,12,5.88232E-06
MARYLAND MEDICAL RESEARCH INSTITUTE INC,0,12,0,1834961,12,6.53961E-06
MONTREAL GENERAL HOSPITAL,0,12,0,1092665,12,1.09822E-05
UNIVERSITY OF AKRON,0,12,0,836000,12,1.43539E-05
STEADMAN PHILIPPON RESEARCH INSTITUTE,0,12,0,688600,12,1.74264E-05
GREATER LOS ANGELES VETERANS RESEARCH AND EDUCATION FOUNDATION,0,12,0,646640,12,1.85572E-05
UNIVERSITY OF SAO PAULO,0,12,0,314438,12,3.81621E-05
UNIVERSITY OF HONG KONG,0,12,0,268731,12,4.46527E-05
LOCKHEED MARTIN ENERGY RESEARCH CORP,0,12,0,154761,12,7.75339E-05
NOVA SOUTHEASTERN UNIVERSITY,2,11,0,1332254,13,9.75783E-06
FOUNDATION FOR BLOOD RESEARCH,1,11,0,9642988,12,1.24443E-06
MICROBIOTIX INC,0,11,0,28441745,11,3.86755E-07
MITOCHONDRIA IN MOTION INC,0,11,0,7995977,11,1.37569E-06
UNIVERSITY OF TEXAS ARLINGTON,0,11,0,7393293,11,1.48783E-06
AMBION DIAGNOSTICS INC,0,11,0,4224206,11,2.60403E-06
UNIVERSITY OF MARYLAND BALT CO CAMPUS,0,11,0,3660484,11,3.00506E-06
WESTERN WASHINGTON UNIVERSITY,0,11,0,3271913,11,3.36194E-06
UNIVERSITY OF OXFORD,0,11,0,3001795,11,3.66446E-06
ADDIS ABABA UNIVERSITY,0,11,0,2322052,11,4.73717E-06
ERNEST GALLO CLINIC AND RESEARCH CENTER,0,11,0,1494672,11,7.35942E-06
ROGER WILLIAMS HOSPITAL,0,11,0,1385785,11,7.93768E-06
MONASH UNIVERSITY,0,11,0,1374210,11,8.00454E-06
KENT STATE UNIVERSITY AT KENT,0,11,0,1090110,11,1.00906E-05
ADIRONDACK BIOMEDICAL RESEARCH INSTITUTE,0,11,0,952235,11,1.15516E-05
UNIVERSITY OF MELBOURNE,0,11,0,928000,11,1.18533E-05
RANCHO LOS AMIGOS MEDICAL CENTER,0,11,0,627800,11,1.75212E-05
ROS TECHNOLOGIES INC,0,11,0,539606,11,2.03849E-05
CHILDRENS HEALTHCARE SYSTEM OF ATLANTA,0,11,0,507984,11,2.16538E-05
UNIVERSITY OF TENNESSEE CHATTANOOGA,0,11,0,462580,11,2.37792E-05
CANCER THERAPY AND RESEARCH CENTER,0,11,0,238335,11,4.61516E-05
GLOBAL ALLIANCE FOR TB DRUG DEVELOPMENT,0,10,0,49684640,10,2.01269E-07
HAWAII BIOTECH INC,0,10,0,41808252,10,2.39187E-07
PROTEOGENOMICS RESEARCH INSTITSYS MED,0,10,0,33983182,10,2.94263E-07
NEW YORK GENOME CENTER,0,10,0,19176254,10,5.21478E-07
CELDARA MEDICAL LLC,0,10,0,12885984,10,7.76036E-07
COLLABORATIONS PHARMACEUTICALS INC,0,10,0,9912628,10,1.00881E-06
UNIVERSITY OF MAINE ORONO,0,10,0,4313560,10,2.31827E-06
LOVELACE BIOMEDICAL  ENVIRONMENTAL RES,0,10,0,4230360,10,2.36386E-06
NEW YORK STATE PSYCHIATRIC INSTITUTE,0,10,0,2609423,10,3.83225E-06
MIDWESTERN UNIVERSITY,0,10,0,1473329,10,6.7873E-06
TERPENOID THERAPEUTICS INC,0,10,0,1338539,10,7.47078E-06
MEDICAL RESEARCH COUNCIL OF SOUTH AFRICA,0,10,0,1202189,10,8.31809E-06
CANCER PREVENTION INSTIT OF CALIFORNIA,0,10,0,863273,10,1.15837E-05
CNRS DELEGATION LANGUEDOCROUSSILLON,0,10,0,811638,10,1.23206E-05
SOUTHERN MEDICAL UNIVERSITY,0,10,0,801465,10,1.2477E-05
UNIVERSITY OF THE WESTERN CAPE,0,10,0,512158,10,1.95248E-05
AMERICAN FOUNDATION FOR BIOLOGICAL RES,0,10,0,469191,10,2.13128E-05
HAYSTACK DIAGNOSTICS INC,0,10,0,449998,10,2.22218E-05
NATIONAL RESEARCH COUNCIL OF CANADA,0,10,0,432000,10,2.31476E-05
AKONNI BIOSYSTEMS INC,0,9,0,29664225,9,3.03396E-07
TRANSDERM INC,0,9,0,9038359,9,9.95755E-07
DETECTOGEN INC,0,9,0,6326980,9,1.42248E-06
MOLECULAR EXPRESS INC,0,9,0,4981960,9,1.80651E-06
OCEAN NANOTECH LLC,0,9,0,4775259,9,1.88471E-06
LIPELLA PHARMACEUTICALS INC,0,9,0,4550548,9,1.97778E-06
THE MIND RESEARCH NETWORK,0,9,0,4133130,9,2.17752E-06
LONG ISLAND UNIVERSITY BROOKLYN CAMPUS,0,9,0,3214502,9,2.7998E-06
RUTGERS THE STATE UNIV OF NJ NEWARK,0,9,0,2239548,9,4.01865E-06
BIOPROTECTION SYSTEMS CORPORATION,0,9,0,2064245,9,4.35993E-06
ERASMUS MEDICAL CENTER,0,9,0,1717848,9,5.23908E-06
ROWAN UNIVERSITY,0,9,0,1414698,9,6.36174E-06
TELETHON INSTITUTE FOR CHILD HEALTH RES,0,9,0,1365061,9,6.59306E-06
LE MOYNE COLLEGE,0,9,0,1144626,9,7.86276E-06
ST JUDE CHILDRENS RESEARCH HOSPITAL GRADUATE SCHOOL OF BIOMEDICAL SCIENCES LLC,0,9,0,633653,9,1.42031E-05
STEWARD ST ELIZABETHS MEDICAL CENTER,0,9,0,521379,9,1.72616E-05
UNIVERSITY OF THE SCIENCES PHILADELPHIA,0,9,0,482844,9,1.86392E-05
ANTICANCER INC,0,9,0,449400,9,2.00263E-05
NATIONAL INSTITUTE OF AGRICULTURE TECH,0,9,0,423832,9,2.12343E-05
KUNMING MEDICAL COLLEGE,0,9,0,326813,9,2.75378E-05
CHILDRENS SEASHORE HOUSE,0,9,0,236897,9,3.79896E-05
MASSEY UNIVERSITY,0,9,0,110246,9,8.16282E-05
REVERAGEN BIOPHARMA INC,3,8,0,22455288,11,4.89862E-07
SC STATE DEPTHEALTHENVIRONMENTAL CONTR,0,8,0,10810000,8,7.40055E-07
INBIOS INTERNATIONAL INC,0,8,0,9714994,8,8.23469E-07
VITATEX INC,0,8,0,7575364,8,1.05605E-06
CEPHEID,0,8,0,4359959,8,1.83488E-06
BIOLIGHT ENGINEERING LLC,0,8,0,4199925,8,1.90479E-06
LEXINGTON BIOMEDICAL RESEARCH INSTITUTE,0,8,0,3443153,8,2.32345E-06
UNIVERSITY OF ARKANSAS AT FAYETTEVILLE,0,8,0,2900556,8,2.75808E-06
VASCULAR BIOSCIENCES,0,8,0,2793917,8,2.86335E-06
VAXIN INC,0,8,0,2756575,8,2.90214E-06
TEXAS HEART INSTITUTE,0,8,0,2244500,8,3.56425E-06
UNIVERSITY OF RICHMOND,0,8,0,1941183,8,4.12118E-06
TORREY PINES INST FOR MOLECULAR STUDIES,0,8,0,1885745,8,4.24233E-06
BUTLER UNIVERSITY,0,8,0,1727225,8,4.63168E-06
UNIVERSITY OF NORTH TEXAS,0,8,0,1508702,8,5.30254E-06
UNIVERSITY OF OTAGO,0,8,0,1490057,8,5.36889E-06
MBARARA UNIVERSITYSCIENCE TECHNOLOGY,0,8,0,1447817,8,5.52552E-06
INTERNATIONAL CENTRE OF INSECT PHYSIOLOG,0,8,0,1348530,8,5.93234E-06
FUKUOKA DENTAL COLLEGE,0,8,0,1207904,8,6.62299E-06
MIAMI UNIVERSITY OXFORD,0,8,0,914330,8,8.74948E-06
WINTHROPUNIVERSITY HOSPITAL,0,8,0,706652,8,1.13208E-05
OPTIMUM THERAPEUTICS LLC,0,8,0,496348,8,1.61174E-05
FEDERAL UNIVERSITY OF SANTA CATARINA,0,8,0,417313,8,1.91698E-05
AHMADU BELLO UNIVERSITY,0,8,0,346032,8,2.31186E-05
MARYMOUNT UNIVERSITY,0,8,0,296134,8,2.70139E-05
DREW UNIVERSITY,0,8,0,212890,8,3.75763E-05
GRADUATE SCHOOL OF PUBLIC HEALTH AND HEALTH POLICY,0,8,0,162500,8,4.92277E-05
UNIVERSITY OF ANTIOQUIA,0,8,0,129800,8,6.16285E-05
IMMUNETICS INC,0,7,0,52024967,7,1.34551E-07
CHEMBIO DIAGNOSTIC SYSTEMS INC,0,7,0,11772864,7,5.94587E-07
COLLEGE AT GENESEO,0,7,0,2245476,7,3.11737E-06
ADVANCED BRAIN MONITORING INC,0,7,0,1978043,7,3.53883E-06
CATX INC,0,7,0,1026900,7,6.81657E-06
EVANSTON HOSPITAL,0,7,0,875808,7,7.99253E-06
UNIVERSITY OF VALPARAISO,0,7,0,634518,7,1.10318E-05
METROHEALTH MEDICAL CENTER,0,7,0,623286,7,1.12306E-05
FRANCIS CRICK INSTITUTE LTD,0,7,0,609543,7,1.14838E-05
AMERICAN TYPE CULTURE COLLECTION,0,7,0,598670,7,1.16924E-05
THE EYE INSTITUTE,0,7,0,562790,7,1.24378E-05
APOIMMUNE INC,0,7,0,491672,7,1.42368E-05
PITTSBURG STATE UNIVERSITY,0,7,0,485534,7,1.44168E-05
HENRY FORD HOSPITAL,0,7,0,452096,7,1.54831E-05
APOVAX INC,0,7,0,429811,7,1.62858E-05
ALABAMA STATE UNIVERSITY,0,7,0,390565,7,1.79223E-05
SHANDONG PROVINCIAL CHEST HOSPITAL,0,7,0,318584,7,2.19715E-05
NATIONAL HANSENS DISEASE PROGRAM,0,7,0,296053,7,2.36436E-05
PROMILIAD BIOPHARMA INC,0,7,0,279271,7,2.50644E-05
UNIVERSITY OF TEXAS OF THE PERMIAN BASIN,0,7,0,153234,7,4.56788E-05
NOVUS BIOLOGICALS INC,0,7,0,99953,7,7.00259E-05
AMERICAN COLLEGE OF RHEUMATOLOGY,0,7,0,20500,7,0.000341297
FUNDACAO MANHICA,2,6,0,2820090,8,2.83678E-06
PHOENIX NEST INC,1,6,0,32809880,7,2.1335E-07
BIOMARCK PHARMACEUTICALS LTD,1,6,0,6600562,7,1.06051E-06
DESMOND TUTU HIV FOUNDATION,1,6,0,3968531,7,1.76387E-06
ACIONT INC,1,6,0,2330554,7,3.00356E-06
BIOSTRATEGIES LC,0,6,0,38150197,6,1.57273E-07
AMPLYX PHARMACEUTICALS INC,0,6,0,17774854,6,3.37555E-07
MOLECULAR TARGETING TECHNOLOGIES INC,0,6,0,11459574,6,5.23579E-07
CYNVEC LLC,0,6,0,10800000,6,5.55555E-07
NANOFIBER SOLUTIONS LLC,0,6,0,9342132,6,6.42251E-07
BIOTIME INC,0,6,0,8252635,6,7.2704E-07
STATENS SERUM INSTITUTE,0,6,0,3765102,6,1.59358E-06
MC INC,0,6,0,3596135,6,1.66845E-06
GOTEBORG UNIVERSITY,0,6,0,3504140,6,1.71226E-06
UNIVERSITY OF QUEENSLAND,0,6,0,3002475,6,1.99834E-06
INSTITUTE FOR RARENEGLECTED DISEASES,0,6,0,2394002,6,2.50625E-06
INNOVATIVE BIOLOGICS INC,0,6,0,1953670,6,3.07113E-06
ENTREMED INC,0,6,0,1899989,6,3.1579E-06
ACADEMY OF NATURAL SCIENCES,0,6,0,1236551,6,4.85217E-06
CALIFORNIA INSTITUTE FOR MEDICAL RES,0,6,0,1135632,6,5.28336E-06
UNIVERSITY OF MISSOURIST LOUIS,0,6,0,1131429,6,5.30298E-06
HAWAII STATE DEPARTMENT OF HEALTH,0,6,0,1088300,6,5.51314E-06
FONDAZONE CENTSAN RAFFAELEDEL MONTE,0,6,0,935084,6,6.41647E-06
PROGERIA RESEARCH FOUNDATION INC,0,6,0,888185,6,6.75527E-06
IDAHO STATE UNIVERSITY,0,6,0,870814,6,6.89003E-06
SANDIA CORPSANDIA NATIONAL LABORATORIES,0,6,0,746288,6,8.03968E-06
IONIC PHARMACEUTICALS,0,6,0,566244,6,1.0596E-05
NEPHROPATHOLOGY ASSOCIATES,0,6,0,560313,6,1.07081E-05
CENTOCOR INC,0,6,0,543060,6,1.10483E-05
MOTOGEN INC,0,6,0,540538,6,1.10998E-05
CHILDRENS TUMOR FOUNDATION,0,6,0,529242,6,1.13368E-05
ARC BIOTECHNOLOGY LLC,0,6,0,501508,6,1.19637E-05
NATIONAL INSTITUTE OF IMMUNOLOGY,0,6,0,222133,6,2.70096E-05
MOLECULAR DYNAMICS INC,0,6,0,200000,6,2.99985E-05
ADA SCIENCE AND RESEARCH INSTITUTE LLC,0,6,0,163392,6,3.67193E-05
COLUMBIA UNIVERSITY TEACHERS COLLEGE,0,6,0,158114,6,3.79449E-05
UNIVERSITY OF FRANKFURT,0,6,0,157680,6,3.80493E-05
POMONA COLLEGE,0,6,0,147544,6,4.06631E-05
TRANSTK INC,0,6,0,147075,6,4.07927E-05
ST VINCENT HOSPITAL WORCESTER MA,0,6,0,127912,6,4.69036E-05
MAKERERE MEDICAL SCHOOL,0,6,0,106731,6,5.62108E-05
AVI BIOPHARMA INC,0,6,0,100000,6,5.9994E-05
AUBURN UNIVERSITY AT MONTGOMERY,0,6,0,100000,6,5.9994E-05
INDIANA STATE UNIVERSITY,0,6,0,94890,6,6.32244E-05
CONNECTICUT STATE DEPT OF PUBLIC HEALTH,0,6,0,77400,6,7.75094E-05
UNIVERSITY OF LIVERPOOL,1,5,0,1749481,6,3.42957E-06
KINETA INC,0,5,0,23952143,5,2.0875E-07
TWINSTRAND BIOSCIENCES INC,0,5,0,12006826,5,4.16429E-07
AMPRION INC,0,5,0,9709980,5,5.14934E-07
ALTOR BIOSCIENCE CORPORATION,0,5,0,7275496,5,6.87237E-07
CHILDRENS CANCER THERAPY DEVELOPINST,0,5,0,7109978,5,7.03236E-07
IQ MEDICAL IMAGING LLC,0,5,0,5678442,5,8.80522E-07
INSTITUTO DE EFECTIVIDAD CLINICA Y SANIT,0,5,0,5237018,5,9.5474E-07
SCARLESS LABORATORIES INC,0,5,0,4213914,5,1.18654E-06
STRYKAGEN CORPORATION,0,5,0,3808967,5,1.31269E-06
CHILDRENS HOSPITAL OF ORANGE COUNTY,0,5,0,3694060,5,1.35352E-06
GENVEC INC,0,5,0,3663965,5,1.36464E-06
ASKLEPIOS BIOPHARMACEUTICAL INC,0,5,0,3320987,5,1.50557E-06
LYPRO BIOSCIENCES INC,0,5,0,2508635,5,1.99311E-06
INSTITUT PASTEUR DU CAMBODGE,0,5,0,2417788,5,2.068E-06
PHYSICAL SCIENCES INC,0,5,0,2080617,5,2.40312E-06
SEQUENOM INC,0,5,0,1925966,5,2.59609E-06
MONTANA STATE UNIVERSITY BILLINGS,0,5,0,1842601,5,2.71354E-06
BROOK BIOTECHNOLOGIES INC,0,5,0,1797713,5,2.7813E-06
MANDALMED INC,0,5,0,1602852,5,3.11942E-06
SPECTRUM HEALTH HOSPITALS,0,5,0,1531732,5,3.26426E-06
HEALTH RESEARCH BOARD,0,5,0,1452291,5,3.44281E-06
PACIFIC TUBERCULOSIS CANCER RES ORG,0,5,0,1347160,5,3.71148E-06
HOUSTON PHARMACEUTICALS INC,0,5,0,1113841,5,4.48893E-06
YORK COLLEGE,0,5,0,963561,5,5.18903E-06
KINSHASA SCHOOL OF PUBLIC HEALTH,0,5,0,943156,5,5.30129E-06
WOODLAND PHARMACEUTICALS LLC,0,5,0,899997,5,5.55551E-06
MITOSCIENCES INC,0,5,0,889939,5,5.6183E-06
EPOCH BIOSCIENCES INC,0,5,0,827286,5,6.04379E-06
MIRUS BIO CORPORATION,0,5,0,699867,5,7.14411E-06
CONNECTICUT COLLEGE,0,5,0,633164,5,7.89672E-06
CENTREAIDS PROGRAMMERESSOUTH AFRICA,0,5,0,616095,5,8.1155E-06
IXION BIOTECHNOLOGY INC,0,5,0,504660,5,9.90746E-06
AMERICAN UNIVERSITY,0,5,0,409404,5,1.22126E-05
BALL STATE UNIVERSITY,0,5,0,387215,5,1.29124E-05
SUN YATSEN UNIVERSITY,0,5,0,374596,5,1.33474E-05
CLARK UNIVERSITY WORCESTER MA,0,5,0,365347,5,1.36852E-05
MISSOURI UNIVERSITY OF SCIENCE TECHNOL,0,5,0,337500,5,1.48144E-05
CENTRAL INSTITUTE FOR THE DEAF,0,5,0,286593,5,1.74457E-05
MASENO UNIVERSITY,0,5,0,280345,5,1.78345E-05
VIRGINIA COLLEGE OF OSTEOPATHIC MEDICINE,0,5,0,253917,5,1.96907E-05
DON AND SYBIL HARRINGTON CANCER CENTER,0,5,0,244800,5,2.0424E-05
AUXAGEN INC,0,5,0,227692,5,2.19585E-05
PELICAN THERAPEUTICS INC,0,5,0,224713,5,2.22496E-05
UNIVERSITY OF WISCONSIN OSHKOSH,0,5,0,221059,5,2.26174E-05
RASOPATHIES NETWORK USA,0,5,0,198000,5,2.52512E-05
BOWDOIN COLLEGE,0,5,0,187210,5,2.67065E-05
CONNECTICUT AGRICULTURAL EXPERIMENT STA,0,5,0,167469,5,2.98545E-05
AT STILL UNIVERSITY OF HEALTH SCIENCES,0,5,0,167169,5,2.99081E-05
PRIME BIO INC,0,5,0,140000,5,3.57117E-05
TECHNIONISRAEL INSTITUTE OF TECHNOLOGY,0,5,0,117768,5,4.24528E-05
TUBERCULOSIS RESEARCH CENTRE,0,5,0,106434,5,4.69731E-05
U OF L ROYAL POSTGRADUATE MEDICAL SCHOOL,0,5,0,100000,5,4.9995E-05
SLIL BIOMEDICAL CORPORATION,0,5,0,99998,5,4.9996E-05
INSTITUTE OF MOLECULAR CELLULAR BIOLOGY,0,5,0,95554,5,5.2321E-05
UNIVERSITY OF GENEVA,0,5,0,66633,5,7.50266E-05
HEMEX INC,0,5,0,44500,5,0.000112334
UNIVERSITY OF MAINE,0,5,0,44051,5,0.000113479
NEW YORK STATE PSYCHIATRIC INSTITUTE DBA RESEARCH FOUNDATION FOR MENTAL HYGIENE INC,1,4,0,1396932,5,3.57925E-06
SHEPHERD CENTER,1,4,0,661453,5,7.559E-06
NUVOX PHARMA LLC,0,4,0,10714634,4,3.73321E-07
CUBRC INC,0,4,0,7582694,4,5.27516E-07
HEMEX HEALTH INC,0,4,0,6830188,4,5.85635E-07
ALTOR BIOSCIENCE LLC,0,4,0,5356222,4,7.46794E-07
EXEMPLAR GENETICS LLC,0,4,0,5119756,4,7.81286E-07
NOVICI BIOTECH LLC,0,4,0,5078538,4,7.87627E-07
ACTINOBAC BIOMED INC,0,4,0,4500236,4,8.8884E-07
RECOMBINETICS INC,0,4,0,4202424,4,9.51829E-07
EPIVAX INC,0,4,0,3660806,4,1.09265E-06
ADVANCED CELL DIAGNOSTICS INC,0,4,0,3263552,4,1.22565E-06
COGNOSCI INC,0,4,0,2518896,4,1.58799E-06
LEWIS AND CLARK COLLEGE,0,4,0,2400580,4,1.66626E-06
JS GENETICS INC,0,4,0,2273296,4,1.75955E-06
APPLIED BIOTECHNOLOGY INSTITUTE,0,4,0,2087016,4,1.9166E-06
SPERAGEN INC,0,4,0,2013264,4,1.98681E-06
MIDDLE TENNESSEE STATE UNIVERSITY,0,4,0,2008053,4,1.99197E-06
BIOLOG INC,0,4,0,1933546,4,2.06873E-06
PROGENRA INC,0,4,0,1810571,4,2.20924E-06
SINAI HEALTH SYSTEM,0,4,0,1719570,4,2.32615E-06
CENTER  FOR INFORMATION TECHNOLOGY,0,4,0,1685698,4,2.37289E-06
INVIVOSCIENCES INC,0,4,0,1398892,4,2.85939E-06
ANTIGENICS INC,0,4,0,1365026,4,2.93033E-06
MATCHSTICK TECHNOLOGIES INC,0,4,0,1287198,4,3.1075E-06
INTEGRATED BIOTHERAPEUTICS INC,0,4,0,1200000,4,3.33331E-06
JAMES MADISON UNIVERSITY,0,4,0,1186909,4,3.37007E-06
DELAWARE STATE UNIVERSITY,0,4,0,1101820,4,3.63032E-06
SANGER INSTITUTE,0,4,0,1082139,4,3.69635E-06
MONTCLAIR STATE UNIVERSITY,0,4,0,1076314,4,3.71635E-06
CANGENE CORPORATION,0,4,0,992819,4,4.02889E-06
SIGNABLOK INC,0,4,0,980174,4,4.08087E-06
WINDWARD ISLANDS RESEARCH  ED FDN,0,4,0,939219,4,4.25881E-06
UNIVERSITY OF ALASKA ANCHORAGE,0,4,0,879568,4,4.54764E-06
WESLEYAN UNIVERSITY,0,4,0,820914,4,4.87256E-06
SANTA CLARA UNIVERSITY,0,4,0,818429,4,4.88735E-06
MEDIMMUNE INC,0,4,0,813483,4,4.91707E-06
NEW ENGLAND DEACONESS HOSPITAL,0,4,0,728175,4,5.49311E-06
NATIONAL CENTER FOR TUBERCULOSIS AND LUNG DISEASES JSCJOINT STOCK COMPANY,0,4,0,723836,4,5.52604E-06
HAVERFORD COLLEGE,0,4,0,701224,4,5.70423E-06
DENVER RESEARCH INSTITUTE,0,4,0,695750,4,5.74911E-06
LUMINOMICS INC,0,4,0,652605,4,6.12919E-06
ROSS UNIVERSITY SCHVETERINARY MEDICINE,0,4,0,639838,4,6.25148E-06
MIDDLEBURY COLLEGE,0,4,0,570505,4,7.01121E-06
ESA INC,0,4,0,569547,4,7.023E-06
ALS BIOPHARMA LLC,0,4,0,567000,4,7.05455E-06
LKC TECHNOLOGIES INC,0,4,0,498771,4,8.01955E-06
ZIETCHICK RESEARCH INSTITUTE LLC,0,4,0,449400,4,8.90056E-06
UNIV OF MEDDENT NJSCH OF PUBLIC HEALTH,0,4,0,438621,4,9.11928E-06
CALIFORNIA STATE UNIVERSITY SACRAMENTO,0,4,0,426000,4,9.38945E-06
OBERLIN COLLEGE,0,4,0,419132,4,9.54331E-06
WEBSCIENCES INTERNATIONAL,0,4,0,405750,4,9.85804E-06
UNIVERSITY OF STELLENBOSCH,0,4,0,399060,4,1.00233E-05
ACEPRE LLC,0,4,0,392803,4,1.0183E-05
MICROBIOCHIP DIAGNOSTICS LLC,0,4,0,390952,4,1.02312E-05
FUDAN UNIVERSITY,0,4,0,352073,4,1.1361E-05
GRINNELL COLLEGE,0,4,0,351814,4,1.13693E-05
STEMCELLS INC,0,4,0,342493,4,1.16787E-05
BARAU DIKKO TEACHING HOSPITAL KADUNA STATE UNIVERSITY,0,4,0,340200,4,1.17574E-05
GROUP HEALTH COOPERATIVE,0,4,0,320000,4,1.24996E-05
EIKONIZO THERAPEUTICS INC,0,4,0,300000,4,1.33329E-05
KEVIRX INC,0,4,0,289307,4,1.38257E-05
CENTRAL CONNECTICUT STATE UNIVERSITY,0,4,0,287622,4,1.39067E-05
ERNEST PHARMACEUTICALS LLC,0,4,0,284249,4,1.40717E-05
ADELPHI UNIVERSITY,0,4,0,283108,4,1.41284E-05
CLARKSON UNIVERSITY,0,4,0,238500,4,1.67708E-05
SMITH COLLEGE,0,4,0,221034,4,1.80959E-05
PHARMASSET INC,0,4,0,200020,4,1.9997E-05
UNIVERSITE HASSAN II,0,4,0,167798,4,2.38368E-05
NORTH DAKOTA STATE UNIVERSITY,0,4,0,143250,4,2.79213E-05
PEPPERDINE UNIVERSITY,0,4,0,121402,4,3.29457E-05
LAYTON BIOSCIENCE INC,0,4,0,100000,4,3.9996E-05
PROCEPT INC,0,4,0,99638,4,4.01413E-05
ADVANCED IMMUNE THERAPEUTICS INC,0,4,0,53354,4,7.49569E-05
ONCOCEUTICS INC,1,3,0,9656657,4,4.14222E-07
BIOCIRCUIT TECHNOLOGIES INC,1,3,0,8666749,4,4.61534E-07
TRANSTIMULATION RESEARCH INC,1,3,0,4074625,4,9.81683E-07
APPLIED GENETIC TECHNOLOGIES CORPORATION,1,3,0,2081640,4,1.92155E-06
FOX CHASE CHEMICAL DIVERSITY CENTER INC,0,3,0,20109492,3,1.49183E-07
ALPHAVAX HUMAN VACCINES INC,0,3,0,18438316,3,1.62705E-07
NOVARTIS VACCINES AND DIAGNOSTICS INC,0,3,0,11018658,3,2.72265E-07
ZACHARON PHARMACEUTICALS INC,0,3,0,7841633,3,3.82573E-07
OSCIENT PHARMACEUTICALS CORPORATION,0,3,0,6455367,3,4.64729E-07
NANOCELLECT BIOMEDICAL INC,0,3,0,6215656,3,4.82651E-07
ELUSYS THERAPEUTICS INC,0,3,0,5191115,3,5.77909E-07
VIROGENICS INC,0,3,0,4217710,3,7.11285E-07
FASGEN INC,0,3,0,3724523,3,8.0547E-07
HEMOPHILIA FOUNDATION OF MICHIGAN,0,3,0,3660990,3,8.19448E-07
OSI PHARMACEUTICALS INC,0,3,0,3492802,3,8.58907E-07
MABVAX THERAPEUTICS INC,0,3,0,3430354,3,8.74543E-07
HARVARD PILGRIM HEALTH CARE INC,0,3,0,3208186,3,9.35105E-07
IMPERIAL COLLEGE OF SCIENCE TECHNOLOGY AND MEDICINE,0,3,0,2952905,3,1.01595E-06
STC BIOLOGICS INC,0,3,0,2636640,3,1.13781E-06
RULESBASED MEDICINE INC,0,3,0,2355231,3,1.27376E-06
LUCEOME BIOTECHNOLOGIES LLC,0,3,0,2204742,3,1.3607E-06
APPLIED GEOSOLUTIONS LLC,0,3,0,2170200,3,1.38235E-06
NEMUCORE MEDICAL INNOVATIONS INC,0,3,0,2067197,3,1.45123E-06
LEAF THERAPEUTICS LLC,0,3,0,1975578,3,1.51854E-06
VIAMET PHARMACEUTICALS INC,0,3,0,1970000,3,1.52283E-06
MYOS INC,0,3,0,1764422,3,1.70026E-06
LAHEY CLINIC,0,3,0,1602913,3,1.87158E-06
BARNARD COLLEGE,0,3,0,1557920,3,1.92563E-06
PEDIATRIX SCREENING INC,0,3,0,1459356,3,2.05569E-06
PHELIX THERAPEUTICS LLC,0,3,0,1383414,3,2.16853E-06
EOS NEUROSCIENCE INC,0,3,0,1368144,3,2.19274E-06
IBIS BIOSCIENCES INC,0,3,0,1233159,3,2.43276E-06
INSTITUT PASTEUR OF SHANGHAI,0,3,0,1166913,3,2.57086E-06
ACORDA THERAPEUTICS INC,0,3,0,1040696,3,2.88266E-06
CALIFORNIA STATE UNIVERSITY LONG BEACH,0,3,0,1039293,3,2.88655E-06
NEWTON PHOTONICS,0,3,0,1004618,3,2.98618E-06
MICHIGAN TECHNOLOGICAL UNIVERSITY,0,3,0,904127,3,3.31808E-06
IQUITY LABS INC,0,3,0,895716,3,3.34924E-06
PENNSYLVANIA DRUG DISCOVERY INSTITUTE,0,3,0,819550,3,3.6605E-06
US AGRICULTURAL RESEARCH SERVICE,0,3,0,750000,3,3.99995E-06
BIOMEDICAL RESEARCH MODELS INC,0,3,0,731561,3,4.10076E-06
WASATCH MICROFLUIDICS,0,3,0,675000,3,4.44438E-06
AZITRA INC,0,3,0,675000,3,4.44438E-06
AI BIOSCIENCES INC,0,3,0,642718,3,4.6676E-06
GENERAL ATOMICS,0,3,0,636352,3,4.7143E-06
MEDIGEN INC,0,3,0,620237,3,4.83678E-06
DECISION SYSTEMS,0,3,0,516767,3,5.80521E-06
AMGEN INC,0,3,0,500000,3,5.99988E-06
