NCTId,GARDId,OfficialTitle,BriefTitle,BriefSummary,Condition
NCT04351399,GARD:0009237,Psychological Impact of Quarantine in Rheumatoid Arthritis Patient During COVID-19 Outbreak,Psychological Impact of Quarantine in Rheumatoid Arthritis Patient During COVID-19 Outbreak,"Clinical data about psychological impact of quarantine are well studied in transient event or more prolonged situation like jail incarceration.

In recent metaanalysis, psychological impact of quarantine was well documented in a specific population during first SARS epidemy. Even after the end of quarantine several patients were still with symptom of avoiding mainly agoraphobia, frequent hand washing and a carefull return to normal life COVID-19 infection is already associated with psychological symptom like anxiety, depression, sleep disorders and symptoms of acute stress However psychological impact of quarantine is on none in chronic painful inflammatory rheumatism in France. The prevalence of rheumatoid arthritis is 0.5% of the population with frequent comorbidity such as anxiety and depression.

During the quarantine secondary to COVID-19 pandemic it's possible to evaluated the psychological impact of adult RA patients.

The present study is an ""emergency"" being realize before the end of the quarantine.",['Chronic Pain']
NCT04282902,GARD:0009237,"A Randomized, Open-label Study to Evaluate the Efficacy and Safety of Pirfenidone in Patients With Severe and Critical Novel Coronavirus Infection",A Study to Evaluate the Efficacy and Safety of Pirfenidone With Novel Coronavirus Infection,"The acute lung injury caused by SARS and 2003 were both related to the inflammatory cytokine storm in patients. The biochemical test showed abnormal increase in related indicators such as interleukin-8, and CT images showed a medical ""white"" lung"". According to the experience of SARS treatment in 2003, the use of hormones will indeed help the patients to alleviate their illness, but patients who survived SARS either had too much hormone at that time and took too long. Although the lungs could recover, but the femoral head was necrotic Either the amount of hormones was very conservative at the time, which kept the lungs in the storm of inflammatory factors, leading to the emergence of irreversible pulmonary fibrosis. So is there a medicine that can anti-inflammatory, reduce the load of hormone use, and have the effect of treating and preventing pulmonary fibrosis complicated by severe viral lung? At present, pirfenidone has achieved encouraging results in the treatment of idiopathic Pulmonary Fibrosis (CTD-ILD) diseases. It is particularly encouraging that the values announced at the 2019 ATS Annual Conference suggest that pirfenidone has more anti-inflammatory and anti-oxidant effects than its own outstanding anti-fibrotic ability. The data shows early use, Its strong anti-SOD activity can effectively inhibit IL-1beta and IL-4, and can open the prevention mode of pulmonary interstitial fibrosis. Based on the above, this project intends to make the following scientific assumptions: based on the homology of the pathogens of the new coronavirus-infected pneumonia and the coronavirus infection of pneumonia in 2003, the similarities in the occurrence and development of the disease, that is, the pulmonary inflammatory storm occurs first, and thereafter The progress of fibrosis and the progressive decline of lung function and mortality are higher than those of ordinary pneumonia. We hope that by adding pirfenidone as a treatment program in addition to standard treatment, it will be a new and severe type of coronavirus infection. Patient clinical treatment provides an effective and practical method.",['Pirfenidone']
NCT04606069,GARD:0009237,Clinical Trial on the Safety and Efficacy of Regadenoson for Moderate to Severe COVID-19 Adult Patients,Treat COVID-19 Patients With Regadenoson,"More than 17 million people have been infected and more than 677K lives have been lost since the COVID-19 pandemic. Unfortunately, there is neither an effective treatment nor is there a vaccination for this deadly virus. The moderate to severe COVID-19 patients suffer acute lung injury and need oxygen therapy, and even ventilators, to help them breathe. When a person gets a viral infection, certain body cells (inflammatory/immune cells) get activated and release a wide range of small molecules, also known as cytokines, to help combat the virus. But it is possible for the body to overreact to the virus and release an overabundance of cytokines, forming what is known as a ""cytokine storm"". When a cytokine storm is formed, these cytokines cause more damage to their own cells than to the invading COVID-19 that they're trying to fight. Recently, doctors and research scientists are becoming increasingly convinced that, in some cases, this is likely what is happening in the moderate to severe COVID-19 patients. The cytokine storm may be contributing to respiratory failure, which is the leading cause of mortality for severe COVID-19 patients. Therefore, being able to control the formation of cytokine storms will also help alleviate the symptoms and aid in the recovery of severe COVID-19 patients.",['Lung Inflammation']
NCT04405934,GARD:0009237,"A Phase III Prospective, Interventional, Cohort, Superiority Study to Evaluate the Benefit of Rapid COVID-19 Genomic Sequencing (the COVID-19 GENOMICS UK Project) on Infection Control in Preventing the Spread of the Virus in United Kingdom NHS Hospitals",COG-UK Project Hospital-Onset COVID-19 Infections Study,"Hospitals are recognised to be a major risk for the spread of infections despite the availability of protective measures. Under normal circumstances, staff may acquire and transmit infections, but the health impact of within hospital infection is greatest in vulnerable patients. For the novel coronavirus that causes COVID-19, like recent outbreaks such as the SARS and Ebola virus, the risk of within hospital spread of infection presents an additional, significant health risk to healthcare workers.

Infection Prevention and Control (IPC) teams within hospitals engage in practices that minimise the number of infections acquired within hospital. This includes surveillance of infection spread, and proactively leading on training to clinical and other hospital teams.

There is now good evidence that genome sequencing of epidemic viruses such as that which causes COVID-19, together with standard IPC, more effectively reduces within hospital infection rates and may help identify the routes of transmission, than just existing IPC practice. It is proposed to evaluate the benefit of genome sequencing in this context, and whether rapid (24-48h) turnaround on the data to IPC teams has an impact on that level of benefit.

The study team will ask participating NHS hospitals to collect IPC information as per usual practice for a short time to establish data for comparison. Where patients are confirmed to have a COVID-19 infection thought to have been transmitted within hospital, their samples will be sequenced with data fed back to hospital teams during the intervention phase. A final phase without the intervention may take place for additional information on standard IPC practice when the COVID-19 outbreak is at a low level nationwide.",['SARS-CoV 2']
NCT04457505,GARD:0009237,"Risk Factors, Personalized Prognoses and 1-year Follow-ups of Patients Admitted to Spanish Intensive Care Units Due to COVID-19",One Year Follow-ups of Patients Admitted to Spanish Intensive Care Units Due to COVID-19,"The latest epidemiological data published from Chine reports that up to 30% of hospital-admitted patients required admission to intensive care units (ICU). The cause for ICU admission for most patients is very severe respiratory failure; 80% of the patients present with severe acute respiratory distress syndrome (SARS) that requires protective mechanical ventilation.

Five percent of patients with SARS require extracorporeal circulation (ECMO) techniques. Global mortality data has been thus far reported in different individual publications from China. Without accounting for those patients still admitted to hospital, bona fide information (from a hospital in Wuhan) received by the PI of this project estimates that mortality of hospitalized patients is more than 10%. Evidently, mortality is concentrated in patients admitted to the ICU and those patients who require mechanical ventilation and present with SARS. As data in China was globally reported, risk factors and prognosis of patients with and without SARS who require mechanical ventilation are not definitively known. The efficacy of different treatments administered empirically or based on small, observation studies is also not known. With many still admitted at the time of publication, a recent study in JAMA about 1500 patients admitted to the ICU in the region of Lombardy (Italy) reported a crude mortality rate of 25%. The data published until the current date is merely observational, prospective or retrospective. Data has not been recorded by analysis performed with artificial intelligence (machine learning) in order to report much more personalized results. Furthermore, as it concerns patients admitted to the ICU who survive, respiratory and cardiovascular consequences, as well as quality of living are completely unknown.

The study further aims to investigate quality of life and different respiratory and cardiovascular outcomes at 6 months, as well as crude mortality within 1 year after discharge of patients with COVID-19 who survive following ICU admission. Lastly, with the objective to help personalize treatment in accordance with altered biological pathways in each patient, two types of studies will be performed: 1) epigenetics and 2) predictive enrichment of biomarkers in plasma.

Hypothesis

A significant percentage of patients (20%) admitted to the hospital with COVID-19 infection is expected to require ICU admission, and need mechanical ventilation (80%) and, in a minor percentage (5%), ECMO.
Patients who survive an acute episode during ICU hospitalization will have a yearly accumulated mortality of 40%. Those who then survive will have respiratory consequences, cardiovascular complications and poor quality of life (6 months).",['Respiratory Failure']
NCT04941092,GARD:0009237,"Clinical Outcomes and Characteristics of Critically Ill Patients With Influenza and COVID-19 Induced ARDS: a Retrospective, Matched Cohort Study",Comparison of ARDS COVID-19 (WHO) vs ARDS Influenza in the ICU,"Since the beginning of the SARS CoV 2 pandemia, the SARS CoV 2 was frequently compared with the seasonal influenza virus. However, few studies compared patients presenting acute respiratory distress syndrome (ARDS) induced by these viruses, with results being discordant. Our study means to compare mortality and morbidity of patients hospitalized in an intensive care unit (ICU) with ARDS induced by SARS CoV-2 and seasonal influenza.",['Influenza']
NCT04896957,GARD:0009237,Perceptions and Representations of Vaccination Against COVID-19,Perceptions and Representations of Vaccination Against COVID-19,"SARS COV2, the virus that causes COVID-19, was first described in Wuhan, China. For this pathology, which causes severe respiratory infections, preventing the transmission of the virus has become fundamental, that is why vaccines have been developed. In France, this vaccination campaign took place in a context where the lack of confidence in vaccination is high:

According to a November 2020 IFOP poll, only 41% of French respondents were willing to be vaccinated against COVID-19.

To our knowledge, there are still few qualitative studies on vaccination on the current issue of vaccination against COVID-19.",['COVID-19 Acute Respiratory Distress Syndrome']
NCT04847375,GARD:0009237,Evaluation of the Effect of Exogenous Surfactant Through Nebulizer Mask on Clinical Outcomes in Covid-19 Patients,Exogenous Surfactant Through Nebulizer Mask on Clinical Outcomes in Covid-19 Patients,"Covid-19 disease is one of the most important health system challenges which is the result of the recent SARS CoV-2 virus outbreak. So far, despite the use of different types of pharmaceuticals, none has been served as a curative treatment and research is continued to find one or more effective drugs; either palliative or curative ones.

One of the most important clinical problems in Covid-19 patients is lung involvement, which may causes significant sequels; leading to a main part of morbidity and/or mortality.

Surfactant is one of the drugs that can have valuable effects on the lungs, both by reducing the alveolar surface tension and by exerting immunomodulatory effects.

In a previous study by the same team, favorable effects were seen in intubated patients; however, the aim of this study was to evaluate the effect of exogenous nebulized surfactant in the pre-intubation stages of the disease.",['Surface-Active Agents']
NCT05236478,GARD:0009237,Efficiency of an Optimized Care Organization for Fatigue Management for Patients With COVID-19.,Efficiency of an Optimized Care Organization for Fatigue Management for Patients With COVID-19.,"Length of hospitalization for COVID-19 infection may be increased due to the persistence of fatigue in 29-46% of cases. Its management is essential to prevent the chronic fatigue . Chronic fatigue syndrome affected between 30 and 40% of patients with SARS in 2003 or MERS in 2005 and persisted beyond 3 years. There is currently no specific treatment for acute or <4 months asthenia. To avoid the transition to chronicity, some authors recommend respecting a long rest period. However, a program combining adapted physical activity and therapeutic patient education has already shown significant benefits for combating recent or semi-recent fatigue following a cardiovascular pathology and even during cancer treatments. Therefore, the existing care pathway for hospitalized patients with COVID-19 was adapted, combining exercise training and therapeutic patient education workshops.",['Fatigue']
NCT04305457,GARD:0009237,Nitric Oxide Gas Inhalation Therapy in Spontaneous Breathing Patients With Mild/Moderate COVID-19: a Randomized Clinical Trial,Nitric Oxide Gas Inhalation Therapy for Mild/Moderate COVID-19,"The scientific community is in search for novel therapies that can help to face the ongoing epidemics of novel Coronavirus (SARS-Cov-2) originated in China in December 2019. At present, there are no proven interventions to prevent progression of the disease. Some preliminary data on SARS pneumonia suggest that inhaled Nitric Oxide (NO) could have beneficial effects on SARS-CoV-2 due to the genomic similarities between this two coronaviruses. In this study we will test whether inhaled NO therapy prevents progression in patients with mild to moderate COVID-19 disease.",['Acute Respiratory Distress Syndrome']
NCT04344288,GARD:0009237,Corticosteroids During Covid-19 Viral Pneumonia Related to SARS-Cov-2 Infection,Corticosteroids During Covid-19 Viral Pneumonia Related to SARS-Cov-2 Infection,"Infection with the SARS-Cov-2 virus, responsible of severe acute respiratory distress syndrome (SARS), is an emerging infectious disease called Covid-19 and declared as pandemic by the World Health Organization on March 11, 2020. This pandemic is responsible of significant mortality. In France, several thousand patients are hospitalized in intensive care units, and their number continues to increase. Mortality during Covid-19 is mainly linked to acute respiratory distress syndrome, which frequency is estimated in France to occur in 6% of infected patients. Comorbidities such as cardiovascular conditions, obesity and diabetes increase susceptibility to severe forms of Covid-19 and associated mortality. Therapeutic management has three components: symptomatic management, including supplementary oxygen therapy and in case of respiratory distress mechanical ventilation; the antiviral approach; and immunomodulation, aiming at reducing inflammation associated with viral infection, which is considered to take part in severe presentations of the disease.

During Covid-19 viral pneumonia related to SARS-COv-2, there is a significant release of pro-inflammatory cytokines in the acute phase of viral infection, which could participate in viral pneumonia lesions. In children with less mature immune system than adults, SARS-Cov-2 infection is less severe. The current prevailing assumption is that severe forms of Covid-19 may not only be related to high viral replication, but also to an excessive inflammatory response favoring acute lung injury and stimulating infection.

The investigators hypothesize that early control of the excessive inflammatory response may help reducing the risk of acute respiratory distress syndrome.

The investigators will evaluate the benefit, safety and tolerability of corticosteroid therapy to reduce the rate of subjects hospitalized for Covid-19 viral pneumonia who experience clinical worsening with a need of high-flow supplemental oxygen supplementation or transfer in intensive care units for respiratory support.",['COVID-19']
NCT04577105,GARD:0009237,"Risk Factors, Prognosis and Findings by Computed Tomography in Patients Infected by COVID-19 and Its Association With Severity.",Risk Factors and Computed Tomography Findings in COVID-19.,"In the SARS-CoV2 pandemic, imaging studies proved its diagnostic utility to determine the severity of lung involvement. Computed tomography (CT) is a state-of-the-art study proven to be a highly sensitive diagnostic test complemented by RT-PCR testing to determine the disease and the degree of severity.

In March 2020, the Dutch Society of Radiology developed a standardized assessment scheme for COVID-19 lung disease, called CO-RADS. This system proposes a level of suspicion of pulmonary involvement of COVID-19, based on the simple chest tomography findings. The level of suspicion ranges from very low (CO-RADS 1) to very high (CO-RADS 5), with two additional categories involving a technically deficient study (CO-RADS 0) and a positive RT-PCR test for SARS -CoV-2 known before tomography (CO-RADS 6).

For its part, acute respiratory damage secondary to SARS-COV2 pneumonia causes acute respiratory distress syndrome, which warrants immediate medical attention. During the evaluation and triage of patients with suspected or confirmed SARS-COV2 infection, it is a challenge for health personnel given that the severity and clinical presentation is highly variable. The patient's risk stratification is carried out using previously established and validated risk scales and is a fundamental tool for making clinical decisions. Some of the risk indices and scales have been developed and used in the pandemic epicenters, such as China and Europe. Useful for the clinician is the national early warning scale (NEWS 2), severe disease risk assessment score (COVID-GRAM), the rapid severity index for COVID-19 (qCSI), evaluation score of Modified sequential organ failure (mSOFA), the sepsis-induced coagulopathy score (SIC), the ROX index as a predictor of success to the high-flow nasal cannula. The evaluation of the risk of thrombotic complications such as the Padua risk, of cardiac complications such as QT segment prolongation, through the Tisdale risk score.

Risk stratification is essential in the current COVID-19 pandemic situation; upon admission, the clinician will discern if the patient requires in-hospital medical treatment, the risk of severe disease, and progression to assisted mechanical ventilation.

This work aims to establish whether the severity of the findings identified by cardiac tomography upon admission and the risk established by the different established prognostic indices.",['Computed Tomography']
NCT04818489,GARD:0009237,Impact of Colchicine on the Clinical Outcome of COVID-19 and the Development of Post-COVID-19 Pulmonary Fibrosis: Randomized Controlled Clinical Trial,Colchicine and Post-COVID-19 Pulmonary Fibrosis,"Pulmonary fibrosis is a sequela to adult respiratory distress syndrome (ARDS). 40% of patients with corona virus disease 2019 (COVID-19) develop ARDS, and 20% of them are severe. Clinical, radiographic, and autopsy reports of pulmonary fibrosis were commonplace following SARS and MERS, and current evidence suggests pulmonary fibrosis could complicate infection by SARS-CoV-2 too. Colchicine has a direct anti-inflammatory effect by inhibiting the synthesis of tumor necrosis factor alpha and IL-6, monocyte migration, and the secretion of matrix metalloproteinase-9. It suppress secretion of cytokines and chemokines as well as in vitro platelet aggregation. All these are potentially beneficial effects that might diminish the COVID-19 inflammatory storm associated with severe cases.",['Pulmonary Fibrosis Interstitial']
NCT04497623,GARD:0009237,"Clinical Evaluation of Ventilator Innovation Product in Colombia in the SARS Pandemic Covid 19, Unisabana Herons - A Cohort Study - Phase 1","Clinical Evaluation of Ventilador Innovation Product in Colombia in the SARS COVID 19 Pandemic, Unisabana Herons.","The objective of this study is to evaluate the efficacy and safety of the Unisabana-Herons invasive mechanical ventilator designed to provide the basic ventilatory support necessary to preserve the life of patients with respiratory failure and indication of mechanical ventilation, especially for those who suffer from acute respiratory distress syndrome (ARDS) when conventional commercial invasive ventilators are not available in the context of the health emergency due to the COVID-19 epidemic.

The Unisabana-Herons ventilator allows to precisely configure the respiratory rate, tidal volume (or inspired air volume), inspiratory time, the inspiration: expiration ratio, the positive pressure at the end of expiration (PEEP), the inspired fraction of oxygen and inspiratory air flow, parameters that allow managing the respiratory failure associated with COVID-19. The ventilator also monitors peak inspiratory pressures (PIP), mean, PEEP, plateau, and graphs in real time the pressure-time, volume-time, flow-time curves, which allows detecting when one of these is at levels dangerous to induce ventilator trauma (barotrauma and volutrauma) and thus ensure effective and safe ventilation, so as to avoid ventilator-induced lung injury.",['Covid19']
NCT05198167,GARD:0009237,Efficacy of Hyperoxygenated Fatty Acids Versus Hydrocolloid Dressings in the Prevention of Pressure Ulcers in Critically Ill Prone Patients,Efficacy of HOFA Versus Hydrocolloid Dressings in the Prevention of PUs in Critically Ill Prone Patients,"Introduction: Prone position (PP) treatment as a rescue strategy for patients with acute respiratory distress syndrome (ARDS) is a technique increasingly used in our daily practice and, as a result of the current health situation due to SARS COV-2, has become the treatment of choice for many patients. Many of the associated complications can be considerably reduced with the implementation of standardized procedures and a team trained and specialized in this technique and its subsequent care.

Aim: To evaluate the efficacy of the use of Hyperoxygenated Fatty Acids (HOFA) compared to the use of hydrocolloid dressings (HCD) in the prevention of Pressure ulcers (PUs) occurrence in critically ill patients in prone position.

Methods: A randomized clinical trial will be conducted to compare the occurrence of PUs and other complications in patients undergoing PP in the ICU of the HUPHM. Two care groups will be formed in which HOFA and hydrocolloid dressings will be used, respectively, following a strict care protocol previously established in the unit. In addition, other variables related to medical and nursing treatment that may influence the appearance of PUs and other complications associated with PP will also be analyzed.

Scientific relevance: PUs have a major socioeconomic and quality of life impact on patients. Dressings and topical agents for prevention are widely used, however, it is unclear which treatment is most effective in preventing PUs in the prone patient.

Keywords: Prone Position; Nursing care; Pressure ulcer; Fatty acids; Prevention; Complications.",['Pressure Ulcer']
NCT04305106,GARD:0009237,The Efficacy and Safety of Bevacizumab in Severe or Critical Patients With COVID-19--a Multicenter Randomized Controlled Clinical Trial,Bevacizumab in Severe or Critically Severe Patients With COVID-19 Pneumonia-RCT,"The novel coronavirus (SARS-CoV-2) is a new strain of coronavirus found in human in 2019, which causes epidemic worldwide. Novel coronavirus disease (COVID-19) causes acute lung injury (ALI) and acute respiratory distress syndrome (ARDS) in the severe and critically severe patients. Pulmonary edema is the key detrimental feature of ALI/ARDS. Autopsy of patients died from COVID-19 reported that, pulmonary mucus exudation was severe, more obvious than SARS infection. Pulmonary CT scanning and pathological findings also suggest that pulmonary edema caused by inflammatory exudation is a distinguished feature of COVID-19. However, specific pharmacotherapy is lacking.Vascular endothelial growth factor (VEGF) is known as the most potent inducing factors to increase vascular permeability. Bevacizumab is an anti VEGF recombinant humanized monoclonal antibody, which has been used in anti-tumor treatment for 16 years. Evidence suggest that Bevacizumab is a promising drug for severe and critical COVID-19 patients.",['COVID-19 Pneumonia']
NCT04405544,GARD:0009237,Determination of Acute Encephalopathy Predictors in Patients With COVID-19,Determination of Acute Encephalopathy Predictors in Patients With COVID-19,"The SARS-CoV-2 infection was detected in December 2019 in Wuhan City, China. The infection affects all age groups, although childhood is the lowest proportion of those affected.

The main clinical manifestations that require hospitalization of infected patients are SARS pneumonia, which may require treatment in the intensive care unit (27%) and its progression into acute respiratory distress syndrome (67%) with life-threatening conditions in almost 25% of patients diagnosed with ""SARS-CoV-2 infection"".

Nervous system damage with SARS-CoV-2 infection has been practically not investigated, but neurological disorders have been reported in 36% of these patients.

Finally, the mortality rate associated with the new virus is high in patients who require treatment in intensive care units (62% of cases).

Therefore, we are conducting a prospective study to identify acute encephalopathy predictors in patients with COVID-19.",['COVID']
NCT04355936,GARD:0009237,Telmisartan for Treatment of COVID-19 Patients: an Open Label Randomized Trial,Telmisartan for Treatment of COVID-19 Patients,"In late 2019, a new coronavirus emerged in Wuhan Province, China, causing lung complications similar to those produced by the SARS coronavirus in the 2002-2003 epidemic. This new disease was named COVID-19 and the causative virus SARS-CoV-2. The SARS-CoV-2 virus, enters the airway and binds, by means of the S protein on its surface to the membrane protein ACE2 in type 2 alveolar cells. The S protein-ACE2 complex is internalized by endocytosis leading to a partial decrease or total loss of the enzymatic function ACE2 in the alveolar cells and in turn increasing the tissue concentration of pro-inflammatory angiotensin II by decreasing its degradation and reducing the concentration of its physiological antagonist angiotensin 1-7. High levels of angiotensin II on the lung interstitium can promote apoptosis initiating an inflammatory process with release of proinflammatory cytokines, establishing a self-powered cascade, leading eventually to ARDS. It has recently been proposed the tentative use of agents such as losartan and telmisartan as alternative options for treating COVID-19 patients prior to development of ARDS. The present study is an open-label randomized phase II clinical trial for the evaluation of telmisartan in COVID-19 patients. Briefly, patients with confirmed diagnosis of SARS-CoV-2, will be randomized to receive 80 mg/12h of telmisartan plus standard care or standard care alone aand will be monitored for development of systemic inflammation and acute respiratory distress syndrome. Other variables regarding lung function and cardiovascular function will also be evaluated.",['COVID-19 Drug Treatment']
NCT04624997,GARD:0009237,Evaluation de la COagulopathie et de la Dysfonction enDOthéliale Comme Facteur prédictif de la gravité de l'Infection Par SARS-CoV-2 / COVID-19,Coagulopathy and Vasculopathy Assessment as a Predictor of the Severity of SARS-CoV-2 / COVID-19 Infection,"On 30 January 2020, WHO declared the SARS-CoV-2 outbreak as a public health emergency of international concern. Compared to SARS-CoV, which caused an outbreak of SARS in 2003, SARS-CoV-2 has a higher transmission capacity. Although the clinical manifestations of SARS-CoV-2 are dominated by respiratory symptoms, some patients have severe cardiovascular damage. In addition, patients with underlying cardiovascular disease may be at increased risk of death. Therefore, understanding the impairments caused by SARS-CoV-2 to the cardiovascular system and the underlying mechanisms is of the utmost importance.

Circulating endothelial cells (CECs) are generally considered markers of lesions and may be non-invasive markers of pulmonary vascular dysfunction during SARS-CoV-2 infection. Another marker of endothelial activation could be circulating extracellular vesicles. They could also be involved in the spread of the virus. Thus this project proposes to study different aspects of the diagnosis and pathophysiology of SARS-CoV-2. We propose to fully study activation state of coagulation and endothelium on a plasma and cellular side in patients diagnosed with SARS-CoV-2/COVID19. The different forms of the disease will be included: without lung disease, with a more or less severe lung disease, i.e. having evolved or not towards acute respiratory distress syndrome (ARDS). Extensive research of biomarkers will be compared to the detection of the virus in the respiratory tract as well as in the blood. This work will contribute to a better description of disease pathophysiology and should allow us to identify a patient profile in whom preventive or curative anticoagulant therapy could be considered.",['SARS-CoV-2 Infection']
NCT04372199,GARD:0009237,VALIDATION OF A SEVERITY SCORE TO IDENTIFY PATIENTS ADMITTED FOR COVID-19 PNEUMONIA AT HIGH RISK FOR AN INTENSIVE APPROACH,SEVERITY SCORE FOR COVID-19 PNEUMONIA,"The outbreak of the coronavirus disease 2019 (COVID-19), first merged in China in December 2019, is now becoming a Public Health Emergency, recently confirmed as a pandemic disease by the World Health Organization.

In particular, since February 2020, a rapidly growing number of cases has been identified in Italy.

The clinical picture of ranges from asymptomatic cases, mild upper respiratory tract infections to severe pneumonia with respiratory failure and death. In most severe cases, COVID-19 disease may be complicated by acute respiratory distress syndrome (ARDS), septic shock and multiorgan failure.

It results fundamental to early identify those subjects who rapidly may worsen their clinical status, often requiring an intensive care unit (ICU) admission.

It has been showed that, mainly in more severe forms of SARS-Cov-2 disease, there is the development of an hyperinflammatory status resembling a cytokine storm syndrome, as already reported in SARS patients.

A recent study by Haung et al. reported that patients with COVID-19 infection showed high amounts of IL1B, IFN-gamma, IP10 and MCP1, probably linked to activated T-helper1 (Th1) cell responses. Those requiring ICU admission had higher levels of cytokines than those subjects not requiring ICU admission, thus suggesting that cytokine storm was associated with disease severity.

A similarity between cytokine profile of COVID-19 disease and secondary haemophagocytic syndrome (sHLH) has been reported. Therefore, it was suggested to screen all patients with severe COVID-19 infection both for hyperinflammatory markers (like ferritin), and the HScore commonly used to generate a probability for diagnosis of sHLH (8), which includes some laboratory parameters like triglycerides, fibrinogen, ferritin, serum aspartate aminostransferase.

Based on our experience on patients affected by pneumonia from Covid19, we have observed that those subjects with a more severe prognosis might have some predictive markers. We intend to verify if these markers can identify those subjects with Covid19 infection who need a more intensive therapy and to find a prognosis score.",['Pneumonia']
NCT04262921,GARD:0009237,Clinical Characterisation Protocol for Severe Emerging Infections,French COVID Cohort,"Infectious disease is the single biggest cause of death worldwide. New infectious agents, such as the SARS, MERS and other novel coronavirus, novel influenza viruses, viruses causing viral haemorrhagic fever (e.g. Ebola), and viruses that affect the central nervous system (CNS) such as TBEV & Nipah require investigation to understand pathogen biology and pathogenesis in the host. Even for known infections, resistance to antimicrobial therapies is widespread, and treatments to control potentially deleterious host responses are lacking.

In order to develop a mechanistic understanding of disease processes, such that risk factors for severe illness can be identified and treatments can be developed, it is necessary to understand pathogen characteristics associated with virulence, the replication dynamics and in-host evolution of the pathogen, the dynamics of the host response, the pharmacology of antimicrobial or host-directed therapies, the transmission dynamics, and factors underlying individual susceptibility.

The work proposed here may require sampling that will not immediately benefit the participants. It may also require analysis of the host genome, which may reveal other information about disease susceptibility or other aspects of health status.",['Coronavirus Infections']
NCT04385095,GARD:0009237,A Randomised Double-blind Placebo-controlled Trial to Determine the Safety and Efficacy of Inhaled SNG001 (IFN-β1a for Nebulisation) for the Treatment of Patients With Confirmed SARS-CoV-2 Infection,Trial of Inhaled Anti-viral (SNG001) for SARS-CoV-2 (COVID-19) Infection,"SNG001 is an inhaled drug that contains a antiviral protein called interferon beta (IFN-β). IFN-β in produced in the lungs during viral lung infections. It has been shown that older people and people with some chronic diseases have an IFN-β deficiency. Many viruses inhibit IFN-β as part of their strategy to evade the immune system.

Addition of IFN-β in vitro protects lung cells from viral infection. IFN-β protects cells against the MERS and SARS coronaviruses (close relatives of SARS-CoV-2, the virus that causes COVID-19).

SNG001 is an inhaled formulation of interferon beta-1a it is currently in Phase II clinical trials for COPD patients.

Synairgen has conducted randomised placebo controlled clinical trials of SNG001 involving >200 asthma and COPD patients. These trials have shown that SNG001 has:

been well tolerated during virus infections
enhanced antiviral activity in the lungs (measured in sputum and blood samples)
provided significant lung function benefit over placebo in asthma in two Phase II trials.

Synairgen believes SNG001 could help prevent worsening or accelerate recovery of severe lower respiratory tract illness in COVID-19 patients.

Patients who are in hospital or non-hospitalised but are a high risk groups (e.g. elderly or diabetics) will be invited to take part in the trial. The patient would receive either SNG001 or placebo once daily for 14 days. The severity of the patients condition would be recorded on a scale developed by the World Health Organisation and the patient would be asked questions about their breathlessness, cough and sputum every day, as well as assess their general medical condition and safety.

The study will start as a Pilot phase where 100 patients will be randomised in the hospital setting and a 120 patients randomised in the home setting.

Once each of the Pilot phases are complete, a Pivotal phase will be conducted. It is estimated that the size of each of the Pivotal phases (hospital and home) will be around 100 to 300 patients per arm. The actual number will be determined after the data review at the end of each of the Pilot phases.

If SNG001 proves to be beneficial it would be a major breakthrough for the treatment of COVID-19.",['SARS-CoV-2']
NCT03116802,GARD:0009237,Using Systems Vaccinology to Elucidate the Effects of Anti-inflammatory Therapy on Immune Response After Vaccination With a Live Attenuated Vaccine,Yellow Fever Vaccine on Statin/ Non Statin Subjects,"Since the 1st pandemic of the 21st century caused by SARS coronavirus, the world has experienced outbreaks of swine origin H1N1 influenza, Ebola and Zika viruses, which have all resulted in global health crises. Rapid mass vaccination with an effective vaccine such as a live attenuated vaccine, of vulnerable immune-naïve populations to establish herd immunity is an approach to control outbreaks. Such live attenuated vaccine had been used with great success in sporadic yellow fever outbreaks and recently successfully employed in Ebola field trial, both of these diseases have the potential for pandemic spread. Indeed, live attenuated vaccines have proven especially effective in controlling childhood diseases and have even succeeded in eradicating polio and measles from most parts of the world. However, deployment of such vaccines for pandemic control cannot be limited to children but must include adults in order to rapidly elevate herd immunity rates to halt transmission. Vaccinating adults may produce efficacy rates significantly different to those observed in children due to the prevalence of chronic diseases and their associated metabolic complications. Presently, there are 1 billion people who are overweight, many suffer from concurrent metabolic disorders. As activation of the adaptive immunity is reliant on a robust innate immune response to vaccines, metabolic disorders and long-term anti-inflammatory therapy with interventions such as statins may reduce vaccine immunogenicity resulting in suboptimal efficacy in this subpopulation. This study would therefore test the hypothesis that statins reduce live attenuated vaccine immunogenicity. We will combine a clinical trial with systems vaccinology approaches to define the impact statins has on the innate immune, B and T-cell responses to live attenuated vaccination. Our study will thus extend upon another recently completed trial by us and will provide new insights into the determinants of vaccine efficacy in a rapidly growing and aging population globally",['Yellow Fever']
