GardID,GardIDStatus,DataSource,SourceID,ClassificationLevel,DisorderType,SourceName,SourceSynonym,SourceDescription,OmimMember,ParentOrphaCode,ParentOrphaName,ParentGardID,RdRequestID,GardLegacy_DiseaseName,GardLegacy_GARDisRare,GardLegacy_isSpanish,GardLegacy_StatusName
GARD:7653,Active,Orphanet,ORPHA:2882,Disorder,[Disease],Sitosterolemia,[Phytosterolemia],"Sitosterolemia is a rare autosomal recessive sterol storage disease characterized by the accumulation of phytosterols in the blood and tissues. Clinical manifestations include xanthomas, arthralgia and premature atherosclerosis. Hematological manifestations include hemolytic anemia with stomatocytosis and macrothrombocytopenia. The disease is caused by homozygous or compound heterozygous mutations in <i>ABCG5<i> (2p21) and <i>ABCG8</i> (2p21) genes.","[210250, 618666]",,,,,Sitosterolemia,TRUE,FALSE,Active
GARD:7654,Active,Orphanet,ORPHA:816,Disorder,[Disease],Sjögren-Larsson syndrome,[Fatty acid alcohol oxidoreductase deficiency],"A rare neurocutaneous disorder caused by an inborn error of lipid metabolism and characterized by congenital ichthyosis, intellectual deficit, and spasticity.",[270200],,,,,Sjogren-Larsson syndrome,TRUE,FALSE,Active
GARD:7656,Legacy,GARD,,,,,,,,,,,,Skeletal dysplasias,FALSE,FALSE,Active
GARD:7664,Active,Orphanet,ORPHA:820,Disorder,[Disease],Sneddon syndrome,"[Ehrmann-Sneddon syndrome, Livedo racemosa-cerebrovascular accident syndrome, Livedo reticularis-cerebrovascular accident syndrome]",Sneddon's syndrome (SS) is a rare non-inflammatory thrombotic vasculopathy characterized by the combination of cerebrovascular disease with livedo racemosa.,[182410],,,,,Sneddon syndrome,TRUE,FALSE,Active
GARD:7668,Legacy,GARD,,,,,,,,,,,,Spasmodic dysphonia,TRUE,FALSE,Active
GARD:7672,Active,Orphanet,ORPHA:79225,Group of disorders,[Category],Sphingolipidosis,,,,,,,,Sphingolipidosis,TRUE,FALSE,Active
GARD:7673,Active,Orphanet,ORPHA:823,Group of disorders,[Clinical group],Isolated spina bifida,,"A group of rare neural tube defect disorders characterized by improper closure of the spinal column during embryonal development, not associated with other major congenital malformations nor ventriculomegaly. The extent of the closure defect may vary, ranging from spina bifida occulta, in which the site of the lesion is not exposed (e.g. an isolated posterior vertebral arch defect), to spina bifida aperta, in which the lesion may be conformed of proturding spinal cord and meninges (myelomeningocele) or meninges exposure only (meningocele), with or without a proturding sac at the site of the lesion, to the most severe defect which includes total exposure of the spinal cord along its full length (rachischisis). Depending on the type, size and site of the defect, severe morbidity, typically inlcuding motor, sensory and sphincter dysfunction, and mortality may be associated. Spina bifida occulta may be asymptomatic.","[601634, 301410, 182940]",,,,,Spina bifida,TRUE,FALSE,Active
GARD:7674,Legacy,GARD,,,,,,,,,,,,Spinal muscular atrophy,TRUE,FALSE,Active
GARD:7675,Legacy,GARD,,,,,,,,,,,,Spinal bulbar motor neuropathy,TRUE,FALSE,Retired
GARD:7679,Legacy,GARD,,,,,,,,,,,,Spinal cord neoplasm,TRUE,FALSE,Retired
GARD:7680,Legacy,GARD,,,,,,,,,,,,Spinal shock,TRUE,FALSE,Active
GARD:7682,Legacy,GARD,,,,,,,,,,,,Spirochetes disease,TRUE,FALSE,Active
GARD:7683,Legacy,GARD,,,,,,,,,,,,Splenic neoplasm,TRUE,FALSE,Active
GARD:7684,Legacy,GARD,,,,,,,,,,,,Splenomegaly,TRUE,FALSE,Active
GARD:7685,Legacy,GARD,,,,,,,,,,,,Split hand foot malformation 1,TRUE,FALSE,Retired
GARD:7687,Active,Orphanet,ORPHA:253,Group of disorders,[Clinical group],Spondyloepiphyseal dysplasia and spondyloepimetaphyseal dysplasia,[SED and SEMD],,,,,,,Spondyloepiphyseal dysplasia,TRUE,FALSE,Active
GARD:7690,Active,Orphanet,ORPHA:356,Disorder,[Disease],Gerstmann-Straussler-Scheinker syndrome,"[Subacute spongiform encephalopathy, Gerstmann-Straussler type]","A rare inherited human prion disease characterized by adult onset of slowly progressive cerebellar ataxia, with dementia developing relatively late in the disease course (classic ataxic phenotype). Patients may present with gait disturbances and frequent falls, dysarthria, dysphagia, nystagmus, dysmetry, and eventually pancerebellar syndrome, myoclonus, spasticity, severe dementia, and mutism. The disease is invariably fatal after five years on average. Neuropathological hallmark is the presence of numerous multicentric prion protein plaques in the cerebral and cerebellar cortex.",[137440],,,,,Gerstmann-Straussler-Scheinker disease,TRUE,FALSE,Active
GARD:7692,Active,Orphanet,ORPHA:826,Disorder,[Disease],Sporotrichosis,,"Sporotrichosis is an infection caused by the dimorphic fungus <i>Sporothrix schenckii</i>, generally occurring by traumatic inoculation of fungus from contaminated soil, plants, and organic matter, that has a highly variable disease spectrum but that usually presents as a subcutaneous mycosis with a single sporotrichotic chancre that may ulcerate and can then progress to lymphocutaneous (most common form; sporotrichotic chancre at inoculation site and a string of similar nodules along the proximal lymphatics), fixed cutaneous (localized asymptomatic, erythematous, papules at the inoculation site), or multifocal or disseminated cutaneous (rare form, with 3 or more lesions involving 2 different anatomical sites) forms. Pulmonary sporotrichosis occurs following inhalation of fungus and manifests as chronic pneumonitis while extracutaneous or systemic sporotrichosis (with osteoarticular, pulmonary, and central nervous system/meningeal disease) has also been reported, usually occurring in the setting of immunosuppression.",,,,,,Sporotrichosis,TRUE,FALSE,Active
GARD:7693,Active,Orphanet,ORPHA:3181,Disorder,[Morphological anomaly],Sprengel deformity,[High scapula],"A rare thoracic malformation characterized by an underdeveloped and abnormally high scapula due to its failure to descend to the regular position during embryonic development. The defect is in most cases unilateral and may be associated with other abnormalities, such as deformities of vertebral bodies, fused or absent ribs, or genitourinary anomalies, among others.",[184400],,,,,Sprengel deformity,TRUE,FALSE,Active
GARD:7695,Active,Orphanet,ORPHA:22,Disorder,[Disease],Succinic semialdehyde dehydrogenase deficiency,"[4-hydroxybutyric aciduria, Gamma-hydroxybutyric aciduria, SSADH deficiency]","A rare neurometabolic disorder of gamma-aminobutyric acid (GABA) metabolism with a nonspecific clinical presentation (ranging from mild to severe) with the most frequent symptoms being cognitive impairment with prominent deficit in expressive language, hypotonia, ataxia, epilepsy, and behavioral dysregulation.",[271980],,,,,Succinic semialdehyde dehydrogenase deficiency,TRUE,FALSE,Active
GARD:770,Active,Orphanet,ORPHA:35708,Disorder,[Disease],Aromatic L-amino acid decarboxylase deficiency,[AADC deficiency],"A rare, severe, genetic neurometabolic disorder associated with clinical manifestations related to impaired synthesis of dopamine, noradrenaline, adrenaline and serotonin. Clinical manifestations are typically characterized by early-onset muscular hypotonia, movement disorders (oculogyric crisis, dystonia), developmental delay, ptosis and non-motor symptoms (sleep disturbance, irritability, excessive sweating, and nasal congestion).",[608643],,,,,Aromatic L-amino acid decarboxylase deficiency,TRUE,FALSE,Active
GARD:7700,Active,Orphanet,ORPHA:36426,Subtype of disorder,[Clinical subtype],Stevens-Johnson syndrome,"[Dermatostomatitis, Stevens Johnson type]",A limited form of Stevens-Johnson syndrome/toxic epidermal necrolysis spectrum characterized by destruction and detachment of the skin epithelium and mucous membranes involving less than 10% of the body surface area.,[608579],,,,,Stevens-Johnson syndrome/toxic epidermal necrolysis,TRUE,FALSE,Active
GARD:7704,Legacy,GARD,,,,,,,,,,,,Stomach cancer,TRUE,FALSE,Active
GARD:7706,Active,Orphanet,ORPHA:3205,Disorder,[Malformation syndrome],Sturge-Weber syndrome,"[Encephalofacial angiomatosis, Encephalotrigeminal angiomatosis, SWS, Sturge-Weber-Dimitri syndrome, Sturge-Weber-Krabbe angiomatosis, Sturge-Weber-Krabbe syndrome]",A rare congenital neurocutaneous syndrome defined by a facial capillary malformation or port-wine birthmark (PWB) associated with cerebral and ocular ipsilateral vascular malformations in most of the cases resulting in variable ocular and neurological complications.,[185300],,,,,Sturge-Weber syndrome,TRUE,FALSE,Active
GARD:7708,Active,Orphanet,ORPHA:2806,Disorder,[Disease],Subacute sclerosing leukoencephalitis,"[Dawson encephalitis, SSPE, Subacute inclusion body encephalitis, Subacute sclerosing panencephalitis, Van Bogaert disease, Van Bogaert encephalitis]",A chronic progressive encephalitis that develops a few years after measles infection and presents with a demyelination of the cerebral cortex.,[260470],,,,,Subacute sclerosing panencephalitis,TRUE,FALSE,Active
GARD:771,Legacy,GARD,,,,,,,,,,,,Arroyo Garcia Cimadevilla syndrome,TRUE,FALSE,Active
GARD:7710,Active,Orphanet,ORPHA:35122,Disorder,[Disease],Congenital sucrase-isomaltase deficiency,"[CSID, Congenital sucrose intolerance, Disaccharide intolerance]","A rare, genetic, congenital carbohydrate intolerance disorder characterized by lack of endogenous sucrase activity, marked reduction in isomaltase activity, and moderate decrease in maltase activity, and clinically manifesting with diarrhea, abdominal pain and bloating, failure to thrive.",[222900],,,,,Congenital sucrase-isomaltase deficiency,TRUE,FALSE,Active
GARD:7711,Legacy,GARD,,,,,,,,,,,,Sudden infant death syndrome,TRUE,FALSE,Active
GARD:7712,Active,Orphanet,ORPHA:622099,Disorder,[Disease],Superior mesenteric artery syndrome,"[SMAS, Wilkie syndrome]",,,,,,,Superior mesenteric artery syndrome,TRUE,FALSE,Active
GARD:7713,Active,Orphanet,ORPHA:838,Disorder,[Disease],Susac syndrome,[Retinocochleocerebral vasculopathy],"A rare systemic or rheumatologic disease characterized by the triad of central nervous system (CNS) dysfunction, branch retinal artery occlusions (BRAOs) and sensorineural hearing loss (SNHL) due to autoimmune-mediated occlusions of microvessels in the brain, retina, and inner ear.",,,,,,Susac syndrome,TRUE,FALSE,Active
GARD:7714,Legacy,GARD,,,,,,,,,,,,Sutton disease 2,TRUE,FALSE,Active
GARD:7716,Active,Orphanet,ORPHA:306731,Disorder,[Particular clinical situation in a disease or syndrome],Sydenham chorea,,,,,,,,Sydenham's chorea,TRUE,FALSE,Active
GARD:7719,Legacy,GARD,,,,,,,,,,,,Synovial cancer,TRUE,FALSE,Retired
GARD:7720,Legacy,GARD,,,,,,,,,,,,"Synovial chondromatosis, familial with dwarfism",TRUE,FALSE,Active
GARD:7721,Active,Orphanet,ORPHA:3273,Disorder,[Disease],Synovial sarcoma,[Synovialosarcoma],"Synovial sarcoma is an aggressive soft tissue sarcoma (see this term), occurring most commonly in adolescents and young adults (15 to 40 years), usually localized near the large joints of the extremities but also in the head and neck, mediastinum and viscera (lung, kidney etc), clinically presenting as a deep seated swelling or a painful mass often with an initial indolent course and is characterized by its local invasiveness and a propensity to metastasize. The origin of synovial sarcoma is likely from multipotent mesenchymal cells and not synovium (contrary to its name).",[300813],,,,,Synovial sarcoma,TRUE,FALSE,Active
GARD:7722,Legacy,GARD,,,,,,,,,,,,Synovitis,TRUE,FALSE,Active
GARD:7724,Legacy,GARD,,,,,,,,,,,,Syringobulbia,TRUE,FALSE,Active
GARD:7725,Active,Orphanet,ORPHA:3280,Group of disorders,[Clinical group],Syringomyelia,[Hydromyelia],"Syringomyelia is characterised by cerebrospinal fluid (CSF)-filled cavities (syrinx) inside the spinal cord, either as a result of a known cause (secondary syringomyelia, SS) or, more rarely, due to an unknown cause (primary syringomyelia, PS).",[186700],,,,,Syringomyelia,TRUE,FALSE,Active
GARD:7727,Legacy,GARD,,,,,,,,,,,,Diffuse scleroderma,TRUE,FALSE,Retired
GARD:7728,Legacy,GARD,,,,,,,,,,,,T-Lymphocytopenia,TRUE,FALSE,Retired
GARD:7730,Active,Orphanet,ORPHA:3287,Disorder,[Disease],Takayasu arteritis,,"A rare predominantly large-vessel vasculitis that is characterized by affected aorta and its major branches, but also other large vessels, causing stenosis, occlusion, or aneurysm.",[207600],,,,,Takayasu arteritis,TRUE,FALSE,Active
GARD:7731,Active,Orphanet,ORPHA:31150,Disorder,[Disease],Tangier disease,"[ATP-binding cassette transporter A1 deficiency, Analphalipoproteinemia]","A rare, genetic neurometabolic disease characterized biochemically by an almost complete absence of plasma high-density lipoproteins (HDL), and clinically by liver, spleen, lymph node and tonsil enlargement along with multifocal peripheral neuropathy, corneal, skin and nail and, occasionally, cardiovascular disease.",[205400],,,,,Tangier disease,TRUE,FALSE,Active
GARD:7732,Legacy,GARD,,,,,,,,,,,,Tardive dyskinesia,FALSE,FALSE,Active
GARD:7733,Legacy,GARD,,,,,,,,,,,,Tarsal tunnel syndrome,TRUE,FALSE,Active
GARD:7737,Active,Orphanet,ORPHA:845,Disorder,[Disease],Tay-Sachs disease,"[GM2 gangliosidosis, B, B1 variant, Hexosaminidase A deficiency]",A rare disorder characterized by accumulation of G2 gangliosides due to hexosaminidase A deficiency.,[272800],,,,,Tay-Sachs disease,TRUE,FALSE,Active
GARD:774,Active,Orphanet,ORPHA:3342,Disorder,[Malformation syndrome],Arterial tortuosity syndrome,[ATS],"A rare autosomal recessive connective tissue disorder characterized by tortuosity and elongation of the large and medium-sized arteries and a propensity towards aneurysm formation, vascular dissection, and stenosis of the pulmonary arteries.",[208050],,,,,Arterial tortuosity syndrome,TRUE,FALSE,Active
GARD:7741,Legacy,GARD,,,,,,,,,,,,Telencephalic leukoencephalopathy,FALSE,FALSE,Retired
GARD:7743,Active,Orphanet,ORPHA:95455,Disorder,[Disease],Stevens-Johnson syndrome/toxic epidermal necrolysis spectrum,"[SJS-TEN, Toxic epidermolysis]",Toxic epidermal necrolysis (TEN) is an acute and severe skin disease with clinical and histological features characterized by the destruction and detachment of the skin epithelium and mucous membranes.,[608579],,,,,Toxic epidermal necrolysise,TRUE,FALSE,Retired
GARD:7744,Legacy,GARD,,,,,,,,,,,,Malignant Teratocarcinosarcoma,TRUE,FALSE,Active
GARD:7746,Legacy,GARD,,,,,,,,,,,,Testicular cancer,TRUE,FALSE,Retired
GARD:775,Legacy,GARD,,,,,,,,,,,,Arthritis short stature deafness,TRUE,FALSE,Retired
GARD:7751,Active,Orphanet,ORPHA:238583,Disorder,[Disease],Hyperphenylalaninemia due to tetrahydrobiopterin deficiency,"[Hyperphenylalaninemia due to BH4 deficiency, Non-phenylketonuric hyperphenylalaninemia]","An amino acid disorder with neonatal onset that is clinically characterized by the classic manifestations of phenylketonuria (PKA) and that later on is clinically differentiated by neurologic symptoms such as microcephaly, intellectual disability, central hypotonia, delayed motor development, peripheral spasticity and seizures, that develop and persist despite an established metabolic control of plasma phenylalanine.","[233910, 261630, 261640, 264070]",,,,,Tetrahydrobiopterin deficiency,TRUE,FALSE,Active
GARD:7754,Active,Orphanet,ORPHA:9,Disorder,[Malformation syndrome],Tetrasomy X,"[48,XXXX syndrome, Quadruple X, Tetra X]","Tetrasomy X is a sex chromosome anomaly caused by the presence of two extra X chromosomes in females (48,XXXX instead of 46,XX).",,,,,,Tetrasomy X,TRUE,FALSE,Active
GARD:7756,Legacy,GARD,,,,,,,,,,,,Thalassemia,TRUE,FALSE,Active
GARD:7759,Active,Orphanet,ORPHA:97330,Disorder,[Disease],Thoracic outlet syndrome,"[TOS, Thoracic outlet compression syndrome]","Thoracic outlet syndrome (TOS) is a group of disorders characterized by paresthesias, pain and weakness of the upper extremities due to compression, tension or inflammation of the neurovascular bundle as it passes through the thoracic outlet. There are 3 forms of TOS with different clinical pictures and etiologies: neurogenic TOS (NTOS) that can be divided into true or disputed forms, arterial TOS (ATOS) and venous TOS (VTOS) (see these terms).",,,,,,Thoracic outlet syndromes,FALSE,FALSE,Active
GARD:7760,Legacy,GARD,,,,,,,,,,,,Thrombasthenia,TRUE,FALSE,Active
GARD:7767,Legacy,GARD,,,,,,,,,,,,"Thymoma, childhood",TRUE,FALSE,Retired
GARD:777,Active,Orphanet,ORPHA:1037,Group of disorders,[Clinical group],Arthrogryposis multiplex congenita,"[AMC, Multiple congenital arthrogryposis]",A group of disorders characterized by congenital limb contractures manifesting as limitation of movement of multiple limb joints at birth that is usually non-progressive and may include muscle weakness and fibrosis. This disorder is always associated with decreased intrauterine fetal movement which leads secondarily to the contractures.,,,,,,Arthrogryposis multiplex congenita,TRUE,FALSE,Active
GARD:7771,Legacy,GARD,,,,,,,,,,,,Tick paralysis,TRUE,FALSE,Active
GARD:7772,Active,Orphanet,ORPHA:42665,Disorder,[Malformation syndrome],Tietz syndrome,"[Hypopigmentation-deafness syndrome, Hypopigmentation-hearing loss syndrome]","Tietz syndrome is a genetic hypopigmentation and deafness syndrome characterized by congenital profound bilateral sensorineural hearing loss and generalized albino-like hypopigmentation of skin, eyes and hair.",[103500],,,,,Tietz syndrome,TRUE,FALSE,Active
GARD:7776,Legacy,GARD,,,,,,,,,,,,Togaviridae disease,TRUE,FALSE,Active
GARD:7777,Active,Orphanet,ORPHA:64686,Disorder,[Disease],Tolosa-Hunt syndrome,[Painful ophthalmoplegia],"Tolosa-Hunt syndrome is an ophthalmoplegic syndrome, affecting all age groups, characterized by acute attacks (lasting a few days to a few weeks) of periorbital pain, ipsilateral ocular motor nerve palsies, ptosis, disordered eye movements and blurred vision usually caused by a non-specific inflammatory process in the cavernous sinus and superior orbital fissure. It has an unpredicatable course with spontaneous remission occurring in some and recurrence of attacks in others.",,,,,,Tolosa Hunt syndrome,TRUE,FALSE,Active
GARD:7779,Legacy,GARD,,,,,,,,,,,,Tongue cancer,TRUE,FALSE,Active
GARD:7781,Legacy,GARD,,,,,,,,,,,,TORCH syndrome,TRUE,FALSE,Active
GARD:7782,Legacy,GARD,,,,,,,,,,,,"Dystonia 7, torsion",TRUE,FALSE,Retired
GARD:7783,Legacy,GARD,,,,,,,,,,,,Tourette syndrome,FALSE,FALSE,Active
GARD:7784,Active,Orphanet,ORPHA:857,Disorder,[Malformation syndrome],Townes-Brocks syndrome,"[Imperforate anus-hand, foot and ear anomalies syndrome, REAR syndrome, Renal-ear-anal-radial syndrome, Sensorineural deafness with imperforate anus and hypoplastic thumbs, Sensorineural hearing loss with imperforate anus and hypoplastic thumbs, TBS, Townes syndrome]","A rare genetic disorder characterized by the triad of imperforate anus, dysplastic ears often associated with sensorineural and/or conductive hearing impairment, and thumb malformations. These features are often associated with other signs mainly affecting the kidneys and heart.","[617466, 107480]",,,,,Townes-Brocks syndrome,TRUE,FALSE,Active
GARD:7788,Legacy,GARD,,,,,,,,,,,,Toxocariasis,FALSE,FALSE,Active
GARD:779,Legacy,GARD,,,,,,,,,,,,Arthrogryposis due to muscular dystrophy,TRUE,FALSE,Active
GARD:7791,Legacy,GARD,,,,,,,,,,,,Tracheobronchomalacia,TRUE,FALSE,Active
GARD:7792,Legacy,GARD,,,,,,,,,,,,Tracheoesophageal fistula,TRUE,FALSE,Active
GARD:7793,Active,Orphanet,ORPHA:98871,Disorder,[Disease],Transient erythroblastopenia of childhood,[Transient acquired pure red cell aplasia],"A rare, benign, red cell aplasia of young children or infants characterized by a normocytic normochromic anaemia with severe reticulocytopenia in otherwise normocellular bone marrow, and a complete spontaneous recovery within 1-2 months after diagnosis. Neutropenia and thrombocytosis may be associated findings at diagnosis, and a history of a preceding viral illness is frequent. No organomegaly is observed.",[227050],,,,,Transient erythroblastopenia of childhood,TRUE,FALSE,Active
GARD:7794,Legacy,GARD,,,,,,,,,,,,Transitional cell carcinoma,TRUE,FALSE,Active
GARD:7795,Active,Orphanet,ORPHA:216675,Group of disorders,[Category],Transposition of the great arteries,"[Complete transposition, TGA, TGV, Transposition of the great vessels]",,,,,,,Transposition of the great arteries,TRUE,FALSE,Active
GARD:7796,Legacy,GARD,,,,,,,,,,,,Transverse myelitis,TRUE,FALSE,Active
GARD:7798,Legacy,GARD,,,,,,,,,,,,Treponema infection,TRUE,FALSE,Active
GARD:7799,Active,Orphanet,ORPHA:3352,Disorder,[Malformation syndrome],Tricho-dento-osseous syndrome,[TDO syndrome],"Tricho-dento-osseous dysplasia (TDO) belongs to the ectodermal dysplasias and is characterised by curly/kinky hair at birth, enamel hypoplasia with discolouration and molar taurodontism, increased overall bone mineral density (BMD) and increased thickness of the cortical bones of the skull.",[190320],,,,,Tricho-dento-osseous syndrome,TRUE,FALSE,Active
GARD:7800,Active,Orphanet+OMIM,OMIM:190350,Subtype of disorder,[Malformation syndrome subtype],"Trichorhinophalangeal syndrome, type i",[Trps i],"Trichorhinophalangeal syndrome type I (TRPS1) is an autosomal dominant malformation syndrome characterized by distinctive craniofacial and skeletal abnormalities. TRPS I patients have sparse scalp hair, bulbous tip of the nose, long flat philtrum, thin upper vermilion border, and protruding ears. Skeletal abnormalities include cone-shaped epiphyses at the phalanges, hip malformations, and short stature (summary by {25:Momeni et al., 2000}).",[190350],[77258],[Trichorhinophalangeal syndrome type 1 and 3],[15017],,Trichorhinophalangeal syndrome type 1,TRUE,FALSE,Active
GARD:7801,Active,Orphanet,ORPHA:502,Disorder,[Malformation syndrome],Trichorhinophalangeal syndrome type 2,"[Deletion 8q24.1, Langer-Giedion syndrome, Monosomy 8q24.1]","A rare multiple congenital anomalies syndrome characterized by the association of intellectual disability and numerous other anomalies including redundant skin, multiple cartilaginous exostoses, characteristic facies and cone-shaped phalangeal epiphyses.",[150230],,,,,Trichorhinophalangeal syndrome type 2,TRUE,FALSE,Active
GARD:7802,Active,Orphanet+OMIM,OMIM:190351,Subtype of disorder,[Malformation syndrome subtype],"Trichorhinophalangeal syndrome, type iii",[Sugio-kajii syndrome],"Trichorhinophalangeal syndrome (TRPS) is characterized by craniofacial and skeletal abnormalities. Craniofacial features include sparse, slowly growing scalp hair, laterally sparse eyebrows, a bulbous tip of the nose, protruding ears, long flat philtrum, and thin upper vermillion border. The most typical radiographic findings in TRPS are cone-shaped epiphyses, predominantly at the middle phalanges. Hip malformations such as coxa plana, coxa magna, or coxa vara are present in over 70% of patients. In older patients, the hip abnormalities resemble degenerative arthrosis. TRPS3 differs from TRPS1 by the presence of severe brachydactyly, due to short metacarpals, and severe short stature (summary by {2:Ludecke et al., 2001}).",[190351],[77258],[Trichorhinophalangeal syndrome type 1 and 3],[15017],,Trichorhinophalangeal syndrome type 3,TRUE,FALSE,Active
GARD:7803,Legacy,GARD,,,,,,,,,,,,Trichotillomania,FALSE,FALSE,Active
GARD:7805,Active,Orphanet,ORPHA:221091,Disorder,[Disease],Trigeminal neuralgia,,"A rare acquired peripheral neuropathy characterized by paroxysmal, sharp, stabbing, electric-shock-like orofacial pain, that is restricted to one or more of the trigeminal nerve divisions and mostly unilateral. Attacks are brief (few seconds to a maximum of two minutes), but typically occur repeatedly and periodically, can arise spontaneously or be triggered by innocuous stimuli, and are frequently accompanied by tic-like cramps of facial muscles. The condition affects women more often than men.",[190400],,,,,Trigeminal neuralgia,TRUE,FALSE,Active
GARD:781,Legacy,GARD,,,,,,,,,,,,Arthrogryposis epileptic seizures migrational brain disorder,TRUE,FALSE,Active
GARD:7815,Legacy,GARD,,,,,,,,,,,,Mosaic trisomy 6,TRUE,FALSE,Active
GARD:782,Legacy,GARD,,,,,,,,,,,,Arthrogryposis IUGR thoracic dystrophy,TRUE,FALSE,Active
GARD:7821,Legacy,GARD,,,,,,,,,,,,Chromosome 9q duplication,TRUE,FALSE,Active
GARD:7824,Legacy,GARD,,,,,,,,,,,,Tropical sprue,TRUE,FALSE,Active
GARD:7826,Active,Orphanet,ORPHA:3385,Disorder,[Disease],African trypanosomiasis,[Sleeping sickness],"A rare vector-borne parasitic disease caused by a protozoa of the <i>Trypanosoma</i> genus transmitted by the bite of a tsetse fly (genus <i>Glossina</i>), that is found under its chronic form (average duration of 3 years) in western and central Africa (in case of the <i>T. brucei gambiense</i> sub-species), and under its acute form (lasting from few weeks to 6 months) in eastern and southern Africa (in case of the <i>T. brucei rhodesiense</i> sub-species). HAT comprises an initial hemo-lymphatic stage characterized by fever, weakness, musculoskeletal pain, anemia, and lymphadenopathy, along with dermatologic, cardiac and endocrine complications or hepatosplenomegaly, followed by a meningo-encephalitic stage characterized by neurologic involvement (sleep disturbances, psychiatric disorders, seizures) that progresses, in the absence of treatment, towards a fatal meningoencephalitis.",,,,,,"Trypanosomiasis, Human East-African",TRUE,FALSE,Active
GARD:7827,Active,Orphanet,ORPHA:3389,Disorder,[Disease],Tuberculosis,,"Tuberculosis (TB) is a contagious-infectious disease caused mainly by <i>Mycobacterium tuberculosis</i> that in most individuals is usually asymptomatic but that in at risk individuals (e.g. with diabetes or with HIV infection) can cause weakness, fever, weight loss, night sweat, and respiratory anomalies such as chronic cough, chest pain, hemoptysis or respiratory insufficiency.",[607948],,,,,Tuberculosis,TRUE,FALSE,Retired
GARD:7828,Active,Orphanet,ORPHA:499004,Disorder,[Disease],Tuberculous meningitis,"[TBM, Tubercular meningitis]","A rare bacterial infectious disease caused by <i>Mycobacterium tuberculosis</i>, characterized by a variable clinical picture comprising classic manifestations of meningitis, i. e. headache, fever, and stiff neck, in addition to cranial nerve palsies (most commonly III, VI, and VII), altered mental status, and seizures, among others. Basal meningeal enhancement in neuroimaging, cerebrospinal fluid abnormalities (moderate lymphocytic pleocytosis, moderately elevated protein concentration, low glucose), and a chest x-ray suggestive of pulmonary tuberculosis may support the diagnosis.",,,,,,Tuberculous meningitis,TRUE,FALSE,Active
GARD:7829,Legacy,GARD,,,,,,,,,,,,Tuberculous uveitis,TRUE,FALSE,Active
GARD:783,Legacy,GARD,,,,,,,,,,,,Arthrogryposis like disorder,TRUE,FALSE,Retired
GARD:7830,Active,Orphanet,ORPHA:805,Disorder,[Disease],Tuberous sclerosis complex,"[Bourneville syndrome, Tuberous sclerosis]","A rare neurocutaneous disorder characterized by multisystem hamartomas, most commonly involving the skin, brain, kidneys, lungs, eye, and heart, and associated with neuropsychiatric disorders.","[191100, 613254]",,,,,Tuberous sclerosis complex,TRUE,FALSE,Active
GARD:7831,Active,Orphanet,ORPHA:881,Disorder,[Malformation syndrome],Turner syndrome,"[45,X syndrome, 45,X/46,XX syndrome]","A rare chromosomal anomaly syndrome characterized by complete or partial loss of an X chromosome in phenotypic females, clinically manifesting with short stature, primary ovarian insufficiency as well as cardiovascular, renal, liver, autoimmune diseases, hearing loss and neurocognitive abnormalities.",,,,,,Turner syndrome,TRUE,FALSE,Active
GARD:7833,Legacy,GARD,,,,,,,,,,,,Typhus,TRUE,FALSE,Active
GARD:7836,Legacy,GARD,,,,,,,,,,,,Urachal cancer,TRUE,FALSE,Active
GARD:7837,Active,Orphanet,ORPHA:79167,Group of disorders,[Category],Disorder of urea cycle metabolism and ammonia detoxification,,,,,,,,Urea cycle disorders,TRUE,FALSE,Active
GARD:784,Active,Orphanet,ORPHA:1144,Disorder,[Malformation syndrome],Arthrogryposis-like hand anomaly-sensorineural deafness syndrome,"[Arthrogryposis-like hand anomaly-sensorineural hearing loss syndrome, Distal arthrogryposis type 6]",A rare syndrome characterized by an arthrogryposis-like hand anomaly and sensorineural deafness. It has been described in only one family. Male-to-male transmission was observed.,[108200],,,,,Arthrogryposis-like hand anomaly and sensorineural deafness,TRUE,FALSE,Active
GARD:7842,Active,Orphanet,ORPHA:66646,Group of disorders,[Clinical group],Cutaneous mastocytosis,,"A rare group of mastocytosis diseases characterized by abnormal accumulation and proliferation of mast cells in the skin and including the three recognised forms: diffuse cutaneous mastocytosis, cutaneous mastocytoma and, the most common form, maculopapular cutaneous mastocytosis. In some cases (most commonly in adults), cutaneous mastocytosis may occur in association with mast cell infiltration of various extracutaneous organs, in which case the disorder is referred to as systemic mastocytosis.",,,,,,Cutaneous mastocytosis,TRUE,FALSE,Active
GARD:7843,Active,Orphanet,ORPHA:886,Disorder,[Disease],Usher syndrome,"[Retinitis pigmentosa-deafness syndrome, Retinitis pigmentosa-hearing loss syndrome, USH]","A rare ciliopathy characterized by congenital or childhood onset sensorineural hearing loss (HL) and retinitis pigmentosa (RP) that occurs in a second step with a night blindness and a progressive vision loss and, in some cases, vestibular dysfunction.","[602097, 614990, 500004, 602083, 611383, 612632, 614869, 276900, 606943, 276901, 276902, 276904, 605472, 601067, 614504]",,,,,Usher syndrome,TRUE,FALSE,Active
GARD:7845,Legacy,GARD,,,,,,,,,,,,Valinemia,TRUE,FALSE,Active
