GardID,XrefSource,SourceID,MapRelationship
GARD:0019688,MeSH,D007835,Exact
GARD:0019688,MedDRA,10023927,Exact
GARD:0019688,Orphanet,99824,Exact
GARD:0019688,SNOMED-CT,19065005,NA
GARD:0019688,UMLS,C0023092,Exact
GARD:0019689,ICD-10,A98.8,NTBT
GARD:0019689,Orphanet,99825,Exact
GARD:0019689,SNOMED-CT,406597005,NA
GARD:0019690,ICD-10,A98.0,Exact
GARD:0019690,ICD-11,1D49,Exact
GARD:0019690,Orphanet,99827,Exact
GARD:0019690,SNOMED-CT,43489008,NA
GARD:0019690,UMLS,C0019099,Exact
GARD:0019691,ICD-10,Q06.4,NTBT
GARD:0019691,ICD-11,8D66.0,Exact
GARD:0019691,Orphanet,99856,Exact
GARD:0019691,SNOMED-CT,371076006,NA
GARD:0019691,UMLS,C0039144,Exact
GARD:0019691,UMLS,C1861301,Exact
GARD:0019692,ICD-10,G95.0,NTBT
GARD:0019692,ICD-11,8D66.1,Exact
GARD:0019692,Orphanet,99857,Exact
GARD:0019692,SNOMED-CT,770683002,NA
GARD:0019693,ICD-10,G95.0,NTBT
GARD:0019693,Orphanet,99858,Exact
GARD:0019694,ICD-10,C91.0,NTBT
GARD:0019694,ICD-11,2A71,Exact
GARD:0019694,Orphanet,99861,Exact
GARD:0019694,SNOMED-CT,277575008,NA
GARD:0019694,UMLS,C1961099,Exact
GARD:0019695,ICD-10,C37,NTBT
GARD:0019695,ICD-11,2C27.0,Exact
GARD:0019695,MedDRA,10061031,Exact
GARD:0019695,Orphanet,99868,Exact
GARD:0019695,SNOMED-CT,444596001,NA
GARD:0019695,UMLS,C0205969,Exact
GARD:0019695,UMLS,C1322286,Exact
GARD:0019696,ICD-10,C37,NTBT
GARD:0019696,ICD-11,2C27.1,Exact
GARD:0019696,Orphanet,99869,Exact
GARD:0019696,SNOMED-CT,716653001,NA
GARD:0019697,ICD-10,C94.2,NTBT
GARD:0019697,ICD-11,2A60.41,NTBT
GARD:0019697,Orphanet,99887,Exact
GARD:0019697,SNOMED-CT,724644005,NA
GARD:0019698,ICD-10,E24.3,NTBT
GARD:0019698,ICD-11,5A70.1,Exact
GARD:0019698,Orphanet,99889,Exact
GARD:0019698,SNOMED-CT,626004,NA
GARD:0019699,ICD-10,E24.0,NTBT
GARD:0019699,Orphanet,99892,Exact
GARD:0019699,SNOMED-CT,237734007,NA
GARD:0019699,UMLS,C0342442,Exact
GARD:0019700,ICD-10,E24.8,NTBT
GARD:0019700,Orphanet,99893,Exact
GARD:0019701,ICD-10,A25.0,Exact
GARD:0019701,ICD-11,1B90.0,Exact
GARD:0019701,Orphanet,99903,Exact
GARD:0019701,SNOMED-CT,19044004,NA
GARD:0019701,UMLS,C0152062,Exact
GARD:0019702,ICD-10,A25.1,Exact
GARD:0019702,ICD-11,1B90.1,Exact
GARD:0019702,Orphanet,99905,Exact
GARD:0019702,SNOMED-CT,52138004,NA
GARD:0019703,ICD-10,J67.8,NTBT
GARD:0019703,Orphanet,99907,Exact
GARD:0019703,SNOMED-CT,725415009,NA
GARD:0019704,Orphanet,99909,Exact
GARD:0019705,ICD-10,C56,NTBT
GARD:0019705,ICD-11,2C73.1,Exact
GARD:0019705,Orphanet,99912,Exact
GARD:0019705,SNOMED-CT,254874008,NA
GARD:0019706,Orphanet,99913,Exact
GARD:0019707,ICD-10,C56,NTBT
GARD:0019707,ICD-11,2C73.2,Exact
GARD:0019707,MeSH,D006106,Exact
GARD:0019707,Orphanet,99915,Exact
GARD:0019707,SNOMED-CT,254863004,NA
GARD:0019707,UMLS,C0334401,Exact
GARD:0019707,UMLS,C1567257,Exact
GARD:0019708,ICD-10,C56,NTBT
GARD:0019708,Orphanet,99917,Exact
GARD:0019708,SNOMED-CT,716855006,NA
GARD:0019709,ICD-10,A48.3,NTBT
GARD:0019709,ICD-11,1C45.0,Exact
GARD:0019709,MedDRA,10044251,Exact
GARD:0019709,Orphanet,99918,Exact
GARD:0019709,SNOMED-CT,240451000,NA
GARD:0019709,UMLS,C0343532,Exact
GARD:0019710,ICD-10,A48.3,NTBT
GARD:0019710,ICD-11,1C45.1,Exact
GARD:0019710,MedDRA,10044250,Exact
GARD:0019710,Orphanet,99919,Exact
GARD:0019710,SNOMED-CT,240450004,NA
GARD:0019710,UMLS,C3714602,Exact
GARD:0019711,ICD-10,D39.2,NTBT
GARD:0019711,Orphanet,99925,Exact
GARD:0019711,SNOMED-CT,416669000,NA
GARD:0019711,UMLS,C0008493,Exact
GARD:0019712,ICD-10,C58,NTBT
GARD:0019712,Orphanet,99926,Exact
GARD:0019712,SNOMED-CT,417570003,NA
GARD:0019712,UMLS,C0349557,Exact
GARD:0019713,ICD-10,E83.1+,NTBT
GARD:0019713,ICD-10,J99.8*,NTBT
GARD:0019713,ICD-11,CB05.5,Exact
GARD:0019713,Orphanet,99930,Exact
GARD:0019713,SNOMED-CT,716712004,NA
GARD:0019714,ICD-10,E83.1+,NTBT
GARD:0019714,ICD-10,J99.8*,NTBT
GARD:0019714,Orphanet,99932,Exact
GARD:0019715,ICD-10,C34.3,ND (not yet decided/unable to decide)
GARD:0019715,ICD-10,C34.2,ND (not yet decided/unable to decide)
GARD:0019715,ICD-10,C34.9,ND (not yet decided/unable to decide)
GARD:0019715,ICD-10,C34.8,ND (not yet decided/unable to decide)
GARD:0019715,ICD-10,C34.1,ND (not yet decided/unable to decide)
GARD:0019715,Orphanet,99933,Exact
GARD:0019716,ICD-10,C34.2,ND (not yet decided/unable to decide)
GARD:0019716,ICD-10,C34.3,ND (not yet decided/unable to decide)
GARD:0019716,ICD-10,C34.1,ND (not yet decided/unable to decide)
GARD:0019716,ICD-10,C34.9,ND (not yet decided/unable to decide)
GARD:0019716,ICD-10,C34.8,ND (not yet decided/unable to decide)
GARD:0019716,Orphanet,99934,Exact
GARD:0019717,ICD-10,C34.9,ND (not yet decided/unable to decide)
GARD:0019717,ICD-10,C34.2,ND (not yet decided/unable to decide)
GARD:0019717,ICD-10,C34.3,ND (not yet decided/unable to decide)
GARD:0019717,ICD-10,C34.8,ND (not yet decided/unable to decide)
GARD:0019717,ICD-10,C34.1,ND (not yet decided/unable to decide)
GARD:0019717,Orphanet,99935,Exact
GARD:0019718,ICD-10,G12.8,NTBT
GARD:0019718,MedDRA,10069682,Exact
GARD:0019718,Orphanet,99965,Exact
GARD:0019718,UMLS,C2721741,Exact
GARD:0019719,ICD-10,C49.9,NTBT
GARD:0019719,Orphanet,99969,Exact
GARD:0019719,SNOMED-CT,404071006,NA
GARD:0019719,UMLS,C0205825,Exact
GARD:0019720,ICD-10,C49.9,NTBT
GARD:0019720,Orphanet,99970,Exact
GARD:0019720,SNOMED-CT,404072004,NA
GARD:0019720,UMLS,C0205824,Exact
GARD:0019721,ICD-10,C49.9,NTBT
GARD:0019721,Orphanet,99971,Exact
GARD:0019721,SNOMED-CT,404067008,NA
GARD:0019721,UMLS,C1370889,Exact
GARD:0019722,ICD-10,P28.4,NTBT
GARD:0019722,Orphanet,99981,Exact
GARD:0019722,SNOMED-CT,276544005,NA
GARD:0019722,UMLS,C0475715,Exact
GARD:0019723,ICD-10,B87.0,NTBT
GARD:0019723,ICD-11,1G01.3,Exact
GARD:0019723,Orphanet,99983,Exact
GARD:0019723,SNOMED-CT,240877000,NA
GARD:0019723,UMLS,C0027031,Exact
GARD:0019724,ICD-10,P70.2,NTBT
GARD:0019724,Orphanet,99989,Exact
GARD:0019725,ICD-10,A75.1,Exact
GARD:0019725,ICD-11,1C30.1,Exact
GARD:0019725,Orphanet,99990,Exact
GARD:0019725,SNOMED-CT,47761007,NA
GARD:0019725,UMLS,C0006181,Exact
GARD:0019726,ICD-10,A75.0,NTBT
GARD:0019726,ICD-11,1C30.1,Exact
GARD:0019726,Orphanet,99991,Exact
GARD:0019727,ICD-10,G90.6,Exact
GARD:0019727,MedDRA,10064335,Exact
GARD:0019727,Orphanet,99994,Exact
GARD:0019727,SNOMED-CT,408751001,NA
GARD:0019727,UMLS,C0007462,Exact
GARD:0019728,ICD-10,D36.1,BTNT
GARD:0019728,Orphanet,100000,Exact
GARD:0019729,ICD-10,D36.1,BTNT
GARD:0019729,Orphanet,100001,Exact
GARD:0019730,ICD-10,D36.1,BTNT
GARD:0019730,Orphanet,100002,Exact
GARD:0019730,SNOMED-CT,768926005,NA
GARD:0019731,ICD-10,Q04.3,NTBT
GARD:0019731,Orphanet,100011,Exact
GARD:0019731,SNOMED-CT,785307003,NA
GARD:0019732,ICD-10,Q04.3,NTBT
GARD:0019732,Orphanet,100012,Exact
GARD:0019732,SNOMED-CT,715819005,NA
GARD:0019733,ICD-10,Q04.3,NTBT
GARD:0019733,Orphanet,100013,Exact
GARD:0019733,SNOMED-CT,715820004,NA
GARD:0019734,ICD-10,Q04.3,NTBT
GARD:0019734,Orphanet,100014,Exact
GARD:0019734,SNOMED-CT,715821000,NA
GARD:0019735,ICD-10,Q04.3,NTBT
GARD:0019735,Orphanet,100015,Exact
GARD:0019735,SNOMED-CT,785306007,NA
GARD:0019736,ICD-10,Q04.3,NTBT
GARD:0019736,Orphanet,100016,Exact
GARD:0019736,SNOMED-CT,715822007,NA
GARD:0019737,ICD-10,D46.2,NTBT
GARD:0019737,Orphanet,100019,Exact
GARD:0019737,SNOMED-CT,415283002,NA
GARD:0019737,UMLS,C1318550,Exact
GARD:0019738,ICD-10,D46.2,NTBT
GARD:0019738,Orphanet,100020,Exact
GARD:0019738,SNOMED-CT,415284008,NA
GARD:0019738,UMLS,C1318551,Exact
GARD:0019739,ICD-10,C90.3,Exact
GARD:0019739,ICD-11,2A83.2,NTBT
GARD:0019739,Orphanet,100021,Exact
GARD:0019739,SNOMED-CT,426336007,NA
GARD:0019740,ICD-10,C90.2,NTBT
GARD:0019740,ICD-11,2A83.2,NTBT
GARD:0019740,Orphanet,100022,Exact
GARD:0019741,ICD-10,C88.2,NTBT
GARD:0019741,ICD-11,2A84.2,Exact
GARD:0019741,Orphanet,100024,Exact
GARD:0019741,SNOMED-CT,61493004,NA
GARD:0019741,UMLS,C0242310,Exact
GARD:0019742,ICD-10,C88.3,NTBT
GARD:0019742,ICD-11,2A84.0,Exact
GARD:0019742,Orphanet,100025,Exact
GARD:0019742,SNOMED-CT,109982002,NA
GARD:0019742,UMLS,C0021071,Exact
GARD:0019743,ICD-10,D13.4,NTBT
GARD:0019743,Orphanet,100035,Exact
GARD:0019743,SNOMED-CT,447058001,NA
GARD:0019744,ICD-10,Q39.8,NTBT
GARD:0019744,Orphanet,100047,Exact
GARD:0019744,SNOMED-CT,721161005,NA
GARD:0019745,ICD-10,Q39.8,NTBT
GARD:0019745,Orphanet,100048,Exact
GARD:0019745,SNOMED-CT,716280004,NA
GARD:0019746,Orphanet,100049,Exact
GARD:0019747,ICD-10,T78.3,NTBT
GARD:0019747,Orphanet,100055,Exact
GARD:0019748,ICD-10,T78.3,NTBT
GARD:0019748,Orphanet,100056,Exact
GARD:0019749,ICD-10,G54.0,NTBT
GARD:0019749,Orphanet,100073,Exact
GARD:0019749,SNOMED-CT,2040007,NA
GARD:0019749,UMLS,C0751549,Exact
GARD:0019750,ICD-10,C16.9,NTBT
GARD:0019750,Orphanet,100075,Exact
GARD:0019750,SNOMED-CT,721194008,NA
GARD:0019751,Orphanet,100076,Exact
GARD:0019752,Orphanet,100077,Exact
GARD:0019752,SNOMED-CT,737312002,NA
GARD:0019753,ICD-10,C17.2,NTBT
GARD:0019753,Orphanet,100078,Exact
GARD:0019753,SNOMED-CT,737313007,NA
GARD:0019754,ICD-10,D37.3,NTBT
GARD:0019754,ICD-10,C18.1,NTBT
GARD:0019754,ICD-11,2B81.2,Exact
GARD:0019754,Orphanet,100079,Exact
GARD:0019754,SNOMED-CT,725167001,NA
GARD:0019755,ICD-10,C18.8,NTBT
GARD:0019755,Orphanet,100080,Exact
GARD:0019755,SNOMED-CT,721698005,NA
GARD:0019756,ICD-10,C20,NTBT
GARD:0019756,Orphanet,100081,Exact
GARD:0019756,SNOMED-CT,721700001,NA
GARD:0019757,ICD-10,C21.1,NTBT
GARD:0019757,ICD-11,2C00.2,Exact
GARD:0019757,Orphanet,100082,Exact
GARD:0019757,SNOMED-CT,733163007,NA
GARD:0019758,ICD-10,D14.1,NTBT
GARD:0019758,ICD-10,C32.1,NTBT
GARD:0019758,ICD-11,2F00.2,Exact
GARD:0019758,Orphanet,100083,Exact
GARD:0019759,ICD-10,C30.1,NTBT
GARD:0019759,ICD-11,2F00.0,Exact
GARD:0019759,Orphanet,100084,Exact
GARD:0019759,SNOMED-CT,717918002,NA
GARD:0019760,ICD-10,C22.7,NTBT
GARD:0019760,Orphanet,100085,Exact
GARD:0019760,SNOMED-CT,716652006,NA
GARD:0019761,ICD-10,C23,NTBT
GARD:0019761,Orphanet,100086,Exact
GARD:0019761,SNOMED-CT,785824001,NA
GARD:0019762,Orphanet,100087,Exact
GARD:0019762,UMLS,C0040136,Exact
GARD:0019763,MedDRA,10007476,Exact
GARD:0019763,Orphanet,100088,Exact
GARD:0019763,SNOMED-CT,448216007,NA
GARD:0019763,UMLS,C0549473,Exact
GARD:0019764,ICD-10,C75.0,BTNT
GARD:0019764,ICD-10,D44.2,BTNT
GARD:0019764,ICD-10,D35.1,BTNT
GARD:0019764,Orphanet,100090,Exact
GARD:0019764,UMLS,C0030521,Exact
GARD:0019765,Orphanet,100091,Exact
GARD:0019766,ICD-10,D44.8,Exact
GARD:0019766,ICD-11,2F7A.0,Exact
GARD:0019766,Orphanet,100094,Exact
GARD:0019766,UMLS,C0027662,Exact
GARD:0019767,Orphanet,100100,Exact
GARD:0019767,UMLS,C3714644,Exact
GARD:0019768,Orphanet,100101,Exact
GARD:0019769,Orphanet,100974,Exact
GARD:0019769,SNOMED-CT,716708005,NA
GARD:0019770,ICD-10,G11.4,NTBT
GARD:0019770,Orphanet,100979,Exact
GARD:0019771,ICD-10,G11.4,NTBT
GARD:0019771,Orphanet,100980,Exact
GARD:0019772,ICD-10,G11.4,NTBT
GARD:0019772,Orphanet,100981,Exact
GARD:0019773,ICD-10,G11.4,NTBT
GARD:0019773,Orphanet,100982,Exact
GARD:0019774,ICD-10,Q35.1,Exact
GARD:0019774,ICD-11,LA42.0,Exact
GARD:0019774,Orphanet,101023,Exact
GARD:0019774,SNOMED-CT,448915004,NA
GARD:0019775,ICD-10,Q04.8,NTBT
GARD:0019775,Orphanet,101029,Exact
GARD:0019776,ICD-10,Q23.0,NTBT
GARD:0019776,Orphanet,101043,Exact
GARD:0019776,SNOMED-CT,871597006,NA
GARD:0019776,UMLS,C0344993,Exact
GARD:0019777,ICD-10,Q04.3,NTBT
GARD:0019777,Orphanet,101071,Exact
GARD:0019778,ICD-10,D46.7,NTBT
GARD:0019778,MedDRA,10054329,Exact
GARD:0019778,Orphanet,101096,Exact
GARD:0019778,UMLS,C0002893,Exact
GARD:0019778,UMLS,C0553669,Exact
GARD:0019779,ICD-10,Q07.8,NTBT
GARD:0019779,Orphanet,101104,Exact
GARD:0019780,ICD-10,Q22.2,NTBT
GARD:0019780,Orphanet,101206,Exact
GARD:0019780,SNOMED-CT,766976003,NA
GARD:0019781,ICD-10,A77.1,NTBT
GARD:0019781,Orphanet,101334,Exact
GARD:0019782,Orphanet,101435,Exact
GARD:0019783,ICD-10,F70,BTNT
GARD:0019783,ICD-10,F73,BTNT
GARD:0019783,ICD-10,F71,BTNT
GARD:0019783,ICD-10,F72,BTNT
GARD:0019783,Orphanet,101685,Exact
GARD:0019783,SNOMED-CT,773772001,NA
GARD:0019784,ICD-10,Q23.8,NTBT
GARD:0019784,ICD-11,LA87.13,Exact
GARD:0019784,Orphanet,101932,Exact
GARD:0019784,SNOMED-CT,448920004,NA
GARD:0019785,Orphanet,101934,Exact
GARD:0019786,Orphanet,101936,Exact
GARD:0019787,Orphanet,101937,Exact
GARD:0019787,UMLS,C0030286,Exact
GARD:0019788,Orphanet,101938,Exact
GARD:0019788,UMLS,C0400923,Exact
GARD:0019789,Orphanet,101939,Exact
GARD:0019790,MedDRA,10019689,Exact
GARD:0019790,Orphanet,101940,Exact
GARD:0019790,UMLS,C0851734,Exact
GARD:0019791,Orphanet,101941,Exact
GARD:0019791,UMLS,C0750952,Exact
GARD:0019791,UMLS,C0005424,Exact
GARD:0019792,Orphanet,101943,Exact
GARD:0019793,Orphanet,101944,Exact
GARD:0019793,UMLS,C0024115,Exact
GARD:0019794,Orphanet,101945,Exact
GARD:0019795,Orphanet,101950,Exact
GARD:0019795,UMLS,C0015414,Exact
GARD:0019796,Orphanet,101952,Exact
GARD:0019796,UMLS,C0011849,Exact
GARD:0019796,UMLS,C0011860,Exact
GARD:0019797,Orphanet,101953,Exact
GARD:0019797,UMLS,C0242339,Exact
GARD:0019798,Orphanet,101954,Exact
GARD:0019798,UMLS,C0001621,Exact
GARD:0019799,Orphanet,101955,Exact
GARD:0019799,UMLS,C0040128,Exact
GARD:0019800,ICD-10,E31.8,BTNT
GARD:0019800,ICD-10,E31.0,BTNT
GARD:0019800,ICD-10,E31.9,BTNT
GARD:0019800,ICD-10,E31.1,BTNT
GARD:0019800,Orphanet,101956,Exact
GARD:0019801,ICD-10,E23.0,Exact
GARD:0019801,Orphanet,101957,Exact
GARD:0019801,UMLS,C0020635,Exact
GARD:0019802,MedDRA,10052381,Exact
GARD:0019802,Orphanet,101958,Exact
GARD:0019803,Orphanet,101959,Exact
GARD:0019803,UMLS,C0001403,Exact
GARD:0019804,Orphanet,101960,Exact
GARD:0019805,Orphanet,101963,Exact
GARD:0019806,ICD-10,D81.3,BTNT
GARD:0019806,ICD-10,D81.6,BTNT
GARD:0019806,ICD-10,D81.1,BTNT
GARD:0019806,ICD-10,D81.0,BTNT
GARD:0019806,ICD-10,D81.7,BTNT
GARD:0019806,ICD-10,D81.2,BTNT
GARD:0019806,ICD-10,D81.9,BTNT
GARD:0019806,ICD-10,D81.4,BTNT
GARD:0019806,ICD-10,D81.8,BTNT
GARD:0019806,ICD-10,D81.5,BTNT
GARD:0019806,Orphanet,101972,Exact
GARD:0019807,ICD-10,D80.2,BTNT
GARD:0019807,ICD-10,D80.1,BTNT
GARD:0019807,ICD-10,D80.7,BTNT
GARD:0019807,ICD-10,D80.8,BTNT
GARD:0019807,ICD-10,D80.5,BTNT
GARD:0019807,ICD-10,D80.9,BTNT
GARD:0019807,ICD-10,D80.3,BTNT
GARD:0019807,ICD-10,D80.4,BTNT
GARD:0019807,ICD-10,D80.0,BTNT
GARD:0019807,ICD-10,D80.6,BTNT
GARD:0019807,Orphanet,101977,Exact
GARD:0019808,Orphanet,101985,Exact
GARD:0019809,ICD-10,D70,NTBT
GARD:0019809,ICD-11,4B00.00,Exact
GARD:0019809,Orphanet,101987,Exact
GARD:0019810,Orphanet,101988,Exact
GARD:0019811,ICD-10,D84.1,Exact
GARD:0019811,Orphanet,101992,Exact
GARD:0019812,ICD-10,E85.0,NTBT
GARD:0019812,MedDRA,10034533,Exact
GARD:0019812,Orphanet,101995,Exact
GARD:0019812,UMLS,C0015974,Exact
GARD:0019813,MedDRA,10064859,Exact
GARD:0019813,Orphanet,101997,Exact
GARD:0019813,UMLS,C0398686,Exact
GARD:0019814,ICD-10,G40.9,NTBT
GARD:0019814,ICD-10,G40.1,NTBT
GARD:0019814,ICD-10,G40.5,NTBT
GARD:0019814,ICD-10,G40.3,NTBT
GARD:0019814,ICD-10,G40.6,NTBT
GARD:0019814,ICD-10,G40.7,NTBT
GARD:0019814,ICD-10,G40.8,NTBT
GARD:0019814,ICD-10,G40.0,NTBT
GARD:0019814,ICD-10,G40.2,NTBT
GARD:0019814,ICD-10,G40.4,NTBT
GARD:0019814,Orphanet,101998,Exact
GARD:0019815,Orphanet,102000,Exact
GARD:0019816,Orphanet,102002,Exact
GARD:0019817,Orphanet,102003,Exact
GARD:0019817,UMLS,C0026650,Exact
GARD:0019818,Orphanet,102005,Exact
GARD:0019819,Orphanet,102006,Exact
GARD:0019820,ICD-10,Q04.3,NTBT
GARD:0019820,Orphanet,102010,Exact
GARD:0019821,ICD-10,Q04.3,NTBT
GARD:0019821,Orphanet,102011,Exact
GARD:0019821,UMLS,C1969029,Exact
GARD:0019822,ICD-10,G11.4,NTBT
GARD:0019822,Orphanet,102012,Exact
GARD:0019822,SNOMED-CT,230260007,NA
GARD:0019822,UMLS,C0393555,Exact
GARD:0019823,ICD-10,G11.4,NTBT
GARD:0019823,Orphanet,102013,Exact
GARD:0019823,SNOMED-CT,230261006,NA
GARD:0019824,ICD-10,G71.0,NTBT
GARD:0019824,ICD-11,8C70.40,Exact
GARD:0019824,Orphanet,102014,Exact
GARD:0019825,ICD-10,G71.0,NTBT
GARD:0019825,ICD-11,8C70.41,Exact
GARD:0019825,Orphanet,102015,Exact
GARD:0019825,UMLS,C2931907,Exact
GARD:0019826,ICD-10,Q93.6,BTNT
GARD:0019826,ICD-10,Q93.4,BTNT
GARD:0019826,ICD-10,Q93.5,BTNT
GARD:0019826,ICD-10,Q93.7,BTNT
GARD:0019826,ICD-10,Q93.8,BTNT
GARD:0019826,ICD-10,Q93.3,BTNT
GARD:0019826,ICD-10,Q93.9,BTNT
GARD:0019826,ICD-10,Q93.1,BTNT
GARD:0019826,ICD-10,Q93.2,BTNT
GARD:0019826,ICD-10,Q93.0,BTNT
GARD:0019826,Orphanet,102020,Exact
GARD:0019826,UMLS,C0026499,Exact
GARD:0019827,Orphanet,102021,Exact
GARD:0019827,UMLS,C0035585,Exact
GARD:0019828,ICD-10,A77.3,BTNT
GARD:0019828,ICD-10,A77.8,BTNT
GARD:0019828,ICD-10,A77.9,BTNT
GARD:0019828,ICD-10,A77.2,BTNT
GARD:0019828,ICD-10,A77.0,BTNT
GARD:0019828,ICD-10,A77.1,BTNT
GARD:0019828,Orphanet,102022,Exact
GARD:0019829,ICD-10,A75.2,BTNT
GARD:0019829,ICD-10,A75.1,BTNT
GARD:0019829,ICD-10,A75.0,BTNT
GARD:0019829,ICD-10,A75.3,BTNT
GARD:0019829,ICD-10,A75.9,BTNT
GARD:0019829,Orphanet,102023,Exact
GARD:0019829,SNOMED-CT,240613006,NA
GARD:0019829,UMLS,C0343758,Exact
GARD:0019830,Orphanet,102024,Exact
GARD:0019831,ICD-10,E85.0,NTBT
GARD:0019831,Orphanet,102237,Exact
GARD:0019832,Orphanet,102283,Exact
GARD:0019833,Orphanet,102285,Exact
GARD:0019834,Orphanet,102369,Exact
GARD:0019835,ICD-10,C92.8,NTBT
GARD:0019835,Orphanet,102379,Exact
GARD:0019835,SNOMED-CT,766045006,NA
GARD:0019836,ICD-10,C92.0,NTBT
GARD:0019836,Orphanet,102381,Exact
GARD:0019836,SNOMED-CT,766046007,NA
GARD:0019837,ICD-10,C92.0,NTBT
GARD:0019837,Orphanet,102724,Exact
GARD:0019838,ICD-10,E74.3,NTBT
GARD:0019838,ICD-11,5C61.1,Exact
GARD:0019838,Orphanet,103907,Exact
GARD:0019838,SNOMED-CT,716277000,NA
GARD:0019839,ICD-10,P78.3,NTBT
GARD:0019839,Orphanet,103910,Exact
GARD:0019839,SNOMED-CT,725591002,NA
GARD:0019840,ICD-10,K52.3,Exact
GARD:0019840,ICD-11,DD72,Exact
GARD:0019840,Orphanet,103920,Exact
GARD:0019841,Orphanet,104003,Exact
GARD:0019842,Orphanet,104004,Exact
GARD:0019843,Orphanet,104005,Exact
GARD:0019844,Orphanet,104006,Exact
GARD:0019845,Orphanet,104007,Exact
GARD:0019846,Orphanet,104009,Exact
GARD:0019847,MeSH,D044483,Exact
GARD:0019847,MedDRA,10057018,Exact
GARD:0019847,Orphanet,104010,Exact
GARD:0019847,SNOMED-CT,254589009,NA
GARD:0019847,UMLS,C0345891,Exact
GARD:0019847,UMLS,C1257915,Exact
GARD:0019848,Orphanet,104011,Exact
GARD:0019848,UMLS,C0021841,Exact
GARD:0019849,Orphanet,104012,Exact
GARD:0019849,UMLS,C0021390,Exact
GARD:0019850,Orphanet,104013,Exact
GARD:0019851,ICD-10,D01.4,NTBT
GARD:0019851,Orphanet,104075,Exact
GARD:0019851,SNOMED-CT,424440001,NA
GARD:0019851,UMLS,C0278803,Exact
GARD:0019852,ICD-10,C17.8,BTNT
GARD:0019852,ICD-10,C17.2,BTNT
GARD:0019852,ICD-10,C17.1,BTNT
GARD:0019852,ICD-10,C17.0,BTNT
GARD:0019852,ICD-10,C17.3,BTNT
GARD:0019852,Orphanet,104076,Exact
GARD:0019852,SNOMED-CT,716651004,NA
GARD:0019852,UMLS,C0920305,Exact
GARD:0019853,ICD-10,K59.8,NTBT
GARD:0019853,Orphanet,104077,Exact
GARD:0019854,ICD-10,K59.8,NTBT
GARD:0019854,Orphanet,104078,Exact
GARD:0019855,Orphanet,108959,Exact
GARD:0019856,Orphanet,108961,Exact
GARD:0019857,Orphanet,108963,Exact
GARD:0019858,Orphanet,108965,Exact
GARD:0019859,Orphanet,108967,Exact
GARD:0019860,Orphanet,108969,Exact
GARD:0019861,Orphanet,108971,Exact
GARD:0019862,Orphanet,108973,Exact
GARD:0019863,Orphanet,108977,Exact
GARD:0019864,Orphanet,108979,Exact
GARD:0019865,Orphanet,108989,Exact
GARD:0019866,Orphanet,108991,Exact
GARD:0019867,Orphanet,108993,Exact
GARD:0019868,Orphanet,108995,Exact
GARD:0019869,Orphanet,108997,Exact
GARD:0019869,UMLS,C0002871,Exact
GARD:0019870,ICD-10,Q68.8,NTBT
GARD:0019870,MeSH,D001176,Exact
GARD:0019870,Orphanet,109007,Exact
GARD:0019870,UMLS,C0003886,Exact
GARD:0019871,ICD-10,Q87.2,Exact
GARD:0019871,Orphanet,109009,Exact
GARD:0019872,Orphanet,109011,Exact
GARD:0019873,Orphanet,117569,Exact
GARD:0019873,UMLS,C0021831,Exact
GARD:0019874,Orphanet,117573,Exact
GARD:0019875,ICD-10,P91.6,Exact
GARD:0019875,ICD-11,KB04,Exact
GARD:0019875,Orphanet,137577,Exact
GARD:0019875,UMLS,C0752304,Exact
GARD:0019876,ICD-10,D07.1,NTBT
GARD:0019876,Orphanet,137583,Exact
GARD:0019876,SNOMED-CT,399933001,NA
GARD:0019876,UMLS,C0346210,Exact
GARD:0019877,Orphanet,137593,Exact
GARD:0019877,SNOMED-CT,771232003,NA
GARD:0019878,ICD-10,H16.2,NTBT
GARD:0019878,MedDRA,10069732,Exact
GARD:0019878,Orphanet,137596,Exact
GARD:0019878,SNOMED-CT,128080005,NA
GARD:0019878,UMLS,C0339296,Exact
GARD:0019879,ICD-10,H16.3,NTBT
GARD:0019879,Orphanet,137599,Exact
GARD:0019879,SNOMED-CT,397570008,NA
GARD:0019879,UMLS,C1318020,Exact
GARD:0019880,Orphanet,137602,Exact
GARD:0019880,SNOMED-CT,373425009,NA
GARD:0019881,Orphanet,137608,Exact
GARD:0019881,SNOMED-CT,763867001,NA
GARD:0019882,ICD-10,Q87.8,NTBT
GARD:0019882,Orphanet,137622,Exact
GARD:0019882,SNOMED-CT,720009004,NA
GARD:0019883,ICD-10,Q28.8,NTBT
GARD:0019883,Orphanet,137628,Exact
GARD:0019883,SNOMED-CT,720605009,NA
GARD:0019884,ICD-10,B25.8,NTBT
GARD:0019884,Orphanet,137698,Exact
GARD:0019884,SNOMED-CT,111032003,NA
GARD:0019885,ICD-10,L99.0*,NTBT
GARD:0019885,ICD-10,E85.4+,NTBT
GARD:0019885,Orphanet,137814,Exact
GARD:0019886,ICD-10,N80.5,BTNT
GARD:0019886,ICD-10,N80.4,BTNT
GARD:0019886,ICD-10,N80.1,BTNT
GARD:0019886,ICD-10,N80.3,BTNT
GARD:0019886,ICD-10,N80.2,BTNT
GARD:0019886,ICD-10,N80.0,BTNT
GARD:0019886,ICD-10,N80.8,BTNT
GARD:0019886,ICD-10,N80.6,BTNT
