GardID,ClassificationLevel,DisorderType,Name,Synonym
GARD:0021625,Subtype of disorder,[Clinical subtype],Transient neonatal myasthenia gravis,"[NMG, Neonatal myasthenia gravis, Transient neonatal acquired myasthenia, Transient neonatal autoimmune myasthenia gravis]"
GARD:0021626,Disorder,[Disease],Glomus tumor,
GARD:0021627,Disorder,[Particular clinical situation in a disease or syndrome],Off-periods in Parkinson disease not responding to oral treatment,
GARD:0021628,Group of disorders,[Clinical group],Persistent combined dystonia,
GARD:0021629,Disorder,[Disease],Mucinous adenocarcinoma of the appendix,[Appendiceal mucinous adenocarcinoma]
GARD:0021630,Group of disorders,[Category],Rare genetic dystonia,[Rare genetic dystonic disorder]
GARD:0021631,Disorder,[Disease],Deep dermatophytosis,[Disseminated granulomatous dermatophytosis]
GARD:0021632,Disorder,[Disease],PrP systemic amyloidosis,"[Chronic diarrhea with HSAN, Chronic diarrhea with hereditary sensory and autonomic neuropathy, Prion protein systemic amyloidosis]"
GARD:0021633,Disorder,[Disease],3q27.3 microdeletion syndrome,[Del(3)(q27.3)]
GARD:0021634,Disorder,[Disease],Periodic paralysis with later-onset distal motor neuropathy,
GARD:0021635,Disorder,[Disease],Periodic paralysis with transient compartment-like syndrome,
GARD:0021636,Group of disorders,[Clinical group],T+ B+ severe combined immunodeficiency,
GARD:0021637,Disorder,[Disease],Ferro-cerebro-cutaneous syndrome,[Cerebro-cutaneous syndrome with iron overload]
GARD:0021638,Disorder,[Disease],Adenocarcinoma of the penis,[Penile adenocarcinoma]
GARD:0021639,Disorder,[Disease],Squamous cell carcinoma of the penis,[Penile squamous cell carcinoma]
GARD:0021640,Disorder,[Disease],Refractory celiac disease,"[Refractory CD, Refractory sprue]"
GARD:0021641,Group of disorders,[Clinical group],Prader-Willi-like syndrome,[PWS-like]
GARD:0021642,Disorder,[Disease],SIM1-related Prader-Willi-like syndrome,[SIM1-related PWLS]
GARD:0021643,Group of disorders,[Category],Secondary neonatal autoimmune disease,[Transplacentally acquired neonatal autoimmune disease]
GARD:0021644,Disorder,[Disease],Neonatal antiphospholipid syndrome,"[Neonatal Hughes syndrome, Neonatal antiphospholipid antibody syndrome]"
GARD:0021645,Disorder,[Disease],Neonatal autoimmune hemolytic anemia,"[Neonatal AHA, Neonatal AIHA]"
GARD:0021646,Disorder,[Disease],Neonatal dermatomyositis,[Neonatal DM]
GARD:0021647,Disorder,[Disease],Neonatal lupus erythematosus,
GARD:0021648,Disorder,[Disease],Neonatal scleroderma,
GARD:0021649,Disorder,[Disease],Persistent idiopathic facial pain,"[AFP, Atypical facial pain, PIFP]"
GARD:0021650,Group of disorders,[Category],Malignant non-epithelial tumor of ovary,"[Non-epithelial cancer of ovary, Ovarian malignant non-epithelial tumor, Ovarian non-epithelial cancer]"
GARD:0021651,Disorder,[Disease],Mucinous adenocarcinoma of ovary,[Ovarian mucinous adenocarcinoma]
GARD:0021652,Disorder,[Disease],Clear cell adenocarcinoma of the ovary,[Ovarian clear cell adenocarcinoma]
GARD:0021653,Disorder,[Disease],Primary peritoneal serous/papillary carcinoma,[PPSPC]
GARD:0021654,Disorder,[Disease],Malignant teratoma of ovary,"[Immature teratoma of ovary, Ovarian immature teratoma, Ovarian malignant teratoma]"
GARD:0021655,Disorder,[Disease],KLHL9-related early-onset distal myopathy,
GARD:0021656,Disorder,[Disease],Distal nebulin myopathy,[Nebulin-related early-onset distal myopathy]
GARD:0021657,Group of disorders,[Category],Osteonecrosis,[Bone necrosis]
GARD:0021658,Group of disorders,[Category],Avascular necrosis,[AVN]
GARD:0021659,Group of disorders,[Category],Secondary avascular necrosis,[Secondary AVN]
GARD:0021660,Disorder,[Disease],Traumatic avascular necrosis,[Traumatic AVN]
GARD:0021661,Disorder,[Disease],Secondary non-traumatic avascular necrosis,"[Secondary non-traumatic AVN, Secondary non-traumatic osteonecrosis]"
GARD:0021662,Group of disorders,[Category],Rare hereditary disease with avascular necrosis,
GARD:0021663,Disorder,[Disease],Osteonecrosis of the jaw,
GARD:0021664,Group of disorders,[Clinical group],Primary avascular necrosis,[Primary AVN]
GARD:0021665,Disorder,[Disease],Idiopathic avascular necrosis,[Idiopathic AVN]
GARD:0021666,Disorder,[Disease],Epiphysiolysis of the hip,"[Epiphysiolysis of the upper femur, Femoral head epiphysiolysis, SCFE, SUFE, Slipped capital femoral epiphysis, Slipped upper femoral epiphysis]"
GARD:0021667,Group of disorders,[Category],Osteonecrosis of genetic origin,[Bone necrosis of genetic origin]
GARD:0021668,Group of disorders,[Category],Avascular necrosis of genetic origin,
GARD:0021669,Group of disorders,[Category],Osteochondrosis of genetic origin,
GARD:0021670,Group of disorders,[Category],Rare male infertility due to hypothalamic-pituitary-gonadal axis disorder,"[Rare male infertility due to gonadotropic axis disorder, Rare male infertility due to hypothalamic-pituitary-testicular axis disorder]"
GARD:0021671,Group of disorders,[Category],Rare male infertility due to adrenal disorder,
GARD:0021672,Group of disorders,[Category],Rare male infertility due to testicular endocrine disorder,
GARD:0021673,Group of disorders,[Category],Male infertility due to gonadal dysgenesis or sperm disorder,[Male infertility due to testicular dysgenesis or sperm disorder]
GARD:0021674,Group of disorders,[Category],Male infertility due to sperm disorder,
GARD:0021675,Group of disorders,[Category],Male infertility with spermatogenesis disorder,
GARD:0021676,Group of disorders,[Category],Male infertility due to sperm motility disorder,[Male infertility due to asthenozoospermia]
GARD:0021677,Group of disorders,[Category],Rare disorder with obstructive azoospermia,[Rare disorder due to impaired sperm transport]
GARD:0021678,Group of disorders,[Category],Rare female infertility due to hypothalamic-pituitary-gonadal axis disorder,"[Rare female infertility due to gonadotropic axis disorder, Rare female infertility due to hypothalamic-pituitary-ovarian axis disorder]"
GARD:0021679,Group of disorders,[Category],Rare female infertility due to a congenital hypogonadotropic hypogonadism,
GARD:0021680,Group of disorders,[Category],Rare disorder with female infertility due to a congenital hypogonadotropic hypogonadism,
GARD:0021681,Group of disorders,[Category],Rare female infertility due to an adrenal disorder,
GARD:0021682,Group of disorders,[Category],Rare female infertility due to an anomaly of ovarian function,
GARD:0021683,Group of disorders,[Category],Rare female infertility due to gonadal dysgenesis,[Rare female infertility due to ovarian dysgenesis]
GARD:0021684,Group of disorders,[Category],Rare female infertility due to an implantation defect,
GARD:0021685,Group of disorders,[Category],Rare genetic male infertility,
GARD:0021686,Group of disorders,[Category],Rare male infertility due to hypothalamic-pituitary-gonadal axis disorder of genetic origin,"[Rare male infertility due to gonadotropic axis disorder of genetic origin, Rare male infertility due to hypothalamic-pituitary-testicular axis disorder of genetic origin]"
GARD:0021687,Group of disorders,[Category],Rare male infertility due to adrenal disorder of genetic origin,
GARD:0021688,Group of disorders,[Category],Male infertility due to obstructive azoospermia of genetic origin,[Male infertility due to impaired sperm transport of genetic origin]
GARD:0021689,Group of disorders,[Category],Rare genetic disorder with obstructive azoospermia,[Rare genetic disorder due to impaired sperm transport]
GARD:0021690,Group of disorders,[Category],Rare genetic female infertility,
GARD:0021691,Group of disorders,[Category],Rare female infertility due to hypothalamic-pituitary-gonadal axis disorder of genetic origin,"[Rare female infertility due to gonadotropic axis disorder of genetic origin, Rare female infertility due to hypothalamic-pituitary-testicular axis disorder of genetic origin]"
GARD:0021692,Group of disorders,[Category],Rare female infertility due to adrenal disorder of genetic origin,
GARD:0021693,Group of disorders,[Category],Rare female infertility due to an anomaly of ovarian function of genetic origin,
GARD:0021694,Group of disorders,[Category],Female infertility due to an implantation defect of genetic origin,
GARD:0021695,Disorder,[Disease],Autosomal recessive spastic paraplegia type 59,[SPG59]
GARD:0021696,Disorder,[Disease],Autosomal recessive spastic paraplegia type 60,[SPG60]
GARD:0021697,Disorder,[Disease],Autosomal recessive spastic paraplegia type 66,[SPG66]
GARD:0021698,Disorder,[Disease],Autosomal recessive spastic paraplegia type 67,[SPG67]
GARD:0021699,Disorder,[Disease],Autosomal recessive spastic paraplegia type 69,[SPG69]
GARD:0021700,Disorder,[Disease],Autosomal recessive spastic paraplegia type 70,[SPG70]
GARD:0021701,Disorder,[Disease],Autosomal recessive spastic paraplegia type 71,[SPG71]
GARD:0021702,Disorder,[Disease],Huntington disease-like syndrome due to C9ORF72 expansions,"[C9ORF72-related Huntington disease phenocopy, C9ORF72-related Huntington disease-like syndrome, Huntington disease phenocopy due to C9ORF72 expansions]"
GARD:0021703,Subtype of disorder,[Clinical subtype],AXIN2-related attenuated familial adenomatous polyposis,"[AXIN2-related AFAP, AXIN2-related attenuated FAP, AXIN2-related attenuated familial polyposis coli]"
GARD:0021704,Disorder,[Disease],Fibrolamellar hepatocellular carcinoma,"[FHCC, Fibrolamellar hepatocarcinoma]"
GARD:0021705,Disorder,[Malformation syndrome],9q31.1q31.3 microdeletion syndrome,"[Del(9)(q31.1q31.3), Monosomy 9q31.1q31.3]"
GARD:0021706,Disorder,[Malformation syndrome],14q24.1q24.3 microdeletion syndrome,"[Del(14)(q24.1q24.3), Monosomy 14q24.1q24.3]"
GARD:0021707,Disorder,[Malformation syndrome],Partial corpus callosum agenesis-cerebellar vermis hypoplasia with posterior fossa cysts syndrome,
GARD:0021708,Group of disorders,[Clinical group],Cold-induced sweating syndrome-hyperthermia spectrum,
GARD:0021709,Group of disorders,[Clinical group],Lichen myxedematosus,
GARD:0021710,Disorder,[Disease],Acute myeloid leukemia with t(6;9)(p23;q34),[AML with t(6;9)(p23;q34)]
GARD:0021711,Disorder,[Disease],Acute myeloid leukemia with t(9;11)(p22;q23),[AML with t(9;11)(p22;q23)]
GARD:0021712,Disorder,[Disease],Megakaryoblastic acute myeloid leukemia with t(1;22)(p13;q13),[Megakaryoblastic AML with t(1;22)(p13;q13)]
GARD:0021713,Disorder,[Disease],Acute myeloid leukemia with NPM1 somatic mutations,[AML with NPM1 somatic mutations]
GARD:0021714,Group of disorders,[Clinical group],Primary eosinophilic gastrointestinal disease,[EGID]
GARD:0021715,Disorder,[Disease],Eosinophilic colitis,
GARD:0021716,Disorder,[Disease],Hepatitis delta,"[HDV, Hepatitis D virus]"
GARD:0021717,Disorder,[Malformation syndrome],FBLN1-related developmental delay-central nervous system anomaly-syndactyly syndrome,
GARD:0021718,Group of disorders,[Category],Rare female infertility due to oocyte maturation defect,
GARD:0021719,Group of disorders,[Clinical group],Autosomal recessive cerebellar ataxia-epilepsy-intellectual disability syndrome,
GARD:0021720,Disorder,[Disease],Chondromyxoid fibroma,
GARD:0021721,Subtype of disorder,[Histopathological subtype],Clear cell papillary renal cell carcinoma,
GARD:0021722,Disorder,[Disease],Acquired cystic disease-associated renal cell carcinoma,
GARD:0021723,Disorder,[Disease],Spinal muscular atrophy with respiratory distress type 2,"[Diaphragmatic spinal muscular atrophy type 2, SMARD2, Severe infantile axonal neuropathy with respiratory failure type 2, X-linked spinal muscular atrophy with respiratory distress]"
GARD:0021724,Group of disorders,[Category],X-linked distal hereditary motor neuropathy,"[X-linked dHMN, X-linked distal spinal muscular atrophy]"
GARD:0021725,Group of disorders,[Category],Dysostosis of genetic origin,
GARD:0021726,Group of disorders,[Category],Dysostosis of genetic origin with limb anomaly as a major feature,
GARD:0021727,Group of disorders,[Category],Genetic syndrome with limb reduction defects,
GARD:0021728,Group of disorders,[Category],Genetic syndrome with limb malformations as a major feature,
GARD:0021729,Group of disorders,[Clinical group],Polyarticular juvenile idiopathic arthritis,"[Juvenile polyarthritis, Juvenile polyarticular arthritis, Polyarticular JIA]"
GARD:0021730,Group of disorders,[Category],Rare genetic bone development disorder,[Rare genetic skeletal development disorder]
GARD:0021731,Disorder,[Morphological anomaly],Williams-Campbell syndrome,
GARD:0021732,Subtype of disorder,[Etiological subtype],Angelman syndrome due to a point mutation,
GARD:0021733,Subtype of disorder,[Etiological subtype],Angelman syndrome due to imprinting defect in 15q11-q13,
GARD:0021734,Disorder,[Particular clinical situation in a disease or syndrome],Central retinal vein occlusion,[CRVO]
GARD:0021735,Disorder,[Disease],Proton-pump inhibitor-responsive esophageal eosinophilia,"[PPI-REE, PPI-responsive esophageal eosinophilia, PPIRee]"
GARD:0021736,Disorder,[Disease],Generalized eruptive keratoacanthoma,"[GEKA, Generalized eruptive keratoacanthomas of Grzybowski, Grzybowski syndrome]"
GARD:0021737,Disorder,[Malformation syndrome],13q12.3 microdeletion syndrome,"[Del(13)(q12.3), Monosomy 13q12.3]"
GARD:0021738,Disorder,[Disease],PRKAR1B-related neurodegenerative dementia with intermediate filaments,
GARD:0021739,Disorder,[Disease],Dystonia-aphonia syndrome,
GARD:0021740,Group of disorders,[Category],Genetic facial cleft,[Genetic craniofacial cleft]
GARD:0021741,Disorder,[Disease],"Carcinoma of esophagus, salivary gland type","[Esophageal carcinoma, salivary gland type]"
GARD:0021742,Disorder,[Disease],Undifferentiated carcinoma of esophagus,[Undifferentiated esophageal carcinoma]
GARD:0021743,Disorder,[Disease],Squamous cell carcinoma of the stomach,[Gastric squamous cell carcinoma]
GARD:0021744,Disorder,[Disease],Secondary pulmonary alveolar proteinosis,[Secondary PAP]
GARD:0021745,Disorder,[Clinical syndrome],Semicircular canal dehiscence syndrome,[SCD syndrome]
GARD:0021746,Subtype of disorder,[Clinical subtype],"Glycogen storage disease due to acid maltase deficiency, late-onset","[Alpha-1,4-glucosidase acid deficiency, late-onset, GSD due to acid maltase deficiency, late-onset, GSD type 2, late-onset, GSD type II, late-onset, Glycogen storage disease type 2, late-onset, Glycogen storage disease type II, late-onset, Glycogenosis type 2, late-onset, Glycogenosis type II, late-onset, Pompe disease, late-onset]"
GARD:0021747,Disorder,[Disease],Autosomal recessive severe congenital neutropenia due to CXCR2 deficiency,
GARD:0021748,Group of disorders,[Category],Rare genetic odontal or periodontal disorder,
GARD:0021749,Disorder,[Disease],Autoimmune encephalopathy with parasomnia and obstructive sleep apnea,"[Anti-IgLON5 disease, Anti-IgLON5 syndrome]"
GARD:0021750,Disorder,[Malformation syndrome],Cono-spondylar dysplasia,[Short stature-kyphosis-hypoplasia of basal ilia-cone epiphyses-facial dysmorphism syndrome]
GARD:0021751,Disorder,[Malformation syndrome],Microcephaly-short stature-intellectual disability-facial dysmorphism syndrome,
GARD:0021752,Disorder,[Disease],X-linked intellectual disability-limb spasticity-retinal dystrophy-diabetes insipidus syndrome,
GARD:0021753,Group of disorders,[Clinical group],ARX-related encephalopathy-brain malformation spectrum,
GARD:0021754,Group of disorders,[Category],Rare autonomic nervous system disorder,
GARD:0021755,Subtype of disorder,[Clinical subtype],Double outlet right ventricle with subaortic or doubly committed ventricular septal defect,[DORV with subaortic or doubly committed VSD]
GARD:0021756,Subtype of disorder,[Clinical subtype],"Double outlet right ventricle with atrioventricular septal defect, pulmonary stenosis, heterotaxy","[DORV with atrioventricular septal defect, pulmonary stenosis, heterotaxy]"
GARD:0021757,Group of disorders,[Category],Rare carcinoma of stomach,[Rare gastric carcinoma]
GARD:0021758,Group of disorders,[Category],Hereditary gastric cancer,[Hereditary cancer of stomach]
GARD:0021759,Disorder,[Disease],Undifferentiated carcinoma of stomach,[Undifferentiated gastric carcinoma]
GARD:0021760,Group of disorders,[Category],Rare tumor of small intestine,[Rare tumor of small bowel]
GARD:0021761,Group of disorders,[Category],Mesenchymal tumor of small intestine,[Mesenchymal tumor of small bowel]
GARD:0021762,Disorder,[Disease],Microcephaly-complex motor and sensory axonal neuropathy syndrome,
GARD:0021763,Group of disorders,[Category],Rare carcinoma of small intestine,[Rare carcinoma of small bowel]
GARD:0021764,Disorder,[Disease],Squamous cell carcinoma of the small intestine,[Squamous cell carcinoma of the small bowel]
GARD:0021765,Group of disorders,[Category],Neuroendocrine tumor of the small intestine,"[NET of the small intestine, Neuroendocrine neoplasm of the small intestine, Neuroendocrine tumor of small bowel]"
GARD:0021766,Group of disorders,[Category],Epithelial tumor of the appendix,[Appendiceal epithelial tumor]
GARD:0021767,Group of disorders,[Category],Rare epithelial tumor of colon,
GARD:0021768,Disorder,[Disease],Squamous cell carcinoma of the colon,
GARD:0021769,Group of disorders,[Category],Rare epithelial tumor of rectum,[Rare rectal epithelial tumor]
GARD:0021770,Disorder,[Disease],Squamous cell carcinoma of the rectum,[Rectal squamous cell carcinoma]
GARD:0021771,Group of disorders,[Category],Epithelial tumor of anal canal,
GARD:0021772,Group of disorders,[Clinical group],Carcinoma of the anal canal,
GARD:0021773,Disorder,[Disease],Adenocarcinoma of the anal canal,
GARD:0021774,Disorder,[Disease],Squamous cell carcinoma of the anal canal,
GARD:0021775,Group of disorders,[Category],Rare epithelial tumor of pancreas,[Rare pancreatic epithelial tumor]
GARD:0021776,Disorder,[Disease],Squamous cell carcinoma of pancreas,[Pancreatic squamous cell carcinoma]
GARD:0021777,Disorder,[Disease],Acinar cell carcinoma of pancreas,[Pancreatic acinar cell carcinoma]
GARD:0021778,Disorder,[Disease],Mucinous cystadenocarcinoma of the pancreas,[Pancreatic mucinous cystadenocarcinoma]
GARD:0021779,Disorder,[Disease],Intraductal papillary mucinous carcinoma of pancreas,"[IPMN, Pancreatic intraductal papillary mucinous carcinoma]"
GARD:0021780,Disorder,[Disease],Solid pseudopapillary carcinoma of pancreas,"[Pancreatic solid pseudopapillary carcinoma, Solid pseudopapillary neoplasm of the pancreas]"
GARD:0021781,Disorder,[Disease],Serous cystadenocarcinoma of pancreas,[Pancreatic serous cystadenocarcinoma]
GARD:0021782,Disorder,[Disease],Osteoclastic giant cell tumor of pancreas,"[OGCT of pancreas, Pancreatic osteoclastic giant cell tumor, Pancreatic undifferentiated carcinoma with osteoclast-like giant cells, Undifferentiated carcinoma of pancreas with osteoclast-like giant cells]"
GARD:0021783,Disorder,[Disease],Congenital myopathy with myasthenic-like onset,
GARD:0021784,Group of disorders,[Category],Qualitative or quantitative defects of Torsin-1A-interacting protein 1,
GARD:0021785,Group of disorders,[Category],Rare malignant epithelial tumor of liver and intrahepatic biliary tract,[Rare malignant epithelial tumor of liver and IBT]
GARD:0021786,Group of disorders,[Category],Carcinoma of liver and intrahepatic biliary tract,[Carcinoma of liver and IBT]
GARD:0021787,Disorder,[Disease],Adenocarcinoma of the liver and intrahepatic biliary tract,[Adenocarcinoma of the liver and IBT]
GARD:0021788,Disorder,[Disease],Undifferentiated carcinoma of liver and intrahepatic biliary tract,[Undifferentiated carcinoma of liver and IBT]
GARD:0021789,Disorder,[Disease],Squamous cell carcinoma of liver and intrahepatic biliary tract,[Squamous cell carcinoma of liver and IBT]
GARD:0021790,Disorder,[Disease],Biliary cystadenocarcinoma,[Intrahepatic bile duct cystadenocarcinoma]
GARD:0021791,Disorder,[Disease],Adenocarcinoma of the gallbladder and extrahepatic biliary tract,[Adenocarcinoma of the gallbladder and EBT]
GARD:0021792,Disorder,[Disease],Squamous cell carcinoma of gallbladder and extrahepatic biliary tract,[Squamous cell carcinoma of gallblader and EBT]
GARD:0021793,Group of disorders,[Category],Inherited digestive cancer-predisposing syndrome,
GARD:0021794,Group of disorders,[Category],Rare epithelial tumor of small intestine,[Rare epithelial tumor of small bowel]
GARD:0021795,Group of disorders,[Category],Primary immunodeficiency with predisposition to severe viral infection,
GARD:0021796,Group of disorders,[Clinical group],Late-onset scapuloperoneal muscular dystrophy with hyaline bodies,"[Late-onset SPMD with hyaline bodies, Late-onset scapuloperoneal syndrome, myopathic type]"
GARD:0021797,Group of disorders,[Clinical group],Spastic paraplegia-optic atrophy-neuropathy and spastic paraplegia-optic atrophy-neuropathy-related disorder,[SPOAN and SPOAN-related disorder]
GARD:0021798,Disorder,[Morphological anomaly],Patent urachus,
GARD:0021799,Disorder,[Morphological anomaly],Urachal sinus,
GARD:0021800,Disorder,[Morphological anomaly],Urachal diverticulum,[Vesicourachal diverticulum]
GARD:0021801,Group of disorders,[Category],Pulmonary veno-occlusive disease and/or pulmonary capillary haemangiomatosis,
GARD:0021802,Group of disorders,[Category],Rare genetic autonomic nervous system disorder,
GARD:0021803,Group of disorders,[Category],Syndrome with woolly hair,
GARD:0021804,Group of disorders,[Clinical group],Fetal lower urinary tract obstruction,[LUTO]
GARD:0021805,Disorder,[Morphological anomaly],Anterior urethral valve,
GARD:0021806,Group of disorders,[Category],Genetic precocious puberty,
GARD:0021807,Group of disorders,[Category],Precocious puberty in female,
GARD:0021808,Group of disorders,[Category],Genetic precocious puberty in female,
GARD:0021809,Group of disorders,[Category],Genetic otorhinolaryngological malformation,
GARD:0021810,Group of disorders,[Category],Genetic nose and cavum anomaly,
GARD:0021811,Group of disorders,[Category],Genetic larynx anomaly,
GARD:0021812,Group of disorders,[Category],Genetic tracheal anomaly,
GARD:0021813,Disorder,[Malformation syndrome],3p25.3 microdeletion syndrome,"[Del(3)p(25.3), Intellectual disability-epilepsy-stereotypic hand movement syndrome, Monosomy 3p25.3]"
GARD:0021814,Group of disorders,[Category],Congenital urachal anomaly,
GARD:0021815,Disorder,[Disease],Autosomal dominant Charcot-Marie-Tooth disease type 2 due to TFG mutation,[CMT2 due to TFG mutation]
GARD:0021816,Disorder,[Malformation syndrome],Contractures-developmental delay-Pierre Robin syndrome,[5q23 microdeletion syndrome]
GARD:0021817,Disorder,[Malformation syndrome],Severe intellectual disability-hypotonia-strabismus-coarse face-planovalgus syndrome,
GARD:0021818,Disorder,[Disease],Intrauterine growth restriction-short stature-early adult-onset diabetes syndrome,
GARD:0021819,Disorder,[Disease],Non-progressive predominantly posterior cavitating leukoencephalopathy with peripheral neuropathy,
GARD:0021820,Disorder,[Disease],Pseudoxanthoma elasticum-like skin manifestations with retinitis pigmentosa,[PXE-like syndrome with retinitis pigmentosa]
GARD:0021821,Group of disorders,[Category],Disorder of keton body transport,
GARD:0021822,Disorder,[Disease],Human infection by orthopoxvirus,
GARD:0021823,Disorder,[Clinical syndrome],Placental insufficiency,[Uteroplacental vascular insufficiency]
GARD:0021824,Disorder,[Clinical syndrome],Pediatric arterial ischemic stroke,"[Childhood AIS, Childhood arterial ischemic stroke, Pediatric AIS]"
GARD:0021825,Disorder,[Particular clinical situation in a disease or syndrome],Zinc-responsive necrolytic acral erythema,"[NAE, Necrolytic acral erythema]"
GARD:0021826,Disorder,[Disease],Non-recovering obstetric brachial plexus lesion,"[Chronic obstetric brachial plexus injury, Chronic obstetric brachial plexus palsy, Non-recovering OBPI, Non-recovering OBPL]"
GARD:0021827,Disorder,[Disease],ALECT2 amyloidosis,[Leukocyte chemotactic factor-2 amyloidosis]
GARD:0021828,Disorder,[Disease],AApoAIV amyloidosis,[Apolipoprotein A-IV amyloidosis]
GARD:0021829,Group of disorders,[Clinical group],ABeta2M amyloidosis,[Beta2-microglobulinic amyloidosis]
GARD:0021830,Subtype of disorder,[Clinical subtype],Primary polyarteritis nodosa,"[Primary PAN, Primary periarteritis nodosa]"
GARD:0021831,Subtype of disorder,[Clinical subtype],Secondary polyarteritis nodosa,"[Secondary PAN, Secondary periarteritis nodosa]"
GARD:0021832,Subtype of disorder,[Clinical subtype],Single-organ polyarteritis nodosa,"[Single-organ PAN, Single-organ periarteritis nodosa]"
GARD:0021833,Subtype of disorder,[Clinical subtype],Systemic polyarteritis nodosa,"[Systemic PAN, Systemic periarteritis nodosa]"
GARD:0021834,Group of disorders,[Category],Autosomal recessive severe congenital neutropenia,
GARD:0021835,Disorder,[Particular clinical situation in a disease or syndrome],Plastic bronchitis,"[Croupous bronchitis, Fibrinous bronchitis, Pseudo-membranous bronchitis]"
GARD:0021836,Disorder,[Disease],Congenital oculomotor nerve palsy,"[Congenital CNIII lesion, Congenital third cranial nerve palsy]"
GARD:0021837,Disorder,[Disease],Congenital abducens nerve palsy,"[Benign congenital sixth cranial nerve palsy, Congenital CNVI palsy]"
GARD:0021838,Disorder,[Malformation syndrome],Autosomal dominant myopia-midfacial retrusion-sensorineural hearing loss-rhizomelic dysplasia syndrome,[Autosomal dominant myopia-midfacial retrusion-sensorineural deafness-rhizomelic dysplasia syndrome]
GARD:0021839,Disorder,[Disease],Necrotizing soft tissue infection,[NSTI]
GARD:0021840,Disorder,[Disease],Familial colorectal cancer Type X,[FCCTX]
GARD:0021841,Group of disorders,[Category],Disorders of pentose/polyol metabolism,
GARD:0021842,Disorder,[Disease],Extensive peripapillary myelinated nerve fibers,
GARD:0021843,Disorder,[Disease],Combined hamartoma of the retina and retinal pigment epithelium,"[CHR-RPE, Combined hamartoma of the retina and RPE]"
GARD:0021844,Disorder,[Morphological anomaly],Isolated agenesis of gallbladder,
GARD:0021845,Group of disorders,[Category],Syndromic hereditary optic neuropathy,
GARD:0021846,Subtype of disorder,[Clinical subtype],Early-onset posterior subcapsular cataract,
GARD:0021847,Disorder,[Disease],AH amyloidosis,[Heavy chain amyloidosis]
GARD:0021848,Group of disorders,[Category],"46,XY disorder of sexual development due to dihydrotestosterone backdoor pathway biosynthesis defect",
GARD:0021849,Group of disorders,[Category],Hyperinsulinemic hypoglycaemia,
GARD:0021850,Disorder,[Disease],Hypothalamic adipsic hypernatraemia syndrome,
GARD:0021851,Disorder,[Disease],Lymphoplasmacytic lymphoma without IgM production,[Lymphoplasmacytic lymphoma without Immunoglobulin M production]
GARD:0021852,Disorder,[Disease],NUT midline carcinoma,[NMC]
GARD:0021853,Disorder,[Disease],Postpartum psychosis,[Puerperal psychosis]
GARD:0021854,Disorder,[Disease],Spontaneous intracranial hypotension,[Spontaneous cerebrospinal fluid leak]
GARD:0021855,Disorder,[Disease],Paratyphoid fever,
GARD:0021856,Group of disorders,[Category],ACTH-independent Cushing syndrome due to rare cortisol-producing adrenal tumor,
GARD:0021857,Disorder,[Particular clinical situation in a disease or syndrome],HIV-associated cancer,[HIV-related cancer]
GARD:0021858,Disorder,[Malformation syndrome],11q22.2q22.3 microdeletion syndrome,"[Del(11)(q22.2q22.3), Monosomy 11q22.2q22.3]"
GARD:0021859,Disorder,[Malformation syndrome],20q11.2 microdeletion syndrome,"[Del(20)(q11.2), Monosomy 20q11]"
GARD:0021860,Disorder,[Disease],Idiopathic phalangeal acro-osteolysis,[Idiopathic phalangeal acroosteolysis]
GARD:0021861,Group of disorders,[Clinical group],Pseudohypoaldosteronism,
GARD:0021862,Group of disorders,[Clinical group],Caudal regression-sirenomelia spectrum,
GARD:0021863,Group of disorders,[Category],Secondary vasculitis,
GARD:0021864,Disorder,[Disease],NIK deficiency,[Primary immunodeficiency with multifaceted aberrant lymphoid immunity]
GARD:0021865,Disorder,[Disease],Susceptibility to localized juvenile periodontitis,
GARD:0021866,Disorder,[Disease],Autosomal dominant spastic paraplegia type 9B,[AD-SPG9B]
GARD:0021867,Subtype of disorder,[Clinical subtype],IgG4-related sclerosing cholangitis,
GARD:0021868,Group of disorders,[Clinical group],Sclerosing cholangitis,
GARD:0021869,Disorder,[Disease],Secondary sclerosing cholangitis,
GARD:0021870,Disorder,[Disease],Keratocystic odontogenic tumor,"[KTOC, Odontogenic keratocystoma]"
GARD:0021871,Disorder,[Clinical syndrome],Cerebral visual impairment,[Cortical visual impairment]
GARD:0021872,Disorder,[Biological anomaly],Lipoyl transferase 2 deficiency,
GARD:0021873,Group of disorders,[Category],Biological anomaly without phenotypic characterization,
GARD:0021874,Disorder,[Clinical syndrome],Idiopathic dropped head syndrome,[Isolated neck extensor myopathy]
GARD:0021875,Disorder,[Malformation syndrome],19p13.3 microduplication syndrome,[Dup(19)(p13.13)]
GARD:0021876,Group of disorders,[Category],Partial duplication of the short arm of chromosome 19,"[Partial duplication of chromosome 19p, Partial trisomy of chromosome 19p, Partial trisomy of the short arm of chromosome 19]"
GARD:0021877,Disorder,[Morphological anomaly],Ectopia cordis,
GARD:0021878,Group of disorders,[Category],Genetic primary orthostatic hypotension,
GARD:0021879,Disorder,[Particular clinical situation in a disease or syndrome],Pleural empyema,
GARD:0021880,Disorder,[Disease],Scedosporiosis,
GARD:0021881,Disorder,[Disease],Snakebite envenomation,
GARD:0021882,Subtype of disorder,[Clinical subtype],IgG4-related kidney disease,
