GardId,GardName,Synonyms
"""GARD:0022003""",extracranial carotid artery aneurysm,"['ecaa', 'ecca']"
"""GARD:0022004""",idiopathic pleuroparenchymal fibroelastosis,"['ippfe', 'idiopathic pleuropulmonary fibroelastosis']"
"""GARD:0022005""",vulvar squamous cell carcinoma,['squamous cell carcinoma of the vulva']
"""GARD:0022006""",vulvar basal cell carcinoma,['basal cell carcinoma of vulva']
"""GARD:0022007""",vulvar adenocarcinoma,['adenocarcinoma of the vulva']
"""GARD:0022008""",rare hyperkinetic movement disorder,[]
"""GARD:0022009""",9q33.3q34.11 microdeletion syndrome,"['del(9)(q33.3q34.11)', 'deletion 9q33.3q34.11', 'monosomy 9q33.3q34.11']"
"""GARD:0022010""",congenital labioscrotal agenesis-cerebellar malformation-corneal dystrophy-facial dysmorphism syndrome,['congenital agenesis of labia majora or scrotum-cerebellar malformation-corneal dystrophy-facial dysmorphism syndrome']
"""GARD:0022011""",congenital agenesis of the scrotum,"['congenital absence of the scrotum', 'congenital scrotal absence', 'congenital scrotal agenesis']"
"""GARD:0022012""",kyphoscoliosis-lateral tongue atrophy-hereditary spastic paraplegia syndrome,['kyphoscoliosis-lateral tongue atrophy-hsp syndrome']
"""GARD:0022013""",rare genetic hyperkinetic movement disorder,[]
"""GARD:0022014""",non-inflammatory vasculopathy,[]
"""GARD:0022015""",c12orf65-related combined oxidative phosphorylation defect,['c12orf65-related coxpd']
"""GARD:0022016""",epidermolytic nevus,"['epidermal nevus with epidermolytic hyperkeratosis', 'epidermolytic epidermal nevus', 'epidermolytic verrucous epidermal nevus']"
"""GARD:0022017""",menstrual cycle-dependent periodic fever,"['luteal-phase-dependent febrile episode', 'luteal-phase-dependent periodic fever', 'menstrual cycle-dependent febrile episode']"
"""GARD:0022018""",biliary atresia and associated disorders,[]
"""GARD:0022019""",syndromic biliary atresia,[]
"""GARD:0022020""",genetic inflammatory or rheumatoid-like osteoarthropathy,[]
"""GARD:0022021""",overgrowth or tall stature syndrome with skeletal involvement,[]
"""GARD:0022022""",dysostosis with brachydactyly without extraskeletal manifestations,[]
"""GARD:0022023""",dysostosis with brachydactyly with extraskeletal manifestations,[]
"""GARD:0022024""",longitudinal limb defect,[]
"""GARD:0022025""",terminal transverse limb defect,[]
"""GARD:0022026""",non-syndromic preaxial polydactyly,[]
"""GARD:0022027""",non-syndromic postaxial polydactyly,[]
"""GARD:0022028""",non-syndromic complex polydactyly,[]
"""GARD:0022029""",hyaline fibromatosis syndrome,[]
"""GARD:0022030""",ectrodactyly with and without other manifestations,[]
"""GARD:0022031""",lrp5-related primary osteoporosis,[]
"""GARD:0022032""",overgrowth syndrome with 2q37 translocation,[]
"""GARD:0022033""",complete hemimelia,[]
"""GARD:0022034""",mirror-image polydactyly,[]
"""GARD:0022035""",mybpc1-related autosomal recessive non-lethal arthrogryposis multiplex congenita syndrome,['mybpc1-related autosomal recessive non-lethal amc syndrome']
"""GARD:0022036""",congenital syphilis,"['mtct of syphilis', 'mother-to-child transmission of syphilis']"
"""GARD:0022037""",autoimmune/inflammatory optic neuropathy,[]
"""GARD:0022038""",chronic relapsing inflammatory optic neuropathy,"['crion', 'chronic recurrent isolated optic neuritis']"
"""GARD:0022039""",isolated optic neuritis,['ion']
"""GARD:0022040""",recurrent idiopathic neuroretinitis,['rinr']
"""GARD:0022041""",idiopathic optic perineuritis,['idiopathic opn']
"""GARD:0022042""",pilomatrix carcinoma,"['calcified epithelial carcinoma of malherbe', 'calcifying epitheliocarcinoma', 'malignant pilomatricoma', 'trichomatrical carcinoma']"
"""GARD:0022043""",witteveen-kolk syndrome,"['sin3a-related intellectual disability syndrome', 'witkos']"
"""GARD:0022044""",cochleovestibular malformation,[]
"""GARD:0022045""",cochlear nerve deficiency,[]
"""GARD:0022046""",squamous cell carcinoma of oral cavity and lip,[]
"""GARD:0022047""",metopic ridging-ptosis-facial dysmorphism syndrome,[]
"""GARD:0022048""",4q25 proximal deletion syndrome,"['proximal del(4)(q25)', 'proximal monosomy 4q25']"
"""GARD:0022049""",erythema multiforme major,"['erythema exsudativum multiforme majus', 'erythema multiforme majus']"
"""GARD:0022050""",3-methylglutaconic aciduria type 8,['mga8']
"""GARD:0022051""",ventilator-induced diaphragmatic dysfunction,['vidd']
"""GARD:0022052""",neuroendocrine neoplasm of pancreas,"['pnen', 'pancreatic nen', 'pancreatic neuroendocrine neoplasm']"
"""GARD:0022053""",functioning neuroendocrine tumor of pancreas,"['functioning pnet', 'functioning pancreatic net', 'functioning pancreatic neuroendocrine tumor', 'functioning well-differentiated nen of pancreas', 'functioning well-differentiated neuroendocrine neoplasm of pancreas', 'functioning well-differentiated pancreatic nen', 'functioning well-differentiated pancreatic neuroendocrine neoplasm']"
"""GARD:0022054""",non-functioning neuroendocrine tumor of pancreas,"['non-functioning pnet', 'non-functioning pancreatic net', 'non-functioning pancreatic neuroendocrine tumor', 'non-functioning well-differentiated nen of pancreas', 'non-functioning well-differentiated neuroendocrine neoplasm of pancreas', 'non-functioning well-differentiated pancreatic nen', 'non-functioning well-differentiated pancreatic neuroendocrine neoplasm']"
"""GARD:0022055""",serotonin-producing neuroendocrine tumor of pancreas,"['serotonin-producing pnet', 'serotonin-producing pancreatic net', 'serotonin-producing pancreatic neuroendocrine tumor']"
"""GARD:0022056""",neuroendocrine carcinoma of pancreas,"['pancreatic nec', 'pancreatic neuroendocrine carcinoma', 'poorly-differentiated nen of pancreas', 'poorly-differentiated neuroendocrine neoplasm of pancreas', 'poorly-differentiated pancreatic nen', 'poorly-differentiated pancreatic neuroendocrine neoplasm']"
"""GARD:0022057""",mixed neuroendocrine and non-neuroendocrine neoplasm of pancreas,"['minen of pancreas', 'pancreatic minen', 'pancreatic mixed neuroendocrine-nonneuroendocrine neoplasm']"
"""GARD:0022058""",neuroendocrine neoplasm of esophagus,"['esophageal nen', 'esophageal neuroendocrine neoplasm', 'nen of esophagus']"
"""GARD:0022059""",rare disorder potentially indicated for transplant,[]
"""GARD:0022060""",rare disorder potentially indicated for liver transplant,[]
"""GARD:0022061""",rare disorder potentially indicated for kidney transplant,[]
"""GARD:0022062""",rare disorder potentially indicated for bowel transplant,[]
"""GARD:0022063""",rare disorder potentially indicated for hematopoietic stem cell transplant,[]
"""GARD:0022064""",rare disorder potentially indicated for lung transplant,[]
"""GARD:0022065""",rare disorder potentially indicated for heart transplant,[]
"""GARD:0022066""",stevens-johnson syndrome/toxic epidermal necrolysis overlap syndrome,"['sjs/ten overlap syndrome', 'stevens-johnson/ten overlap syndrome', 'stevens-johnson/toxic epidermal necrolysis overlap syndrome']"
"""GARD:0022067""",familial intestinal malrotation,[]
"""GARD:0022068""",cleft lip and palate-craniofacial dysmorphism-congenital heart defect-hearing loss syndrome,"['cleft lip and palate-craniofacial dysmorphism-congenital heart defect-deafness syndrome', 'hyaluronidase 2 deficiency']"
"""GARD:0022069""",oral-facial-digital syndrome with short stature and brachymesophalangy,"['ofd18', 'oral-facial-digital syndrome type 18', 'orofaciodigital syndrome type 18']"
"""GARD:0022070""",skeletal dysplasia-t-cell immunodeficiency-developmental delay syndrome,"['extl3-related neuro-immuno-skeletal dysplasia syndrome', 'neuro-immuno-skeletal dysplasia syndrome due to extl3 deficiency']"
"""GARD:0022071""",congenital progressive bone marrow failure-b-cell immunodeficiency-skeletal dysplasia syndrome,['mysm1 deficiency']
"""GARD:0022072""",chronic lymphoproliferative disorder of natural killer cells,"['clpd-nk', 'cnkl', 'chronic nk lymphocytosis', 'chronic nk-cell lymphocytosis', 'chronic lymphoproliferative disorder of nk-cells', 'nk-cell lineage granular lymphocyte proliferative disorder']"
"""GARD:0022073""",large granular lymphocyte leukemia,[]
"""GARD:0022074""",autosomal recessive epidermolytic ichthyosis,['arei']
"""GARD:0022075""",congenital cerebellar ataxia due to rnu12 mutation,[]
"""GARD:0022076""",congenital brachyesophagus-intrathoracic stomach-vertebral anomalies syndrome,['serpentine-like syndrome']
"""GARD:0022077""",atp13a2-related parkinsonism,[]
"""GARD:0022078""",inflammatory/autoimmune disorder involving the lacrimal system,[]
"""GARD:0022079""",rare disorder of the ocular adnexa,[]
"""GARD:0022080""",rare disorder with ectropion,[]
"""GARD:0022081""",rare disorder with entropion,[]
"""GARD:0022082""",structural developmental eye defect,[]
"""GARD:0022083""",syndromic lacrimal system disorder,[]
"""GARD:0022084""",anterior segment developmental abnormality with extraocular manifestations,[]
"""GARD:0022085""",infective keratitis,[]
"""GARD:0022086""",rare conjunctivitis,[]
"""GARD:0022087""",rare corneal disorder,[]
"""GARD:0022088""",rare disorder of the anterior segment of the eye,[]
"""GARD:0022089""",rare disorder of the pupil,[]
"""GARD:0022090""",rare disorder with corneal involvement as a major feature,[]
"""GARD:0022091""",rare inflammatory/autoimmune corneal disorder,[]
"""GARD:0022092""",syndromic ectopia lentis,[]
"""GARD:0022093""",syndromic microspherophakia,[]
"""GARD:0022094""",rare disorder with pigmented sclera,[]
"""GARD:0022095""",rare scleral disorder,[]
"""GARD:0022096""",isolated chorioretinal dystrophy,[]
"""GARD:0022097""",isolated macular dystrophy,[]
"""GARD:0022098""",isolated vitreoretinopathy,[]
"""GARD:0022099""",isolated progressive inherited retinal disorder,[]
"""GARD:0022100""",rare choroidal disorder,[]
"""GARD:0022101""",rare disorder of the posterior segment of the eye,[]
"""GARD:0022102""",rare macular disorder,[]
"""GARD:0022103""",rare retinal disorder,[]
"""GARD:0022104""",rare retinal vasculopathy,[]
"""GARD:0022105""",isolated stationary inherited retinal disorder,[]
"""GARD:0022106""",syndromic chorioretinal dystrophy,[]
"""GARD:0022107""",syndromic macular dystrophy,[]
"""GARD:0022108""",syndromic inherited retinal disorder,['syndromic retinal dystrophy']
"""GARD:0022109""",syndromic vitreoretinopathy,[]
"""GARD:0022110""",rare disorder involving multiple structures of the eye,[]
"""GARD:0022111""",secondary early-onset glaucoma,[]
"""GARD:0022112""",congenital optic disc excavation,[]
"""GARD:0022113""",disorder with optic nerve compression,[]
"""GARD:0022114""",pseudopapilledema,[]
"""GARD:0022115""",rare brainstem or cerebellar disorder with ophthalmic involvement as a major feature,[]
"""GARD:0022116""",rare ophthalmic disorder with cortical involvement,[]
"""GARD:0022117""",rare disorder with optic disc malformation,[]
"""GARD:0022118""",rare neuromuscular disorder with ocular motility/alignment anomaly,[]
"""GARD:0022119""",rare ophthalmic disorder with cranial nerve involvement,[]
"""GARD:0022120""",rare optic nerve disorder,[]
"""GARD:0022121""",rare trochlear nerve disorder,[]
"""GARD:0022122""",rare ocular motility/alignment disorder,[]
"""GARD:0022123""",isolated congenital entropion,[]
"""GARD:0022124""",isolated blepharochalasis,[]
"""GARD:0022125""",isolated iridoschisis,[]
"""GARD:0022126""",isolated microspherophakia,[]
"""GARD:0022127""",isolated foveal hypoplasia,[]
"""GARD:0022128""",peripapillary staphyloma,[]
"""GARD:0022129""",isolated megalopapilla,[]
"""GARD:0022130""",optic disc pit,[]
"""GARD:0022131""",thygeson superficial punctate keratitis,['thygeson superficial punctate keratopathy']
"""GARD:0022132""",mooren ulcer,[]
"""GARD:0022133""",terrien marginal degeneration,[]
"""GARD:0022134""",fungal keratitis,"['keratomycosis', 'mycotic keratitis']"
"""GARD:0022135""",rare disorder of the visual organs,[]
"""GARD:0022136""",isolated inherited retinal disorder,[]
"""GARD:0022137""",radiation-induced plexopathy,[]
"""GARD:0022138""",osteoradionecrosis of the mandible,[]
"""GARD:0022139""",radiation-induced disorder,[]
"""GARD:0022140""",genetic primary orthostatic disorder,[]
"""GARD:0022141""",primary orthostatic disorder,[]
"""GARD:0022142""",frontonasal dysplasia-bifid nose-upper limb anomalies syndrome,[]
"""GARD:0022143""",autosomal recessive axonal charcot-marie-tooth disease due to copper metabolism defect,['autosomal recessive axonal cmt due to copper metabolism defect']
"""GARD:0022144""",congenital cataract-severe neonatal hepatopathy-global developmental delay syndrome,[]
"""GARD:0022145""",microcephaly-facial dysmorphism-ocular anomalies-multiple congenital anomalies syndrome,[]
"""GARD:0022146""",lama5-related multisystemic syndrome,[]
"""GARD:0022147""",primary autoimmune enteropathy,[]
"""GARD:0022148""",syndromic autoimmune enteropathy,[]
"""GARD:0022149""",rare genetic disorder of the visual organs,[]
"""GARD:0022150""",rare genetic brainstem or cerebellar disorder with ophthalmic involvement as a major feature,[]
"""GARD:0022151""",rare genetic ophthalmic disorder with cortical involvement,[]
"""GARD:0022152""",rare genetic ophthalmic disorder with cranial nerve involvement,[]
"""GARD:0022153""",rare genetic optic nerve disorder,[]
"""GARD:0022154""",congenital optic disc excavation of genetic origin,[]
"""GARD:0022155""",rare genetic ocular motility/alignment disorder,[]
"""GARD:0022156""",rare genetic disorder with strabismus,[]
"""GARD:0022157""",syndromic genetic disorder with strabismus,[]
"""GARD:0022158""",rare genetic neuromuscular disorder with ocular motility/alignment anomaly,[]
"""GARD:0022159""",rare genetic disorder of the ocular adnexa,[]
"""GARD:0022160""",rare genetic palpebral disorder,[]
"""GARD:0022161""",rare genetic eyelid malposition disorder,[]
"""GARD:0022162""",rare genetic disorder with entropion,[]
"""GARD:0022163""",rare genetic disorder of the lacrimal apparatus,[]
"""GARD:0022164""",lacrimal drainage system anomaly of genetic origin,[]
"""GARD:0022165""",structural developmental eye defect of genetic origin,[]
"""GARD:0022166""",rare genetic disorder of the anterior segment of the eye,[]
"""GARD:0022167""",anterior segment developmental anomaly of genetic origin,[]
"""GARD:0022168""",rare genetic disorder with conjunctival involvement as a major feature,[]
"""GARD:0022169""",rare genetic disorder with lens opacification,[]
"""GARD:0022170""",syndromic genetic cataract,[]
"""GARD:0022171""",lens size anomaly of genetic origin,[]
"""GARD:0022172""",lens position anomaly of genetic origin,[]
"""GARD:0022173""",syndromic genetic ectopia lentis,[]
"""GARD:0022174""",rare genetic corneal disorder,[]
"""GARD:0022175""",rare genetic disorder with corneal involvement as a major feature,[]
"""GARD:0022176""",genetic corneal dystrophy,[]
"""GARD:0022177""",genetic superficial corneal dystrophy,[]
"""GARD:0022178""",syndromic genetic keratoconus,[]
"""GARD:0022179""",rare genetic inflammatory/autoimmune corneal disorder,[]
"""GARD:0022180""",rare genetic disorder of the pupil,[]
"""GARD:0022181""",rare genetic disorder of the posterior segment of the eye,[]
"""GARD:0022182""",rare genetic retinal disorder,[]
"""GARD:0022183""",rare genetic macular disorder,[]
"""GARD:0022184""",rare genetic retinal vasculopathy,[]
"""GARD:0022185""",rare genetic disorder involving multiple structures of the eye,[]
"""GARD:0022186""",secondary early-onset glaucoma of genetic origin,[]
"""GARD:0022187""",rare genetic choroidal disorder,[]
"""GARD:0022188""",pediatric-onset glaucoma,[]
"""GARD:0022189""",genetic congenital malformation of the eye with glaucoma as a major feature,[]
"""GARD:0022190""",pediatric-onset graves disease,['pediatric-onset basedow disease']
"""GARD:0022191""",prepubertal anorexia nervosa,[]
"""GARD:0022192""",encephalopathy due to mitochondrial and peroxisomal fission defect,[]
"""GARD:0022193""",diaphragmatic hernia-short bowel-asplenia syndrome,[]
"""GARD:0022194""",hereditary angioedema with c1inh deficiency,"['hae with c1 inhibitor deficiency', 'hae with c1inh deficiency', 'hereditary angioneurotic edema with c1 inhibitor deficiency', 'hereditary angioneurotic edema with c1inh deficiency']"
"""GARD:0022195""",hereditary angioedema with normal c1inh,"['hae with normal c1 inhibitor', 'hae with normal c1inh', 'hereditary angioedema with normal c1 inhibitor', 'hereditary angioneurotic edema with normal c1 inhibitor', 'hereditary angioneurotic edema with normal c1inh']"
"""GARD:0022196""",acquired angioedema with c1inh deficiency,"['acquired angioneurotic edema with c1 inhibitor deficiency', 'acquired angioneurotic edema with c1inh deficiency']"
"""GARD:0022197""",acute bilirubin encephalopathy,"['abe', 'acute kernicterus']"
"""GARD:0022198""",chronic bilirubin encephalopathy,"['bind', 'bilirubin-induced neurological dysfunction', 'cbe', 'ksd', 'kernicterus spectrum disorder']"
"""GARD:0022199""",letrozole toxicity,[]
"""GARD:0022200""",combined hepatocellular carcinoma and cholangiocarcinoma,"['combined hcc-cc', 'combined hepatocellular-cholangiocarcinoma', 'hepatocholangiocarcinoma', 'chcc-cc']"
"""GARD:0022201""",secondary erythromelalgia,['secondary erythermalgia']
"""GARD:0022202""",17q24.2 microdeletion syndrome,['del(17)(q24)']
"""GARD:0022203""",immune dysregulation with inflammatory bowel disease,[]
"""GARD:0022204""",immune dysregulation-inflammatory bowel disease-arthritis-recurrent infections-lymphopenia syndrome,[]
"""GARD:0022205""",inflammatory bowel disease-recurrent sinopulmonary infections syndrome,['nfat5 haploinsufficiency']
"""GARD:0022206""",dermoid or epidermoid cyst of the central nervous system,['dermoid or epidermoid cyst of the cns']
"""GARD:0022207""",progressive myoclonic epilepsy with neuroserpin inclusion bodies,['early onset familial encephalopathy with neuroserpin inclusion bodies']
"""GARD:0022208""",progressive dementia with neuroserpin inclusion bodies,['late-onset familial encephalopathy with neuroserpin inclusion bodies']
"""GARD:0022209""",pik3ca-related overgrowth syndrome,['pros']
"""GARD:0022210""",rela fusion-positive ependymoma,['supratentorial c11orf95-rela fused ependymoma']
"""GARD:0022211""",lamb-shaffer syndrome,['sox5 haploinsufficiency syndrome']
"""GARD:0022212""",9q21.13 microdeletion syndrome,[]
"""GARD:0022213""",rasopathy,[]
"""GARD:0022214""",spondylodysplastic ehlers-danlos syndrome,"['spondylodysplastic eds', 'speds']"
"""GARD:0022215""",myopathic ehlers-danlos syndrome,"['eds/myopathy overlap syndrome', 'myopathic eds']"
"""GARD:0022216""",kyphoscoliotic ehlers-danlos syndrome due to lysyl hydroxylase 1 deficiency,"['cutis hyperelastica', 'eds via', 'ehlers-danlos syndrome type 6a', 'kyphoscoliotic eds due to lysyl hydroxylase 1 deficiency', 'lysyl hydroxylase-deficient eds', 'ocular-scoliotic eds', 'keds-plod1']"
"""GARD:0022217""",plg-related hereditary angioedema with normal c1inh,['plg-related hae with normal c1 inhibitor']
"""GARD:0022218""",congenital axonal neuropathy with encephalopathy,[]
"""GARD:0022219""",neurological channelopathy of the central nervous system due to a genetic chloride channel defect,[]
"""GARD:0022220""",classic pyoderma gangrenosum,['ulcerative pyoderma gangrenosum']
"""GARD:0022221""",pustular pyoderma gangrenosum,[]
"""GARD:0022222""",bullous pyoderma gangrenosum,['phemphigoid pyoderma gangrenosum']
"""GARD:0022223""",vegetative pyoderma gangrenosum,['granulomatous pyoderma gangrenosum']
"""GARD:0022224""",anomalous aortic origin of the left coronary artery,"['aolca', 'l-acaos', 'left coronary artery from right aortic sinus']"
"""GARD:0022225""",anomalous aortic origin of the right coronary artery,"['aorca', 'r-acaos', 'right coronary artery from left aortic sinus']"
"""GARD:0022226""",anomalous aortic origin of coronary artery,['aaoca']
"""GARD:0022227""",anomalous origin of coronary artery from the pulmonary artery,['acapa']
"""GARD:0022228""",car t cell therapy-associated cytokine release syndrome,"['car t cell therapy-associated crs', 'chimeric antigen receptor-t cell therapy-associated cytokine release syndrome']"
"""GARD:0022229""",quadricuspid aortic valve,[]
"""GARD:0022230""",anomaly of the coronary ostia,[]
"""GARD:0022231""",optic atrophy-ataxia-peripheral neuropathy-global developmental delay syndrome,[]
"""GARD:0022232""",syngap1-related developmental and epileptic encephalopathy,['syngap1-related dee']
"""GARD:0022233""",hemolytic uremic syndrome,['hus']
"""GARD:0022234""",infection-related hemolytic uremic syndrome,['infection-related hus']
"""GARD:0022235""",streptococcus pneumoniae-associated hemolytic uremic syndrome,"['s. pneumoniae-associated hus', 'sp-hus']"
"""GARD:0022236""","congenital primary megaureter, refluxing and obstructed form",[]
"""GARD:0022237""",collagen-related glomerular basement membrane disease,[]
"""GARD:0022238""",atypical fanconi syndrome-neonatal hyperinsulinism syndrome,[]
"""GARD:0022239""",fibrohistiocytic inflammatory pseudotumor of the liver,[]
"""GARD:0022240""",lymphoplasmacytic inflammatory pseudotumor of the liver,['igg4-related inflammatory pseudotumor of the liver']
"""GARD:0022241""",congenital tricuspid valve dysplasia,[]
"""GARD:0022242""",iga pemphigus,[]
"""GARD:0022243""",early-onset familial hypoaldosteronism,"['early-onset familial hyperreninemic hypoaldosteronism', 'severe aldosterone synthase deficiency']"
"""GARD:0022244""",late-onset familial hypoaldosteronism,"['late-onset familial hyperreninemic hypoaldosteronism', 'mild aldosterone synthase deficiency']"
"""GARD:0022245""",rare disorder due to poisoning,[]
"""GARD:0022246""",early-onset calcifying leukoencephalopathy-skeletal dysplasia,[]
"""GARD:0022247""",spastic ataxia-dysarthria due to glutaminase deficiency,[]
"""GARD:0022248""",rare disorder with hirschsprung disease as a major feature,[]
"""GARD:0022249""",idiopathic gastroparesis,[]
"""GARD:0022250""",primary biliary cholangitis/primary sclerosing cholangitis and autoimmune hepatitis overlap syndrome,"['overlap syndromes of autoimmune liver diseases', 'pbc/psc and aih overlap syndrome']"
"""GARD:0022251""",autoimmune hepatitis type 1,['aih type 1']
"""GARD:0022252""",autoimmune hepatitis type 2,['aih type 2']
"""GARD:0022253""",seronegative autoimmune hepatitis,"['autoantibody-negative autoimmune hepatitis', 'seronegative aih']"
"""GARD:0022254""",isolated anencephaly,[]
"""GARD:0022255""",isolated exencephaly,[]
"""GARD:0022256""",serous cystadenoma of childhood,['serous cystadenoma of ovary in childhood']
"""GARD:0022257""",mucinous cystadenoma of childhood,['mucinous cystadenoma of ovary in childhood']
"""GARD:0022258""",seromucinous cystadenoma of childhood,['seromucinous cystadenoma of ovary in childhood']
"""GARD:0022259""",furuncular myiasis due to dermatobia hominis,"['furunculoid myiasis due to dermatobia hominis', 'furunculous myiasis due to dermatobia hominis']"
"""GARD:0022260""",furuncular myiasis due to cordylobia anthropophaga,"['furunculoid myiasis due to cordylobia anthropophaga', 'furunculous myiasis due to cordylobia anthropophaga']"
"""GARD:0022261""",furuncular myiasis due to cordylobia rodhaini,"['furunculoid myiasis due to cordylobia rodhaini', 'furunculous myiasis due to cordylobia rodhaini']"
"""GARD:0022262""",syndromic congenital sodium diarrhea,['syndromic congenital tufting enteropathy']
"""GARD:0022263""",isolated congenital aglossia,[]
"""GARD:0022264""",isolated congenital hypoglossia,[]
"""GARD:0022265""",genetic nephrotic syndrome,['hereditary nephrotic syndrome']
"""GARD:0022266""",primary hypomagnesemia-refractory seizures-intellectual disability syndrome,[]
"""GARD:0022267""",triglyceride deposit cardiomyovasculopathy,"['neutral lipid storage disease with severe cardiovascular involvement', 'tgcv']"
"""GARD:0022268""",primary desmosis coli,['aplastic desmosis coli']
"""GARD:0022269""",methotrexate toxicity,[]
"""GARD:0022270""",laminin subunit alpha 2-related limb-girdle muscular dystrophy r23,"['lgmd type r23', 'laminin subunit alpha 2-related lgmd r23', 'laminin subunit alpha 2-related late-onset muscular dystrophy']"
"""GARD:0022271""",pomgnt2-related limb-girdle muscular dystrophy r24,"['lgmd type r24', 'limb-girdle muscular dystrophy type r24', 'pomgnt2-related lgmd r24', 'pomgnt2-related muscular dystrophy']"
"""GARD:0022272""",calpain-3-related limb-girdle muscular dystrophy d4,"['lgmd type d4', 'lgmd1i', 'limb-girdle muscular dystrophy type d4']"
"""GARD:0022273""",cebpe-associated autoinflammation-immunodeficiency-neutrophil dysfunction syndrome,['cain']
"""GARD:0022274""",congenital autosomal recessive small-platelet thrombocytopenia,['carst']
"""GARD:0022275""",resistance to thyroid hormone due to a mutation in thyroid hormone receptor alpha,"['rtha', 'resistance to thyroid hormone alpha', 'resistance to thyroid hormone due to a mutation in tra']"
"""GARD:0022276""",acute mast cell leukemia,['acute mcl']
"""GARD:0022277""",chronic mast cell leukemia,['chronic mcl']
"""GARD:0022278""",liver adenomatosis,['hepatic adenomatosis']
"""GARD:0022279""",aprosencephaly/atelencephaly spectrum,['ap/at spectum']
"""GARD:0022280""",atelencephaly,['atelencephalic microcephaly']
"""GARD:0022281""",aprosencephaly,[]
"""GARD:0022282""",left sided atrial isomerism,"['isomerism of left atrial appendage', 'lai']"
"""GARD:0022283""",mueller-weiss syndrome,"['brailsford disease', 'mueller-weiss osteonecrosis of the tarsal bone']"
"""GARD:0022284""",b-cell immunodeficiency-limb anomaly-urogenital malformation syndrome,"['bilu syndrome', 'hoffman syndrome']"
"""GARD:0022285""",idiopathic non-lupus full-house nephropathy,['idiopathic non-lupus fhn']
"""GARD:0022286""",idiopathic steroid-sensitive nephrotic syndrome with secondary steroid resistance,"['idiopathic ssns with secondary steroid resistance', 'secondary srns', 'secondary steroid-resistant nephrotic syndrome']"
"""GARD:0022287""",idiopathic multidrug-resistant nephrotic syndrome,[]
"""GARD:0022288""",idiopathic steroid-resistant nephrotic syndrome with sensitivity to second-line immunosuppressive therapy,['idiopathic steroid-resistant nephrotic syndrome with sensitivity to intensified immunosuppression']
"""GARD:0022289""",systemic disease with glomerulopathy as a major feature,[]
"""GARD:0022290""",genetic systemic disease with glomerulopathy as a major feature,[]
"""GARD:0022291""",non-genetic systemic disease with glomerulopathy as a major feature,[]
"""GARD:0022292""",systemic vasculitis associated with glomerulopathy,[]
"""GARD:0022293""",disorder with multisystemic involvement and glomerulopathy,[]
"""GARD:0022294""",nephrotic syndrome without extrarenal manifestations,[]
"""GARD:0022295""",parenteral nutrition-associated cholestasis,['pnac']
"""GARD:0022296""",primary lymphedema without systemic or visceral involvement,[]
"""GARD:0022297""",primary lymphedema with systemic or visceral involvement,[]
"""GARD:0022298""",disorder with multisystemic involvement and primary lymphedema,[]
"""GARD:0022299""",gjc2-related late-onset primary lymphedema,[]
"""GARD:0022300""",warts-immunodeficiency-lymphedema-anogenital dysplasia syndrome,"['disseminated warts-impaired cell-mediated immunity-primary lymphedema-anogenital dysplasia syndrome', 'wild syndrome']"
"""GARD:0022301""",piezo1-related generalized lymphatic dysplasia with non-immune hydrops fetalis,"['generalized lymphatic dysplasia of fotiou', 'piezo1-related lrhf/gld', 'piezo1-related generalized lymphatic dysplasia with systemic involvement', 'piezo1-related lymphatic-related hydrops fetalis']"
"""GARD:0022302""",ephb4-related lymphatic-related hydrops fetalis,"['ephb4-related lrhf/gld', 'ephb4-related generalized lymphatic dysplasia with atrial septal defect', 'ephb4-related generalized lymphatic dysplasia with non-immune hydrops fetalis']"
"""GARD:0022303""",angiomatoid fibrous histiocytoma,['afh']
"""GARD:0022304""",microcystic stromal tumor,['mcst']
"""GARD:0022305""",multiple mitochondrial dysfunctions syndrome type 5,"['isca1 deficiency', 'mmds5']"
"""GARD:0022306""",celsr1-related late-onset primary lymphedema,[]
"""GARD:0022307""",congenital primary lymphedema of gordon,['vegfc-related congenital primary lymphedema']
"""GARD:0022308""",bartter syndrome type 5,"['bartter syndrome type v', 'transient antenatal bartter syndrome']"
"""GARD:0022309""",idiopathic multicentric castleman disease,"['hhv-8-negative multicentric castleman disease', 'human herpesvirus-8-negative multicentric castleman disease']"
"""GARD:0022310""",hhv-8-associated multicentric castleman disease,['human herpesvirus-8-associated multicentric castleman disease']
"""GARD:0022311""",ricin poisoning,[]
"""GARD:0022312""",blepharophimosis-ptosis-epicanthus inversus syndrome plus,"['3q23 microdeletion syndrome', 'bpes plus']"
"""GARD:0022313""",infantile-onset pulmonary alveolar proteinosis-hypogammaglobulinemia,"['oas1 deficiency', 'oas1-related infantile-onset pulmonary alveolar proteinosis-hypogammaglobulinemia']"
"""GARD:0022314""",donson-related microcephaly-short stature-limb abnormalities spectrum,[]
"""GARD:0022315""",pheochromocytoma-paraganglioma,[]
"""GARD:0022316""",split cord malformation type ii,"['scm type 2', 'scm type ii', 'split cord malformation type 2']"
"""GARD:0022317""",split cord malformation,['scm']
"""GARD:0022318""",predisposition to severe viral infection due to irf7 deficiency,[]
"""GARD:0022319""",autosomal recessive mendelian susceptibility to mycobacterial diseases due to partial jak1 deficiency,['autosomal recessive msmd due to partial jak1 deficiency']
"""GARD:0022320""",cathepsin a-related arteriopathy-strokes-leukoencephalopathy,['carasal']
