,Generic Name,Trade Name,Date Designated,Orphan Designation,Orphan Designation Status,Date Designation Withdrawn or Revoked,FDA Orphan Approval Status,Approved Labeled Indication,Marketing Approval Date,Exclusivity End Date,"Exclusivity Protected Indication * (Shown for approvals from Jan. 1, 2013, to the present)",Sponsor Company,Sponsor Address 1,Sponsor Address 2,Sponsor City,Sponsor State,Sponsor Zip,Sponsor Country,CF Grid Key,GardName,GardId,Orphan
6301,Sodium Thiosulfate,,2/16/2012,treatment of uremic and non-uremic calciphylaxis,Designated,,Not FDA Approved for Orphan Indication,,,,,"Luitpold Pharmaceuticals, Inc.",800 Adams Avenue,Suite 100,Norristown,Pennsylvania,' 19403 ' ,United States,356511,calciphylaxis,"""gard:0005980""",
6302,Sodium thiosulfate and sodium nitrite,,12/18/2006,treatment of cyanide poisoning,Designated,,Not FDA Approved for Orphan Indication,,,,,"Akorn, Inc.",2500 Millbrook Drive,,Buffalo Grove,Illinois,' 60089 ' ,United States,233306,cyanide poisoning,"""gard:0021938""",
6303,"Sodium thiosulfate, sodium nitrite, amyl nitrite",,6/16/2006,treatment of cyanide poisoning,Designated,,Not FDA Approved for Orphan Indication,,,,,"Keystone Pharmaceuticals, Inc.",26072 Merit Circle,,Laguna Hills,California,' 92653 ' ,United States,225606,cyanide poisoning,"""gard:0021938""",
6304,Sodium trans-[tetrachlorobis(1H-indazole)ruthenate(III)],,4/27/2021,treatment of gastric cancer,Designated,,Not FDA Approved for Orphan Indication,,,,,"Bold Therapeutics, Inc.","170 - 422 Richards Street,",,Vancouver,BC,' V6B 2Z4 ' ,Canada,813421,,,
6305,sodium trans-[tetrachlorobis(1H-indazole)ruthenate(III)],,6/8/2017,treatment of pancreatic cancer,Designated,,Not FDA Approved for Orphan Indication,,,,,Bold Therapeutics Inc.,170 - 422 Richards St.,,Vancouver,British Columbia,' V6B 2Z4 ' ,Canada,573817,,,
6306,sodium valproate,,8/5/2015,treatment of wolfram syndrome,Designated,,Not FDA Approved for Orphan Indication,,,,,The University of Birmingham,Birmingham Research Park - Vincent Drive,,Birmingham,,' ' ,United Kingdom,486515,wolfram syndrome,"""gard:0007898""",
6307,sodium valproate,,3/9/2020,treatment of pulmonary arterial hypertension,Designated,,Not FDA Approved for Orphan Indication,,,,,Cereno Scientific AB,Pepparedsleden 1,,Mölndal,,' ' ,Sweden,729920,pulmonary arterial hypertension,"""gard:0007501""",
6308,"Sodium-3-((2,6-dichloro-7-fluoro-1-(1-propyl-1H-pyrazol-4-yl)-1H-indol-3-yl)thio)-2-fluorobenzoate",,2/23/2021,treatment of idiopathic pulmonary fibrosis,Designated,,Not FDA Approved for Orphan Indication,,,,,"Blade Therapeutics, Inc.",442 Littlefield Avenue,,South San Francisco,California,' 94080 ' ,United States,801820,idiopathic pulmonary fibrosis,"""gard:0008609""",
6309,sofosbuvir,Sovaldi,10/25/2016,treatment of pediatric chronic hepatitis c virus infection,Designated/Approved,,,Treatment of chronic HCV genotype 2 or 3 infection in pediatric patients 12 years of age and older or weighing at least 35 kg without cirrhosis or with compensated cirrhosis for use in combination with ribavirin,4/7/2017,4/7/2024,Treatment of chronic HCV genotype 2 or 3 infection in pediatric patients 12 years of age and older or weighing at least 35 kg without cirrhosis or with compensated cirrhosis for use in combination with ribavirin,"Gilead Sciences, Inc.",333 Lakeside Drive,,Foster City,California,' 94404 ' ,United States,541716,,,
6310,sofosbuvir,Sovaldi,10/25/2016,treatment of pediatric chronic hepatitis c virus infection,Designated/Approved,,,SOVALDI is indicated for the treatment of chronic HCV genotype 2 or 3 infection in pediatric patients 3 years of age and older without cirrhosis or with compensated cirrhosis for use in combination with ribavirin,8/28/2019,8/28/2026,For the treatment of chronic hepatitis C virus (HCV) genotype 2 or 3 infection in pediatric patients between 3 years of age and 12 years of age or weighing 35 kg without cirrhosis or with compensated cirrhosis for use in combination with ribavirin.,"Gilead Sciences, Inc.",333 Lakeside Drive,,Foster City,California,' 94404 ' ,United States,541716,,,
6311,sofosbuvir,Sovaldi,10/25/2016,treatment of pediatric chronic hepatitis c virus infection,Designated/Approved,,,SOVALDI is indicated for the treatment of chronic HCV genotype 2 or 3 infection in pediatric patients 3 years of age and older without cirrhosis or with compensated cirrhosis for use in combination with ribavirin,8/28/2019,,,"Gilead Sciences, Inc.",333 Lakeside Drive,,Foster City,California,' 94404 ' ,United States,541716,,,
6312,sofosbuvir and velpatasvir,Epclusa,2/22/2017,treatment of pediatric chronic hepatitis c virus (hcv) infection,Designated/Approved,,,"EPCLUSA is indicated for the treatment of adults and pediatric patients 6 years of age and older or weighing at least 17 kg with chronic hepatitis C virus (HCV) genotype 1, 2, 3, 4, 5, or 6 infection: without cirrhosis or with compensated cirrhosis; or with decompensated cirrhosis for use in combination with ribavirin.",3/19/2020,3/19/2027,"For the treatment of pediatric patients 6 years of age and older or weighing at least 17 kg with chronic hepatitis C virus (HCV) genotype 1, 2, 3, 4, 5, or 6 infection: without cirrhosis or with compensated cirrhosis; or with decompensated cirrhosis for use in combination with ribavirin.","Gilead Sciences, Inc.",333 Lakeside Drive,,Foster City,California,' 94404 ' ,United States,554816,,,
6313,sofosbuvir and velpatasvir,Epclusa,2/22/2017,treatment of pediatric chronic hepatitis c virus (hcv) infection,Designated/Approved,,,"treatment of adults and pediatric patients 3 years of age and older with chronic hepatitis C virus (HCV) genotype 1, 2, 3, 4, 5, or 6 infection without cirrhosis or with compensated cirrhosis, or with decompensated cirrhosis for use in combination with ribavirin",6/10/2021,6/10/2028,"treatment of pediatric patients 3 years of age to less than 6 years of age weighing less than 17 kg with chronic hepatitis C virus (HCV) genotype 1, 2, 3, 4, 5, or 6 infection: without cirrhosis or with compensated cirrhosis; or with decompensated cirrhosis for use in combination with ribavirin","Gilead Sciences, Inc.",333 Lakeside Drive,,Foster City,California,' 94404 ' ,United States,554816,,,
6314,"soidum (5-(3-cyanopyrazolo[1,5-a]pyridin-5-yl)-2-methoxypyridin-3-yl)((2,4-difluorophenyl)sulfonyl)amide",,7/9/2018,treatment of idiopathic pulmonary fibrosis (ipf),Designated,,Not FDA Approved for Orphan Indication,,,,,"Sunshine Lake Pharma Co., Ltd",Northern Industry Road #1,Song Shan Lake,Dongguan,Guangdong,' ' ,China,642518,idiopathic pulmonary fibrosis,"""gard:0008609""",
6315,Solasonine and solamargine,,11/2/2005,treatment of renal cell carcinoma,Designated,,Not FDA Approved for Orphan Indication,,,,,Solbec Pharmaceuticals Limited,P. O. Box 2142,,WA 6018,,' ' ,Australia,211805,renal cell carcinoma,"""gard:0013215""",
6316,Solasonine and solamargine,,2/6/2006,"treaatment of high risk stage ii, stage iii and stage iv melanoma",Designated,,Not FDA Approved for Orphan Indication,,,,,Solbec Pharmaceuticals Limited,P. O. Box 2142,"Osbourne Park, Western Australia 6017",,,' ' ,Australia,211705,noma,"""gard:0004001""",
6317,solnatide,,2/8/2016,treatment of generalized systemic pseudohypoaldosteronism type 1 (also known as autosomal recessive pha-i or pha-ib),Designated,,Not FDA Approved for Orphan Indication,,,,,Apeptico Forschung und Entwicklung GmbH (APEPTICO),Mariahilferstrabe 136,Top 1150,Vienna,,' ' ,Austria,504515,pseudohypoaldosteronism,"""gard:0021861""",
6318,solnatide,,2/4/2016,treatment of primary graft dysfunction following lung transplantation,Designated,,Not FDA Approved for Orphan Indication,,,,,Apeptico Forschung und Entwicklung GmbH,c/o mingo bueros,,Vienna,,' ' ,Austria,504415,,,
6319,Solriamfetol,Sunosi,8/20/2012,treatment of narcolepsy,Designated/Approved,,,SUNOSI is indicated to improve wakefulness in adult patients with excessive daytime sleepiness associated with narcolepsy,6/17/2019,6/17/2026,To improve wakefulness in adult patients with excessive daytime sleepiness associated with narcolepsy,"Axsome Malta, Ltd.","78 Mill Street, Zone 5, Central Business District",,Qormi,,' CBD 5090 ' ,Malta,375112,narcolepsy,"""gard:0022460""",
6320,Soluble complement receptor type 1,,3/6/2000,prevention of post-cardiopulmonary bypass syndrome in children undergoing cardiopulmonary bypass.,Designated,,Not FDA Approved for Orphan Indication,,,,,"Avant Immunotherapeutics, Inc.",119 Fourth Ave.,,Needham,Massachusetts,' 02494 ' ,United States,131899,,,
6321,Soluble recombinant human complement receptor type 1,,11/21/1994,prevention or reduction of adult respiratory distress syndrome.,Designated,,Not FDA Approved for Orphan Indication,,,,,"T Cell Sciences, Inc.",119 Fourth Avenue,,Needham Heights,Massachusetts,' 02194 ' ,United States,82894,,,
6322,solution of protein-free hemodialysate of calf blood,,7/6/2022,treatment of cutaneous sulfur mustard-induced injury,Designated,,Not FDA Approved for Orphan Indication,,,,,"DermDefense, Inc.",13020 Jacob Lane,,Kearney,Missouri,' 64060 ' ,United States,888622,,,
6323,solution stable glucagon analog,,4/20/2020,treatment of congenital hyperinsulinism,Designated,,Not FDA Approved for Orphan Indication,,,,,AmideBio,331 South 104th Street,,Louisville,Colorado,' 80027 ' ,United States,716419,,,
6324,solvent/detergent treated non-blood-group specific human coagulation active plasma,,12/12/2005,treatment of thrombotic thrombocytopenic purpura,Designated/Designation Withdrawn or Revoked,1/11/2019,Not FDA Approved for Orphan Indication,,,,,"Octapharma USA, Inc.",121 River Street,12th Floor,Hoboken,New Jersey,' 07030 ' ,United States,211605,thrombotic thrombocytopenic purpura,"""gard:0016659""",
6325,somapacitan-beco,Sogroya,7/10/1987,1. treatment of growth failure in children due to inadequate growth hormone secretion 2. treatment of short stature associated with turner's syndrome,Designated/Approved,,,Treatment of pediatric patients aged 2.5 years and older who have growth failure due to inadequate secretion of endogenous growth hormone (GH),4/28/2023,,,Novo Nordisk Pharmaceuticals,100 Overlook Center,Suite 200,Princeton,New Jersey,' 08540 ' ,United States,13386,,,
6326,"somatic cell therapy product containing hematopoietic progenitor cells (HPC), Facilitating Cells (FC), and alpha beta T cells.",,2/4/2016,prevention of organ rejection in living donor kidney transplant recipients,Designated,,Not FDA Approved for Orphan Indication,,,,,Regenerex LLC,570 South Preston Street,Suite 404,Louisville,Kentucky,' 40202 ' ,United States,507015,,,
6327,somatorelin,,8/8/1989,diagnostic measure of the capacity of the pituitary gland to release growth hormone.,Designated,,Not FDA Approved for Orphan Indication,,,,,"Ferring Laboratories, Inc.","400 Rella Boulevard, Suite 201",,Suffern,New York,' 10901 ' ,United States,36689,,,
6328,Somatostatin,,12/22/1994,treatment of bleeding esophageal varices.,Designated,,Not FDA Approved for Orphan Indication,,,,,Eumedica Pharmaceuticals A.G. (Schweiz),Arnold Bocklin-Strasse 1,CH-4051,BASEL,,' ' ,Switzerland,86094,,,
6329,Somatostatin,,6/20/1988,"adjunct to the non-operative management of secreting cutaneous fistulas of the stomach, duodenum, small intestine (jejunum and ileum), or pancreas.",Designated,,Not FDA Approved for Orphan Indication,,,,,"Ferring Laboratories, Inc.","400 Rella Boulevard, Suite 201",,Suffern,New York,' 10901 ' ,United States,21587,,,
6330,Somatrem for injection,Protropin,12/9/1985,"1. long-term treatment of children who have growth failure due to a lack of adequate endogenous growth hormone secretion (prevalence 15,000) 2. treatment of short stature associated with turner's syndrome (prevalence 8000).",Designated/Approved,,,,10/17/1985,10/17/1992,,"Genentech, Inc.",460 Point San Bruno Boulevard,,South San Francisco,California,' 94080 ' ,United States,10785,,,
6331,somatrogon-ghla,Ngenla,9/29/2010,treatment of growth hormone deficiency,Designated/Approved,,,treatment of pediatric patients aged 3 years and older who have growth failure due to an inadequate secretion of endogenous growth hormone,6/27/2023,6/27/2030,treatment of pediatric patients aged 3 years and older who have growth failure due to an inadequate secretion of endogenous growth hormone,Pfizer Ireland Pharmaceuticals,Operations Support Group Building,,Ringaskiddy,Co. Cork,' ' ,Ireland,313410,,,
6332,Somatropin,Genotropin,9/6/1994,treatment of adults with growth hormone deficiency.,Designated/Approved,,,,10/31/1997,10/31/2004,,Pharmacia & Upjohn,7000 Portage Road,,Kalamazoo,Michigan,' 49001 ' ,United States,83594,,,
6333,Somatropin,Norditropin,8/9/2006,treatment of short stature in patients with noonan syndrome,Designated/Approved,,,Treatment of short stature in patients with Noonan syndrome,5/31/2007,5/31/2014,,Novo Nordisk Inc.,100 College Road West,,Princeton,New Jersey,' 08540 ' ,United States,226606,noonan syndrome,"""gard:0010955""",
6334,Somatropin,,3/16/2004,treatment of patients with hiv-associated adipose redistribution syndrome,Designated,,Not FDA Approved for Orphan Indication,,,,,"EMD Serono, Inc.",One Technology Place,,Rockland,Massachusetts,' 02370 ' ,United States,169403,n syndrome,"""gard:0003902""",
6335,Somatropin,Humatrope,5/8/1990,treatment of short stature associated with turner syndrome.,Designated/Approved,,,Treatment of short stature associated with Turner syndrome in patients whose epiphyses are not closed.,12/30/1996,12/30/2003,,Eli Lilly and Company,Lilly Corporate Center,,Indianapolis,Indiana,' 46285 ' ,United States,45090,turner syndrome,"""gard:0007831""",
6336,Somatropin,Nutropin,3/6/1987,for use in the long-term treatment of children who have growth failure due to a lack of adequate endogenous growth hormone secretion.,Designated/Approved,,,,10/17/1985,10/17/1992,,"Genentech, Inc.",460 Point San Bruno Boulevard,,South San Francisco,California,' 94080 ' ,United States,12586,,,
6337,Somatropin,,2/12/1993,treatment of cachexia associated with aids.,Designated/Designation Withdrawn or Revoked,,Not FDA Approved for Orphan Indication,,,,,Bio-Technology General Corp.,"70 Wood Avenue, South",,Iselin,New Jersey,' 08830 ' ,United States,71592,,,
6338,Somatropin,,9/1/1987,"adjunct for the induction of ovulation in women with infertility due to hypogonadotropic hypogonadism or bilateral tubal occlusion or unexplained infertility, who are undergoing in vivo or in vitro fertilization procedures.",Designated/Designation Withdrawn or Revoked,,Not FDA Approved for Orphan Indication,,,,,Novo Nordisk Pharmaceuticals,100 Overlook Center,Suite 200,Princeton,New Jersey,' 08540 ' ,United States,21787,,,
6339,Somatropin,Humatrope,12/15/2005,treatment of short stature in pediatric patients with short stature homeobox-containing gene (shox) deficiency,Designated/Approved,,,Treatment of short stature or growth failure in children with SHOX (short stature homeobox-containing gene) deficiency whose epiphyses are not closed,11/1/2006,11/1/2013,,Eli Lilly and Company,Lilly Corporate Center,,Indianapolis,Indiana,' 46285 ' ,United States,211205,,,
6340,Somatropin (rDNA),,5/3/1989,for the enhancement of nitrogen retention in hospitalized patients suffering from severe burns.,Designated,,Not FDA Approved for Orphan Indication,,,,,"EMD Serono, Inc.",One Technology Place,,Rockland,Massachusetts,' 02370 ' ,United States,24587,,,
6341,Somatropin (r-DNA),Zorbtive,3/6/1995,for use alone or in combination with glutamine in the treatment of short bowel syndrome.,Designated/Approved,,,Treatment of short bowel syndrome in patients receiving specialized nutritional support,12/1/2003,12/1/2010,,"EMD Serono, Inc.",One Technology Place,,Rockland,Massachusetts,' 02370 ' ,United States,80394,short bowel syndrome,"""gard:0001502""",
6342,Somatropin (r-DNA) for injection,,3/26/1996,treatment of children with aids-associated failure-to-thrive including aids-associated wasting.,Designated,,Not FDA Approved for Orphan Indication,,,,,"EMD Serono, Inc.",One Technology Place,,Rockland,Massachusetts,' 02370 ' ,United States,94695,,,
6343,Somatropin (rDNA origin),Nutropin Depot,10/28/1999,long-term treatment of children who have growth failure due to a lack of adequate endogenous growth hormone secretion.,Designated/Approved,,,Long-term treatment of growth failure due to a lack of adequate endogenous growth hormone secetion for once- or twice-a-month administration.,12/22/1999,,,"Genentech, Inc.",1 DNA Way,,South San Francisco,California,' 94080 ' ,United States,115098,,,
6344,Somatropin (rDNA origin),Saizen,3/6/1987,treatment of idiopathic or organic growth hormone deficiency in children with growth failure.,Designated/Approved,,,Long term treatment of children with growth failure due to inadequate secretion of endogenous growth hormone.,10/8/1996,,,"EMD Serono, Inc.",One Technology Place,,Rockland,Massachusetts,' 02370 ' ,United States,15486,,,
6345,Somatropin (rDNA origin) injection,Norditropin,7/10/1987,1. treatment of growth failure in children due to inadequate growth hormone secretion 2. treatment of short stature associated with turner's syndrome,Designated/Approved,,,Long-term treatment of children who have growth failure due to inadequate secretion of endogenous growth hormone.,6/20/2000,,,Novo Nordisk Pharmaceuticals,100 Overlook Center,Suite 200,Princeton,New Jersey,' 08540 ' ,United States,13386,,,
6346,Somatropin for injection,Nutropin,11/18/1996,as replacement therapy for growth hormone deficiency in adults after epiphyseal closure.,Designated/Approved,,,,12/15/1997,12/15/2004,,"Genentech, Inc.",460 Point San Bruno Boulevard,,South San Francisco,California,' 94080 ' ,United States,100396,,,
6347,Somatropin for injection,Humatrope,6/12/1986,for the long-term treatment of children who have growth failure due to inadequate secretion of normal endogenous growth hormone.,Designated/Approved,,,,3/8/1987,3/8/1994,,Eli Lilly and Company,Lilly Corporate Center,,Indianapolis,Indiana,' 46285 ' ,United States,11285,,,
6348,Somatropin for injection,Nutropin,8/4/1989,treatment of growth retardation associated with chronic renal failure.,Designated/Approved,,,Treatment of children with growth failure associated with chronic renal insufficency.,11/17/1993,11/17/2000,,"Genentech, Inc.",460 Point San Bruno Boulevard,,South San Francisco,California,' 94080 ' ,United States,34989,,,
6349,Somatropin for injection,Nutropin,3/23/1989,treatment of short stature associated with turner's syndrome.,Designated/Approved,,,Treatment of growth failure associated with Turner syndrome.,12/30/1996,12/30/2003,,"Genentech, Inc.",460 Point San Bruno Boulevard,,South San Francisco,California,' 94080 ' ,United States,12686,,,
6350,Somatropin for injection,Serostim,11/15/1991,treatment of aids-associated catabolism/weight loss.,Designated/Approved,,,Treatment of AIDS wasting or cachexia.,8/23/1996,8/23/2003,,"EMD Serono, Inc.",One Technology Place,,Rockland,Massachusetts,' 02370 ' ,United States,60491,,,
6351,Somatropin [rDNA],Genotropin,7/6/1999,treatment of short stature in patients with prader-willi syndrome.,Designated/Approved,,,Long-term treatment of pediatric patients who have growth failure due to Prader-Willi syndrome (PWS).,6/20/2000,6/20/2007,,Pharmacia & Upjohn,7000 Portage Rd.,0633-298-113,Kalamazoo,Michigan,' 49001 ' ,United States,124799,prader-willi syndrome,"""gard:0005575""",
6352,somatropin [rDNA],Genotropin,12/27/2000,treatment of growth failure in children who were born small for gestational age.,Designated/Approved,,,For long-term treatment of growth failure in children born small for gestational age who fail to manifest catch-up growth by two years of age.,7/25/2001,7/25/2008,,Pharmacia and Upjohn Company,7000 Portage Road,,Kalamazoo,Michigan,' 49001 ' ,United States,135400,,,
6353,somavaratan,,10/16/2013,treatment of growth hormone deficiency,Designated,,Not FDA Approved for Orphan Indication,,,,,"Versartis, Inc.",275 Shoreline Drive,Suite 450,Redwood City,,' 94065 ' ,United States,379412,,,
6354,sonidegib,,3/23/2015,treatment of medulloblastoma,Designated/Designation Withdrawn or Revoked,3/15/2023,Not FDA Approved for Orphan Indication,,,,,Novartis Pharmaceuticals Corp.,One Health Plaza,,East Hanover,New Jersey,' 07936 ' ,United States,468814,medulloblastoma,"""gard:0007005""",
6355,Sonrotoclax,,11/21/2023,treatment of multiple myeloma,Designated,,Not FDA Approved for Orphan Indication,,,,,"BeiGene USA, Inc","1840 Gateway Drive, 3rd floor,",,San Mateo,California,' 94404 ' ,United States,971223,multiple myeloma,"""gard:0007108""",
6356,Sonrotoclax,,12/21/2023,treatment of mantle cell lymphoma,Designated,,Not FDA Approved for Orphan Indication,,,,,"BeiGene USA, Inc","1840 Gateway Drive, 3rd floor",,San Mateo,California,' 94404 ' ,United States,978423,lymphoma,"""gard:0020548""",
6357,sonrotoclax,,12/19/2023,treatment of acute myeloid leukemia,Designated,,Not FDA Approved for Orphan Indication,,,,,"BeiGene USA, Inc","1840 Gateway Drive, 3rd Floor",,San Mateo,California,' 94404 ' ,United States,977623,acute myeloid leukemia,"""gard:0012757""",
6358,Sonrotoclax,,12/14/2023,treatment of waldenstrom macroglobulinemia,Designated,,Not FDA Approved for Orphan Indication,,,,,"BeiGene USA, Inc.","1840 Gateway Drive, 3rd floor",,San Mateo,California,' 94404 ' ,United States,975323,,,
6359,Soquelitinib,,2/7/2024,treatment of t-cell lymphoma,Designated,,Not FDA Approved for Orphan Indication,,,,,"Corvus Pharmaceuticals, Inc.","863 Mitten Road, Suite 102",,Burlingame,California,' 94010 ' ,United States,986723,lymphoma,"""gard:0020548""",
6360,Sorafenib,,9/29/2006,treatment of stage iib through stage iv melanoma,Designated/Designation Withdrawn or Revoked,3/11/2014,Not FDA Approved for Orphan Indication,,,,,Bayer Pharmaceuticals Corp.,100 Bayer Blvd,P. O. Box 915,Whippany,New Jersey,' 07981 ' ,United States,229206,noma,"""gard:0004001""",
6361,sorafenib,Nexavar,12/12/2011,"treatment of medullary thyroid cancer, anaplastic thyroid cancer, and recurrent or metastatic follicular or papillary thyroid cancer",Designated/Approved,,,"Treatment of patients with locally recurrent or metastatic, progressive, differentiated thyroid carcinoma (DCT) that is refractory to radioactive iodine treatment.",11/22/2013,11/22/2020,"Treatment of patients with locally recurrent or metastatic, progressive, differentiated thyroid carcinoma (DCT) that is refractory to radioactive iodine treatment.","Bayer HealthCare Pharmaceuticals, Inc.",100 Bayer Blvd.,PO Box 915,Whippany,New Jersey,' 07981 ' ,United States,320310,,,
6362,Sorafenib,Nexavar,4/20/2006,treatment of hepatocellular carcinoma,Designated/Approved,,,Treatment of unresectable hepatocellular carcinoma,11/16/2007,11/16/2014,,Bayer Pharmaceuticals Corporation,400 Morgan Lane,,West Haven,Connecticut,' 06516 ' ,United States,220206,hepatocellular carcinoma,"""gard:0016773""",
6363,sorafenib,,2/28/2019,treatment of desmoid tumors/aggressive fibromatosis,Designated/Designation Withdrawn or Revoked,4/22/2022,Not FDA Approved for Orphan Indication,,,,,"Bayer HealthCare Pharmaceuticals, Inc.",100 Bayer Boulevard,P.O. Box 915,Whippany,New Jersey,' 07981 ' ,United States,675918,desmoid tumor,"""gard:0001820""",
6364,Sorafenib,Nexavar,10/8/2004,treatment of renal cell carcinoma.,Designated/Approved,,,Treatment of patients with advanced renal cell carcinoma,12/20/2005,12/20/2012,,Bayer Pharmaceutical Corporation,400 Morgan Lane,,West Haven,Connecticut,' 06516 ' ,United States,185204,renal cell carcinoma,"""gard:0013215""",
6365,soraprazan,,12/22/2017,treatment of stargardt disease (std),Designated,,Not FDA Approved for Orphan Indication,,,,,Katairo GmbH,21 Lederstraße,,Kusterdingen,Baden-Württemberg,' ' ,Germany,617617,stargardt disease,"""gard:0000181""",
6366,Sorivudine,,11/9/1995,treatment of herpes zoster (shingles) in immunocompromised patients,Designated/Designation Withdrawn or Revoked,,Not FDA Approved for Orphan Indication,,,,,Bristol-Myers Squibb,5 Research Parkway,P.O. Box 5100,Wallingford,Connecticut,' 06492 ' ,United States,92295,,,
6367,sotalol (IV),So-Aqueous,7/25/2008,"for ventricular tachycardia, ventricular fibrillation, or the maintenance of sinus rhythm in patients converted from atrial fibrillation or atrial flutter when oral administration is not possible.",Designated/Approved,,,"For use as a substitute for oral sotalol in patients who are unable to take sotalol orally [oral sotalol is indicated for maintenance of normal sinus rhythm in patients with history of highly symptomatic atrial fibrillation /flutter, and for treatment of documented life-threatening ventricular arrhythmias]",7/2/2009,7/2/2016,,AltaThera Pharmaceuticals LLC,311 South Wacker Drive,Suite 2275A,Chicago,Illinois,' 60606 ' ,United States,247707,,,
6368,Sotalol HCl,Betapace,9/23/1988,1. treatment of life-threatening ventricular tachyarrhythmias 2. prevention of life treatening ventricular tachyarrhythmias,Designated/Approved,,,Treatment of life-threatening ventricular tachyarrhythmias,10/30/1992,10/30/1999,,"Berlex Laboratories, Inc.",300 Fairfield Road,,Wayne,New Jersey,' 07470 ' ,United States,30088,,,
6369,sotalol hydrochloride,,2/10/2014,treatment of life-threatening ventricular arrhythmias in pediatric patients,Designated,,Not FDA Approved for Orphan Indication,,,,,"Arbor Pharmaceuticals, LLC",980 Hammond Drive,"Bldg Two, Suite 1250",Atlanta,Georgia,' 30328 ' ,United States,397613,,,
6370,sotatercept,,12/5/2013,treatment of beta-thalassemia intermedia and major,Designated/Designation Withdrawn or Revoked,1/31/2019,Not FDA Approved for Orphan Indication,,,,,Celgene Corporation,86 Morris Avenue,,Summit,New Jersey,' 07901 ' ,United States,413713,beta-thalassemia intermedia,"""gard:0017163""",
6371,sotatercept,,4/28/2014,treatment of anemias associated with myelodysplastic syndrome and myelodysplastic/myeloproliferative neoplasms.,Designated/Designation Withdrawn or Revoked,5/2/2018,Not FDA Approved for Orphan Indication,,,,,Celgene Corporation,86 Morris Avenue,,Summit,New Jersey,' 07901 ' ,United States,428614,myeloproliferative neoplasm,"""gard:0009319""",
6372,sotatercept-csrk,Winrevair,9/5/2019,treatment of pulmonary arterial hypertension,Designated/Approved,,,"treatment of adults with pulmonary arterial hypertension (PAH, World Health Organization [WHO] Group 1) to increase exercise capacity, improve WHO functional class (FC), and reduce the risk of clinical worsening events",3/26/2024,3/26/2031,"treatment of adults with pulmonary arterial hypertension (PAH, World Health Organization [WHO] Group 1) to increase exercise capacity, improve WHO functional class (FC), and reduce the risk of clinical worsening events",Merck Sharp & Dohme LLC,126 East Lincoln Avenue,P.O. Box 2000,Rahway,New Jersey,' 07065 ' ,United States,700219,pulmonary arterial hypertension,"""gard:0007501""",
6373,sotigalimab,,3/9/2020,treatment of pancreatic cancer,Designated,,Not FDA Approved for Orphan Indication,,,,,"Pyxis Oncology, Inc.",321 Harrison Avenue,"11th Floor, Suite 1",Boston,Massachusetts,' 02118 ' ,United States,726619,,,
6374,sotorasib,Lumakras,5/1/2019,treatment of kras p.g12c-positive non-small cell lung cancer,Designated/Approved,,,"Treatment of adult patients with KRAS G12C-mutated locally advanced or metastatic non-small cell lung cancer (NSCLC), as determined by an FDA-approved test, who have received at least one prior systemic therapy.",5/28/2021,5/28/2028,"Treatment of adult patients with KRAS G12C-mutated locally advanced or metastatic non-small cell lung cancer (NSCLC), as determined by an FDA-approved test, who have received at least one prior systemic therapy.",Amgen Inc.,1 Amgen Center Drive,Mail Stop 27-3-A,Thousand Oaks,California,' 91320 ' ,United States,653818,small cell lung cancer,"""gard:0009344""",
6375,sotuletinib,,8/16/2022,treatment of amyotrophic lateral sclerosis,Designated,,Not FDA Approved for Orphan Indication,,,,,Novartis Pharmaceuticals Corporation,One Health Plaza,,East Hanover,New Jersey,' 07936-1080 ' ,United States,897222,amyotrophic lateral sclerosis,"""gard:0005786""",
6376,Spanlecortemlocel,,8/27/2014,hematopoietic support in patients with acute lymphoblastic leukemia (all),Designated/Designation Withdrawn or Revoked,6/1/2022,Not FDA Approved for Orphan Indication,,,,,Novartis Pharmaceuticals Corporation,One Health Plaza,,East Hanover,New Jersey,' 07936 ' ,United States,443514,acute lymphoblastic leukemia,"""gard:0000522""",
6377,sparsentan,,1/5/2015,treatment of focal segmental glomerulosclerosis,Designated,,Not FDA Approved for Orphan Indication,,,,,"Travere Therapeutics, Inc.","3611 Valley Centre Drive, Suite 300",,San Diego,California,' 92130 ' ,United States,410113,,,
6378,sparsentan,Filspari,1/11/2021,treatment of immunoglobulin a (iga) nephropathy,Designated/Approved,,,"to reduce proteinuria in adults with primary immunoglobulin A nephropathy (IgAN) at risk of rapid disease progression, generally a urine protein-to-creatinine ratio (UPCR) greater than or equal to 1.5 g/g",2/17/2023,2/17/2030,"to reduce proteinuria in adults with primary immunoglobulin A nephropathy (IgAN) at risk of rapid disease progression, generally a urine protein-to-creatinine ratio (UPCR) greater than or equal to 1.5 g/g","Travere Therapeutics, Inc.","3611 Valley Centre Drive, Suite 300",,San Diego,California,' 92130 ' ,United States,614417,,,
6379,spartalizumab,,10/18/2018,treatment of stage iib-iv melanoma,Designated/Designation Withdrawn or Revoked,3/7/2024,Not FDA Approved for Orphan Indication,,,,,Novartis Pharmaceuticals Corporation,One Health Plaza,Office 337 A13.5B,East Hanover,New Jersey,' 07936 ' ,United States,653418,noma,"""gard:0004001""",
