GardID,DataSource,SourceID,ClassificationLevel,DisorderType,Name,Synonym
GARD:0019296,Orphanet,ORPHA:95714,Group of disorders,Category,Primary congenital hypothyroidism without thyroid developmental anomaly,
GARD:0019297,Orphanet,ORPHA:95715,Disorder,Disease,Congenital hypothyroidism due to transplacental passage of TSH-binding inhibitory antibodies,
GARD:0019298,Orphanet,ORPHA:95717,Disorder,Disease,Idiopathic congenital hypothyroidism,
GARD:0019299,Orphanet,ORPHA:95718,Group of disorders,Category,Congenital thyroid malformation without hypothyroidism,
GARD:0019300,Orphanet,ORPHA:96059,Disorder,Malformation syndrome,Mosaic trisomy 4,Mosaic trisomy chromosome 4|Trisomy 4 mosaicism
GARD:0019301,Orphanet,ORPHA:96060,Disorder,Malformation syndrome,Mosaic trisomy 5,Mosaic trisomy chromosome 5|Trisomy 5 mosaicism
GARD:0019302,Orphanet,ORPHA:96063,Disorder,Malformation syndrome,Mosaic trisomy 10,Mosaic trisomy chromosome 10|Trisomy 10 mosaicism
GARD:0019303,Orphanet,ORPHA:96069,Disorder,Malformation syndrome,Distal trisomy 1p36,Distal duplication 1p36|Telomeric duplication 1p36|Trisomy 1pter
GARD:0019304,Orphanet,ORPHA:96070,Disorder,Malformation syndrome,Distal trisomy 2p,Distal duplication 2p|Telomeric duplication 2p|Trisomy 2pter
GARD:0019305,Orphanet,ORPHA:96071,Disorder,Malformation syndrome,Distal trisomy 3p,Distal duplication 3p|Telomeric duplication 3p|Trisomy 3pter
GARD:0019306,Orphanet,ORPHA:96072,Disorder,Malformation syndrome,4p16.3 microduplication syndrome,Distal duplication 4p|Distal trisomy 4p|Telomeric duplication 4p|Trisomy 4pter
GARD:0019307,Orphanet,ORPHA:96074,Disorder,Malformation syndrome,Distal trisomy 7p,Distal duplication 7p|Telomeric duplication 7p|Trisomy 7pter
GARD:0019308,Orphanet,ORPHA:96076,Subtype of disorder,Etiological subtype,Beckwith-Wiedemann syndrome due to 11p15 microduplication,
GARD:0019309,Orphanet,ORPHA:96092,Disorder,Malformation syndrome,8p inverted duplication/deletion syndrome,Invdupdel(8p)|Inverted 8p duplication/deletion syndrome
GARD:0019310,Orphanet,ORPHA:96094,Disorder,Malformation syndrome,Distal trisomy 2q,Distal duplication 2q|Telomeric duplication 2q|Trisomy 2qter
GARD:0019311,Orphanet,ORPHA:96095,Disorder,Malformation syndrome,3q26 microduplication syndrome,Dup(3)(q26)|Dup(3q) syndrome|Trisomy 3q26
GARD:0019312,Orphanet,ORPHA:96096,Disorder,Malformation syndrome,Distal trisomy 4q,Distal duplication 4q|Telomeric duplication 4q|Trisomy 4qter
GARD:0019313,Orphanet,ORPHA:96097,Disorder,Malformation syndrome,Distal trisomy 5q,Distal duplication 5q|Telomeric duplication 5q|Trisomy 5qter
GARD:0019314,Orphanet,ORPHA:96098,Disorder,Malformation syndrome,Distal trisomy 6q,Distal duplication 6q|Telomeric duplication 6q|Trisomy 6qter
GARD:0019315,Orphanet,ORPHA:96100,Disorder,Malformation syndrome,Distal trisomy 8q,Distal duplication 8q|Telomeric duplication 8q|Trisomy 8qter
GARD:0019316,Orphanet,ORPHA:96101,Disorder,Malformation syndrome,Distal trisomy 9q,Distal duplication 9q|Telomeric duplication 9q|Trisomy 9qter
GARD:0019317,Orphanet,ORPHA:96102,Disorder,Malformation syndrome,Distal trisomy 10q,Distal duplication 10q|Telomeric duplication 10q|Trisomy 10qter
GARD:0019318,Orphanet,ORPHA:96103,Disorder,Malformation syndrome,Distal trisomy 11q,Distal duplication 11q|Telomeric duplication 11q|Trisomy 11qter
GARD:0019319,Orphanet,ORPHA:96105,Disorder,Malformation syndrome,Distal trisomy 13q,Distal duplication 13q|Telomeric duplication 13q|Trisomy 13qter
GARD:0019320,Orphanet,ORPHA:96106,Disorder,Malformation syndrome,Distal trisomy 16q,Distal duplication 16q|Telomeric duplication 16q|Trisomy 16qter
GARD:0019321,Orphanet,ORPHA:96107,Disorder,Malformation syndrome,Distal trisomy 20q,Distal duplication 20q|Telomeric duplication 20q|Trisomy 20qter
GARD:0019322,Orphanet,ORPHA:96109,Disorder,Malformation syndrome,Distal trisomy 22q,Distal duplication 22q|Telomeric duplication 22q|Trisomy 22qter
GARD:0019323,Orphanet,ORPHA:96112,Disorder,Malformation syndrome,Non-distal trisomy 9q,Non-distal duplication 9q|Non-telomeric trisomy 9q
GARD:0019324,Orphanet,ORPHA:96123,Disorder,Malformation syndrome,Monosomy 22,Del(22)|Deletion 22
GARD:0019325,Orphanet,ORPHA:96126,Disorder,Malformation syndrome,Distal monosomy 7p,Distal deletion 7p|Monosomy 7pter|Telomeric deletion 7p
GARD:0019326,Orphanet,ORPHA:96129,Disorder,Malformation syndrome,Distal monosomy 19p13.3,Distal deletion 19p|Telomeric deletion 19p
GARD:0019327,Orphanet,ORPHA:96145,Disorder,Malformation syndrome,Distal monosomy 4q,Distal deletion 4q|Monosomy 4qter|Telomeric deletion 4q
GARD:0019328,Orphanet,ORPHA:96149,Disorder,Malformation syndrome,Distal monosomy 12q,Distal deletion 12q|Monosomy 12qter|Telomeric deletion 12q
GARD:0019329,Orphanet,ORPHA:96150,Disorder,Malformation syndrome,Distal monosomy 14q,Distal deletion 14q|Telomeric deletion 14q
GARD:0019330,Orphanet,ORPHA:96160,Disorder,Malformation syndrome,Non-distal monosomy 12q,Non-distal deletion 12q|Non-telomeric monosomy 12q
GARD:0019331,Orphanet,ORPHA:96179,Disorder,Malformation syndrome,Maternal uniparental disomy of chromosome 2,UPD(2)mat
GARD:0019332,Orphanet,ORPHA:96180,Disorder,Malformation syndrome,Maternal uniparental disomy of chromosome 4,UPD(4)mat
GARD:0019333,Orphanet,ORPHA:96181,Disorder,Malformation syndrome,Maternal uniparental disomy of chromosome 6,UPD(6)mat
GARD:0019334,Orphanet,ORPHA:96182,Subtype of disorder,Etiological subtype,Silver-Russell syndrome due to maternal uniparental disomy of chromosome 7,UPD(7)mat
GARD:0019335,Orphanet,ORPHA:96183,Disorder,Malformation syndrome,Maternal uniparental disomy of chromosome 9,UPD(9)mat
GARD:0019336,Orphanet,ORPHA:96185,Disorder,Malformation syndrome,Maternal uniparental disomy of chromosome 16,UPD(16)mat
GARD:0019337,Orphanet,ORPHA:96187,Disorder,Malformation syndrome,Maternal uniparental disomy of chromosome 21,UPD(21)mat
GARD:0019338,Orphanet,ORPHA:96188,Disorder,Malformation syndrome,Maternal uniparental disomy of chromosome 22,UPD(22)mat
GARD:0019339,Orphanet,ORPHA:96190,Disorder,Malformation syndrome,Paternal uniparental disomy of chromosome 5,UPD(5)pat
GARD:0019340,Orphanet,ORPHA:96191,Disorder,Malformation syndrome,Paternal uniparental disomy of chromosome 6,UPD(6)pat
GARD:0019341,Orphanet,ORPHA:96192,Disorder,Malformation syndrome,Paternal uniparental disomy of chromosome 7,UPD(7)pat
GARD:0019342,Orphanet,ORPHA:96193,Subtype of disorder,Etiological subtype,Beckwith-Wiedemann syndrome due to paternal uniparental disomy of chromosome 11,Mosaic paternal uniparental disomy of chromosome 11|UPD(11)pat
GARD:0019343,Orphanet,ORPHA:96194,Disorder,Malformation syndrome,Paternal uniparental disomy of chromosome 20,Paternal UPD(20)|UPD(20)pat
GARD:0019344,Orphanet,ORPHA:96195,Disorder,Malformation syndrome,Paternal uniparental disomy of chromosome 21,UPD(21)pat
GARD:0019345,Orphanet,ORPHA:96201,Disorder,Malformation syndrome,X small rings,
GARD:0019346,Orphanet,ORPHA:96210,Group of disorders,Category,Rare genetic deafness,Rare genetic hearing loss
GARD:0019347,Orphanet,ORPHA:96269,Disorder,Morphological anomaly,Isolated partial vaginal agenesis,Congenital absence of vagina
GARD:0019348,Orphanet,ORPHA:96321,Group of disorders,Category,Polyploidy,
GARD:0019349,Orphanet,ORPHA:96325,Group of disorders,Category,Isochromosome Y,
GARD:0019350,Orphanet,ORPHA:96333,Group of disorders,Category,Rare otorhinolaryngological malformation,
GARD:0019351,Orphanet,ORPHA:96346,Group of disorders,Category,Anorectal malformation,ARM
GARD:0019352,Orphanet,ORPHA:96369,Disorder,Disease,Early-onset schizophrenia,
GARD:0019353,Orphanet,ORPHA:97230,Disorder,Disease,Solar urticaria,
GARD:0019354,Orphanet,ORPHA:97240,Disorder,Disease,Zebra body myopathy,
GARD:0019355,Orphanet,ORPHA:97252,Disorder,Morphological anomaly,Mega-cisterna magna,
GARD:0019356,Orphanet,ORPHA:97261,Disorder,Disease,GRFoma,GRF tumor|Growth hormone releasing factor tumor
GARD:0019357,Orphanet,ORPHA:97275,Group of disorders,Category,Encephalitis,
GARD:0019358,Orphanet,ORPHA:97278,Disorder,Disease,PPoma,Pancreatic polypeptidoma
GARD:0019359,Orphanet,ORPHA:97285,Disorder,Disease,Thyroid lymphoma,
GARD:0019360,Orphanet,ORPHA:97287,Disorder,Disease,Bronchial neuroendocrine tumor,Bronchial NET
GARD:0019361,Orphanet,ORPHA:97289,Disorder,Disease,Thymic neuroendocrine tumor,
GARD:0019362,Orphanet,ORPHA:97292,Disorder,Particular clinical situation in a disease or syndrome,Cardiogenic shock,
GARD:0019363,Orphanet,ORPHA:97293,Group of disorders,Category,Rare benign ovarian tumor,
GARD:0019364,Orphanet,ORPHA:97335,Disorder,Disease,Osgood-Schlatter disease,Aseptic necrosis of the tibial tubercle|Osteochondrosis of the tibial tubercle
GARD:0019365,Orphanet,ORPHA:97336,Disorder,Disease,Panner disease,Aseptic necrosis of the capital humerus|Osteochondrosis of the capital humerus
GARD:0019366,Orphanet,ORPHA:97337,Disorder,Disease,Sinding-Larsen-Johansson disease,Aseptic necrosis of patella|Osteochondrosis of patella
GARD:0019367,Orphanet,ORPHA:97338,Disorder,Disease,Melanoma of soft tissue,Clear cell sarcoma of the tendons and aponeuroses
GARD:0019368,Orphanet,ORPHA:97339,Disorder,Morphological anomaly,Dural sinus malformation,Cranial dural arteriovenous fistula|Cranial dural arteriovenous malformations
GARD:0019369,Orphanet,ORPHA:97341,Disorder,Disease,Persistent placoid maculopathy,
GARD:0019370,Orphanet,ORPHA:97349,Disorder,Disease,Postencephalitic parkinsonism,
GARD:0019371,Orphanet,ORPHA:97353,Disorder,Disease,Dementia pugilistica,Boxer's dementia|Chronic traumatic encephalopathy|Punch-drunk syndrome
GARD:0019372,Orphanet,ORPHA:97355,Disorder,Disease,Caribbean parkinsonism,Atypical parkinsonism in the Caribbean
GARD:0019373,Orphanet,ORPHA:97361,Subtype of disorder,Clinical subtype,"Renal hypoplasia, unilateral",
GARD:0019374,Orphanet,ORPHA:97362,Subtype of disorder,Clinical subtype,"Renal hypoplasia, bilateral",
GARD:0019375,Orphanet,ORPHA:97363,Subtype of disorder,Clinical subtype,Unilateral multicystic dysplastic kidney,Unilateral MCDK|Unilateral multicystic renal dysplasia
GARD:0019376,Orphanet,ORPHA:97366,Disorder,Morphological anomaly,Multiloculated renal cyst,Multilocular cyst of the kidney|Multilocular renal cyst
GARD:0019377,Orphanet,ORPHA:97367,Subtype of disorder,Etiological subtype,Renal tubular dysgenesis due to twin-twin transfusion,
GARD:0019378,Orphanet,ORPHA:97368,Subtype of disorder,Etiological subtype,Drug-related renal tubular dysgenesis,
GARD:0019379,Orphanet,ORPHA:97563,Subtype of disorder,Clinical subtype,Pauci-immune glomerulonephritis with ANCA,Pauci-immune glomerulonephritis with antineutrophil cytoplasmic antibody
GARD:0019380,Orphanet,ORPHA:97564,Subtype of disorder,Clinical subtype,Pauci-immune glomerulonephritis without ANCA,Antineutrophil cytoplasmic antibody-negative pauci-immune glomerulonephritis|Pauci-immune glomerulonephritis without antineutrophil cytoplasmic antibody
GARD:0019381,Orphanet,ORPHA:97598,Disorder,Disease,Congenital renal artery stenosis,Congenital renovascular hypoplasia
GARD:0019382,Orphanet,ORPHA:97678,Disorder,Malformation syndrome,Maternal uniparental disomy of chromosome 13,UPD(13)mat
GARD:0019383,Orphanet,ORPHA:97944,Group of disorders,Category,Gastroduodenal malformation,
GARD:0019384,Orphanet,ORPHA:97945,Group of disorders,Category,Intestinal malformation,
GARD:0019385,Orphanet,ORPHA:97957,Group of disorders,Category,Respiratory or thoracic malformation,
GARD:0019386,Orphanet,ORPHA:98010,Group of disorders,Category,Infectious disease of the nervous system,
GARD:0019387,Orphanet,ORPHA:98022,Group of disorders,Category,Rare headache,
GARD:0019388,Orphanet,ORPHA:98027,Group of disorders,Category,Rare disease with odontological manifestation,
GARD:0019389,Orphanet,ORPHA:98033,Group of disorders,Category,Rare neurologic disease with psychiatric involvement,
GARD:0019390,Orphanet,ORPHA:98038,Group of disorders,Category,Cranial malformation,
GARD:0019391,Orphanet,ORPHA:98039,Group of disorders,Category,Digestive tract malformation,
GARD:0019392,Orphanet,ORPHA:98041,Group of disorders,Category,"Visceral malformation of the liver, biliary tract, pancreas or spleen",
GARD:0019393,Orphanet,ORPHA:98043,Group of disorders,Category,Diaphragmatic or abdominal wall malformation,
GARD:0019394,Orphanet,ORPHA:98044,Group of disorders,Category,Central nervous system malformation,
GARD:0019395,Orphanet,ORPHA:98045,Group of disorders,Category,Respiratory or mediastinal malformation,
GARD:0019396,Orphanet,ORPHA:98048,Group of disorders,Category,Rare male infertility,
GARD:0019397,Orphanet,ORPHA:98049,Group of disorders,Category,Rare female infertility,
GARD:0019398,Orphanet,ORPHA:98052,Group of disorders,Category,Rare allergic respiratory disease,Rare respiratory allergy
GARD:0019399,Orphanet,ORPHA:98054,Group of disorders,Category,Rare genetic cardiac disease,
GARD:0019400,Orphanet,ORPHA:98056,Group of disorders,Category,Rare genetic renal disease,
GARD:0019401,Orphanet,ORPHA:98057,Group of disorders,Category,Rare tumor,Rare neoplasm
GARD:0019402,Orphanet,ORPHA:98058,Group of disorders,Category,Rare urinary tract tumor,Rare urinary tract cancer|Rare urinary tract neoplasm
GARD:0019403,Orphanet,ORPHA:98059,Group of disorders,Category,Rare digestive tumor,Rare digestive cancer|Rare digestive neoplasm
GARD:0019404,Orphanet,ORPHA:98060,Group of disorders,Category,Rare respiratory tumor,Rare respiratory cancer|Rare respiratory neoplasm
GARD:0019405,Orphanet,ORPHA:98061,Group of disorders,Category,Rare otorhinolaryngologic tumor,Rare ORL cancer|Rare ORL neoplasm|Rare ORL tumor
GARD:0019406,Orphanet,ORPHA:98062,Group of disorders,Category,Rare nervous system tumor,Rare nervous system neoplasm
GARD:0019407,Orphanet,ORPHA:98063,Group of disorders,Category,Rare gynecological tumor,Rare gynaecological cancer|Rare gynaecological neoplasm
GARD:0019408,Orphanet,ORPHA:98074,Group of disorders,Category,Gonadal dysgenesis of gynecological interest,
GARD:0019409,Orphanet,ORPHA:98078,Group of disorders,Category,"46,XX disorder of sex development induced by androgens excess","46,XX DSD induced by androgens excess"
GARD:0019410,Orphanet,ORPHA:98086,Group of disorders,Category,"46,XY disorder of sex development due to a defect in testosterone metabolism by peripheral tissue",
GARD:0019411,Orphanet,ORPHA:98087,Group of disorders,Category,"Syndrome with 46,XY disorder of sex development","Syndrome with 46,XY DSD"
GARD:0019412,Orphanet,ORPHA:98095,Group of disorders,Category,Autosomal recessive congenital cerebellar ataxia,
GARD:0019413,Orphanet,ORPHA:98096,Group of disorders,Category,Autosomal recessive metabolic cerebellar ataxia,
GARD:0019414,Orphanet,ORPHA:98097,Group of disorders,Category,Autosomal recessive cerebellar ataxia due to a DNA repair defect,
GARD:0019415,Orphanet,ORPHA:98098,Group of disorders,Category,Autosomal recessive degenerative and progressive cerebellar ataxia,
GARD:0019416,Orphanet,ORPHA:98099,Group of disorders,Category,Autosomal recessive syndromic cerebellar ataxia,
GARD:0019417,Orphanet,ORPHA:98127,Group of disorders,Category,Autosomal anomaly,
GARD:0019418,Orphanet,ORPHA:98130,Group of disorders,Category,Autosomal trisomy,Autosomal duplication
GARD:0019419,Orphanet,ORPHA:98131,Group of disorders,Category,Total autosomal trisomy,
GARD:0019420,Orphanet,ORPHA:98132,Group of disorders,Category,Partial autosomal trisomy/tetrasomy,
GARD:0019421,Orphanet,ORPHA:98141,Group of disorders,Category,Total autosomal monosomy,
GARD:0019422,Orphanet,ORPHA:98142,Group of disorders,Category,Partial autosomal monosomy,Partial autosomal deletion
GARD:0019423,Orphanet,ORPHA:98152,Group of disorders,Category,Autosomal uniparental disomy,
GARD:0019424,Orphanet,ORPHA:98153,Group of disorders,Category,Maternal uniparental disomy,
GARD:0019425,Orphanet,ORPHA:98154,Group of disorders,Category,Paternal uniparental disomy,
GARD:0019426,Orphanet,ORPHA:98155,Group of disorders,Category,Sex-chromosome anomaly,Allosome anomaly
GARD:0019427,Orphanet,ORPHA:98156,Group of disorders,Category,Sex-chromosome number anomaly,Allosome number anomaly
GARD:0019428,Orphanet,ORPHA:98157,Group of disorders,Category,Sex-chromosome structural anomaly,Allosome structural anomaly
GARD:0019429,Orphanet,ORPHA:98158,Group of disorders,Category,Chromosome Y structural anomaly,
GARD:0019430,Orphanet,ORPHA:98159,Group of disorders,Category,Chromosome X structural anomaly,
GARD:0019431,Orphanet,ORPHA:98196,Group of disorders,Category,Malformation syndrome with hamartosis,Dysmorphologic diseases with phakomatosis
GARD:0019432,Orphanet,ORPHA:98203,Group of disorders,Category,Combined dystonia,Dystonia-plus syndrome
GARD:0019433,Orphanet,ORPHA:98252,Group of disorders,Category,Infectious encephalitis,
GARD:0019434,Orphanet,ORPHA:98255,Group of disorders,Category,Chronic encephalitis,
GARD:0019435,Orphanet,ORPHA:98257,Group of disorders,Category,Neonatal epilepsy syndrome,
GARD:0019436,Orphanet,ORPHA:98258,Group of disorders,Category,Infantile epilepsy syndrome,
GARD:0019437,Orphanet,ORPHA:98259,Group of disorders,Category,Childhood-onset epilepsy syndrome,
GARD:0019438,Orphanet,ORPHA:98260,Group of disorders,Category,Adolescent-onset epilepsy syndrome,
GARD:0019439,Orphanet,ORPHA:98267,Disorder,Disease,Genetic non-syndromic obesity,Monogenic obesity due to a leptin-melanocortin pathway anomaly
GARD:0019440,Orphanet,ORPHA:98282,Group of disorders,Category,Plasma cell tumor,
GARD:0019441,Orphanet,ORPHA:98287,Group of disorders,Category,Histiocytic and dendritic cell tumor,
GARD:0019442,Orphanet,ORPHA:98288,Group of disorders,Category,Macrophage or histiocytic tumor,
GARD:0019443,Orphanet,ORPHA:98290,Group of disorders,Category,Immunodeficiency-associated lymphoproliferative disease,
GARD:0019444,Orphanet,ORPHA:98301,Group of disorders,Category,Laminopathy,
GARD:0019445,Orphanet,ORPHA:98313,Group of disorders,Category,Male infertility due to gonadal dysgenesis,Male infertility due to testicular dysgenesis
GARD:0019446,Orphanet,ORPHA:98343,Group of disorders,Category,Male infertility due to obstructive azoospermia,Male infertility due to impaired sperm transport
GARD:0019447,Orphanet,ORPHA:98349,Group of disorders,Category,Autosomal dominant isolated diffuse palmoplantar keratoderma,Autosomal dominant isolated diffuse palmoplantar hyperkeratosis
GARD:0019448,Orphanet,ORPHA:98352,Group of disorders,Category,Autosomal dominant disease with diffuse palmoplantar keratoderma as a major feature,Autosomal dominant disease with diffuse palmoplantar hyperkeratosis as a major feature
GARD:0019449,Orphanet,ORPHA:98353,Group of disorders,Category,Autosomal dominant disease associated with focal palmoplantar keratoderma as a major feature,Autosomal dominant disease associated with focal palmoplantar hyperkeratosis as a major feature
GARD:0019450,Orphanet,ORPHA:98356,Group of disorders,Category,Autosomal recessive isolated diffuse palmoplantar keratoderma,Autosomal recessive isolated diffuse palmoplantar hyperkeratosis
GARD:0019451,Orphanet,ORPHA:98357,Group of disorders,Category,Autosomal recessive disease with focal palmoplantar keratoderma as a major feature,Autosomal recessive disease with focal palmoplantar hyperkeratosis as a major feature
GARD:0019452,Orphanet,ORPHA:98360,Group of disorders,Category,Constitutional anemia due to iron metabolism disorder,
GARD:0019453,Orphanet,ORPHA:98362,Group of disorders,Category,Constitutional sideroblastic anemia,
GARD:0019454,Orphanet,ORPHA:98363,Group of disorders,Category,Rare hemolytic anemia,
GARD:0019455,Orphanet,ORPHA:98364,Group of disorders,Category,Rare constitutional hemolytic anemia due to a red cell membrane anomaly,
GARD:0019456,Orphanet,ORPHA:98365,Group of disorders,Clinical group,Hereditary stomatocytosis,Hereditary stomatocytic disease
GARD:0019457,Orphanet,ORPHA:98366,Group of disorders,Category,Constitutional hemolytic anemia due to acanthocytosis,Constitutional hemolytic anemia due to acanthocytic disorder
GARD:0019458,Orphanet,ORPHA:98369,Group of disorders,Category,Rare constitutional hemolytic anemia due to an enzyme disorder,
GARD:0019459,Orphanet,ORPHA:98370,Group of disorders,Category,Hemolytic anemia due to hexose monophosphate shunt and glutathione metabolism anomalies,
GARD:0019460,Orphanet,ORPHA:98372,Group of disorders,Category,Hemolytic anemia due to a disorder of glycolytic enzymes,
GARD:0019461,Orphanet,ORPHA:98374,Group of disorders,Category,Hemolytic anemia due to an erythrocyte nucleotide metabolism disorder,Hemolytic anemia due to an erythroenzymopathy
GARD:0019462,Orphanet,ORPHA:98396,Group of disorders,Category,Constitutional megaloblastic anemia due to vitamin B12 metabolism disorder,
GARD:0019463,Orphanet,ORPHA:98408,Group of disorders,Category,Constitutional megaloblastic anemia due to folate metabolism disorder,
GARD:0019464,Orphanet,ORPHA:98415,Group of disorders,Category,Vitamin B12- and folate-independent constitutional megaloblastic anemia,
GARD:0019465,Orphanet,ORPHA:98421,Group of disorders,Clinical group,Primary acquired red cell aplasia,Primary autoimmune red cell aplasia
GARD:0019466,Orphanet,ORPHA:98427,Group of disorders,Clinical group,Polycythemia,
GARD:0019467,Orphanet,ORPHA:98428,Group of disorders,Category,Secondary polycythemia,Secondary erythrocytosis
GARD:0019468,Orphanet,ORPHA:98429,Group of disorders,Category,Rare coagulation disorder,
GARD:0019469,Orphanet,ORPHA:98455,Group of disorders,Category,Alpha granule disease,
GARD:0019470,Orphanet,ORPHA:98456,Group of disorders,Category,Dense granule disease,Delta granule disease
GARD:0019471,Orphanet,ORPHA:98472,Group of disorders,Category,Skeletal muscle disease,
GARD:0019472,Orphanet,ORPHA:98486,Group of disorders,Category,Metabolic myopathy,
GARD:0019473,Orphanet,ORPHA:98491,Group of disorders,Category,Neuromuscular junction disease,
GARD:0019474,Orphanet,ORPHA:98494,Group of disorders,Category,Acquired neuromuscular junction disease,
GARD:0019475,Orphanet,ORPHA:98495,Group of disorders,Category,Genetic neuromuscular junction disease,
GARD:0019476,Orphanet,ORPHA:98496,Group of disorders,Category,Rare peripheral neuropathy,
GARD:0019477,Orphanet,ORPHA:98503,Group of disorders,Category,Motor neuron disease,Anterior horn cell disease
GARD:0019478,Orphanet,ORPHA:98505,Group of disorders,Category,Genetic motor neuron disease,Genetic anterior horn cell disease
GARD:0019479,Orphanet,ORPHA:98506,Group of disorders,Category,Acquired motor neuron disease,Acquired anterior horn cell disease
GARD:0019480,Orphanet,ORPHA:98514,Group of disorders,Category,Malformation of the cerebellar vermis,
GARD:0019481,Orphanet,ORPHA:98516,Group of disorders,Category,Malformation of the cerebellar hemispheres,
GARD:0019482,Orphanet,ORPHA:98518,Group of disorders,Category,Cranial nerve and nuclear aplasia,
GARD:0019483,Orphanet,ORPHA:98519,Group of disorders,Category,Posterior fossa malformation,
GARD:0019484,Orphanet,ORPHA:98534,Group of disorders,Category,Neurodegenerative disease with dementia,
GARD:0019485,Orphanet,ORPHA:98535,Group of disorders,Clinical group,Frontotemporal degeneration with dementia,
GARD:0019486,Orphanet,ORPHA:98538,Group of disorders,Category,Ataxia with dementia,
GARD:0019487,Orphanet,ORPHA:98539,Group of disorders,Category,Early-onset ataxia with dementia,
GARD:0019488,Orphanet,ORPHA:98540,Group of disorders,Category,Late-onset ataxia with dementia,
GARD:0019489,Orphanet,ORPHA:98542,Group of disorders,Category,Infectious disease with dementia,
GARD:0019490,Orphanet,ORPHA:98543,Group of disorders,Category,Metabolic disease with dementia,
GARD:0019491,Orphanet,ORPHA:98544,Group of disorders,Category,Cerebral lipidosis with dementia,
GARD:0019492,Orphanet,ORPHA:98549,Group of disorders,Category,Rare cerebrovascular dementia,
GARD:0019493,Orphanet,ORPHA:98555,Group of disorders,Category,Microphthalmia-anophthalmia-coloboma,Anophthalmia-microphthalmia syndrome
GARD:0019494,Orphanet,ORPHA:98557,Group of disorders,Category,Syndromic aniridia,
GARD:0019495,Orphanet,ORPHA:98560,Group of disorders,Category,Rare palpebral disorder,
GARD:0019496,Orphanet,ORPHA:98561,Group of disorders,Category,Congenital malformation of the eyelid,
GARD:0019497,Orphanet,ORPHA:98563,Group of disorders,Clinical group,Microblepharon-ablephara syndrome,
GARD:0019498,Orphanet,ORPHA:98564,Group of disorders,Category,Eyelid border anomaly,
GARD:0019499,Orphanet,ORPHA:98565,Group of disorders,Category,Syndromic ankyloblepharon filiforme adnatum,Syndromic ankyloblepharon
GARD:0019500,Orphanet,ORPHA:98566,Group of disorders,Category,Syndromic eyelid coloboma,Syndromic palpebral coloboma
GARD:0019501,Orphanet,ORPHA:98567,Group of disorders,Category,Rare eyelid malposition disorder,Eyelids malposition disorder
GARD:0019502,Orphanet,ORPHA:98570,Group of disorders,Category,Congenital ectropion,
GARD:0019503,Orphanet,ORPHA:98571,Group of disorders,Category,Secondary ectropion,
GARD:0019504,Orphanet,ORPHA:98574,Group of disorders,Category,Syndromic epicanthus,
GARD:0019505,Orphanet,ORPHA:98575,Group of disorders,Category,Syndromic telecanthus,
GARD:0019506,Orphanet,ORPHA:98576,Group of disorders,Category,Syndromic outer canthal malposition,Malposition of external canthus
GARD:0019507,Orphanet,ORPHA:98578,Group of disorders,Category,Rare disorder with ptosis,
GARD:0019508,Orphanet,ORPHA:98594,Group of disorders,Category,Rare eyebrow/eyelash disorder,Rare eyebrow/eyelashes anomaly
GARD:0019509,Orphanet,ORPHA:98602,Group of disorders,Category,Rare disorder of the lacrimal apparatus,Rare lacrimal system disease
GARD:0019510,Orphanet,ORPHA:98604,Group of disorders,Category,Congenital alacrima,
GARD:0019511,Orphanet,ORPHA:98605,Group of disorders,Category,Lacrimal drainage system anomaly,Excretory apparatus of the lacrimal system anomaly
GARD:0019512,Orphanet,ORPHA:98609,Group of disorders,Category,EEC syndrome and related disorders,EEC syndrome and related syndrome|Ectrodactyly-ectodermal dysplasia-cleft lip/palate syndrome and related disorders
GARD:0019513,Orphanet,ORPHA:98610,Group of disorders,Category,Rare disorder with conjunctival involvement as a major feature,
GARD:0019514,Orphanet,ORPHA:98618,Group of disorders,Category,Rare refraction anomaly,
GARD:0019515,Orphanet,ORPHA:98621,Group of disorders,Category,Rare hyperopia and astigmatism,
GARD:0019516,Orphanet,ORPHA:98622,Group of disorders,Category,Syndromic hyperopia,
GARD:0019517,Orphanet,ORPHA:98623,Group of disorders,Category,Syndromic keratoconus,
GARD:0019518,Orphanet,ORPHA:98625,Group of disorders,Category,Superficial corneal dystrophy,Anterior corneal dystrophy
GARD:0019519,Orphanet,ORPHA:98626,Group of disorders,Category,Stromal corneal dystrophy,
GARD:0019520,Orphanet,ORPHA:98627,Group of disorders,Category,Posterior corneal dystrophy,
GARD:0019521,Orphanet,ORPHA:98628,Group of disorders,Category,Syndromic corneal dystrophy,
GARD:0019522,Orphanet,ORPHA:98631,Group of disorders,Category,Congenital malformation of the eye with glaucoma as a major feature,
GARD:0019523,Orphanet,ORPHA:98635,Group of disorders,Category,Corneodysgenesis,Corneogoniodysgenesis
GARD:0019524,Orphanet,ORPHA:98638,Group of disorders,Category,Rare disease with glaucoma as a major feature,
GARD:0019525,Orphanet,ORPHA:98639,Group of disorders,Category,Rare lens disease,
GARD:0019526,Orphanet,ORPHA:98640,Group of disorders,Category,Rare disorder with lens opacification,Rare cataract
GARD:0019527,Orphanet,ORPHA:98641,Group of disorders,Category,Syndromic cataract,
GARD:0019528,Orphanet,ORPHA:98642,Group of disorders,Category,Chromosomal anomaly with cataract,
