d.gard_id,d.name,d.synonyms
GARD:0010717,Hydroxyprolinemia,"[4-hydroxy-L-proline oxidase deficiency,4 alpha hydroxy-L-proline oxidase deficiency]"
GARD:0010718,Heinz body anemias,null
GARD:0010719,Noonan-like syndrome with loose anagen hair,null
GARD:0010720,Trichuriasis,"[Whipworm infection,Trichocephaliasis]"
GARD:0010721,Kingella infections,null
GARD:0010722,Monkeypox,[Monkeypox virus infection]
GARD:0010725,Odontogenic myxoma,null
GARD:0010726,Spondylocostal dysostosis 1,"[SCDO1,Spondylocostal dysostosis 1 autosomal recessive]"
GARD:0010727,Koolen de Vries syndrome,"[17q21.31 deletion syndrome,Monosomy 17q21.31,Microdeletion 17q21.31 syndrome,Chromosome 17q21.31 microdeletion syndrome,17q21.31 microdeletion syndrome,KANSL1-Related Intellectual Disability Syndrome]"
GARD:0010729,Niemann-Pick disease type B,[Niemann Pick disease type B]
GARD:0010730,Pyridoxal 5'-phosphate-dependent epilepsy,"[Pyridoxine-5'-phosphate oxidase deficiency,PNPO Deficiency,Pyridoxamine 5-prime-phosphate oxidase deficiency,PNPO-related neonatal epileptic encephalopathy]"
GARD:0010731,McLeod neuroacanthocytosis syndrome,"[McLeod syndrome,X-linked McLeod syndrome]"
GARD:0010732,"Leukoencephalopathy, cerebral calcifications, and cysts",[LCC]
GARD:0010733,Intravascular papillary endothelial hyperplasia,"[Masson's tumor,Masson's vegetant intravascular hemangio-endothelioma,Masson's pseudoangiosarcoma]"
GARD:0010734,DICER1-related pleuropulmonary blastoma cancer predisposition syndrome,"[DICER1-related pleuropulmonary blastoma,DICER1 syndrome]"
GARD:0010737,Posner-Schlossman syndrome,[Glaucomatocyclitic crisis]
GARD:0010738,Primary hyperoxaluria type 3,[PH III]
GARD:0010739,Neuronal ceroid lipofuscinosis,"[Batten disease,NCL]"
GARD:0010740,16p11.2 deletion syndrome,"[Chromosome 16p11.2 deletion syndrome,Del(16)(p11.2),Monosomy 16p11.2,Microdeletion 16p11.2]"
GARD:0010743,Persistent genital arousal disorder,"[Persistent genital arousal,PGAD]"
GARD:0010744,Conjunctival melanoma,null
GARD:0010747,Lupus nephritis,null
GARD:0010748,Spinocerebellar ataxia,[SCA]
GARD:0010749,Chromhidrosis,null
GARD:0010750,Diffuse cavernous hemangioma of the rectum,[Cavernous haemangioma of the rectum]
GARD:0010752,Epidermolysis bullosa simplex,[Epidermolysis bullosa intraepidermic]
GARD:0010753,Pachyonychia congenita,"[Congenital pachyonychia,Pachyonychia congenita syndrome]"
GARD:0010754,Chromosome 16p13.3 deletion syndrome,[16p13.3 deletion syndrome]
GARD:0010755,Chromosome 16p13.3 duplication,"[16p13.3 duplication,Interstitial 16p13.3 duplication,16p13.3 microduplication syndrome,Distal duplication 16p,Distal trisomy 16p,Dup(16)(p13.3),Telomeric duplication 16p,Trisomy 16pter]"
GARD:0010756,Multiple epiphyseal dysplasia,"[MED,Epiphyseal dysplasia, multiple,EDM]"
GARD:0010757,Exogenous ochronosis,"[Ochronosis, acquired]"
GARD:0010758,Pseudohypoparathyroidism,null
GARD:0010760,"Glycogen storage disease type 0, muscle",[Muscle glycogen synthase deficiency]
GARD:0010761,2-Hydroxyglutaric aciduria,null
GARD:0010762,ACDC,"[Arterial calcification due to CD73 deficiency,Arterial calcification due to deficiency of CD73,Calcification of joints and arteries; CALJA,Arterial calcification and distal joint calcification]"
GARD:0010764,Glycine N-methyltransferase deficiency,"[GNMT deficiency,Hypermethioninemia due to GNMT deficiency,Hypermethioninemia due to glycine N-methyltransferase deficiency]"
GARD:0010766,Factor XIII deficiency,"[Congenital Factor XIII deficiency,Fibrin stabilizing factor deficiency]"
GARD:0010767,MOGS-CDG (CDG-IIb),"[CDG 2B,CDG2B,Congenital disorder of glycosylation, type IIb,Congenital disorder of glycosylation type IIB,CDG-IIb,CDG syndrome type IIb,Congenital disorder of glycosylation type 2b,Glucosidase 1 deficiency,Carbohydrate deficient glycoprotein syndrome type IIb,GCS1-CDG,MOGS-CDG]"
GARD:0010768,Familiar or sporadic hemiplegic migraine,null
GARD:0010769,Laing distal myopathy,"[Laing early-onset distal myopathy,Myopathy distal, type 1]"
GARD:0010770,Homocystinuria,null
GARD:0010771,Kallmann syndrome,"[Kallmann's syndrome,Anosmic hypogonadism,Anosmic idiopathic hypogonadotropic hypogonadism,Hypogonadotropic hypogonadism and anosmia,Hypogonadotropic hypogonadism-anosmia syndrome,Dysplasia olfactogenitalis of De Morsier (formerly),Olfacto-genital pathological sequence]"
GARD:0010772,Kallmann syndrome 4,[KAL4]
GARD:0010773,Kallmann syndrome 5,[KAL5]
GARD:0010774,Kallmann syndrome 6,[KAL6]
GARD:0010775,ITCH E3 ubiquitin ligase deficiency,"[Syndromic multisystem autoimmune disease,Autoimmune disease, syndromic multisystem]"
GARD:0010776,Benign metastasizing leiomyoma,null
GARD:0010777,Benign multicystic peritoneal mesothelioma,"[BMPM,Benign cystic peritoneal mesothelioma,Multilocular peritoneal inclusion cysts,Multilocular peritoneal cysts]"
GARD:0010778,Neutrophil-specific granule deficiency,"[Specific granule deficiency,Recurrent infection due to specific granule deficiency,Lactoferrin-deficient neutrophils,Neutrophil lactoferrin deficiency]"
GARD:0010779,Chronic lymphocytic inflammation with pontine perivascular enhancement responsive to steroids,[CLIPPERS]
GARD:0010780,Diffuse idiopathic pulmonary neuroendocrine cell hyperplasia,[DIPNECH]
GARD:0010781,Goldmann-Favre syndrome,"[Enhanced S-cone syndrome,Retinoschisis with early hemeralopia,Favre hyaloideoretinal degeneration]"
GARD:0010782,Stickler syndrome,null
GARD:0010783,Bilateral frontal polymicrogyria,null
GARD:0010784,Bilateral frontoparietal polymicrogyria,"[BFPP,Cerebellar ataxia with neuronal migration defect]"
GARD:0010785,Bilateral parasagittal parieto-occipital polymicrogyria,null
GARD:0010786,Bilateral generalized polymicrogyria,[Bilateral generalised polymicrogyria]
GARD:0010788,Loeys-Dietz syndrome,"[Loeys-Dietz aortic aneurysm syndrome,Aortic aneurysm syndrome, Loeys-Dietz type]"
GARD:0010790,Cone-rod dystrophy,null
GARD:0010791,Logopenic progressive aphasia,"[LPA,Logopenic primary progressive aphasia,Logopenic variant PPA]"
GARD:0010792,Semantic dementia,"[Semantic primary progressive aphasia,Semantic variant PPA]"
GARD:0010793,Progressive non-fluent aphasia,"[Non-fluent primary progressive aphasia,Non-fluent variant PPA]"
GARD:0010794,Paroxysmal hemicrania,null
GARD:0010795,Hemicrania continua,null
GARD:0010796,Hypnic headache,null
GARD:0010797,New daily-persistent headache,[NDPH]
GARD:0010798,Thunderclap headache,[Benign thunderclap headache]
GARD:0010799,Cough headache,[Primary cough headache]
GARD:0010800,Exertional headache,"[Primary Exertional Headache,Primary headache associated with sexual activity]"
GARD:0010801,Autosomal dominant tubulointerstitial kidney disease,"[Autosomal dominant medullary cystic kidney disease (former),ADTKD,Autosomal dominant medullary cystic kidney disease,MCKD]"
GARD:0010802,Intravenous leiomyomatosis,null
GARD:0010803,Lamellar ichthyosis,"[Congenital lamellar ichthyosis,LI]"
GARD:0010804,Metaplastic carcinoma of the breast,[Metaplastic breast cancer]
GARD:0010805,MYH-associated polyposis,"[MAP syndrome,Autosomal recessive familial adenomatous polyposis,Autosomal recessive multiple colorectal adenomas]"
GARD:0010806,PCDH19-related female-limited epilepsy,"[EFMR,Epilepsy and mental retardation limited to females,Female restricted epilepsy with intellectual deficit,Epileptic encephalopathy, early infantile, 9,EIEE9,Juberg-Hellman syndrome,Epilepsy, female restricted, with mental retardation,PCDH19-related FLE,Familial epilepsy and mental retardation limited to females,PCDH19-related infantile epileptic encephalopathy]"
GARD:0010807,Infantile scoliosis,null
GARD:0010808,Insulin autoimmune syndrome,"[Hirata disease,Insulin autoimmune hypoglycemia]"
GARD:0010809,Postorgasmic illness syndrome,"[POIS,Post orgasmic sick syndrome,Post-orgasmic illness syndrome]"
GARD:0010810,Fatty acid hydroxylase-associated neurodegeneration,"[FAHN,Spastic paraplegia 35, autosomal recessive,SPG35]"
GARD:0010811,Chronic atypical neutrophilic dermatosis with lipodystrophy and elevated temperature,"[CANDLE syndrome,Chronic atypical neutrophilic dermatosis-lipodystrophy-elevated temperature syndrome]"
GARD:0010813,1q21.1 microdeletion syndrome,"[Chromosome 1q21.1 microdeletion syndrome,1q21.1 microdeletion,Monosomy 1q21.1]"
GARD:0010814,Thyrotoxic periodic paralysis,null
GARD:0010815,Prothrombin-related thrombophilia,"[Prothrombin 20210G>A thrombophilia,Hyperprothrombinemia,Prothrombin G20210A thrombophilia,Factor II-related thrombophilia,Thrombophilia due to factor 2 defect,F2-Related Thrombophilia,Prothrombin thrombophilia]"
GARD:0010816,Lichen planus pigmentosus,"[LP pigmentosus,Lichen planus pigmentosa,LP pigmentosa,Lichen planus pigmentosus inversus]"
GARD:0010817,Spastic paraplegia 31,"[SPG31,Spastic paraplegia 31, autosomal dominant]"
GARD:0010818,Combined malonic and methylmalonic aciduria,"[CMAMMA,Combined malonic and methylmalonic acidemia]"
GARD:0010819,Sickle delta beta thalassemia,null
GARD:0010820,California encephalitis,null
GARD:0010821,Eastern equine encephalitis,"[EEE,Triple E]"
GARD:0010822,Spontaneous coronary artery dissection,null
GARD:0010823,Proopiomelanocortin deficiency,"[Obesity, early-onset, adrenal insufficiency, and red hair,POMC deficiency,Obesity due to pro-opiomelanocortin deficiency]"
GARD:0010824,ACTH-independent macronodular adrenal hyperplasia,"[AIMAH,Massive macronodular adrenocortical disease,MMAD,Adrenocorticotropic hormone-independent macronodular adrenal hyperplasia,Corticotropin-independent macronodular adrenal hyperplasia,ACTH-independent macronodular adrenocortical hyperplasia,Primary macronodular adrenal hyperplasia]"
GARD:0010826,Central centrifugal cicatricial alopecia,[Central centrifugal alopecia]
GARD:0010827,KSHV inflammatory cytokine syndrome,[KICS]
GARD:0010828,Familial hypocalciuric hypercalcemia,"[Familial benign hypercalcemia,FBH,FBHH,FHH]"
GARD:0010829,Hyperparathyroidism-jaw tumor syndrome,"[HPT-JT,Hyperparathyroidism 2,HRPT2,Familial primary hyperparathyroidism with multiple ossifying jaw fibromas,Hereditary hyperparathyroidism-jaw tumor syndrome]"
GARD:0010830,Nevus of Ito,[Nevi of Ito]
GARD:0010831,1q duplications,"[Partial trisomy 1q,Partial duplication of the long arm of chromosome 1,Partial duplication of chromosome 1q,Partial trisomy of chromosome 1q,Partial trisomy of the long arm of chromosome 1]"
GARD:0010832,Chromosome 1p duplication,"[Duplication 1p,Trisomy 1p,1p duplication,1p trisomy,Partial trisomy 1p]"
GARD:0010833,Chromosome 19q deletion,"[19q deletion,19q monosomy,Deletion 19q,Monosomy 19q,Partial monosomy 19q]"
GARD:0010834,Chromosome 19p duplication,"[Duplication 19p,Trisomy 19p,19p duplication,19p trisomy,Partial trisomy 19p]"
GARD:0010835,Chromosome 19p deletion,"[Deletion 19p,Monosomy 19p,19p deletion,19p monosomy,Partial monosomy 19p]"
GARD:0010836,Chromosome 2p deletion,"[Deletion 2p,Monosomy 2p,2p deletion,2p monosomy,Partial monosomy 2p]"
GARD:0010837,Ring chromosome 2,"[Chromosome 2 ring,Ring 2,R2]"
GARD:0010838,Chromosome 3q deletion,"[Deletion 3q,Monosomy 3q,3q deletion,3q monosomy,Partial monosomy 3q]"
GARD:0010839,Ring chromosome 3,"[Chromosome 3 ring,Ring 3,R3]"
GARD:0010840,Chromosome 5q deletion,"[Deletion 5q,Monosomy 5q,5q deletion,5q monosomy,Partial monosomy 5q]"
GARD:0010841,Ring chromosome 5,"[Chromosome 5 ring,Ring 5,R5]"
GARD:0010842,Chromosome 5p deletion,"[Deletion 5p,Monosomy 5p,5p deletion,5p monosomy,Partial monosomy 5p]"
GARD:0010843,Chromosome 6p deletion,"[Deletion 6p,Monosomy 6p,6p deletion,6p monosomy,Partial monosomy 6p]"
GARD:0010844,Chromosome 9q deletion,"[Deletion 9q,Monosomy 9q,9q deletion,9q monosomy,Partial monosomy 9q]"
GARD:0010845,Chromosome 11p duplication,"[Duplication 11p,Trisomy 11p,11p duplication,11p trisomy]"
GARD:0010846,Ring chromosome 11,"[Chromosome 11 ring,Ring 11,R11]"
GARD:0010847,Chromosome 12q deletion,"[Deletion 12q,Monosomy 12q,12q deletion,12q monosomy,Partial monosomy 12q]"
GARD:0010853,Chromosome 16p deletion,"[Deletion 16p,Monosomy 16p,16p deletion,16p monosomy]"
GARD:0010854,Chromosome 16q deletion,"[Deletion 16q,Monosomy 16q,16q deletion,16q monosomy,Partial monosomy 16q]"
GARD:0010855,Ring chromosome 16,"[Chromosome 16 ring,Ring 16,R16]"
GARD:0010856,Chromosome 20q duplication,"[Duplication 20q,Trisomy 20q,20q duplication,20q trisomy,Partial trisomy 20q]"
GARD:0010857,Chromosome 20q deletion,"[Deletion 20q,Monosomy 20q,20q deletion,20q monosomy,Partial monosomy 20q]"
GARD:0010858,Chromosome 21q duplication,"[Duplication 21q,Trisomy 21q,21q duplication,21q trisomy,Partial trisomy 21q]"
GARD:0010860,Chromosome 21q deletion,"[Deletion 21q,Monosomy 21q,21q deletion,21q monosomy,Partial monosomy 21q]"
GARD:0010862,Chromosome 22q duplication,null
GARD:0010865,Distal chromosome 18q deletion syndrome,"[Distal 18q deletion syndrome,Distal 18q-,Monosomy 18q syndrome,Distal 18q deletion]"
GARD:0010866,Proximal chromosome 18q deletion syndrome,"[Proximal 18q deletion syndrome,Proximal 18q-,Monosomy 18q syndrome,Proximal 18q deletion]"
GARD:0010868,Mollaret meningitis,"[Benign recurrent aseptic meningitis,Mollaret's meningitis,Benign recurrent lymphocytic meningitis,Recurrent meningitis]"
GARD:0010869,Mosaic trisomy 13,"[Mosaic trisomy chromosome 13,Trisomy 13 mosaicism]"
GARD:0010870,Free sialic acid storage disease,"[Sialic acid storage disease,N-Acetylneuraminic acid storage disease (former),NANA storage disease (former),Lysosomal Free Sialic Acid Storage Disorders]"
GARD:0010871,Intermediate severe Salla disease,[Intermediate Salla disease]
GARD:0010872,Malignant peripheral nerve sheath tumor,"[MPNST,Malignant neurilemmoma,Malignant neurofibroma,Malignant schwannoma,Neurofibrosarcoma,Neurogenic sarcoma]"
GARD:0010875,Heterotaxy,"[Heterotaxia,Heterotaxy syndrome,Visceral heterotaxy,Lateralization defect,Situs ambiguous,Situs ambiguus]"
GARD:0010876,Congenital radioulnar synostosis,"[Radio-ulnar synostosis,Radioulnar synostosis,Radial-ulnar synostosis]"
GARD:0010877,Familial tumoral calcinosis,null
GARD:0010878,Normophosphatemic familial tumoral calcinosis,[NFTC]
GARD:0010879,Hyperphosphatemic familial tumoral calcinosis,"[HFTC,Tumoral calcinosis, hyperphosphatemic, familial]"
GARD:0010880,Leber congenital amaurosis 7,[LCA7]
GARD:0010881,Leber congenital amaurosis 8,[LCA8]
GARD:0010882,Leber congenital amaurosis 13,[LCA13]
GARD:0010883,Leber congenital amaurosis 14,[LCA14]
GARD:0010884,Leber congenital amaurosis 15,[LCA15]
GARD:0010885,Leber congenital amaurosis 16,[LCA16]
GARD:0010886,Frontal fibrosing alopecia,[FFA]
GARD:0010887,Osteofibrous dysplasia,"[Ossifying fibroma,Intracortical fibrous dysplasia,Jaffe-Campanacci syndrome]"
GARD:0010888,Diffuse dermal angiomatosis,null
GARD:0010889,"Hereditary angiopathy with nephropathy, aneurysms, and muscle cramps syndrome","[HANAC syndrome,Autosomal dominant familial hematuria-retinal arteriolar tortuosity-contractures syndrome,Hereditary angiopathy-nephropathy-aneurysms-muscle cramps syndrome]"
GARD:0010890,Non-involuting congenital hemangioma,"[NICH,Noninvoluting congenital hemangioma]"
GARD:0010891,GM1 gangliosidosis,"[Beta galactosidase 1 deficiency,GLB 1 deficiency,Beta-galactosidosis]"
GARD:0010892,Blepharophimosis intellectual disability syndromes,"[Blepharophimosis mental retardation syndromes,BMRS,Ohdo syndrome,Blepharophimosis syndrome Ohdo type,Ohdo Blepharophimosis syndrome,Young Simpson syndrome,Say Barber Biesecker Young-Simpson syndrome,SBBYS syndrome,Blepharophimosis-intellectual disability syndrome]"
GARD:0010897,Gray zone lymphoma,null
GARD:0010898,Acquired pure red cell aplasia,"[Idiopathic pure red cell aplasia,Adult pure red cell aplasia,Acquired PRCA]"
GARD:0010899,Inclusion body myopathy with early-onset Paget disease and frontotemporal dementia,"[IBMPFD,Inclusion body myopathy with Paget disease of bone and frontotemporal dementia,Limb-girdle muscular dystrophy with Paget disease of bone,Pagetoid amyotrophic lateral sclerosis,Pagetoid neuroskeletal syndrome]"
GARD:0010900,Hereditary diffuse gastric cancer,"[HDGC,Gastric cancer, hereditary diffuse,Gastric cancer, familial diffuse,Familial diffuse cancer of stomach,Familial diffuse gastric cancer,FDGC,Hereditary diffuse cancer of stomach,Hereditary diffuse gastric adenocarcinoma]"
GARD:0010901,Aquagenic urticaria,null
GARD:0010902,Neuroacanthocytosis,[Neuroacanthocytosis syndrome]
GARD:0010903,Brachyolmia,null
GARD:0010904,Pityriasis rotunda,null
GARD:0010905,Dyskeratosis congenita,"[DKC,Zinsser-Engman-Cole syndrome,DC]"
GARD:0010906,Primary pigmented nodular adrenocortical disease,[PPNAD]
GARD:0010907,"X-linked immunodeficiency with magnesium defect, Epstein-Barr virus infection and neoplasia","[XMEN,Immunodeficiency, X-linked, with magnesium defect, epstein-barr virus infection, and neoplasia,X-linked magnesium deficiency with Epstein-Barr virus infection and neoplasia,CID due to MAGT1 deficiency,Combined immunodeficiency due to MAGT1 deficiency]"
GARD:0010908,Congenital extrahepatic portosystemic shunt,"[CEPS,Abernethy malformation]"
GARD:0010909,Adult-onset vitelliform macular dystrophy,"[AVMD,Macular dystrophy, vitelliform, adult-onset,Vitelliform macular dystrophy, adult-onset,Foveomacular dystrophy, adult-onset; AOFMD,Foveomacular dystrophy, adult-onset, with choroidal neovascularization,Adult-onset foveomacular vitelliform dystrophy]"
GARD:0010910,Condensing osteitis of the clavicle,[Condensing osteitis of the medial clavicle]
GARD:0010911,Autoimmune pancreatitis,[Lymphoplasmocytic sclerosing pancreatitis]
GARD:0010912,Fournier gangrene,[Fournier's gangrene]
GARD:0010913,Griscelli syndrome,[Griscelli disease]
GARD:0010914,Familial avascular necrosis of the femoral head,"[Familial osteonecrosis of the femoral head,Primary avascular necrosis of the femoral head]"
GARD:0010915,X-linked lymphoproliferative syndrome,"[XLP,X-linked lymphoproliferative disease,Lymphoproliferative disease, X-linked,XLPD,Duncan disease,Epstein Barr virus infection, familial fatal,EBV infection, severe, susceptibility to,EBVS,X-linked progressive combined variable immunodeficiency 5,Purtilo syndrome]"
GARD:0010916,X-linked lymphoproliferative syndrome 2,"[XLP2,Lymphoproliferative syndrome, X-linked, 2,XIAP deficiency,XIAP-related lymphoproliferative disease, X-linked]"
GARD:0010917,Hypomyelination with atrophy of basal ganglia and cerebellum,"[H-ABC,Leukodystrophy, hypomyelinating, 6,HLD6,Leukodystrophy, hypomyelinating, with atrophy of the basal ganglia and cerebellum,HABC]"
GARD:0010918,Idiopathic spinal cord herniation,[ISCH]
GARD:0010919,Pontine tegmental cap dysplasia,[PTCD]
GARD:0010920,Localized hypertrophic neuropathy,[Onion whorl disease]
GARD:0010921,Intraneural perineurioma,null
GARD:0010922,"49, XXXYY syndrome",[XXXYY syndrome]
GARD:0010923,Erythrokeratodermia variabilis et progressiva,"[EKVP,Erythrokeratodermia variabilis,EKV,Erythrokeratodermia variabilis, Mendes da Costa type,Progressive symmetric erythrokeratodermia,PSEK,Erythrokeratodermia, progressive symmetric,Darier-Gottron disease,Progressiva symmetrica erythrokeratodermia,Erythrokeratoderma variabilis progressiva]"
GARD:0010924,Carney triad,"[Gastric leiomyosarcoma, pulmonary chondroma, and extraadrenal paraganglioma]"
GARD:0010925,La Crosse encephalitis,[Californian encephalitis]
GARD:0010926,Pulmonary hyalinizing granuloma,null
GARD:0010927,Cryopyrin-associated periodic syndrome,"[CAPS,Cryopyrinopathy]"
GARD:0010928,Progressive bulbar palsy,[Progressive bulbar atrophy]
GARD:0010929,Nodular regenerative hyperplasia,"[Miliary hepatocellular adenomatosis,Non-cirrhotic nodulation,Non-cirrhotic nodular transformation,Non-cirrhotic portal hypertension,Nodular regenerative hyperplasia of the liver]"
GARD:0010930,Dieulafoy lesion,"[Dieulafoy disease,Dieulafoy's lesion,Exulceratio simplex Dieulafoy]"
GARD:0010931,Orbital varix,[Orbital venous varix]
GARD:0010932,Ocular neuromyotonia,null
GARD:0010933,"Microcephaly, seizures, and developmental delay","[MCSZ,Epileptic encephalopathy, early infantile, 10,EIEE10,Early infantile epileptic encephalopathy-10,Microcephaly - seizures - developmental delay]"
GARD:0010934,"Dendritic cell, monocyte, B lymphocyte, and natural killer lymphocyte deficiency","[DCML,Monocytopenia and mycobacterial infection syndrome,MONOMAC,Monocytopenia with susceptibility to mycobacterial, fungal, and papillomavirus infections and myelodysplasia,Combined immunodeficiency with susceptibility to mycobacterial, viral, and fungal infections,Monocytopenia with susceptibility to infections,Monocyte - B - natural killer - dendritic cell deficiency]"
GARD:0010935,16q24.3 microdeletion syndrome,"[Del(16)(q24.3),Monosomy 16q24.3,Chromosome 16q24.3 microdeletion syndrome]"
GARD:0010936,17q23.1q23.2 microdeletion syndrome,"[17q23.1-q23.2 microdeletion syndrome,Del(17)(q23.1q23.2),Monosomy 17q23.1-q23.2,Monosomy 17q23.1q23.2,Chromosome 17q23.1-q23.2 deletion syndrome]"
GARD:0010937,Congenital generalized lipodystrophy type 4,"[Lipodystrophy, congenital generalized, type 4,CGL4,Berardinelli-Seip congenital lipodystrophy, type 4, with muscular dystrophy,Lipodystrophy, Berardinelli-Seip congenital, type 4, with muscular dystrophy,Generalized congenital lipodystrophy with myopathy,GCL4]"
GARD:0010938,Microcornea  posterior megalolenticonus  persistent fetal vasculature coloboma,[MPPC syndrome]
GARD:0010939,CLOVES syndrome,"[Congenital lipomatous overgrowth, vascular malformations, epidermal nevi, and skeletal/spinal abnormalities,Congenital lipomatous overgrowth, vascular malformations, and epidermal nevi,CLOVE syndrome,Congenital lipomatous overgrowth - vascular malformation - epidermal nevi]"
GARD:0010940,Superior limbic keratoconjunctivitis,"[SLK,Theodores superior limbic keratoconjunctivitis,Theodores syndrome,Theodore superior limbic keratoconjunctivitis,Theodore syndrome]"
GARD:0010941,Anterior uveitis,[Iridocyclitis]
GARD:0010942,Megalocornea - spherophakia - secondary glaucoma,"[Microspherophakia and/or megalocornea, with ectopia lentis and with or without secondary glaucoma,MSPKA]"
GARD:0010943,1q44 microdeletion syndrome,"[Del(1)(q44),Monosomy 1q44,Chromosome 1q44 microdeletion syndrome]"
GARD:0010944,COG6-CDG (CDG-IIL),"[CDG2L,CDG IIl,CDGIIl,Congenital disorder of glycosylation, type IIl]"
GARD:0010945,Short stature with optic atrophy and Pelger-Huët anomaly syndrome,[SOPH syndrome]
GARD:0010946,Corticosteroid-sensitive aseptic abscesses,"[Aseptic abscesses syndrome,Aseptic systemic abscesses,Disseminated aseptic abscesses]"
GARD:0010947,UV sensitive syndrome,[UVSS]
GARD:0010948,Erythropoietic uroporphyria associated with myeloid malignancy,null
GARD:0010949,Non 24 hour sleep wake disorder,"[Circadian rhythm sleep disorder, free-running type,Hypernychthemeral syndrome]"
GARD:0010951,Necrobiotic xanthogranuloma,[NXG]
GARD:0010952,Bow hunter's stroke,[Bow hunter's syndrome]
GARD:0010954,3-methylcrotonyl-CoA carboxylase deficiency,"[3-MCC deficiency,3-methylcrotonylglycinuria,Isolated 3-methylcrotonyl-CoA carboxylase deficiency,MCC deficiency,MCCD,3MCC]"
GARD:0010955,Noonan syndrome,"[Male Turner Syndrome,Noonan-Ehmke syndrome,Ullrich-Noonan syndrome,Female Pseudo-Turner Syndrome,Pseudo-Ullrich-Turner syndrome]"
GARD:0010956,Hyper IgE syndrome,"[Hyperimmunoglobulin E syndrome,HIES,Hyper-IgE recurrent infection syndrome]"
GARD:0010957,Iron-refractory iron deficiency anemia,"[IRIDA,IRIDA syndrome,Anemia, hypochromic microcytic, with defect in iron metabolism,Iron-handling disorder, hereditary,Pseudo-iron-deficiency anemia]"
GARD:0010958,Oculocutaneous albinism,"[OCA,Albinism, Oculocutaneous]"
GARD:0010959,Familial isolated pituitary adenoma,"[FIPA,Familial isolated pituitary adenoma syndrome]"
GARD:0010960,Linear IgA disease,"[Linear IgA dermatosis,Linear immunoglobulin A (IgA) dermatosis,LAD,Linear IgA bullous dermatosis]"
GARD:0010961,Collagenous gastritis,null
GARD:0010962,TEMPI syndrome,[Telangiectasia - Erythrocytosis - Monoclonal gammopathy - Perinephric-fluid collections - Intrapulmonary shunting]
GARD:0010964,Chronic graft versus host disease,[Chronic GVHD]
GARD:0010965,Bent bone dysplasia syndrome,[Bent bone dysplasia (BBD)-FGFR2 type]
GARD:0010966,Systemic onset juvenile idiopathic arthritis,"[Systemic juvenile idiopathic arthritis,Systemic onset juvenile rheumatoid arthritis,Still's disease (formerly),Still disease,Systemic polyarthritis,Systemic-onset JIA,Systemic-onset juvenile idiopathic arthritis]"
GARD:0010967,Polyarticular onset juvenile idiopathic arthritis,"[Polyarticular juvenile rheumatoid arthritis,Juvenile polyarthritis rheumatoid factor negative,Juvenile polyarthritis rheumatoid factor positive]"
GARD:0010968,Pauciarticular onset juvenile idiopathic arthritis,"[Oligoarticular onset juvenile idiopathic arthritis,Oligoarthritis, juvenile,Pauciarthritis, juvenile]"
GARD:0010969,Enthesitis-related juvenile idiopathic arthritis,"[Juvenile enthesitis-related arthritis,Enthesitis related arthritis, juvenile,Enthesitis-related arthritis,ERA,Juvenile spondylarthropathy,Enthesitis-related JIA]"
GARD:0010970,Psoriatic juvenile idiopathic arthritis,"[Juvenile psoriatic arthritis,Psoriasis-related JIA,Psoriasis-related juvenile idiopathic arthritis]"
GARD:0010972,Chromosome 17q deletion,"[Deletion 17q,Monosomy 17q,17q deletion,17q monosomy,Partial monosomy 17q,Distal monosomy 17q]"
GARD:0010973,Adult neuronal ceroid lipofuscinosis,"[Adult NCL,Kuf's disease,ANCL,Neuronal ceroid lipofuscinosis 4,CLN4 disease, adult autosomal dominant,Kufs disease]"
GARD:0010975,Familial hemiplegic migraine,"[FHM,Hemiplegic Migraine, Familial,Hemiplegic-ophthalmoplegic migraine]"
GARD:0010976,Ulcerative proctitis,null
GARD:0010977,Pontocerebellar hypoplasia,null
GARD:0010978,Chromosome Xp deletion,"[Monosomy Xp,Xp deletion,Xp monosomy,Partial monosomy Xp]"
GARD:0010979,Lymphangiomatosis,null
GARD:0010980,Autoimmune polyglandular syndrome type 3,"[Autoimmune polyendocrine syndrome type 3,APS3,Polyglandular autoimmune syndrome type 3,PAS3,Autoimmune polyglandular syndrome type III,PGA-III]"
GARD:0010981,Hereditary diffuse leukoencephalopathy with spheroids,"[HDLS,Adult-onset leukoencephalopathy with axonal spheroids and pigmented glia,Leukoencephalopathy, diffuse hereditary, with spheroids,Adult-onset leukodystrophy with neuroaxonal spheroids,Autosomal dominant leukoencephalopathy with neuroaxonal spheroids,Hereditary diffuse leukoencephalopathy with axonal spheroids,Neuroaxonal leukodystrophy,Pigmentary orthochromatic leukodystrophy,POLD]"
GARD:0010982,Isochromosome Yp,"[Yp isochromosome,I(Y)(p10)]"
GARD:0010983,Disseminated superficial actinic porokeratosis,[DSAP]
GARD:0010984,IL12RB1 deficiency,"[Mendelian susceptibility to mycobacterial infections due to IL12 deficiency,IL-12Râ1 deficiency,Mendelian susceptibility to interleukin 12 receptor beta 1 deficiency,Mendelian susceptibility to mycobacterial diseases due to complete IL12RB1 deficiency,MSMD due to complete IL12RB1 deficiency,MSMD due to complete interleukin 12 receptor beta 1 deficiency]"
GARD:0010985,Left ventricular noncompaction,"[LVNC,Spongy myocardium,Left ventricular hypertrabeculation]"
