Display Name,UNII,Status,Record Protection Status,Expr1004,Generic Name,Date Designated,Orphan Designation,Orphan Designation Status,FDA Orphan Approval Status,Approved Labeled Indication,Marketing Approval Date,Exclusivity End Date,Exclusivity Protected Indication * (Shown for approvals from Jan,Sponsor Company,Sponsor Address 1,Sponsor Address 2,Sponsor City,Sponsor State,Sponsor Zip,Sponsor Country,CF Grid Key
AVEXITIDE,5313W10MYT,Designated,Public record,4143,avexitide,12/8/2016,Treatment of hyperinsulinemic hypoglycemia,Designated,Not FDA Approved for Orphan Indication,,,,,"Eiger BioPharmaceuticals, Inc.",350 Cambridge Avenue,Suite 350,Palo Alto,California,94306,United States,522116
GLUTATHIONE,GAN16C9B8O,Designated,Public record,4144,ascorbic acid,12/12/2016,Treatment of lung dysfunction following lung transplant,Designated,Not FDA Approved for Orphan Indication,,,,,"Renovion, Inc.",2 Briar Bridge Lane,,Chapel Hill,North Carolina,27516,United States,545816
IMMUNE GLOBULIN (HUMAN),,Designated,Public record,4145,immune globulin (human),12/12/2016,Treatment of Myasthenia Gravis,Designated,Not FDA Approved for Orphan Indication,,,,,"Grifols Therapeutics, Inc.",79 TW Alexander Drive,,Research Triangle Park,North Carolina,27709,United States,544616
NINTEDANIB,G6HRD2P839,Designated,Public record,4146,Nintedanib,12/12/2016,Treatment of mesothelioma,Designated,Not FDA Approved for Orphan Indication,,,,,"Boehringer Ingelheim Pharmaceuticals, Inc.",900 Ridgebury Road,P. O. Box 368,Ridgefield,Connecticut,6877,United States,547916
POLATUZUMAB VEDOTIN,KG6VO684Z6,Designated,Public record,4147,polatuzumab vedotin-piiq,12/12/2016,Treatment of diffuse large B-cell lymphoma,Designated/Approved,,"POLIVY in combination with bendamustine and a rituximab product is indicated for the treatment of adult patients with relapsed or refractory diffuse large B-cell lymphoma (DLBCL), not otherwise specified, after at least two prior therapies.",6/10/2019,6/10/2026,"In combination with bendamustine and a rituximab product for the treatment of adult patients with relapsed or refractory diffuse large B-cell lymphoma (DLBCL), not otherwise specified, after at least two prior therapies.","Genentech, Inc.",1 DNA Way,MS# 40?N8?5,South San Francisco,California,,United States,547416
POLATUZUMAB VEDOTIN,KG6VO684Z6,Designated,Public record,4148,polatuzumab vedotin-piiq,12/12/2016,Treatment of diffuse large B-cell lymphoma,Designated/Approved,,"in combination with a rituximab product, cyclophosphamide, doxorubicin, and prednisone (R-CHP) for the treatment of adult patients who have previously untreated diffuse large B-cell lymphoma (DLBCL), not otherwise specified (NOS) or high-grade B-cell lymp",4/19/2023,4/19/2030,"treatment of adult patients who have previously untreated diffuse large B-cell lymphoma (DLBCL), not otherwise specified (NOS) and who have an International Prognostic Index score of 2 or greater","Genentech, Inc.",1 DNA Way,MS# 40?N8?5,South San Francisco,California,,United States,547416
SGS-742,GBZ5UC0RME,Designated,Public record,4149,3-aminopropyl-butyl phosphinic acid,12/13/2016,Treatment of succinic semialdehyde dehydrogenase deficiency.,Designated,Not FDA Approved for Orphan Indication,,,,,"Speragen, Inc.",13492 Research Boulevard,Suite 120-475,Austin,Texas,78750,United States,545416
"""TETRANDRINE, (+)-""",29EX23D5AJ,Designated,Public record,4150,tetrandrine,12/13/2016,Treatment of acute myeloid leukemia.,Designated,Not FDA Approved for Orphan Indication,,,,,"Escend Pharmaceuticals, Inc.",3475 Edison Way,Suite R,Menlo Park,California,94025,United States,545716
EFLORNITHINE,ZQN1G5V6SR,Designated,Public record,4151,eflornithine,12/14/2016,Treatment of pancreatic cancer.,Designated,Not FDA Approved for Orphan Indication,,,,,"Cancer Prevention Pharmaceutical, Inc.",1760 East River Road,Suite 250,Tucson,Alaska,85718,United States,547716
NIVOLUMAB,31YO63LBSN,Designated,Public record,4152,nivolumab,12/20/2016,Treatment of gastric cancer and gastro-esophageal junction cancer,Designated/Approved,,"in combination with fluoropyrimidine- and platinum-containing chemotherapy for the treatment of patients with advanced or metastatic gastric cancer, gastroesophageal junction cancer, and esophageal adenocarcinoma",4/16/2021,4/16/2028,"treatment of patients with advanced or metastatic gastric cancer, gastroesophageal junction cancer, and esophageal adenocarcinoma",Bristol-Myers Squibb Company,P. O. Box 5326,,Princeton,New Jersey,8543,United States,545016
NIVOLUMAB,31YO63LBSN,Designated,Public record,4153,nivolumab,12/20/2016,Treatment of gastric cancer and gastro-esophageal junction cancer,Designated/Approved,,adjuvant treatment of completely resected esophageal or gastroesophageal junction cancer with residual pathologic disease in patients who have received neoadjuvant chemoradiotherapy (CRT),5/20/2021,5/20/2028,adjuvant treatment of completely resected esophageal or gastroesophageal junction cancer with residual pathologic disease in patients who have received neoadjuvant chemoradiotherapy (CRT),Bristol-Myers Squibb Company,P. O. Box 5326,,Princeton,New Jersey,8543,United States,545016
IPILIMUMAB,6T8C155666,Designated,Public record,4154,Nivolumab and Ipilimumab,12/20/2016,Treatment of gastric cancer and gastric-esophageal junction cancer.,Designated,Not FDA Approved for Orphan Indication,,,,,Bristol-Myers Squibb Company,P. O. Box 5326,,Princeton,New Jersey,8543,United States,545116
FLOTETUZUMAB,0AHT0IC02G,Designated,Public record,4155,flotetuzumab,12/22/2016,Treatment of acute myeloid leukemia (AML),Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,"MacroGenics, Inc.",9704 Medical Center Drive,,Rockville,Maryland,20850,United States,563516
SILMITASERTIB,C6RWP0N0L2,Designated,Public record,4156,Silmitasertib,12/22/2016,Treatment of cholangiocarcinoma,Designated,Not FDA Approved for Orphan Indication,,,,,"Senhwa Biosciences, Inc.","No. 205-1, Peihsin Road",Section 3,New Taipei City,Hsintien District,,Taiwan,548516
GANAXOLONE,98WI44OHIQ,Designated,Public record,4157,ganaxolone,12/28/2016,Treatment of Fragile X Syndrome,Designated,Not FDA Approved for Orphan Indication,,,,,Marinus Pharmaceuticals,170 North Radnor Chester Road,Suite 250,Radnor,Pennsylvania,19087,United States,547116
PEMBROLIZUMAB,DPT0O3T46P,Designated,Public record,4158,pembrolizumab,12/28/2016,Treatment of Merkel cell carcinoma,Designated/Approved,,KEYTRUDA is indicated for the treatment of adult and pediatric patients with recurrent locally advanced or metastatic Merkel cell carcinoma,12/19/2018,12/19/2025,KEYTRUDA is indicated for the treatment of adult and pediatric patients with recurrent locally advanced or metastatic Merkel cell carcinoma,Merck Sharp & Dohme LLC,126 East Lincoln Ave.,P.O. Box 2000,Rahway,New Jersey,7065,United States,548216
EMIXUSTAT,02DZ1HBF0M,Designated,Public record,4160,emixustat,1/4/2017,Treatment of Stargardt disease (STGD),Designated,Not FDA Approved for Orphan Indication,,,,,Acucela Inc.,1301 2nd Avenue,Suite 4200,Seattle,Washington,98101,United States,548816
LENALIDOMIDE,F0P408N6V4,Designated,Public record,4161,lenalidomide,1/4/2017,Treatment of splenic marginal zone lymphoma,Designated/Approved,,"REVLIMID in combination with a rituximab product, is indicated for the treatment of adult patients with previously treated marginal zone lymphoma (MZL).",5/28/2019,5/28/2026,In combination with a rituximab product for the treatment of adult patients with previously treated splenic marginal zone lymphoma,Celgene Corporation,86 Morris Avenue,,Summit,New Jersey,7901,United States,475915
LENALIDOMIDE,F0P408N6V4,Designated,Public record,4162,lenalidomide,1/4/2017,Treatment of nodal marginal zone lymphoma,Designated/Approved,,"REVLIMID in combination with a rituximab product, is indicated for the treatment of adult patients with previously treated marginal zone lymphoma (MZL).",5/28/2019,5/28/2026,In combination with a rituximab product for the treatment of adult patients with previously treated nodal marginal zone lymphoma,Celgene Corporation,86 Morris Avenue,,Summit,New Jersey,7901,United States,476015
PYRIDOXAL PHOSPHATE,5V5IOJ8338,Designated,Public record,4163,pyridoxal-5¿ phosphate monohydrate (P5P),1/4/2017,Treatment of seizures associated with pyridox(am)ine 5'-phosphate oxidase (PNPO) deficiency,Designated,Not FDA Approved for Orphan Indication,,,,,Medicure International Inc.,2-1250 Waverley Street,,Winnipeg,,,Canada,557116
RAVULIZUMAB,C3VX249T6L,Designated,Public record,4164,ravulizumab-cwvz,1/4/2017,Treatment of paroxysmal nocturnal hemoglobinuria,Designated/Approved,,ULTOMIRIS is indicated for the treatment of adult patients with paroxysmal nocturnal hemoglobinuria (PNH).,10/9/2020,,,"Alexion Pharmaceuticals, Inc.",121 Seaport Boulevard,,Boston,Massachusetts,2210,United States,513015
RAVULIZUMAB,C3VX249T6L,Designated,Public record,4165,ravulizumab-cwvz,1/4/2017,Treatment of paroxysmal nocturnal hemoglobinuria,Designated/Approved,,ULTOMIRIS is indicated for the treatment of adult patients with paroxysmal nocturnal hemoglobinuria (PNH).,12/21/2018,12/21/2025,ULTOMIRIS¿ is indicated for the treatment of adult patients with paroxysmal nocturnal hemoglobinuria (PNH).,"Alexion Pharmaceuticals, Inc.",121 Seaport Boulevard,,Boston,Massachusetts,2210,United States,513015
RAVULIZUMAB,C3VX249T6L,Designated,Public record,4166,ravulizumab-cwvz,1/4/2017,Treatment of paroxysmal nocturnal hemoglobinuria,Designated/Approved,,Treatment of adult and pediatric patients one month of age and older with paroxysmal nocturnal hemoglobinuria (PNH),6/7/2021,6/7/2028,Treatment of pediatric patients one month of age and older with paroxysmal nocturnal hemoglobinuria (PNH),"Alexion Pharmaceuticals, Inc.",121 Seaport Boulevard,,Boston,Massachusetts,2210,United States,513015
RAVULIZUMAB,C3VX249T6L,Designated,Public record,4167,ravulizumab-cwvz,1/4/2017,Treatment of paroxysmal nocturnal hemoglobinuria,Designated/Approved,,Treatment of adult and pediatric patients one month of age and older with paroxysmal nocturnal hemoglobinuria (PNH),7/22/2022,,,"Alexion Pharmaceuticals, Inc.",100 College Street,,New Haven,Connecticut,6510,United States,513015
RISDIPLAM,76RS4S2ET1,Designated,Public record,4168,risdiplam,1/4/2017,Treatment of spinal muscular atrophy,Designated/Approved,,Treatment of spinal muscular atrophy (SMA) in pediatric and adult patients,5/27/2022,5/27/2029,Treatment of spinal muscular atrophy (SMA) in pediatric patients between birth and 2 months of age,"Genentech, Inc., a Member of the Roche Group",1 DNA Way,,South San Francisco,California,94080,United States,548116
RISDIPLAM,76RS4S2ET1,Designated,Public record,4169,risdiplam,1/4/2017,Treatment of spinal muscular atrophy,Designated/Approved,,treatment of spinal muscular atrophy (SMA) in patients 2 months of age and older,8/7/2020,8/7/2027,treatment of spinal muscular atrophy (SMA) in patients 2 months of age and older.,"Genentech, Inc., a Member of the Roche Group",1 DNA Way,,South San Francisco,California,,United States,548116
LAS-191954,1MK0TQ597B,Designated,Public record,4170,"(S)-2-(1-((6-amino-5-cyanopyrimidin-4-yl)amino)ethyl)-4-oxo-3-phenyl3,4-dihydropyrrolo[2,1-f][1,2,4]triazine-5-carbonitrile",1/5/2017,Treatment of epidermolysis bullosa acquisita,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,"Almirall, S.A.","Ctra. Laurea Miro, 408-410",Sant Feliu de Llobregat,Barcelona,Catalunya,,Spain,548916
CELECOXIB,JCX84Q7J1L,Designated,Public record,4171,Celecoxib oral liquid suspension,1/5/2017,Treatment of pediatric juvenile idiopathic arthritis,Designated,Not FDA Approved for Orphan Indication,,,,,"NuBioPharma, LLC",111 Dennis Drive,Suite 121,Sanford,North Carolina,27330,United States,549716
ECHINOMYCIN,TG824J6RQT,Designated,Public record,4173,echinomycin,1/5/2017,Treatment of graft-versus-host disease (GVHD),Designated,Not FDA Approved for Orphan Indication,,,,,"OncoC4, Inc.",9640 Medical Center Drive,,Rockville,Maryland,20850,United States,549016
UMBRALISIB,38073MQB2A,Designated,Public record,4174,umbralisib in combination with ublituximab,1/5/2017,Treatment of chronic lymphocytic leukemia,Designated,Not FDA Approved for Orphan Indication,,,,,"TG Therapeutics, Inc.","343 Thornall Street, Suite 740",,Edison,New Jersey,8837,United States,554216
UBLITUXIMAB,U59UGK3IPC,Designated,Public record,4174,umbralisib in combination with ublituximab,1/5/2017,Treatment of chronic lymphocytic leukemia,Designated,Not FDA Approved for Orphan Indication,,,,,"TG Therapeutics, Inc.","343 Thornall Street, Suite 740",,Edison,New Jersey,8837,United States,554216
CLENBUTEROL,XTZ6AXU7KN,Designated,Public record,4176,Clenbuterol,1/9/2017,Treatment of Pompe disease (glycogen storage disease type II),Designated,Not FDA Approved for Orphan Indication,,,,,"Dwight D. Koeberl, MD, PhD",Duke University Medical Center,"Pediatrics Dept., Div. of Genetics",Durham,North Carolina,27710,United States,546316
GLECAPREVIR,K6BUU8J72P,Designated,Public record,4177,glecaprevir and pibrentasvir,1/9/2017,Treatment of pediatric patients with chronic hepatitis C virus infection,Designated/Approved,,"MAVYRET is indicated for the treatment of adult and pediatric patients 12 years and older or weighing at least 45 kg with chronic hepatitis C virus (HCV) genotype 1, 2, 3, 4, 5 or 6 infection without cirrhosis or with compensated cirrhosis (Child-Pugh A).",4/30/2019,4/30/2026,"For the treatment of pediatric patients 12 years and older or weighing at least 45 kg with chronic hepatitis C virus (HCV) genotype 1, 2, 3, 4, 5 or 6 infection without cirrhosis or with compensated cirrhosis (Child-Pugh A), and also for the treatment of","AbbVie, Inc.",1 North Waukegan Road,,North Chicago,Illinois,60044,United States,550516
PIBRENTASVIR,2WU922TK3L,Designated,Public record,4177,glecaprevir and pibrentasvir,1/9/2017,Treatment of pediatric patients with chronic hepatitis C virus infection,Designated/Approved,,"MAVYRET is indicated for the treatment of adult and pediatric patients 12 years and older or weighing at least 45 kg with chronic hepatitis C virus (HCV) genotype 1, 2, 3, 4, 5 or 6 infection without cirrhosis or with compensated cirrhosis (Child-Pugh A).",4/30/2019,4/30/2026,"For the treatment of pediatric patients 12 years and older or weighing at least 45 kg with chronic hepatitis C virus (HCV) genotype 1, 2, 3, 4, 5 or 6 infection without cirrhosis or with compensated cirrhosis (Child-Pugh A), and also for the treatment of","AbbVie, Inc.",1 North Waukegan Road,,North Chicago,Illinois,60044,United States,550516
GLECAPREVIR,K6BUU8J72P,Designated,Public record,4178,glecaprevir and pibrentasvir,1/9/2017,Treatment of pediatric patients with chronic hepatitis C virus infection,Designated/Approved,,"treatment of adult and pediatric patients 3 years and older with chronic hepatitis C virus (HCV) genotype 1, 2, 3, 4, 5 or 6 infection without cirrhosis or with compensated cirrhosis (Child-Pugh A), and treatment of adult and pediatric patients 3 years an",6/10/2021,6/10/2028,"treatment of pediatric patients 3 years of age to less than 12 years of age weighing less than 45 kg with chronic hepatitis C virus (HCV) genotype 1, 2, 3, 4, 5 or 6 infection without cirrhosis or with compensated cirrhosis (Child-Pugh A), and treatment o","AbbVie, Inc.",1 North Waukegan Road,,North Chicago,Illinois,60044,United States,550516
PIBRENTASVIR,2WU922TK3L,Designated,Public record,4178,glecaprevir and pibrentasvir,1/9/2017,Treatment of pediatric patients with chronic hepatitis C virus infection,Designated/Approved,,"treatment of adult and pediatric patients 3 years and older with chronic hepatitis C virus (HCV) genotype 1, 2, 3, 4, 5 or 6 infection without cirrhosis or with compensated cirrhosis (Child-Pugh A), and treatment of adult and pediatric patients 3 years an",6/10/2021,6/10/2028,"treatment of pediatric patients 3 years of age to less than 12 years of age weighing less than 45 kg with chronic hepatitis C virus (HCV) genotype 1, 2, 3, 4, 5 or 6 infection without cirrhosis or with compensated cirrhosis (Child-Pugh A), and treatment o","AbbVie, Inc.",1 North Waukegan Road,,North Chicago,Illinois,60044,United States,550516
CITRULLINE,29VT07BGDA,Designated,Public record,4179,L-citrulline,1/9/2017,Prevention of clinical sequelae of acute lung injury induced by cardiopulmonary bypass in pediatric patients,Designated,Not FDA Approved for Orphan Indication,,,,,"Asklepion Pharmaceuticals, LLC",729 East Pratt Street,Suite 360,Baltimore,Maryland,21202,United States,544216
TOBRAMYCIN SULFATE,HJT0RXD7JK,Designated,Public record,4180,Vancomycin HCL and Tobramycin sulfate multi-pack component of the Joint Purification Systems X7 Spacer,1/9/2017,Treatment of periprosthetic joint infection,Designated,Not FDA Approved for Orphan Indication,,,,,Joint Purification Systems LLC,c/o Cor Medical Ventures LLC,215 S. Highway 101,Solana Beach,California,92075,United States,536416
VANCOMYCIN HYDROCHLORIDE,71WO621TJD,Designated,Public record,4180,Vancomycin HCL and Tobramycin sulfate multi-pack component of the Joint Purification Systems X7 Spacer,1/9/2017,Treatment of periprosthetic joint infection,Designated,Not FDA Approved for Orphan Indication,,,,,Joint Purification Systems LLC,c/o Cor Medical Ventures LLC,215 S. Highway 101,Solana Beach,California,92075,United States,536416
K-777,320A4L58IZ,Designated,Public record,4181,4-methylpiperazine-1-carboxylic acid [1-(3-benzenesufonyl-1-phenethylallyl-carbamoyl)-2-phenylethyl] amide,1/11/2017,Treatment of Chagas disease.,Designated,Not FDA Approved for Orphan Indication,,,,,Center for Discovery & Innovation in Parasitic Diseases,"University of CA, San Francisco",9500 Gilman Drive,LaJolla,California,92093,United States,550316
AD-114,TWM9C4NTQ6,Designated/Withdrawn,Public record,4182,human single domain antibody-like protein inhibitor of the chemokine receptor type 4,1/11/2017,Treatment of idiopathic pulmonary fibrosis,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,AdAlta Limited,15/2 Park Drive,,Bundoora,Victoria,,Australia,535816
RITONAVIR,O3J8G9O825,Designated/Approved,Public record,4186,Ritonavir powder for oral suspension,1/11/2017,Use with other antiretroviral agents for the treatment of pediatric HIV-1 infection,Designated/Approved/Withdrawn,,Used in combination with other antiretroviral agents for the treatment of patients with HIV-1 infection,6/7/2017,,,AbbVie Inc.,Regulatory Affairs,1 Waukegan Road,North Chicago,Illinois,60044,United States,549816
Seclidemstat Mesylate,BD6N473ZLF,Designated,Public record,4187,(E)-N¿-(1-(5-Chloro-2-hydroxy phenyl)Ethylidene)-3-((4-Methyl Piperazin-1-yl) Sulfonyl) Benzohydrazide Mesylate,1/12/2017,Treatment of Ewing's sarcoma.,Designated,Not FDA Approved for Orphan Indication,,,,,Salarius Pharmaceuticals,2450 Holcombe Boulevard,Suite J-608,Houston,Texas,77021,United States,571316
NNC0114-0006,L1SQ55DADE,Designated,Public record,4188,anti-interleukin 21 (NNC0114-0006) in combination with liraglutide,1/12/2017,Treatment of Type I Diabetes Mellitus with residual beta cell function.,Designated,Not FDA Approved for Orphan Indication,,,,,"Novo Nordisk, Inc.",800 Scudders Mill Road,P. O. Box 846,,New Jersey,8536,United States,529716
LIRAGLUTIDE,839I73S42A,Designated,Public record,4188,anti-interleukin 21 (NNC0114-0006) in combination with liraglutide,1/12/2017,Treatment of Type I Diabetes Mellitus with residual beta cell function.,Designated,Not FDA Approved for Orphan Indication,,,,,"Novo Nordisk, Inc.",800 Scudders Mill Road,P. O. Box 846,,New Jersey,8536,United States,529716
GLYBURIDE,SX6K58TVWC,Designated,Public record,4189,Glyburide,1/12/2017,Treatment of severe cerebral edema in patients with acute ischemic stroke,Designated,Not FDA Approved for Orphan Indication,,,,,Biogen Chesapeake LLC,225 Binney Street,,Cambridge,Massachusetts,2142,United States,539316
METHYLDOPA,56LH93261Y,Designated,Public record,4190,methyldopa,1/12/2017,Treatment of type 1 diabetes in DQ8 positive patients with residual beta cell function,Designated,Not FDA Approved for Orphan Indication,,,,,IM Therapeutics LLC,11001 West 120th Avenue,Suite 400,Broomfield,Colorado,80021,United States,548616
TADEKINIG ALFA,3G6834I4PF,Designated,Public record,4191,tadekinig alfa,1/12/2017,Treatment of hemophagocytic lymphohistiocytosis,Designated,Not FDA Approved for Orphan Indication,,,,,AB2 Bio Ltd,EPFL Innovation Park,Building B,Lausanne,Vaud,,Switzerland,543916
VILTOLARSEN,SXA7YP6EKX,Designated,Public record,4192,viltolarsen,1/12/2017,Treatment of Duchenne Muscular Dystrophy,Designated/Approved,,VILTEPSO is indicated for the treatment of Duchenne muscular dystrophy (DMD) in patients who have a confirmed mutation of the DMD gene that is amenable to exon 53 skipping,8/12/2020,8/12/2027,VILTEPSO is indicated for the treatment of Duchenne muscular dystrophy (DMD) in patients who have a confirmed mutation of the DMD gene that is amenable to exon 53 skipping,"NS Pharma, Inc.","140 East Ridgewood Avenue, Suite 280S",,Paramus,New Jersey,7652,United States,565616
METHIONINE C-11,ED857BWP29,Designated,Public record,4193,"2-Amino-4-[11C]methylsulfanyl-butanoic acid, l-[S methyl[11C]methionine",1/17/2017,Diagnostic agent for the Clinical Management of Medulloblastoma,Designated,Not FDA Approved for Orphan Indication,,,,,"Advanced Imaging Projects, LLC",7947 Brookside Ct.,,Lake Worth,Florida,33467,United States,566416
3-(3-(6-GUANIDINO-1-OXOISOINDOLIN-2YL)PROPANAMIDO)-3-(PYRIDINE-3YL)PROPANOIC ACID DIHYDROCHLORIDE,BJM92K3NGH,Designated,Public record,4194,3-[3-(6-guanidino-1-oxoisoindolin-2yl) propanamido]-3-(pyridine-3yl) propanoic acid dihydrochloride,1/17/2017,Treatment of retinopathy of prematurity,Designated,Not FDA Approved for Orphan Indication,,,,,"Advanced Imaging Projects, LLC",7947 Brookside Ct.,,Lake Worth,Florida,33467,United States,566316
DEUTIVACAFTOR,SHA6U5FJZL,Designated,Public record,4195,D9-ivacaftor,1/18/2017,Treatment of cystic fibrosis (CF),Designated,Not FDA Approved for Orphan Indication,,,,,"Vertex Pharmaceuticals, Inc.",50 Northern Avenue,,Boston,Massachusetts,2210,United States,551016
HYALURONIC ACID,S270N0TRQY,Designated,Public record,4196,hyaluronic acid,1/18/2017,Treatment of emphysema due to alpha1-antitrypsin deficiency.,Designated,Not FDA Approved for Orphan Indication,,,,,"Gerard M. Turino, MD","Division of Pulmonary, Critical Care & Sleep Medicine",Mt. Sinai Roosevelt Hospital Center,New York,New York,10019,United States,550716
HYALURONIC ACID (NON-ANIMAL STABILIZED),B7SG5YV2SI,Designated,Public record,4196,hyaluronic acid,1/18/2017,Treatment of emphysema due to alpha1-antitrypsin deficiency.,Designated,Not FDA Approved for Orphan Indication,,,,,"Gerard M. Turino, MD","Division of Pulmonary, Critical Care & Sleep Medicine",Mt. Sinai Roosevelt Hospital Center,New York,New York,10019,United States,550716
TAGATOSE,T7A20Y888Y,Designated,Public record,4197,D-tagatose,1/19/2017,Treatment of Prader-Willi Syndrome,Designated,Not FDA Approved for Orphan Indication,,,,,Biospherics.net LLC,Department of Pharmaceutical Sciences,University of Kentucky,Nicholasville,Kentucky,40356,United States,459614
GARETOSMAB,KR9ZSKO5QE,Designated,Public record,4198,Human monoclonal antibody directed against human Activin A,1/19/2017,Treatment of fibrodysplasia ossificans progressiva,Designated,Not FDA Approved for Orphan Indication,,,,,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,,Tarrytown,New York,10591,United States,547016
ANX-005,N5WBB45U8L,Designated,Public record,4199,humanized IgG4 monoclonal antibody binding to human C1q,1/19/2017,Treatment of Guillain-Barre Syndrome,Designated,Not FDA Approved for Orphan Indication,,,,,"Annexon, Inc.",180 Kimball Way,,South San Francisco,California,94080,United States,550416
UMBRALISIB,38073MQB2A,Designated,Public record,4200,umbralisib in combination with ublituximab,1/19/2017,Treatment of diffuse large B-cell lymphoma,Designated,Not FDA Approved for Orphan Indication,,,,,"TG Therapeutics, Inc.","343 Thornall Street, Suite 740",,Edison,New Jersey,8837,United States,552216
UBLITUXIMAB,U59UGK3IPC,Designated,Public record,4200,umbralisib in combination with ublituximab,1/19/2017,Treatment of diffuse large B-cell lymphoma,Designated,Not FDA Approved for Orphan Indication,,,,,"TG Therapeutics, Inc.","343 Thornall Street, Suite 740",,Edison,New Jersey,8837,United States,552216
CHF-6333,Q0656F336Y,Designated,Public record,4201,"(R)-2-(5-cyano-2-(6-(methoxycarbonyl)-7-methyl-3-oxo-8-(3-(trifluoromethyl)phenyl)-2,3,5,8-tetrahydro-[1,2,4]triazolo[4,3-a]pyrimidin-5-yl)phenyl)-N,N,N-trimethylethanaminium methanesulfonate dehydrate",1/25/2017,Treatment of cystic fibrosis,Designated,Not FDA Approved for Orphan Indication,,,,,Chiesi Farmaceutici S.p.A.,26A Via Palermo,,Parma,Emilia-Romagna,,Italy,551216
Buloxibutid sodium,Y151F1Q61I,Designated,Public record,4202,3-[4-(lH-imidazol-l-ylmethyl)phenyl]-5-(2-methylpropyl) thiophene-2-[(N-butyloxylcarbamate)-sulphonamide] sodium salt,1/25/2017,Treatment of idiopathic pulmonary fibrosis,Designated,Not FDA Approved for Orphan Indication,,,,,Vicore Pharma AB,Kornhamnstorg 53,,Stockholm,,,Sweden,550816
INTERLEUKIN-12 HUMAN RECOMBINANT,02FXP10O2U,Designated,Public record,4204,Dendritic cell/tumor cell fusion vaccine + recombinant human interleukin 12,1/25/2017,Treatment of malignant glioma,Designated,Not FDA Approved for Orphan Indication,,,,,CyTIX Inc.,"7F Terada Bldg, 2-3-3 Shibakoen",,Minato-ku,Tokyo,,Japan,552316
MELATONIN,JL5DK93RCL,Designated,Public record,4205,melatonin,1/25/2017,Treatment of necrotizing enterocolitis,Designated,Not FDA Approved for Orphan Indication,,,,,WORPHMED Srl,"Via Malachia Marchesi de Taddei, 21",,Milan,Lombardy,,Italy,552016
NICOTINAMIDE RIBOSIDE,0I8H2M0L7N,Designated,Public record,4206,nicotinamide riboside,1/25/2017,"Treatment of mitochondrial encephalopathy, lactic acidosis, and stroke-like episodes syndrome (MELAS)",Designated,Not FDA Approved for Orphan Indication,,,,,Rejuvenation Therapeutics,774 Mays Boulevard,10-509 PMB,Incline Village,Nevada,89451,United States,548716
NITRIC OXIDE,31C4KY9ESH,Designated,Public record,4207,nitric oxide,1/25/2017,Treatment of pulmonary arterial hypertension excluding persistent pulmonary hypertension of the newborn,Designated,Not FDA Approved for Orphan Indication,,,,,"GeNo, LLC",2941 Oxbow Circle,,Cocoa,Florida,32926,United States,551616
VIXOTRIGINE HYDROCHLORIDE,7L3OLR4M8T,Designated,Public record,4208,"(5R)-5-(4-{[(2-fluorophenyl)methyl]oxy}phenyl)-L-prolinamide, hydrochloride",1/30/2017,Treatment of erythromelalgia,Designated,Not FDA Approved for Orphan Indication,,,,,"Biogen, Inc.",300 Binney Street,,Cambridge,Massachusetts,2142,United States,553016
LERIGLITAZONE,K824X25AYA,Designated,Public record,4210,hydroxypioglitazone,1/30/2017,Treatment of X-linked adrenoleukodystrophy,Designated,Not FDA Approved for Orphan Indication,,,,,Minoryx Therapeutics S.L.,TecnoCampus Mataro-Maresme. TCM3 602,"Av. Ernest Lluch, 32.",Mataró,Catalunya,,Spain,552716
P-TOLUENESULFONAMIDE,I8266RI90M,Designated,Public record,4211,Para-toluenesulfonamide,1/30/2017,Treatment of adenoid cystic carcinoma,Designated,Not FDA Approved for Orphan Indication,,,,,PTS International Inc.,2211 Newoak Pk,,San Antonio,Texas,78230,United States,553516
TOVINONTRINE,W248Y1AKOR,Designated,Public record,4212,"6-[(3S,4S-4-methyl-1-(pyrimidin-2-ylmethyl)pyrrolidin-3-yl]-3-tetrahydropyran-4-yl-7H-imadazo[1,5-a]pyrazin-8-one",1/31/2017,Treatment of sickle cell disease (SCD),Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,Imara Inc.,700 Technology Square,3rd Floor,Cambridge,Massachusetts,2139,United States,564316
LAQUINIMOD SODIUM,4H914M0CSP,Designated,Public record,4213,laquinimod sodium,1/31/2017,Treatment of Huntington's Disease,Designated,Not FDA Approved for Orphan Indication,,,,,Active Biotech AB,Scheelevagen 22,Box 724,Lund,Scania,,Sweden,466114
NITRIC OXIDE,31C4KY9ESH,Designated,Public record,4214,nitric oxide,1/31/2017,Treatment of idiopathic pulmonary fibrosis,Designated,Not FDA Approved for Orphan Indication,,,,,VERO Biotech,387 Technology Circle,Suite 125,Atlanta,Georgia,30313,United States,551716
ZANIDATAMAB,Z20OC92TDI,Designated,Public record,4216,Anti-HER2 bispecific antibody,2/6/2017,"Treatment of gastric cancer, including cancer of the gastroesophageal junction",Designated,Not FDA Approved for Orphan Indication,,,,,Zymeworks Inc.,"1385 West 8th Street, Suite 540",,Vancouver,BC,,Canada,554716
