# Copyright (c) 1966-2024 Johns Hopkins University. Use of this file adheres to the terms specified at https://omim.org/help/agreement
# Generated: 2024-05-16
# See end of file for additional documentation on specific fields
# Chromosome	Genomic Position Start	Genomic Position End	Cyto Location	Computed Cyto Location	MIM Number	Gene/Locus And Other Related Symbols	Gene Name	Approved Gene Symbol	Entrez Gene ID	Ensembl Gene ID	Comments	Phenotypes	Mouse Gene Symbol/ID
chr22	29767369	29770413	22cen-q12	22q12.2	610843	UQCR10, UCRC	Ubiquinol-cytochrome C reductase, complex III subunit X	UQCR10	29796	ENSG00000184076			Uqcr10 (MGI:1913402)
chr22	29788611	29838274	22q12.2	22q12.2	614216	ASCC2, p100	Activating signal cointegrator 1 complex, subunit 2	ASCC2	84164	ENSG00000100325			Ascc2 (MGI:1922702)
chr22	29883174	30030868	22q12	22q12.2	603558	MTMR3	Myotubularin-related protein 3	MTMR3	8897	ENSG00000100330			Mtmr3 (MGI:1921552)
chr22	30077732	30207456	22q12.2	22q12.2	618842	HORMAD2	HORMA domain-containing protein 2	HORMAD2	150280	ENSG00000176635			Hormad2 (MGI:1923078)
chr22	30240453	30246759	22q12.1-q12.2	22q12.2	159540	LIF, HILDA	Leukemia inhibitory factor (cholinergic differentiation factor)	LIF	3976	ENSG00000128342	distal to ES		Lif (MGI:96787)
chr22	30262829	30266851	22q12.1-q12.2	22q12.2	165095	OSM	Oncostatin M	OSM	5008	ENSG00000099985	10kb from LIF		Osm (MGI:104749)
chr22	30285117	30289505	22q12.2	22q12.2	617034	CASTOR1, GATSL3	Cytosolic arginine sensor for mTORC1 subunit 1	CASTOR1	652968	ENSG00000239282			Castor1 (MGI:1919212)
chr22	30291990	30326941	22q12.1-qter	22q12.2	610020	TBC1D10A, EPI64	TBC1 domain family, member 10A	TBC1D10A	83874	ENSG00000099992			Tbc1d10a (MGI:2144164)
chr22	30331988	30356894	22q12.2	22q12.2	605595	SF3A1, SF3A120, SAP114, PRP21	Splicing factor 3A, subunit 1	SF3A1	10291	ENSG00000099995			Sf3a1 (MGI:1914715)
chr22	30356624	30378673	22q12.2	22q12.2	619391	CCDC157	Coiled-coil domain-containing protein 157	CCDC157	550631	ENSG00000187860			Ccdc157 (MGI:3041210)
chr22	30397018	30425303	22q12.1-qter	22q12.2	607558	SEC14L2, TAP, KIAA1186	SEC14-like lipid-binding protein 2	SEC14L2	23541	ENSG00000100003			Sec14l2 (MGI:1915065)
chr22	30425768	30429054	22q12.2	22q12.2	610235	MTFP1	Mitochondrial fission process 1	MTFP1	51537	ENSG00000242114			Mtfp1 (MGI:1916686)
chr22	30447661	30472017	22q12	22q12.2	612824	SEC14L3, TAP2	SEC14-like lipid-binding protein 3	SEC14L3	266629	ENSG00000100012			Sec14l3 (MGI:3617848)
chr22	30488902	30505695	22q12	22q12.2	612825	SEC14L4, TAP3	SEC14-like lipid-binding protein 4	SEC14L4	284904	ENSG00000133488			Sec14l4 (MGI:2144095)
chr22	30554635	30574665	22q12.2	22q12.2	602300	GAL3ST1, CST	Galactose-3-O-sulfotransferase 1	GAL3ST1	9514	ENSG00000128242			Gal3st1 (MGI:1858277)
chr22	30576625	30607013	22q12.1	22q12.2	605819	PES1, PES	Pescadillo ribosomal biogenesis factor 1	PES1	23481	ENSG00000100029			Pes1 (MGI:1890613)
chr22	30607174	30627271	22q11.2-qter	22q12.2	613441	TCN2, TC2	Transcobalamin II	TCN2	6948	ENSG00000185339	linked to P1	Transcobalamin II deficiency, 275350 (3), Autosomal recessive	Tcn2 (MGI:98534)
chr22	30652051	30667875	22q12.2	22q12.2	611446	DUSP18	Dual-specificity phosphatase 18	DUSP18	150290	ENSG00000167065			Dusp18 (MGI:1922469)
chr22	30693782	30907813	22q12	22q12.2	606729	OSBP2, ORP4, KIAA1664	Oxysterol-binding protein 2	OSBP2	23762	ENSG00000184792			Osbp2 (MGI:1921559)
chr22	30925130	30968774	22q12.2	22q12.2	616661	MORC2, ZCW3, ZCWCC1, KIAA0852, CMT2Z, DIGFAN	MORC family CW-type zinc finger protein 2	MORC2	22880	ENSG00000133422		Charcot-Marie-Tooth disease, axonal, type 2Z, 616688 (3), Autosomal dominant; Developmental delay, impaired growth, dysmorphic facies, and axonal neuropathy, 619090 (3), Autosomal dominant	Morc2a,Morc2b (MGI:1921772,MGI:3045293)
chr22	30969265	30979395	22q12.2	22q12.2	614971	TUG1	Taurine-upregulated gene 1, noncoding	TUG1	55000	ENSG00000253352			Tug1 (MGI:2144114)
chr22	31064118	31104624	22q12.3	22q12.2	602127	SMTN	Smoothelin	SMTN	6525	ENSG00000183963			Smtn (MGI:1354727)
chr22	31104777	31107568	22q12.2	22q12.2	610918	SELENOM, SELM, SEPM	Selenoprotein M	SELENOM	140606	ENSG00000198832			Selenom (MGI:2149786)
chr22	31122614	31134697	22q11.2-q13.2	22q12.2	606481	INPP5J, PIB5PA, PIPP	Inositol polyphosphate-5-phosphatase J	INPP5J	27124	ENSG00000185133			Inpp5j (MGI:2158663)
chr22	31134807	31140508	22q11.2-q13.2	22q12.2	611651	PLA2G3, SPLA2III	Phospholipase A2, group III	PLA2G3	50487	ENSG00000100078			Pla2g3 (MGI:2444945)
chr22	31160182	31207019	22q12.2	22q12.2	620096	RNF185	RING finger protein 185	RNF185	91445	ENSG00000138942			Rnf185 (MGI:1922078)
chr22	31212298	31280080	22q12.2	22q12.2	601988	LIMK2	LIM domain kinase 2	LIMK2	3985	ENSG00000182541			Limk2 (MGI:1197517)
chr22	31281593	31292534	22q12.2	22q12.2	619158	PIK3IP1	Phosphatidylinositol 3-kinase-interacting protein 1	PIK3IP1	113791	ENSG00000100100			Pik3ip1 (MGI:1917016)
chr22	31325804	31346346	22q12	22q12.2	605165	ZNF278, PATZ, MAZR	Zinc finger protein-278	PATZ1	23598	ENSG00000100105			Patz1 (MGI:1891832)
chr22	31399604	31434452	22q12.2	22q12.2	603952	DRG1, NEDD3, TANALS	Developmentally regulated GTP-binding protein 1	DRG1	4733	ENSG00000185721		Tan-Almurshedi syndrome, 620641 (3), Autosomal recessive	Drg1 (MGI:1343297)
chr22	31436963	31493568	22q11.2	22q12.2	607445	EIF4ENIF1	Eukaryotic translation initiation factor 4E nuclear import factor 1	EIF4ENIF1	56478	ENSG00000184708			Eif4enif1 (MGI:1921453)
chr22	31496139	31618588	22q12.2	22q12.2	612765	SFI1, KIAA0542	SFI1 centrin-binding protein	SFI1	9814	ENSG00000198089			Sfi1 (MGI:1926137)
chr22	31618491	31662564	22q12	22q12.2	612770	PISD, PSD, PSSC, LIBF	Phosphatidylserine decarboxylase	PISD	23761	ENSG00000241878		Liberfarb syndrome, 618889 (3), Autosomal recessive	Pisd (MGI:2445114)
chr22	31753968	31908033	22q12.2-q12.3	22q12.2-q12.3	614191	DEPDC5, KIAA0645, FFEVF1, DEE111	DEP domain-containing protein 5	DEPDC5	9681	ENSG00000100150		Epilepsy, familial focal, with variable foci 1, 604364 (3), Autosomal dominant; Developmental and epileptic encephalopathy 111, 620504 (3), Autosomal recessive	Depdc5 (MGI:2141101)
chr22	31800001	37200000	22q12.3		609558	HPC6	Prostate cancer, hereditary, 6		100188789		between D22S1265 and D22S277	{Prostate cancer, susceptibility to}, 609558 (2)	
chr22	31800001	40600000	22q12.3-q13.1		613689	MDNS	Mammary-digital-nail syndrome		100529148		max lod at D22S277, D22S1142, D22S683, D22S283	Mammary-digital-nail syndrome, 613689 (2), Autosomal dominant	
chr22	31944535	31957603	22q12	22q12.3	113508	YWHAH, YWHA1	Tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, eta polypeptide 22	YWHAH	7533	ENSG00000128245			Ywhah (MGI:109194)
chr22	32043261	32113029	22q13.1	22q12.3	182380	SLC5A1, SGLT1	Solute carrier family 5 (sodium/glucose transporter), member 1	SLC5A1	6523	ENSG00000100170		Glucose/galactose malabsorption, 606824 (3), Autosomal recessive	Slc5a1 (MGI:107678)
chr22	32190438	32205073	22q12-q13	22q12.3	605969	RFPL2	RET finger protein-like 2	RFPL2	10739	ENSG00000128253			Rfpl4 (MGI:2149590)
chr22	32218464	32355063	22q12.3	22q12.3	618633	SLC5A4	Solute carrier family 5 (low-affinity glucose cotransporter), member 4	SLC5A4	6527	ENSG00000100191			Slc5a4a,Slc5a4b (MGI:1890478,MGI:1927848)
chr22	32354885	32361161	22q12-q13	22q12.3	605970	RFPL3	RET finger protein-like 3	RFPL3	10738	ENSG00000128276			Rfpl4 (MGI:2149590)
chr22	32359906	32371264	22q12-q13	22q12.3	605971	RFPL3S	Ret finger protein-like 3, antisense	RFPL3S	10737	ENSG00000205853			
chr22	32387582	32412247	22q12.3	22q12.3	613901	RTCB, C22orf28, HSPC117	RNA 2-prime, 3-prime cyclic phosphate and 5-prime-OH ligase	RTCB	51493	ENSG00000100220			Rtcb (MGI:106379)
chr22	32413845	32464446	22q13	22q12.3	614109	BPIFC, BPIL2	BPI fold-containing protein, family C	BPIFC	254240	ENSG00000184459			Bpifc (MGI:3026884)
chr22	32474811	32498829	22q12-q13	22q12.3	605648	FBXO7, FBX7, FBX, PKPS, PARK15	F-box only protein 7	FBXO7	25793	ENSG00000100225		Parkinson disease 15, autosomal recessive, 260300 (3), Autosomal recessive	Fbxo7 (MGI:1917004)
chr22	32507820	33058381	22q12.3	22q12.3	602705	SYN3	Synapsin III	SYN3	8224	ENSG00000185666	?relation to schizophrenia		Syn3 (MGI:1351334)
chr22	32801705	32863041	22q12.1-q13.2	22q12.3	188826	TIMP3, SFD	Tissue inhibitor of metalloproteinase-3	TIMP3	7078	ENSG00000100234		Sorsby fundus dystrophy, 136900 (3), Autosomal dominant	Timp3 (MGI:98754)
chr22	33066663	33922824	22q12.3-q13.1	22q12.3	603590	LARGE, KIAA0609, MDC1D, MDDGA6, MDDGB6	Acetylglucosaminyltransferase-like protein	LARGE1	9215	ENSG00000133424		Muscular dystrophy-dystroglycanopathy (congenital with impaired intellectual development), type B, 6, 608840 (3), Autosomal recessive; Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 6, 613154 (3), Autosomal recessive	Large1 (MGI:1342270)
chr22	35066158	35087387	22q12.3	22q12.3	612019	ISX, RAXLX	Intestine-specific homeobox	ISX	91464	ENSG00000175329			Isx (MGI:1918847)
chr22	35241536	35295807	22q13.1	22q12.3	604702	HMGXB4, HMG2L1	HMG box domain-containing 4	HMGXB4	10042	ENSG00000100281			Hmgxb4 (MGI:1918073)
chr22	35299275	35347973	22q13.1	22q12.3	604700	TOM1, IMD85	Target of MYB1 membrane trafficking protein	TOM1	10043	ENSG00000100284	mutation identified in 1 IMD85 family	?Immunodeficiency 85 and autoimmunity, 619510 (3), Autosomal dominant	Tom1 (MGI:1338026)
chr22	35381096	35394207	22q12	22q12.3	141250	HMOX1, HMOX1D	Heme oxygenase 1	HMOX1	3162	ENSG00000100292		Heme oxygenase-1 deficiency, 614034 (3), Autosomal recessive; {Pulmonary disease, chronic obstructive, susceptibility to}, 606963 (3)	Hmox1 (MGI:96163)
chr22	35400140	35455031	22q13.1	22q12.3	602696	MCM5, CDC46, MGORS8	Minichromosome maintenance complex component 5	MCM5	4174	ENSG00000100297	mutation identified in 1 MGORS8 patient	?Meier-Gorlin syndrome 8, 617564 (3), Autosomal recessive	Mcm5 (MGI:103197)
chr22	35532806	35553999	22q12.3	22q12.3	612842	RASD2, RHES, TEM2	RASD family, member 2	RASD2	23551	ENSG00000100302			Rasd2 (MGI:1922391)
chr22	35606764	35623354	22q11.2-q13	22q12.3	160000	MB, MYOSB	Myoglobin	MB	4151	ENSG00000198125		Myopathy, sarcoplasmic body, 620286 (3), Autosomal dominant	Mb (MGI:96922)
chr22	35648446	35668404	22q12.3	22q12.3	607256	APOL6	Apolipoprotein L6	APOL6	80830	ENSG00000221963			Apol6 (MGI:1919189)
chr22	35708424	35729483	22q12.3	22q12.3	607255	APOL5	Apolipoprotein L5	APOL5	80831	ENSG00000128313			
chr22	35738736	36028824	22q13.1	22q12.3	612149	RBFOX2, RBM9, FOX2, RTA	RNA binding protein, fox-1 homolog 2	RBFOX2	23543	ENSG00000100320			Rbfox2 (MGI:1933973)
chr22	36140323	36166177	22q12.3	22q12.3	607253	APOL3	Apolipoprotein L3	APOL3	80833	ENSG00000128284			Apol8 (MGI:2444921)
chr22	36189128	36204833	22q12.3	22q12.3	607254	APOL4	Apolipoprotein L4	APOL4	80832	ENSG00000100336		{Schizophrenia}, 181500 (1), Autosomal dominant	Apol8 (MGI:2444921)
chr22	36226209	36239954	22q12.3	22q12.3	607252	APOL2	Apolipoprotein L2	APOL2	23780	ENSG00000128335		{Schizophrenia}, 181500 (1), Autosomal dominant	Apol10a,Apol10b,Apol11b,Apol7a,Apol7b,Apol7c,Apol7e,Apol8,Apol9a,Apol9b (MGI:1919148,MGI:1920912,MGI:1923011,MGI:2444921,MGI:3036238,MGI:3036248,MGI:3043522,MGI:3583950,MGI:3606001,MGI:3704456)
chr22	36253133	36267525	22q12.3	22q12.3	603743	APOL1, FSGS4	Apolipoprotein L1	APOL1	8542	ENSG00000100342		{Glomerulosclerosis, focal segmental, 4, susceptibility to}, 612551 (3), Autosomal dominant	Apol10a,Apol10b,Apol11a,Apol11b,Apol8,Apol9a,Apol9b (MGI:1919148,MGI:2444921,MGI:3036238,MGI:3036248,MGI:3043522,MGI:3606001,MGI:3649094)
chr22	36281280	36387967	22q11.2	22q12.3	160775	MYH9, MHA, FTNS, DFNA17, BDPLT6, MATINS	Myosin, heavy polypeptide-9, nonmuscle	MYH9	4627	ENSG00000100345		Macrothrombocytopenia and granulocyte inclusions with or without nephritis or sensorineural hearing loss, 155100 (3), Autosomal dominant; Deafness, autosomal dominant 17, 603622 (3), Autosomal dominant	Myh9 (MGI:107717)
chr22	36467046	36481640	22q12.3	22q12.3	609063	TXN2, TRX2, MTRX, COXPD29	Thioredoxin 2	TXN2	25828	ENSG00000100348	mutation identified in 1 COXPD29 patient	?Combined oxidative phosphorylation deficiency 29, 616811 (3), Autosomal recessive	Txn2 (MGI:1929468)
chr22	36487190	36507040	22q12.3	22q12.3	613777	FOXRED2, ERFAD	FAD-dependent oxidoreductase domain-containing protein 2	FOXRED2	80020	ENSG00000100350			Foxred2 (MGI:106315)
chr22	36510855	36529166	22q13.1	22q12.3	603915	EIF3D, EIF3S7	Eukaryotic translation initiation factor 3, subunit D	EIF3D	8664	ENSG00000100353			Eif3d (MGI:1933181)
chr22	36560857	36703752	22q13.1	22q12.3	602911	CACNG2, MRD10	Calcium channel, voltage-dependent, gamma-2 subunit (stargazin)	CACNG2	10369	ENSG00000166862	mutation identified one MRD10 patient	?Intellectual developmental disorder, autosomal dominant 10, 614256 (3), Autosomal dominant	Cacng2 (MGI:1316660)
chr22	36758211	36776119	22q12.3	22q12.3	615870	IFT27, RABL4, BBS19	Intraflagellar transport 27	IFT27	11020	ENSG00000100360		Bardet-Biedl syndrome 19, 615996 (3), Autosomal recessive	Ift27 (MGI:1914292)
chr22	36800703	36819499	22q12-q13.1	22q12.3	168890	PVALB	Parvalbumin	PVALB	5816	ENSG00000100362	?role in DiGeorge syndrome		Pvalb (MGI:97821)
chr22	36861006	36878015	22q13.1	22q12.3	601488	NCF4, P40PHOX, CGD3	Neutrophil cytosolic factor-4	NCF4	4689	ENSG00000100365		Chronic granulomatous disease 3, autosomal recessive, 613960 (3), Autosomal recessive	Ncf4 (MGI:109186)
chr22	36913628	36940439	22q12.2-q13.1	22q12.3	138981	CSF2RB, SMDP5	Colony-stimulating factor-2 receptor, beta, low-affinity	CSF2RB	1439	ENSG00000100368		Surfactant metabolism dysfunction, pulmonary, 5, 614370 (3), Autosomal recessive	Csf2rb,Csf2rb2 (MGI:1339759,MGI:1339760)
chr22	37010859	37020183	22q11.2-qter	22q12.3	180370	TST, RDS	Thiosulfate sulfurtransferase (Rhodanese)	TST	7263	ENSG00000128311			Tst (MGI:98852)
chr22	37019742	37029815	22q11.2-qter	22q12.3	602496	MPST	Mercaptopyruvate sulfurtransferase	MPST	4357	ENSG00000128309			Mpst (MGI:2179733)
chr22	37051742	37063390	22q12.3	22q12.3	616386	KCTD17	Potassium channel tetramerization domain-containing protein 17	KCTD17	79734	ENSG00000100379		Dystonia 26, myoclonic, 616398 (3), Autosomal dominant	Kctd17 (MGI:1920094)
chr22	37065436	37110536	22q12-q13	22q12.3	609862	TMPRSS6, IRIDA	Transmembrane protease, serine 6 (matriptase 2)	TMPRSS6	164656	ENSG00000187045		Iron-refractory iron deficiency anemia, 206200 (3), Autosomal recessive	Tmprss6 (MGI:1919003)
chr22	37125838	37175118	22q11.2-q13	22q12.3	146710	IL2RB, IMD63	Interleukin-2 receptor, beta polypeptide	IL2RB	3560	ENSG00000100385		Immunodeficiency 63 with lymphoproliferation and autoimmunity, 618495 (3), Autosomal recessive	Il2rb (MGI:96550)
chr22	37180166	37199423	22q12.3	22q12.3	614910	C1QTNF6, CTFP6	C1q- and tumor necrosis factor-related protein 6	C1QTNF6	114904	ENSG00000133466			C1qtnf6 (MGI:1919959)
chr22	37200001	50818468	22q13		615538	DUP22q13, C22DUPq13	Chromosome 22q13 duplication syndrome					Chromosome 22q13 duplication syndrome, 615538 (4), Isolated cases	
chr22	37200001	50818468	22q13		613282	FLD1, NAFLD1	Fatty liver disease, susceptibility to, 1		100380876		associated with rs738409	{Fatty liver disease, susceptibility to, 1}, 613282 (2), Multifactorial	
chr22	37200001	50818468	22q13		610873	MENAQ1	Menarche, age at, QTL 1		100188822		max lod at UT7136	{Menarche, age at, QTL}, 610873 (2)	
chr22	37200001	50818468	22q13		612417	NRCLP4	Narcolepsy 4		100216484		associated with rs5770917	{Narcolepsy 4}, 612417 (2)	
chr22	37204237	37220548	22q13.1	22q13.1	182453	SSTR3	Somatostatin receptor-3	SSTR3	6753	ENSG00000278195			Sstr3 (MGI:98329)
chr22	37225270	37244269	22q12.3-q13.2	22q13.1	602049	RAC2, IMD73A, IMD73B, IMD73C	Rac family small GTPase 2	RAC2	5880	ENSG00000128340	mutation identified in 1 IMD73C family	Immunodeficiency 73A with defective neutrophil chemotaxix and leukocytosis, 608203 (3), Autosomal dominant; ?Immunodeficiency 73C with defective neutrophil chemotaxis and hypogammaglobulinemia, 618987 (3), Autosomal recessive; Immunodeficiency 73B with defective neutrophil chemotaxis and lymphopenia, 618986 (3), Autosomal dominant	Rac2 (MGI:97846)
chr22	37282508	37315341	22q12.3-q13.1	22q13.1	606514	CYTH4, PSCD4, CYT4	Cytohesin 4	CYTH4	27128	ENSG00000100055			Cyth4 (MGI:2441702)
chr22	37340644	37427479	22q13	22q13.1	620223	ELFN2, LRRC62, PPP1R29	Extracellular leucine-rich repeat and fibronectin type III domain-containing protein 2	ELFN2	114794	ENSG00000166897			Elfn2 (MGI:3608416)
chr22	37469063	37486384	22q12	22q13.1	602577	MFNG	Manic fringe	MFNG	4242	ENSG00000100060			Mfng (MGI:1095404)
chr22	37490362	37519415	22q13.1	22q13.1	607209	CARD10, CARMA3, BIMP1, IMD89	Caspase recruitment domain-containing protein 10	CARD10	29775	ENSG00000100065	mutation identifed in 1 IMD89 family	?Immunodeficiency 89 and autoimmunity, 619632 (3), Autosomal recessive	Card10 (MGI:2146012)
chr22	37560480	37569405	22q13.1	22q13.1	606084	CDC42EP1, MSE55, BORG5, CEP1	CDC42 effector protein 1	CDC42EP1	11135	ENSG00000128283			Cdc42ep1 (MGI:1929763)
chr22	37570248	37580087	22q13.1	22q13.1	150571	LGALS2	Lectin, galactoside-binding, soluble, 2	LGALS2	3957	ENSG00000100079		{Myocardial infarction, susceptibility to}, 608446 (3)	Lgals2 (MGI:895068)
chr22	37608834	37633564	22q13.31	22q13.1	606004	GGA1	Golgi associated, gamma adaptin ear containing, ARF binding protein 1	GGA1	26088	ENSG00000100083			Gga1 (MGI:2146207)
chr22	37639669	37656117	22q13.1	22q13.1	617368	SH3BP1, ARHGAP43, BGIN	SH3 domain-binding protein 1	SH3BP1	23616	ENSG00000100092			Sh3bp1 (MGI:104603)
chr22	37658723	37666932	22q13.1	22q13.1	609246	PDXP, CIN	Pyridoxal phosphatase	PDXP	57026	ENSG00000241360			Pdxp (MGI:1919282)
chr22	37675636	37679802	22q12-q13.1	22q13.1	150570	LGALS1	Lectin, galactose-binding, soluble, 1	LGALS1	3956	ENSG00000100097			Lgals1 (MGI:96777)
chr22	37697048	37776556	22q13.1	22q13.1	609761	TRIOBP, KIAA1662	Trio- and F-actin-binding protein	TRIOBP	11078	ENSG00000100106		Deafness, autosomal recessive 28, 609823 (3), Autosomal recessive	Triobp (MGI:1349410)
chr22	37805229	37807432	22q13.1	22q13.1	142708	H1F0, H1FV	H1 histone family, member 0	H1-0	3005	ENSG00000189060			H1f0 (MGI:95893)
chr22	37807934	37817183	22q12-q13	22q13.1	607422	GCAT, KBL	Glycine C-acetyltransferase	GCAT	23464	ENSG00000100116			Gcat (MGI:1349389)
chr22	37823382	37825485	22q13.1	22q13.1	603692	GALR3	Galanin receptor 3	GALR3	8484	ENSG00000128310			Galr3 (MGI:1329003)
chr22	37830855	37849341	22q13.1	22q13.1	613383	ANKRD54, LIAR	Ankyrin repeat domain-containing protein 54	ANKRD54	129138	ENSG00000100124			Ankrd54 (MGI:2444209)
chr22	37847678	37847774	22q13.1	22q13.1	613556	MIR659	Micro RNA 659	MIR659	724029	ENSG00000207696			
chr22	37849419	37889407	22q13.1	22q13.1	619197	EIF3L, HSPC021	Eukaryotic translation initiation factor 3, subunit L	EIF3L	51386	ENSG00000100129			Eif3l (MGI:2386251)
chr22	37906297	37942822	22q13.1	22q13.1	619563	MICALL1	MICAL-like protein	MICALL1	85377	ENSG00000100139			Micall1 (MGI:105870)
chr22	37943050	37953669	22q13.1	22q13.1	619678	C22orf23	Chromosome 22 open reading frame 23	C22orf23	84645	ENSG00000128346			1700088E04Rik (MGI:1920774)
chr22	37953663	38041915	22q13.1	22q13.1	604414	POLR2F	Polymerase II, RNA, subunit F	POLR2F	5435	ENSG00000100142			Polr2f (MGI:1349393)
chr22	37972312	37984555	22q13	22q13.1	602229	SOX10, WS4, WS4C, PCWH	SRY (sex-determining region Y)-box-10	SOX10	6663	ENSG00000100146	megacolon and spotting in mice	Waardenburg syndrome, type 4C, 613266 (3), Autosomal dominant; PCWH syndrome, 609136 (3), Autosomal dominant; Waardenburg syndrome, type 2E, with or without neurologic involvement, 611584 (3), Autosomal dominant	Sox10 (MGI:98358)
chr22	38057255	38075701	22q12.3-q13.2	22q13.1	605926	PICK1, PRKCABP	Protein interacting with C kinase 1	PICK1	9463	ENSG00000100151			Pick1 (MGI:894645)
chr22	38078137	38084184	22q12.3-q13.2	22q13.1	610409	SLC16A8, MCT3	Solute carrier family 16 (monocarboxylic acid transporter), member 8	SLC16A8	23539	ENSG00000100156			Slc16a8 (MGI:1929519)
chr22	38084900	38110967	22q13.1	22q13.1	617536	BAIAP2L2, PINKBAR	Bai1-associated protein 2-like 2	BAIAP2L2	80115	ENSG00000128298			Baiap2l2 (MGI:2652819)
chr22	38111495	38181830	22q13.1	22q13.1	603604	PLA2G6, IPLA2, INAD1, NBIA2B, NBIA2A, PARK14	Phospholipase A2, group VI	PLA2G6	8398	ENSG00000184381		Parkinson disease 14, autosomal recessive, 612953 (3), Autosomal recessive; Neurodegeneration with brain iron accumulation 2B, 610217 (3), Autosomal recessive; Infantile neuroaxonal dystrophy 1, 256600 (3), Autosomal recessive	Pla2g6 (MGI:1859152)
chr22	38201994	38216511	22q12.2-q13.2	22q13.1	604877	MAFF	MAF bZIP transcription factor F	MAFF	23764	ENSG00000185022			Maff (MGI:96910)
chr22	38290691	38318084	22q12-q13	22q13.1	600863	CSNK1E	Casein kinase-1, epsilon	CSNK1E	1454	ENSG00000213923			Csnk1e (MGI:1351660)
chr22	38426327	38455199	22q13.1	22q13.1	600504	KCNJ4, HIR	Potassium inwardly-rectifying channel, subfamily J, member 4	KCNJ4	3761	ENSG00000168135			Kcnj4 (MGI:104743)
chr22	38468096	38483447	22q13.1	22q13.1	619900	KDELR3, ERD23	KDEL endoplasmic reticulum protein retention receptor 3	KDELR3	11015	ENSG00000100196			Kdelr3 (MGI:2145953)
chr22	38483438	38506311	22q13.1	22q13.1	608469	DDX17, RH70, P72	DEAD-box helicase 17	DDX17	10521	ENSG00000100201			Ddx17 (MGI:1914290)
chr22	38509147	38570183	22q13.1	22q13.1	602721	DMC1, LIM15	DNA meiotic recombinase 1	DMC1	11144	ENSG00000100206			Dmc1 (MGI:105393)
chr22	38656638	38673850	22q12-q13	22q13.1	607757	CBY1, C22orf2	Chibby family, member 1	CBY1	25776	ENSG00000100211			Cby1 (MGI:1920989)
chr22	38681957	38685421	22q12-q13	22q13.1	607046	TOMM22, TOM22	Translocase of outer mitochondrial membrane 22	TOMM22	56993	ENSG00000100216			Tomm22 (MGI:2450248)
chr22	38685543	38701403	22q13.1	22q13.1	615323	JOSD1, KIAA0063	Josephin domain-containing protein 1	JOSD1	9929	ENSG00000100221			Josd1 (MGI:1921408)
chr22	38705944	38743115	22q12-q13.1	22q13.1	602245	GTPBP1, GP1	GTP-binding protein 1	GTPBP1	9567	ENSG00000100226			Gtpbp1 (MGI:109443)
chr22	38734734	38755998	22q12-q13	22q13.1	613569	SUN2, UNC84B, KIAA0668	SAD1 and UNC84 domain-containing protein 2	SUN2	25777	ENSG00000100242			Sun2 (MGI:2443011)
chr22	38778508	38794143	22q13.1	22q13.1	610565	DNAL4, MRMV3	Dynein, axonemal, light chain 4	DNAL4	10126	ENSG00000100246	mutation identified in 1 MRMV3 family	?Mirror movements 3, 616059 (3), Autosomal recessive	Dnal4 (MGI:1859217)
chr22	38818452	38844028	22q13.1	22q13.1	609474	NPTXR	Neuronal pentrasin receptor	NPTXR	23467	ENSG00000221890			Nptxr (MGI:1920590)
chr22	38861422	38872216	22q13.1	22q13.1	617438	CBX6	Chromobox 6	CBX6	23466	ENSG00000183741			Cbx6 (MGI:3512628)
chr22	38957609	38963184	22q13	22q13.1	607109	APOBEC3A, PHRBN	Apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3A (phorbolin 1)	APOBEC3A	200315	ENSG00000128383			
chr22	38982347	38992779	22q13	22q13.1	607110	APOBEC3B, PHRBNL	Apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3B	APOBEC3B	9582	ENSG00000179750			Apobec3 (MGI:1933111)
chr22	39014257	39020352	22q13	22q13.1	607750	APOBEC3C	Apolipoprotein B mRNA-editing enzyme, catalytic polypeptide-like 3C	APOBEC3C	27350	ENSG00000244509			Apobec3 (MGI:1933111)
chr22	39021127	39033277	22q13.1	22q13.1	609900	APOBEC3D	Apolipoprotein B mRNA-editing enzyme, catalytic polypeptide-like 3D	APOBEC3D	140564	ENSG00000243811			Apobec3 (MGI:1933111)
chr22	39040864	39055972	22q12-q13.2	22q13.1	608993	APOBEC3F	Apolipoprotein B mRNA-editing enzyme, catalytic polypeptide-like 3F	APOBEC3F	200316	ENSG00000128394			Apobec3 (MGI:1933111)
chr22	39077005	39087743	22q12-q13.2	22q13.1	607113	APOBEC3G, MDS019, CEM15, FLJ12740	Apolipoprotein B mRNA-editing enzyme, catalytic polypeptide-like 3G	APOBEC3G	60489	ENSG00000239713			Apobec3 (MGI:1933111)
chr22	39097244	39104067	22q13.1	22q13.1	610976	APOBEC3H, ARP10	Apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3H	APOBEC3H	164668	ENSG00000100298			
chr22	39130772	39152680	22q13.1	22q13.1	608457	CBX7	Chromobox 7	CBX7	23492	ENSG00000100307			Cbx7 (MGI:1196439)
