n.org_name,Country,zip_code,state,County,city
"""PHOENIX VA HEALTH CARE SYSTEM""",,,,,
"""TEL-AVIV SOURASKY MEDICAL CENTER""",,,,,
"""SAGE THERAPEUTICS, INC.""",,,,,
"""ARTANN LABORATORIES, INC.""",,,,,
"""PNA CENTER FOR NEUROLOGICAL RESEARCH""",,,,,
"""COLLEGE OF ENVIRONMENTAL SCI & FORESTRY""",,,,,
"""UNIVERSITY OF THE FREE STATE""",South Africa,9301,Free State,Mangaung Metropolitan Municipality,Bloemfontein
"""ADDIS ABABA UNIVERSITY""",ኢትዮጵያ,አዲስ አበባ,አዲስ አበባ / Addis Ababa,Akaki Kaliti,Akaki Beseka
"""REDEEMER'S UNIVERSITY""",,,,,
"""SALUS UNIVERSITY""",United States,19027,Pennsylvania,Montgomery County,Cheltenham Township
"""KATHOLIEKE UNIVERSITEIT LEUVEN""",België / Belgique / Belgien,2000,Vlaanderen,Antwerpen,Linkeroever
"""MAX BIOPHARMA, INC.""",,,,,
"""DAYSAI BIOPHARMACEUTICALS, INC.""",,,,,
"""NYMIRUM, INC.""",,,,,
"""RETROJECT, INC.""",,,,,
"""CT RESOURCES, INC.""",,,,,
"""LEUKOGENE THERAPEUTICS, INC.""",,,,,
"""CORTICOMETRICS, LLC""",,,,,
"""AXIOS BIOSCIENCES""",,,,,
"""EXTEND BIOSCIENCES, INC.""",,,,,
"""PRASAN PHARMACEUTICAL CONSULTANTS, LLC""",,,,,
"""HAPLOMICS, INC.""",,,,,
"""CARMOT THERAPEUTICS, INC.""",,,,,
"""NEUROENABLING TECHNOLOGIES, INC.""",,,,,
"""PACIFIC BIOSCIENCES OF CALIFORNIA, INC.""",,,,,
"""CALISTA THERAPEUTICS, INC.""",,,,,
"""RXGEN, INC.""",,,,,
"""AGGAMIN PHARMACEUTICALS, LLC""",,,,,
"""XFIBRA, LLC""",,,,,
"""THE MIND RESEARCH NETWORK""",,,,,
"""NATIONAL PKU ALLIANCE""",,,,,
"""A AND G PHARMACEUTICAL, INC.""",,,,,
"""ALEXION PHARMA INTERNATIONAL SARL""",,,,,
"""GINER, INC.""",,,,,
"""DIAGNOLOGIX, LLC""",,,,,
"""NOVATARG, INC.""",,,,,
"""THERAGNOSTIC TECHNOLOGIES, INC.""",,,,,
"""MANIPAL ACADEMY OF HIGHER EDUCATION""",India,560064,Karnataka,Bengaluru Urban,Yelahanka taluku
"""AFRICAN FIELD EPIDEMIOLOGY NETWORK, LTD""",,,,,
"""NATIONAL INSTITUTE OF MH & NEUROSCIENCES""",,,,,
"""NATIONAL INSTITUTE OF NURSING RESEARCH""",বাংলাদেশ,1214,ঢাকা বিভাগ,ঢাকা জেলা,ঢাকা মহানগর
"""RBHS-SCHOOL OF PUBLIC HEALTH""",,,,,
"""CYTOBANK, INC.""",,,,,
"""SCIENCE APPLICATIONS INTE""",,,,,
"""OMM SCIENTIFIC, INC.""",,,,,
"""TULANE UNIVERSITY""",United States,70118,Louisiana,Orleans Parish,New Orleans
"""RXBIO, INC.""",,,,,
"""TRANSLATIONAL SCIENCE""",United States,87131,New Mexico,Bernalillo County,Albuquerque
"""MGH INSTITUTE OF HEALTH PROFESSIONS""",United States,02129,Massachusetts,Suffolk County,Boston
"""LOCKHEED MARTIN MGMT  SYS DESIGNERS, INC""",,,,,
"""NOVA SOUTHEASTERN UNIVERSITY""",United States,33328,Florida,Broward County,Davie
"""XORAN TECHNOLOGIES, LLC""",,,,,
"""ALBERT EINSTEIN COLLEGE OF MEDICINE, INC""",,,,,
"""VANDERBILT UNIVERSITY MEDICAL CENTER""",United States,37232,Tennessee,Middle Tennessee,Davidson County
"""COASTAL MARINE BIOLABS""",United States,93002,California,Ventura County,San Buenaventura (Ventura)
"""SPINNAKER BIOSCIENCES, INC.""",,,,,
"""BOSTON CHILDREN'S HOSPITAL""",United States,02115,Massachusetts,Suffolk County,Boston
"""BOTSWANA BAYLOR CHILD/CLINCAL CTR/EXCELL""",,,,,
"""INTEZYNE TECHNOLOGIES, LLC""",,,,,
"""UNIVERSITY OF TEXAS MED BR GALVESTON""",,,,,
"""HAWAII STATE DEPARTMENT OF HEALTH -- ALCOHOL AND DRUG ABUSE DIVISION""",,,,,
"""NC STATE DEPT/HLTH & HUMAN SERVICES""",,,,,
"""BIOFIRE DEFENSE, LLC.""",,,,,
"""COGNITION THERAPEUTICS, INC.""",,,,,
"""NRG ONCOLOGY FOUNDATION, INC.""",,,,,
"""PENNSYLVANIA DRUG DISCOVERY INSTITUTE""",,,,,
"""CENTRE/AIDS PROGRAMME/RES/SOUTH AFRICA""",,,,,
"""FUNDACAO OSWALDO CRUZ""",Brasil,09571-380,Região Sudeste,São Paulo,Região Metropolitana de São Paulo
"""TB BIOSICENCES, INC.""",,,,,
"""AUGUSTA UNIVERSITY""",United States,30912,Georgia,Richmond County,Augusta
"""MISSOURI UNIVERSITY/SCIENCE & TECHNOLOGY""",United States,65409,Missouri,Phelps County,Rolla
"""AVRYGEN CORPORATION""",,,,,
"""VISIONQUEST BIOMEDICAL, LLC""",,,,,
"""TETRAGENE, LLC""",,,,,
"""SIRNAX, INC.""",,,,,
"""BIOAXONE BIOSCIENCES, INC.""",,,,,
"""INNOSENSE, LLC""",,,,,
"""METHEOR THERAPEUTICS CORPORATION""",,,,,
"""MSP CORPORATION""",Россия,109074,Центральный федеральный округ,Москва,Таганский район
"""CYTEIR THERAPEUTICS, INC.""",,,,,
"""CERAMIDE THERAPEUTICS, LLC""",,,,,
"""CRINETICS PHARMACEUTICALS, INC.""",,,,,
"""EPIGEN BIOSCIENCES, INC.""",,,,,
"""CERRX, INC.""",,,,,
"""MYOLEX, INC.""",,,,,
"""SEVIDENT, INC.""",,,,,
"""INFLAMACORE, LLC""",,,,,
"""LUCERNA, INC.""",,,,,
"""WASATCH MICROFLUIDICS""",,,,,
"""PRIMITY, INC.""",,,,,
"""BIOO SCIENTIFIC CORPORATION""",,,,,
"""ANVIL BIOSCIENCES, LLC""",,,,,
"""VIDRIO TECHNOLOGIES, LLC""",,,,,
"""INTERNATIONAL CENTRE OF INSECT PHYSIOLOG""",,,,,
"""PROVIDENCE COLLEGE""",United States,02918,Rhode Island,Providence County,Providence
"""EMMANUEL COLLEGE""",United Kingdom,CB2 3AP,England,Cambridgeshire and Peterborough,Cambridgeshire
"""MAPP BIOPHARMACEUTICAL, INC.""",,,,,
"""UNIVERSITY HOSPITAL BASEL""",,,,,
"""DNATRIX, INC.""",,,,,
"""MERCURY THERAPEUTICS. INC.""",,,,,
"""EMOTED, INC.""",,,,,
"""SERAPH ROBOTICS, INC.""",,,,,
"""EXICURE, INC.""",,,,,
"""LAMBDAVISION, INC.""",,,,,
"""RECOMBINETICS, INC.""",,,,,
"""SCYNEXIS, INC.""",,,,,
"""AI BIOSCIENCES, INC.""",,,,,
"""EMMYON, INC.""",,,,,
"""DIGNIFY THERAPEUTICS, LLC""",,,,,
"""SOPHIA BIOSCIENCE, INC.""",,,,,
"""ORICULA THERAPEUTICS, LLC""",,,,,
"""ANTEGRIN THERAPEUTICS, LLC""",,,,,
"""CUREVEDA, LLC""",,,,,
"""SOLANO PHARMACEUTICALS, INC.""",,,,,
"""ARISAN THERAPEUTICS, INC.""",,,,,
"""CRESTONE, INC.""",,,,,
"""HARO PHARMACEUTICAL, INC.""",,,,,
"""LUCEOME BIOTECHNOLOGIES, LLC""",,,,,
"""NOVALEX THERAPEUTICS, INC.""",,,,,
"""IMMUNO TECHNOLOGIES, INC.""",,,,,
"""INLIGHTA BIOSCIENCES, LLC""",,,,,
"""ONCOFACTOR CORPORATION""",,,,,
"""VULINTUS, LLC""",,,,,
"""NUVOX PHARMA, LLC""",,,,,
"""NIRVANA SCIENCES, INC.""",,,,,
"""COLORADO ALPHAHERPESVIRUS LATENCY SOCIET""",,,,,
"""NATIONAL OSTEOPOROSIS FOUNDATION""",,,,,
"""KIROMIC, INC.""",,,,,
"""TEXAS CHRISTIAN UNIVERSITY""",United States,76109,Texas,Tarrant County,Fort Worth
"""OGENX THERAPEUTICS CORPORATION""",,,,,
"""BIOTHERA""",Brasil,18075-042,Região Sudeste,São Paulo,Região Metropolitana de Sorocaba
"""REVERAGEN BIOPHARMA, INC.""",,,,,
"""EDUARDO MONDLANE UNIVERSITY""",Moçambique,0101-06,Cidade de Maputo,Distrito Municipal de KaMpfumu,Coop
"""CAPRICOR, INC.""",,,,,
"""STRATTON VETERANS ADMIN MEDICAL CENTER""",,,,,
"""KAISER FOUNDATION HEALTH PLAN OF WASHINGTON""",,,,,
"""SILVER LAKE RESEARCH CORPORATION""",,,,,
"""HALCYON BIOMEDICAL, INC.""",,,,,
"""DAKTARI DIAGNOSTICS, INC.""",,,,,
"""FARUS, LLC""",,,,,
"""MIRIMUS, INC.""",,,,,
"""PHOENIX NEST, INC.""",,,,,
"""BMSEED, LLC""",,,,,
"""CUMBERLAND PHARMACEUTICALS, INC.""",,,,,
"""MARROWSOURCE THERAPEUTICS INTERNATIONAL""",,,,,
"""E AND B TECHNOLOGIES, LLC""",,,,,
"""REXCEPTOR, INC.""",,,,,
"""ENDURX PHARMACEUTICALS, INC.""",,,,,
"""VETTORE, LLC""",,,,,
"""ISENSE, LLC""",,,,,
"""RARECYTE, INC.""",,,,,
"""INVIVOSCIENCES, INC.""",,,,,
"""NUBAD, LLC""",,,,,
"""SONG DIAGNOSTIC RESEARCH, LLC""",,,,,
"""ADEPTHERA, LLC""",,,,,
"""GRADIENT BIOMODELING, LLC""",,,,,
"""3P BIOTECHNOLOGIES, INC.""",,,,,
"""ABZYME THERAPEUTICS, LLC""",,,,,
"""STRYKAGEN CORPORATION""",,,,,
"""AVATAR MEDICAL, LLC""",,,,,
"""CALASIA PHARMACEUTICALS, INC.""",,,,,
"""NOVORON BIOSCIENCE, INC.""",,,,,
"""RASHMIVU, LLC""",,,,,
"""STEMSYNERGY THERAPEUTICS, INC.""",,,,,
"""SIGRAY, INC.""",,,,,
"""ADVANCED RNA TECHNOLOGIES, LLC""",,,,,
"""ATHARVA, LLC""",,,,,
"""IQ MEDICAL IMAGING, LLC""",,,,,
"""DXDISCOVERY, INC.""",,,,,
"""SORRENTO THERAPEUTICS, INC.""",,,,,
"""NORTHSIDE HOSPITAL ATLANTA""",United States,30342,Georgia,Fulton County,Atlanta
"""UNIVERSITY OF WASHINGTON:""",United States,98195,Washington,King County,Seattle
"""PRIME BIO, INC.""",,,,,
"""CONFLUENCE LIFE SCIENCES, LLC""",,,,,
"""BIOCREDE, INC.""",,,,,
"""MEDICAL GUIDANCE SYSTEMS, LLC""",,,,,
"""INVENIO IMAGING INC.""",,,,,
"""CURTANA PHARMACEUTICALS, INC.""",,,,,
"""CAPTOZYME, INC.""",,,,,
"""PHILADELPHIA CITY DEPT OF PUBLIC HEALTH""",,,,,
"""KANSAS CITY UNIV OF MEDICINE/BIOSCIENCES""",United States,64106,Missouri,Jackson County,Kansas City
"""MEDGENE LABS""",,,,,
"""KIYATEC, INC.""",,,,,
"""BLAZE BIOSCIENCE, INC.""",,,,,
"""AQUARIUS BIOTECHNOLOGIES, INC.""",,,,,
"""METALLOPHARM, LLC""",,,,,
"""MURDOCH CHILDREN'S RESEARCH INSTITUTE""",Australia,3052,Victoria,City of Melbourne,Melbourne
"""MICHIGAN PUBLIC HEALTH INSTITUTE""",,,,,
"""EDJ ASSOCIATES, INC.""",,,,,
"""WESTERN MICHIGAN UNIV SCHOOL OF MEDICINE""",,,,,
"""U.S. NAT'L INST/DENTAL/CRANIOFACIAL RES""",,,,,
"""UNIVERSITY OF CALIFORNIA, SAN DIEGO""",United States,92093,California,San Diego,Gilman Drive
"""EDIMER PHARMACEUTICALS, INC.""",,,,,
"""PROTEOGENOMICS RESEARCH INSTIT/SYS/ MED""",,,,,
"""SOUTHERN ARIZONA VA HEALTH CARE SYSTEM""",United States,85723,Arizona,Pima County,Tucson
"""CALVIN COLLEGE""",South Africa,1105,Limpopo,Sekhukhune District Municipality,Greater Tubatse Local Municipality
"""ONCOCEUTICS, INC.""",,,,,
"""NOVAB, INC.""",,,,,
"""APT THERAPEUTICS, INC.""",,,,,
"""DIAMIR, LLC""",,,,,
"""SOLUBLE THERAPEUTICS, INC.""",,,,,
"""ASCENDANT DIAGNOSTICS, LLC""",,,,,
"""ELEX BIOTECH, LLC""",,,,,
"""MYCOMED TECHNOLOGIES, LLC""",,,,,
"""ZALGEN LABS, LLC""",,,,,
"""ALTRAVAX, INC.""",,,,,
"""DICERNA PHARMACEUTICALS, INC.""",,,,,
"""ENERGY RESEARCH COMPANY""",,,,,
"""TETRACORE, INC.""",,,,,
"""ON TARGET LABORATORIES, LLC""",,,,,
"""POND LIFE TECHNOLOGIES, LLC""",,,,,
"""RECURSION PHARMACEUTICALS, LLC""",,,,,
"""SIGNALRX PHARMACEUTICALS, INC.""",,,,,
"""KWAZULU-NATAL RESEARCH INSTITUTE TB-HIV""",,,,,
"""MAVERIX BIOMICS, INC.""",,,,,
"""INSTITUT PASTEUR OF SHANGHAI""",,,,,
"""INFECTIOUS DISEASE SOCIETY KOTA KINABALU""",,,,,
"""KORONIS BIOMEDICAL TECHNOLOGIES CORPORAT""",,,,,
"""A'AS, INC.""",,,,,
"""STC BIOLOGICS, INC""",,,,,
"""ROCHESTER GENERAL HOSPITAL (NY)""",United States,14621,New York,Monroe County,City of Rochester
"""ALTOR BIOSCIENCE. LLC""",,,,,
"""STATE UNIVERSITY OF NEW YORK AT POTSDAM""",United States,13676,New York,Saint Lawrence County,Town of Potsdam
"""UNIVERSITAT BERN""",Schweiz/Suisse/Svizzera/Svizra,3012,Bern/Berne,Verwaltungsregion Bern-Mittelland,Verwaltungskreis Bern-Mittelland
"""BARCELONA INSTITUTE FOR GLOBAL HEALTH""",,,,,
"""CHIMERA BIOTECHNOLOGY, INC.""",,,,,
"""BIOFIRE DIAGNOSTICS, LLC""",,,,,
"""AFFINERGY, LLC""",,,,,
"""RAKTA THERAPEUTICS, INC.""",,,,,
"""AMERICAN GENE TECHNOLOGIES INTERNATIONAL""",,,,,
"""INTEGRATED BIOTHERAPEUTICS, INC.""",,,,,
"""NAVIDEA BIOPHARMACEUTICALS, INC.""",,,,,
"""BIOMIMETIX JV, LLC""",,,,,
"""TETRA DISCOVERY PARTNERS, INC.""",,,,,
"""NOVICI BIOTECH, LLC""",,,,,
"""ORPHI THERAPEUTICS, INC.""",,,,,
"""U-SCREEN DX, INC.""",,,,,
"""VENATORX PHARMACEUTICALS, INC.""",,,,,
"""ALECTOR, LLC""",,,,,
"""CROSSLIFE TECHNOLOGIES, INC.""",,,,,
"""ALGOMEDIX, INC.""",,,,,
"""KLEIN BUENDEL, INC.""",,,,,
"""BIOPICO""",,,,,
"""PHELIX THERAPEUTICS, LLC""",,,,,
"""FIREBIRD BIOMOLECULAR SCIENCES, LLC""",,,,,
"""FORGE LIFE SCIENCES, LLC""",,,,,
"""NEXGEN ARRAYS, LLC""",,,,,
"""CENTRILLION BIOSCIENCES, INC.""",,,,,
"""INSILIXA, INC.""",,,,,
"""RASOPATHIES NETWORK USA""",,,,,
"""ADVANCES IN MINERAL METABOLISM""",,,,,
"""ECOG-ACRIN MEDICAL RESEARCH FOUNDATION""",,,,,
"""CHILDREN'S CANCER THERAPY DEVELOP/INST""",,,,,
"""G V SONNY MONTGOMERY VA MEDCIAL CENTER""",,,,,
"""ATTODX, INC.""",,,,,
"""NEBRASKA ST DEPT OF HEALTH & HUMAN SERVS""",,,,,
"""MONTANA STATE DEPT/PUB HLTH & HUMAN SRVS""",,,,,
"""RHYTHM PHARMACEUTICALS, INC.""",,,,,
"""NANOSYNTH MATERIALS AND SENSORS, INC.""",,,,,
"""WHITMAN COLLEGE""",United States,99362,Washington,Walla Walla County,Walla Walla
"""SALISBURY UNIVERSITY""",United States,21801,Maryland,Wicomico County,Salisbury
"""MONTANA STATE UNIVERSITY -BILLINGS""",United States,59101,Montana,Yellowstone County,Billings
"""BUFFALO STATE COLLEGE""",United States,14213,New York,Erie County,Buffalo
"""ELIZABETH GLASER PEDIATRIC AIDS FDN""",,,,,
"""TEXAS A&M UNIVERSITY-COMMERCE""",United States,75428,Texas,Hunt County,Commerce
"""CATASSAYS""",,,,,
"""ISOPLEXIS, INC.""",,,,,
"""THRUST INTERACTIVE, INC.""",,,,,
"""OCATA THERAPEUTICS, INC.""",,,,,
"""NATIONAL CTR/TUBERCULOSIS/LEPROSIS CTRL""",,,,,
"""COGNIZANCE BIOMARKERS, LLC""",,,,,
"""HOCUSLOCUS, INC.""",,,,,
"""AZEVAN PHARMACEUTICALS, INC.""",,,,,
"""PROMUTECH PHARMACEUTICALS, INC.""",,,,,
"""ASTER LABS, INC.""",,,,,
"""SMART BIOMOLECULES, INC.""",,,,,
"""FASCURE THERAPEUTICS, LLC""",,,,,
"""NANOFIBER SOLUTIONS, LLC""",,,,,
"""INNOVATIVE BIOTHERAPIES, INC.""",,,,,
"""LAMNOTHERAPEUTICS, INC.""",,,,,
"""SELECTA BIOSCIENCES, INC.""",,,,,
"""SYMIC BIOMEDICAL, INC.""",,,,,
"""SARCOIDOSIS DIAGNOSTIC TESTING, LLC""",,,,,
"""CYTOLUMINA TECHNOLOGIES CORPORATION, INC""",,,,,
"""MEDOSOME BIOTEC, LLC""",,,,,
"""BIOINCEPT, LLC""",,,,,
"""BIOVINC, LLC""",,,,,
"""OMNIOX, INC.""",,,,,
"""SOCIETY FOR MUSCLE BIOLOGY""",,,,,
"""UNIVERSITY OF IBADAN  COLLEGE OF MEDICINE""",,,,,
"""MINNETRONIX, INC.""",,,,,
"""EMOCHA MOBILE HEALTH, INC.""",,,,,
"""BIOFLUIDICA, INC""",,,,,
"""COLORADO RESEARCH PARTNERS, LLC""",,,,,
"""NORTHEASTERN ILLINOIS UNIVERSITY""",United States,60625,Illinois,Cook County,Jefferson Township
"""NUVIANT MEDICAL INC.""",,,,,
"""OPTIKIRA, LLC""",,,,,
"""AQUILUS PHARMACEUTICALS, INC.""",,,,,
"""PERSONAL GENOME DIAGNOSTICS, INC.""",,,,,
"""BIOMARKER STRATEGIES, LLC""",,,,,
"""KDH RESEARCH AND COMMUNICATION, INC.""",,,,,
"""AQUINNAH PHARMACEUTICALS, INC.""",,,,,
"""HOUSEY PHARMACEUTICAL RESEARCH LAB""",,,,,
"""PROMENTIS PHARMACEUTICALS, INC.""",,,,,
"""GLYCOHUB, INC.""",,,,,
"""FIRSTSTRING RESEARCH, INC.""",,,,,
"""TISSUEVISION, INC.""",,,,,
"""BRAIN BIO""",,,,,
"""FUNDACIO PRIVADA INT D'VEST BIOMEDICA""",,,,,
"""SCINTILLON INSTITUTE FOR PHOTOBIOLOGY""",,,,,
"""NORTHBOUND THERAPEUTICS, INC.""",,,,,
"""PGXL TECHNOLOGIES, LLC""",,,,,
"""DETROIT R & D, INC.""",,,,,
"""GRYPHON SCIENTIFIC, LLC""",,,,,
"""AKRIVIS TECHNOLOGIES, LLC""",,,,,
"""INSTITUT FUR IMMUNBIOLOGIE/EPIGENETIK""",Deutschland,79108,Baden-Württemberg,Freiburg im Breisgau,Brühl
"""PALLADIAN PARTNERS, INC.""",,,,,
"""FUKUOKA DENTAL COLLEGE""",,,,,
"""MORGRIDGE INSTITUTE FOR RESEARCH, INC.""",,,,,
"""IDAHO VETERANS RESEARCH / EDUCATION FDN""",,,,,
"""LE MOYNE COLLEGE""",United States,13214,New York,Onondaga County,City of Syracuse
"""VA GREATER LOS ANGELES HEALTHCARE SYSTEM""",,,,,
"""LA JOLLA INSTITUTE FOR IMMUNOLOGY""",United States,92039,California,San Diego,University City
"""TEXAS SOUTHERN UNIVERSITY""",United States,77004,Texas,Harris County,Houston
"""VERSITI WISCONSIN, INC.""",,,,,
"""MICHIGAN STATE DEPARTMENT OF HEALTH AND HUMAN SERVICES""",,,,,
"""LUNDQUIST INSTITUTE FOR BIOMEDICAL INNOVATION AT HARBOR-UCLA MEDICAL CENTER""",,,,,
"""SAN FRANCISCO DEPARTMENT OF PUBLIC HEALTH""",United States,94102,California,San Francisco,Civic Center
"""MAINEHEALTH""",United States,04074,Maine,Cumberland County,Scarborough
"""BLOODWORKS""",United States,98102,Washington,King County,Seattle
"""CALIFORNIA INSTITUTE/BIOMEDICAL RESEARCH""",,,,,
"""CHEMOCENTRYX, INC.""",,,,,
"""PATH BIOANALYTICS, INC.""",,,,,
"""AGA KHAN UNIVERSITY (PAKISTAN)""",پاکستان,75950,سندھ,کراچی ڈویژن,ضلع ناظم آباد
"""REHABILITATION INSTITUTE OF CHICAGO D/B/A SHIRLEY RYAN ABILITYLAB""",,,,,
"""NANOSCOPE TECHNOLOGIES, LLC""",,,,,
"""BARUCH S. BLUMBERG INSTITUTE""",,,,,
"""U.S. NATIONAL INST ALLERGY & INFECT DIS""",,,,,
"""CALIFORNIA POLY STATE U SAN LUIS OBISPO""",,,,,
"""CAPTURE PHARMACEUTICALS, INC""",,,,,
"""TRINITY COLLEGE DUBLIN""",Éire / Ireland,D02 VR66,Leinster,County Dublin,Dublin
"""SOLVE, INC.""",,,,,
"""BOHEMICA PHARMACEUTICALS, LLC""",,,,,
"""COLLABORATIONS PHARMACEUTICALS, INC.""",,,,,
"""TEAMEDON INTERNATIONAL, INC.""",,,,,
"""MBC PHARMA, INC.""",,,,,
"""ACTUATED MEDICAL, INC.""",,,,,
"""BIOSPEECH, INC.""",,,,,
"""PAPGENE, INC.""",,,,,
"""MEDISYNERGICS, LLC""",,,,,
"""DRI BIOSCIENCES CORPORATION""",,,,,
"""AGENOVIR CORPORATION""",,,,,
"""BIOATLA, LLC""",,,,,
"""CYTOINFORMATICS, LLC""",,,,,
"""SCANOGEN, INC.""",,,,,
"""LYNX BIOSCIENCES, LLC""",,,,,
"""VERALASE, LLC""",,,,,
"""CG SCIENTIFIC, INC.""",,,,,
"""BAYSTATE MEDICAL CENTER, INC.""",,,,,
"""MIRX PHARMACEUTICALS, LTD""",,,,,
"""ENZERNA BIOSCIENCES, LLC""",,,,,
"""THE EMMES COMPANY, LLC""",,,,,
"""FUNDACAO MANHICA""",,,,,
"""COLLEGE OF HEALTH SCIENCES, UNIVERSITY OF GHANA""",,,,,
"""MASIMO CORPORATION""",,,,,
"""WINDTREE THERAPEUTICS, INC.""",,,,,
"""VITALANT """,United States,60614,Illinois,Cook County,Lake View Township
"""HENNEPIN HEALTHCARE RESEARCH INSTITUTE""",,,,,
"""KNOPP BIOSCIENCES, LLC""",,,,,
"""ATLANTIC HEALTH SYSTEM, INC.""",,,,,
"""SRIEMCD MOH UZB""",,,,,
"""DENOVX, LLC""",,,,,
"""AURATUS BIO, LLC""",,,,,
"""NEONC TECHNOLOGIES, INC.""",,,,,
"""CYNVEC, LLC""",,,,,
"""KLOGENE THERAPEUTICS, INC.""",,,,,
"""IQUITY LABS, INC""",,,,,
"""ALTITUDE PHARMA, INC.""",,,,,
"""NANOMETICS, LLC""",,,,,
"""SIDERO BIOSCIENCE, LLC""",,,,,
"""ZATA PHARMACEUTICALS, INC.""",,,,,
"""BAEBIES, INC.""",,,,,
"""LUMEDICA, INC.""",,,,,
"""GENENDEAVOR, LLC""",,,,,
"""BRIGHTON DEVELOPMENT, LLC""",,,,,
"""SCARLESS LABORATORIES, INC.""",,,,,
"""CHRYSALIS BIOTHERAPEUTICS, INC.""",,,,,
"""TANGEN BIOSCIENCES, INC.""",,,,,
"""EIGER GROUP INTERNATIONAL, INC.""",,,,,
"""MY MUSIC MACHINES, INC.""",,,,,
"""KARYOPHARM THERAPEUTICS, INC.""",,,,,
"""MICROSENSOR LABS, LLC""",,,,,
"""ODMR TECHNOLOGIES, INC.""",,,,,
"""U.S. NATIONAL INST/CHILD HLTH/HUMAN DEV""",,,,,
"""LIEBER INSTITUTE, INC.""",,,,,
"""SANTHERA PHARMACEUTICALS""",,,,,
"""CHEMIGEN, INC.""",,,,,
"""TRINITY UNIVERSITY""",United States,78212,Texas,Bexar County,San Antonio
"""BIOMEDOMICS, INC.""",,,,,
"""BINNACLE BIOSCIENCES, LLC""",,,,,
"""DENVER RESEARCH INSTITUTE""",,,,,
"""RIBONOVA, INC.""",,,,,
"""MBARARA UNIVERSITY/SCIENCE/ TECHNOLOGY""",Uganda,Western Region,Mbarara City,Kishwahili,Rwebikona
"""CH3 BIOSYSTEMS, LLC""",,,,,
"""OMVAX, INC.""",,,,,
"""SPERAGEN, INC.""",,,,,
"""PRECISION VISION, INC.""",,,,,
"""HINGEZ THERAPEUTICS, INC.""",,,,,
"""BIOTHERAPEUTICS, INC.""",,,,,
"""WINDWARD ISLANDS RESEARCH & ED FDN""",,,,,
"""HEMOSHEAR THERAPEUTICS, LLC""",,,,,
"""LAP IQ, INC.""",,,,,
"""EPICYPHER, INC.""",,,,,
"""IVIEW THERAPEUTICS, INC.""",,,,,
"""SCIOGEN, LLC""",,,,,
"""PLEX PHARMACEUTICALS, INC.""",,,,,
"""BRAINXELL, INC.""",,,,,
"""Q-STATE BIOSCIENCES, INC.""",,,,,
"""ALLIED INNOVATIVE SYSTEMS, LLC""",,,,,
"""TRUE NORTH THERAPEUTICS, INC.""",,,,,
"""ELIXIRGEN, LLC""",,,,,
"""LYNDRA THERAPEUTICS, INC.""",,,,,
"""WESTERN CONNECTICUT STATE UNIVERSITY""",United States,06810,Connecticut,Western Connecticut Planning Region,Danbury
"""SAFE WATER AND AIDS PROJECT (SWAP)""",,,,,
"""AGENUS, INC.""",,,,,
"""VIVREON BIOSCIENCES, LLC""",,,,,
"""DERMAXON, LLC""",,,,,
"""MICROBRIGHTFIELD, LLC""",,,,,
"""SPINAL SINGULARITY, INC.""",,,,,
"""UNIVERSITY OF LAUSANNE""",Schweiz/Suisse/Svizzera/Svizra,1022,Vaud,District de l'Ouest lausannois,Ecublens
"""INTEGRATED LABORATORY SYSTEMS, LLC""",,,,,
"""GRADUATE SCHOOL OF PUBLIC HEALTH AND HEALTH POLICY""",,,,,
"""EUNICE KENNEDY SHRIVER NATIONAL INSTITUTE OF CHILD HEALTH & HUMAN DEVELOPMENT""",,,,,
"""NATIONAL INSTITUTE OF MENTAL HEALTH AND NEUROSCIENCES""",India,560030,Karnataka,Bengaluru Urban,Bangalore South
"""DIVISION OF CANCER EPIDEMIOLOGY AND GENETICS""",,,,,
"""NATIONAL INSTITUTE OF DENTAL & CRANIOFACIAL RESEARCH""",,,,,
"""DIVISION OF BASIC SCIENCES - NCI""",,,,,
"""CENTER  FOR INFORMATION TECHNOLOGY""",नेपाल,44707,बाग्मती प्रदेश,ललितपुर,ललितपुर महानगरपालिका
"""DIVISION OF CLINICAL SCIENCES - NCI""",,,,,
"""NATIONAL INSTITUTE ON DEAFNESS AND OTHER COMMUNICATION DISORDERS""",,,,,
"""OAK THERAPEUTICS, INC.""",,,,,
"""NATIONAL CENTER FOR ADVANCING TRANSLATIONAL SCIENCES""",,,,,
"""NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES""",,,,,
"""SHUTTLE PHARMACEUTICALS, LLC""",,,,,
"""NATIONAL INSTITUTE ON ALCOHOL ABUSE AND ALCOHOLISM""",,,,,
"""APPLIED BIOTECHNOLOGY INSTITUTE""",India,560100,Karnataka,Bengaluru Urban,Bangalore South
"""TATVA BIOSCIENCES, LLC""",,,,,
"""NATIONAL HUMAN GENOME RESEARCH INSTITUTE""",,,,,
"""LP THERAPEUTICS, INC.""",,,,,
"""NATIONAL INSTITUTE OF BIOMEDICAL IMAGING AND BIOENGINEERING""",,,,,
"""VIRACYTE, LLC""",,,,,
"""ROWAN UNIVERSITY""",United States,08028,New Jersey,Gloucester County,Glassboro
"""FORT LEWIS COLLEGE""",United States,81302,Colorado,La Plata County,Durango
"""TOCAGEN, INC.""",,,,,
