researcher,C.Cluster_ID,L.Aff_FIPS
"RUBINSTEIN, MICHAEL C, @institution: UNIV OF NORTH CAROLINA CHAPEL HILL",2,37135
"SHEEHAN, JOHN K, @institution: UNIVERSITY OF NORTH CAROLINA CHAPEL HILL",2,37135
"WRIGHT, JOHN T, @institution: UNIVERSITY OF NORTH CAROLINA CHAPEL HILL",2,37135
",, @institution: UNIV OF NORTH CAROLINA CHAPEL HILL",1,37135
"ARIS, ROBERT J, @institution: UNIVERSITY OF NORTH CAROLINA CHAPEL HILL",2,37135
"PICKLES, RAYMOND J, @institution: UNIV OF NORTH CAROLINA CHAPEL HILL",2,37135
"CALDWELL, RAY A, @institution: UNIVERSITY OF NORTH CAROLINA CHAPEL HILL",2,37135
"PUE, CHARLES, @institution: UNIVERSITY OF NORTH CAROLINA CHAPEL HILL",2,37135
"DAVIS, STEPHANIE DUGGINS, @institution: UNIV OF NORTH CAROLINA CHAPEL HILL",2,37135
"TARRAN, ROBERT, @institution: UNIVERSITY OF NORTH CAROLINA CHAPEL HILL",2,37135
"NICHOLAS, ROBERT A, @institution: UNIVERSITY OF NORTH CAROLINA CHAPEL HILL",2,37135
"MOORMAN, NATHANIEL J, @institution: UNIV OF NORTH CAROLINA CHAPEL HILL",2,37135
"OLIVIER, KENNETH, @institution: UNIVERSITY OF NORTH CAROLINA CHAPEL HILL",2,37135
"WOLFGANG, MATTHEW C, @institution: UNIVERSITY OF NORTH CAROLINA CHAPEL HILL",2,37135
"PEEPLES, MARK E., @institution: UNIVERSITY OF NORTH CAROLINA CHAPEL HILL",2,37135
"NOONE, PEADAR G, @institution: UNIVERSITY OF NORTH CAROLINA CHAPEL HILL",2,37135
"O'NEAL, WANDA K, @institution: UNIVERSITY OF NORTH CAROLINA CHAPEL HILL",2,37135
"HUANG, PINGBO, @institution: UNIVERSITY OF NORTH CAROLINA CHAPEL HILL",2,37135
"SCHOENFISCH, MARK H, @institution: UNIV OF NORTH CAROLINA CHAPEL HILL",1,37135
"OSTROWSKI, LAWRENCE E, @institution: UNIVERSITY OF NORTH CAROLINA CHAPEL HILL",2,37135
"SUPERFINE, RICHARD, @institution: UNIVERSITY OF NORTH CAROLINA CHAPEL HILL",2,37135
"STUTTS, MONROE JACKSON, @institution: UNIV OF NORTH CAROLINA CHAPEL HILL",2,37135
"BARIC, RALPH, @institution: UNIV OF NORTH CAROLINA CHAPEL HILL",1,37135
"HAGGERTY, RACHEL, @institution: UNIV OF NORTH CAROLINA CHAPEL HILL",2,37135
"RUBINSTEIN, MICHAEL, @institution: UNIV OF NORTH CAROLINA CHAPEL HILL",2,37135
"ZHOU, OTTO Z, @institution: UNIV OF NORTH CAROLINA CHAPEL HILL",2,37135
"CHOU, KYSON XIAOHUAI, @institution: UNIVERSITY OF NORTH CAROLINA CHAPEL HILL",2,37135
"PARKER, CAROL E, @institution: UNIVERSITY OF NORTH CAROLINA CHAPEL HILL",2,37135
"PEDEN, DAVID B., @institution: UNIV OF NORTH CAROLINA CHAPEL HILL",2,37135
"ELSTON, TIMOTHY C, @institution: UNIV OF NORTH CAROLINA CHAPEL HILL",1,37135
"BAKER, CAROL F, @institution: UNIVERSITY OF NORTH CAROLINA CHAPEL HILL",2,37135
"PARADISO, ANTHONY M, @institution: UNIVERSITY OF NORTH CAROLINA CHAPEL HILL",2,37135
"SWENBERG, JAMES A, @institution: UNIV OF NORTH CAROLINA CHAPEL HILL",1,37135
"KESIMER, MEHMET, @institution: UNIV OF NORTH CAROLINA CHAPEL HILL",2,37135
"SORENSON, JAMES R., @institution: UNIVERSITY OF NORTH CAROLINA CHAPEL HILL",1,37135
"SORENSON, JAMES R., @institution: UNIVERSITY OF NORTH CAROLINA CHAPEL HILL",2,37135
"RIORDAN, JOHN R, @institution: UNIVERSITY OF NORTH CAROLINA CHAPEL HILL",2,37135
"O'NEAL, WANDA K, @institution: UNIV OF NORTH CAROLINA CHAPEL HILL",2,37135
"BALCH, WILLIAM EDWARD, @institution: UNIV OF NORTH CAROLINA CHAPEL HILL",2,37135
"TARRAN, ROBERT, @institution: UNIV OF NORTH CAROLINA CHAPEL HILL",2,37135
"PEDEN, DAVID B, @institution: UNIVERSITY OF NORTH CAROLINA CHAPEL HILL",2,37135
"KOLLER, BEVERLY H, @institution: UNIV OF NORTH CAROLINA CHAPEL HILL",2,37135
"BLOUGH, BRUCE, @institution: UNIV OF NORTH CAROLINA CHAPEL HILL",1,37135
"SCOTT, CHRISTY K, @institution: UNIVERSITY OF NORTH CAROLINA CHAPEL HILL",1,37135
"SCOTT, CHRISTY K, @institution: UNIVERSITY OF NORTH CAROLINA CHAPEL HILL",2,37135
"LI, CHENGWEN, @institution: UNIV OF NORTH CAROLINA CHAPEL HILL",2,37135
"SAMULSKI, RICHARD J, @institution: UNIV OF NORTH CAROLINA CHAPEL HILL",2,37135
"NOAH, TERRY, @institution: UNIV OF NORTH CAROLINA CHAPEL HILL",2,37135
"GABRIEL, SHERIF E, @institution: UNIVERSITY OF NORTH CAROLINA CHAPEL HILL",2,37135
"PATTERSON, WINSTON C, @institution: UNIVERSITY OF NORTH CAROLINA CHAPEL HILL",1,37135
"PATTERSON, WINSTON C, @institution: UNIVERSITY OF NORTH CAROLINA CHAPEL HILL",2,37135
"GABRIEL, SHERIF E, @institution: UNIV OF NORTH CAROLINA CHAPEL HILL",2,37135
"STICK, STEPHEN, @institution: UNIV OF NORTH CAROLINA CHAPEL HILL",2,37135
"MUHLEBACH, MARIANNE S, @institution: UNIV OF NORTH CAROLINA CHAPEL HILL",2,37135
"RIBEIRO, CARLA MARIA PEDROSA, @institution: UNIV OF NORTH CAROLINA CHAPEL HILL",2,37135
"CYR, DOUGLAS M, @institution: UNIVERSITY OF NORTH CAROLINA CHAPEL HILL",2,37135
"GENTZSCH, MARTINA, @institution: UNIV OF NORTH CAROLINA CHAPEL HILL",2,37135
"ONTJES, DAVID J, @institution: UNIVERSITY OF NORTH CAROLINA CHAPEL HILL",2,37135
"ONTJES, DAVID J, @institution: UNIVERSITY OF NORTH CAROLINA CHAPEL HILL",5,37135
"HU, PING-CHUAN, @institution: UNIVERSITY OF NORTH CAROLINA CHAPEL HILL",2,37135
"BOUCHER, RICHARD C, @institution: UNIVERSITY OF NORTH CAROLINA CHAPEL HILL",2,37135
"BOUCHER, RICHARD C, @institution: UNIVERSITY OF NORTH CAROLINA CHAPEL HILL",5,37135
"SCARBOROUGH, GENE A, @institution: UNIVERSITY OF NORTH CAROLINA CHAPEL HILL",2,37135
"THURLOW, LANCE R., @institution: UNIV OF NORTH CAROLINA CHAPEL HILL",2,37135
"DAVIS, C. WILLIAM, @institution: UNIVERSITY OF NORTH CAROLINA CHAPEL HILL",2,37135
"RANDELL, SCOTT H, @institution: UNIV OF NORTH CAROLINA CHAPEL HILL",2,37135
"PICKLES, RAYMOND J, @institution: UNIVERSITY OF NORTH CAROLINA CHAPEL HILL",2,37135
"WRIGHT, FRED A., @institution: UNIVERSITY OF NORTH CAROLINA CHAPEL HILL",2,37135
"KNOWLES, MICHAEL R, @institution: UNIVERSITY OF NORTH CAROLINA CHAPEL HILL",2,37135
"WOLFGANG, MATTHEW C, @institution: UNIV OF NORTH CAROLINA CHAPEL HILL",2,37135
"BENNETT, WILLIAM D, @institution: UNIVERSITY OF NORTH CAROLINA CHAPEL HILL",2,37135
"STUTTS, MONROE JACKSON, @institution: UNIVERSITY OF NORTH CAROLINA CHAPEL HILL",2,37135
", @institution: UNIV OF NORTH CAROLINA CHAPEL HILL",2,37135
", @institution: UNIV OF NORTH CAROLINA CHAPEL HILL",1,37135
"BUTTON, BRIAN M, @institution: UNIV OF NORTH CAROLINA CHAPEL HILL",2,37135
"BOUCHER, RICHARD CHARLES, @institution: UNIV OF NORTH CAROLINA CHAPEL HILL",2,37135
"BOUCHER, RICHARD CHARLES, @institution: UNIV OF NORTH CAROLINA CHAPEL HILL",1,37135
"CHRISTIAN, BECKY J, @institution: UNIVERSITY OF NORTH CAROLINA CHAPEL HILL",2,37135
"NOAH, TERRY L, @institution: UNIVERSITY OF NORTH CAROLINA CHAPEL HILL",2,37135
"CONLON, BRIAN PATRICK, @institution: UNIV OF NORTH CAROLINA CHAPEL HILL",2,37135
"ARIS, ROBERT M, @institution: UNIVERSITY OF NORTH CAROLINA CHAPEL HILL",2,37135
"ARIS, ROBERT M, @institution: UNIVERSITY OF NORTH CAROLINA CHAPEL HILL",1,37135
"KNOWLES, MICHAEL R, @institution: UNIV OF NORTH CAROLINA CHAPEL HILL",2,37135
"SAMULSKI, RICHARD J, @institution: UNIVERSITY OF NORTH CAROLINA CHAPEL HILL",2,37135
"YANKASKAS, JAMES R, @institution: UNIVERSITY OF NORTH CAROLINA CHAPEL HILL",2,37135
"DONALDSON, SCOTT H, @institution: UNIV OF NORTH CAROLINA CHAPEL HILL",2,37135
"LEE, RHIANNA E, @institution: UNIV OF NORTH CAROLINA CHAPEL HILL",2,37135
"HENDERSON, RICHARD C, @institution: UNIVERSITY OF NORTH CAROLINA CHAPEL HILL",1,37135
"ESTHER, CHARLES RICHARD, @institution: UNIV OF NORTH CAROLINA CHAPEL HILL",2,37135
"ESTHER, CHARLES RICHARD, @institution: UNIV OF NORTH CAROLINA CHAPEL HILL",1,37135
"RIORDAN, JOHN R, @institution: UNIV OF NORTH CAROLINA CHAPEL HILL",2,37135
"OLSEN, JOHN C, @institution: UNIVERSITY OF NORTH CAROLINA CHAPEL HILL",2,37135
"KNOWKES, MICHAEL, @institution: UNIVERSITY OF NORTH CAROLINA CHAPEL HILL",2,37135
"SUPERFINE, RICHARD, @institution: UNIV OF NORTH CAROLINA CHAPEL HILL",1,37135
"SUPERFINE, RICHARD, @institution: UNIV OF NORTH CAROLINA CHAPEL HILL",2,37135
"MCCARTY, DOUGLAS M, @institution: UNIVERSITY OF NORTH CAROLINA CHAPEL HILL",2,37135
"CYR, DOUGLAS M, @institution: UNIV OF NORTH CAROLINA CHAPEL HILL",2,37135
"NOAH, TERRY L, @institution: UNIV OF NORTH CAROLINA CHAPEL HILL",2,37135
"DOERSCHUK, CLAIRE M, @institution: UNIV OF NORTH CAROLINA CHAPEL HILL",2,37135
"FINN, ARTHUR L., @institution: UNIVERSITY OF NORTH CAROLINA CHAPEL HILL",2,37135
"SHEEHAN, JOHN K, @institution: UNIV OF NORTH CAROLINA CHAPEL HILL",2,37135
"BENNETT, WILLIAM D, @institution: UNIV OF NORTH CAROLINA CHAPEL HILL",2,37135
"DAVIS, C. WILLIAM, @institution: UNIV OF NORTH CAROLINA CHAPEL HILL",2,37135
"DICKEY, BURTON F, @institution: UNIV OF NORTH CAROLINA CHAPEL HILL",2,37135
"RANDELL, SCOTT H, @institution: UNIVERSITY OF NORTH CAROLINA CHAPEL HILL",2,37135
"BRAUNSTEIN, MIRIAM S., @institution: UNIV OF NORTH CAROLINA CHAPEL HILL",2,37135
"MILGRAM, SHARON L., @institution: UNIVERSITY OF NORTH CAROLINA CHAPEL HILL",2,37135
"VAN RIPER, MARCIA, @institution: UNIVERSITY OF NORTH CAROLINA CHAPEL HILL",1,37135
"VANSCOTT, MICHAEL, @institution: UNIVERSITY OF NORTH CAROLINA CHAPEL HILL",2,37135
"KOLLER, BEVERLY H, @institution: UNIVERSITY OF NORTH CAROLINA CHAPEL HILL",2,37135
"LAZAROWSKI, EDUARDO RODOLFO, @institution: UNIV OF NORTH CAROLINA CHAPEL HILL",2,37135
"OLDENBURG, AMY L., @institution: UNIV OF NORTH CAROLINA CHAPEL HILL",2,37135
"DONALDSON, SCOTT H, @institution: UNIVERSITY OF NORTH CAROLINA CHAPEL HILL",2,37135
"GORALSKI, JENNIFER L, @institution: UNIV OF NORTH CAROLINA CHAPEL HILL",2,37135
"GATZY, JOHN, @institution: UNIVERSITY OF NORTH CAROLINA CHAPEL HILL",1,37135
"PRAKASH, OM, @institution: KANSAS STATE UNIVERSITY",2,20161
"FONG, PEYING, @institution: KANSAS STATE UNIVERSITY",2,20161
"MITCHELL, KATHY E, @institution: KANSAS STATE UNIVERSITY",2,20161
", @institution: KANSAS STATE UNIVERSITY",2,20161
"SCHULTZ, BRUCE D, @institution: KANSAS STATE UNIVERSITY",2,20161
"TOMICH, JOHN M, @institution: KANSAS STATE UNIVERSITY",2,20161
"CHEN, YIN, @institution: UNIVERSITY OF ARIZONA",2,04019
"KIM, KWANG CHUL, @institution: UNIVERSITY OF ARIZONA",2,04019
"CHANG, EUGENE H, @institution: UNIVERSITY OF ARIZONA",2,04019
", @institution: UNIVERSITY OF ARIZONA",2,04019
"SHARMA, SHALINI, @institution: UNIVERSITY OF ARIZONA",2,04019
"WITTE, MARLYS HEARST, @institution: UNIVERSITY OF ARIZONA",2,04019
"ZHOU, WEI, @institution: UNIVERSITY OF ARIZONA",2,04019
"GHOSH, DEBADYUTI, @institution: UNIVERSITY OF TEXAS AT AUSTIN",2,48453
"SMYTH, HUGH DAVI, @institution: UNIVERSITY OF TEXAS AT AUSTIN",2,48453
"CUI, ZHENGRONG, @institution: UNIVERSITY OF TEXAS, AUSTIN",14,48453
"SESSLER, JONATHAN L, @institution: UNIVERSITY OF TEXAS AT AUSTIN",14,48453
"WILLIAMS, ROBERT O, @institution: UNIVERSITY OF TEXAS AT AUSTIN",14,48453
"GHOSH, DEBADYUTI, @institution: UNIVERSITY OF TEXAS, AUSTIN",2,48453
"FAST, WALTER L, @institution: UNIVERSITY OF TEXAS AUSTIN",1,48453
"SHEAR, JASON BEN, @institution: UNIVERSITY OF TEXAS, AUSTIN",1,48453
"WHITELEY, MARVIN, @institution: UNIVERSITY OF TEXAS, AUSTIN",1,48453
"WATTS, ALAN B., @institution: UNIVERSITY OF TEXAS, AUSTIN",14,48453
"SESSLER, JONATHAN L, @institution: UNIVERSITY OF TEXAS, AUSTIN",14,48453
"SMYTH, HUGH DAVID, @institution: UNIVERSITY OF TEXAS, AUSTIN",2,48453
"STACHOWIAK, JEANNE CASSTEVENS, @institution: UNIVERSITY OF TEXAS, AUSTIN",2,48453
"DUDLEY, JAQUELIN PAGE, @institution: UNIVERSITY OF TEXAS, AUSTIN",2,48453
", @institution: UNIVERSITY OF TEXAS, AUSTIN",2,48453
", @institution: UNIVERSITY OF TEXAS, AUSTIN",14,48453
", @institution: UNIVERSITY OF TEXAS, AUSTIN",1,48453
"STACHOWIAK, JEANNE CASSTEVENS, @institution: UNIVERSITY OF TEXAS AT AUSTIN",2,48453
"BEALE, JOHN M, @institution: UNIVERSITY OF TEXAS AUSTIN",2,48453
"RICE, DAVID A, @institution: TULANE UNIVERSITY OF LOUISIANA",2,22071
"WHELTON, PAUL K, @institution: TULANE UNIVERSITY OF LOUISIANA",2,22071
"na, @institution: TULANE UNIVERSITY OF LOUISIANA",2,22071
"BASKIN, GARY B, @institution: TULANE UNIVERSITY OF LOUISIANA",2,22071
"PROCKOP, DARWIN JOHNSON, @institution: TULANE UNIVERSITY OF LOUISIANA",2,22071
", @institution: TULANE UNIVERSITY OF LOUISIANA",2,22071
"BUNNELL, BRUCE A, @institution: TULANE UNIVERSITY OF LOUISIANA",2,22071
"FISHER, KRISHNA J, @institution: TULANE UNIVERSITY OF LOUISIANA",2,22071
"LAROSA, JOHN C, @institution: TULANE UNIVERSITY OF LOUISIANA",2,22071
"SCHURR, MICHAEL JOHN, @institution: TULANE UNIVERSITY OF LOUISIANA",2,22071
"KOLLS, JAY K, @institution: TULANE UNIVERSITY OF LOUISIANA",2,22071
"MILLA, CARLOS E, @institution: UNIVERSITY OF MINNESOTA TWIN CITIES",5,27123
"SHAPIRO, BURTON L, @institution: UNIVERSITY OF MINNESOTA TWIN CITIES",5,27123
"ZAIDMAN, NATHAN A, @institution: UNIVERSITY OF MINNESOTA",2,27123
"O'GRADY, SCOTT M., @institution: UNIVERSITY OF MINNESOTA",2,27123
"SCOTT, PATRICIA, @institution: UNIVERSITY OF MINNESOTA",2,27123
"PRIZMENT, ANNA, @institution: UNIVERSITY OF MINNESOTA",2,27123
"DUNITZ, JORDAN M, @institution: UNIVERSITY OF MINNESOTA",2,27123
"SKOLASINSKI, STEVEN D, @institution: UNIVERSITY OF MINNESOTA",1,27123
"QUIE, PAUL G, @institution: UNIVERSITY OF MINNESOTA TWIN CITIES",2,27123
"O'GRADY, SCOTT M., @institution: UNIVERSITY OF MINNESOTA TWIN CITIES",2,27123
"MORAN, ANTOINETTE M., @institution: UNIVERSITY OF MINNESOTA",2,27123
"EUGSTER, ERICA A, @institution: UNIVERSITY OF MINNESOTA TWIN CITIES",5,27123
"REGELMANN, WARREN E, @institution: UNIVERSITY OF MINNESOTA TWIN CITIES",5,27123
"REGELMANN, WARREN E, @institution: UNIVERSITY OF MINNESOTA TWIN CITIES",2,27123
"HUNTER, RYAN, @institution: UNIVERSITY OF MINNESOTA",2,27123
"JOHNSON, DANA ERNEST, @institution: UNIVERSITY OF MINNESOTA TWIN CITIES",2,27123
"HUNTER, RYAN COULSON, @institution: UNIVERSITY OF MINNESOTA",2,27123
"WARWICK, WARREN J, @institution: UNIVERSITY OF MINNESOTA TWIN CITIES",5,27123
"WARWICK, WARREN J, @institution: UNIVERSITY OF MINNESOTA TWIN CITIES",1,27123
"WARWICK, WARREN J, @institution: UNIVERSITY OF MINNESOTA TWIN CITIES",2,27123
"BILLINGS, JOANNE L, @institution: UNIVERSITY OF MINNESOTA TWIN CITIES",2,27123
"INGBAR, DAVID H, @institution: UNIVERSITY OF MINNESOTA",2,27123
"MELKAMU, TAMENE, @institution: UNIVERSITY OF MINNESOTA",2,27123
", @institution: UNIVERSITY OF MINNESOTA",1,27123
", @institution: UNIVERSITY OF MINNESOTA",2,27123
"WALCHECK, BRUCE K, @institution: UNIVERSITY OF MINNESOTA",2,27123
"WILLIAMS, BRYAN J, @institution: UNIVERSITY OF MINNESOTA",2,27123
"MORAN, ANTOINETTE M, @institution: UNIVERSITY OF MINNESOTA TWIN CITIES",5,27123
"MORAN, ANTOINETTE M, @institution: UNIVERSITY OF MINNESOTA TWIN CITIES",2,27123
"JOHNSON, BRANDON E, @institution: STANFORD UNIVERSITY",2,06085
"CEGELSKI, LYNETTE S, @institution: STANFORD UNIVERSITY",2,06085
"JONES, PATRICIA P, @institution: STANFORD UNIVERSITY",1,06085
"WAGNER, JOHN A, @institution: STANFORD UNIVERSITY",2,06085
"GELMAN, MARINA S, @institution: STANFORD UNIVERSITY",2,06085
"REDINBO, MATTHEW R, @institution: STANFORD UNIVERSITY",2,06085
"GARDNER, PHYLLIS I, @institution: STANFORD UNIVERSITY",2,06085
"NAYAK, JAYAKAR V, @institution: STANFORD UNIVERSITY",2,06085
"STINSON, EDWARD B, @institution: STANFORD UNIVERSITY",2,06085
"LAWSON, MICHAEL R, @institution: STANFORD UNIVERSITY",2,06085
"CAVALLI-SFORZA, LUIGI L, @institution: STANFORD UNIVERSITY",2,06085
"VAIDYANATHAN, SRIRAM, @institution: STANFORD UNIVERSITY",2,06085
"BOLLYKY, PAUL L, @institution: STANFORD UNIVERSITY",2,06085
"FRANCKE, UTA, @institution: STANFORD UNIVERSITY",2,06085
"TYLER, RYAN E, @institution: STANFORD UNIVERSITY",2,06085
"CALOS, MICHELE P, @institution: STANFORD UNIVERSITY",2,06085
"CONRAD, CAROL K, @institution: STANFORD UNIVERSITY",2,06085
"KAY, MARK A, @institution: STANFORD UNIVERSITY",2,06085
"KOPITO, RON R, @institution: STANFORD UNIVERSITY",2,06085
"GERMERAAD, SUSAN E, @institution: SAN JOSE STATE UNIVERSITY",2,06085
"PICKETT, MELISSA ANNE, @institution: STANFORD UNIVERSITY",2,06085
"GARDNER, PHYLLIS, @institution: STANFORD UNIVERSITY",2,06085
"SELLERS, ZACHARY MICHAEL, @institution: STANFORD UNIVERSITY",2,06085
"MILLA, CARLOS, @institution: STANFORD UNIVERSITY",2,06085
"MOSS, RICHARD B., @institution: STANFORD UNIVERSITY",2,06085
"WINE, JEFFREY J, @institution: STANFORD UNIVERSITY",1,06085
"WINE, JEFFREY J, @institution: STANFORD UNIVERSITY",2,06085
", @institution: STANFORD UNIVERSITY",2,06085
"LETO, DARA, @institution: STANFORD UNIVERSITY",2,06085
"DAVIS, RONALD WAYNE, @institution: STANFORD UNIVERSITY",2,06085
"TUCKER, CHANDRA L, @institution: DUKE UNIVERSITY",2,37063
"PLAISTED, CLAUDIA S, @institution: DUKE UNIVERSITY",2,37063
"HEITMAN, JOSEPH, @institution: DUKE UNIVERSITY",1,37063
"LEIBUNDGUT-LANDMANN, SALOME, @institution: DUKE UNIVERSITY",1,37063
"LE FURGEY, EDORIS A, @institution: DUKE UNIVERSITY",1,37063
"TAYLOR-COUSAR, JENNIFER L, @institution: DUKE UNIVERSITY",2,37063
"ZAAS, DAVID W, @institution: DUKE UNIVERSITY",2,37063
"FOSTER, W MICHAEL, @institution: DUKE UNIVERSITY",2,37063
"FITZ, JOHN G., @institution: DUKE UNIVERSITY",2,37063
"TURI, JENNIFER L., @institution: DUKE UNIVERSITY",2,37063
"THOMPSON, ROBERT J, @institution: DUKE UNIVERSITY",2,37063
"RICHARDSON, MICHELER RICARDO, @institution: NORTH CAROLINA CENTRAL UNIVERSITY",2,37063
", @institution: DUKE UNIVERSITY",2,37063
"BAGNAT, MICHEL, @institution: DUKE UNIVERSITY",2,37063
"MAITRA, RANGAN, @institution: RESEARCH TRIANGLE INSTITUTE",2,37063
"VOYNOW, JUDITH A, @institution: DUKE UNIVERSITY",2,37063
"ZHOU, PEI, @institution: DUKE UNIVERSITY",2,37063
"FOSTER, W. MICHAEL, @institution: DUKE UNIVERSITY",2,37063
"ROCK, JASON RANDALL, @institution: DUKE UNIVERSITY",2,37063
"DONALD, BRUCE R., @institution: DUKE UNIVERSITY",2,37063
"COHN, JONATHAN A, @institution: DUKE UNIVERSITY",2,37063
"SCOTT, WILLIAM K., @institution: DUKE UNIVERSITY",2,37063
"AMALFITANO, ANDREA NA, @institution: DUKE UNIVERSITY",2,37063
"FISCHER, BERNARD M, @institution: DUKE UNIVERSITY",2,37063
"OAS, TERRENCE GILBERT, @institution: DUKE UNIVERSITY",2,37063
"AMER, AMAL O, @institution: EMORY UNIVERSITY",2,13089
"PARTIDA-SANCHEZ, SANTIAGO, @institution: EMORY UNIVERSITY",2,13089
"KOPP, BENJAMIN T., @institution: EMORY UNIVERSITY",2,13089
"BROWN, LOU ANN SCISM, @institution: EMORY UNIVERSITY",2,13089
"BROWN, LOU ANN S., @institution: EMORY UNIVERSITY",2,13089
"HART, C MICHAEL, @institution: EMORY UNIVERSITY",2,13089
"HARTMAN, JOHN L., @institution: EMORY UNIVERSITY",2,13089
"EATON, DOUGLAS C, @institution: EMORY UNIVERSITY",2,13089
"COTTRILL, KIRSTEN ALYSSA, @institution: EMORY UNIVERSITY",2,13089
"HARTZELL, H. CRISS, @institution: EMORY UNIVERSITY",2,13089
"CHANDLER, JOSHUA D, @institution: EMORY UNIVERSITY",2,13089
"DAVIS, BRIAN R., @institution: EMORY UNIVERSITY",2,13089
"GAUTHIER, THERESA WANZOR, @institution: EMORY UNIVERSITY",2,13089
"VOS, MIRIAM B., @institution: EMORY UNIVERSITY",2,13089
"EATON, DOUGLAS C., @institution: EMORY UNIVERSITY",2,13089
"OLIVER, KATHRYN E, @institution: EMORY UNIVERSITY",2,13089
"ROMERO, RENE, @institution: EMORY UNIVERSITY",2,13089
"GOLDBERG, JOANNA B., @institution: EMORY UNIVERSITY",2,13089
"ZIEGLER, THOMAS R., @institution: EMORY UNIVERSITY",2,13089
"KAHN, RICHARD A., @institution: EMORY UNIVERSITY",2,13089
"HART, C MICHAE, @institution: EMORY UNIVERSITY",2,13089
"BROWN, LOU ANN S, @institution: EMORY UNIVERSITY",2,13089
"GUIDOT, DAVID MARSHALL, @institution: EMORY UNIVERSITY",2,13089
"PARKOS, CHARLES A, @institution: EMORY UNIVERSITY",2,13089
"STECENKO, ARLENE, @institution: EMORY UNIVERSITY",2,13089
"DONE, RACHEL EVANS, @institution: EMORY UNIVERSITY",2,13089
"ZIEGLER, THOMAS R, @institution: EMORY UNIVERSITY",2,13089
"DALEY, TANICIA, @institution: EMORY UNIVERSITY",2,13089
"PENG, LIMIN, @institution: EMORY UNIVERSITY",2,13089
"ALVAREZ, JESSICA ALEJANDRA, @institution: EMORY UNIVERSITY",2,13089
"GOLDBERG, JOANNA B, @institution: EMORY UNIVERSITY",2,13089
"CROSS, ASHLEY RENEE, @institution: EMORY UNIVERSITY",2,13089
"SORSCHER, ERIC J, @institution: EMORY UNIVERSITY",2,13089
"HARTMAN, JOHN L, @institution: EMORY UNIVERSITY",2,13089
"JAIN, LUCKY, @institution: EMORY UNIVERSITY",2,13089
", @institution: EMORY UNIVERSITY",2,13089
", @institution: EMORY UNIVERSITY",1,13089
"TIROUVANZIAM, RABINDRA MARIE-JEAN, @institution: EMORY UNIVERSITY",2,13089
"MCCARTY, NAEL A, @institution: EMORY UNIVERSITY",1,13089
"MCCARTY, NAEL A, @institution: EMORY UNIVERSITY",2,13089
"STECENKO, ARLENE A, @institution: EMORY UNIVERSITY",2,13089
"KLUG, CANDICE S, @institution: MEDICAL COLLEGE OF WISCONSIN",2,55079
"KLUG, CANDICE S, @institution: MEDICAL COLLEGE OF WISCONSIN",1,55079
"HOGG, NEIL, @institution: MEDICAL COLLEGE OF WISCONSIN",2,55079
"BARDY, SONIA L, @institution: UNIVERSITY OF WISCONSIN MILWAUKEE",2,55079
"FARRELL, MICHAEL HENRY, @institution: MEDICAL COLLEGE OF WISCONSIN",2,55079
"FEIX, JIMMY, @institution: MEDICAL COLLEGE OF WISCONSIN",2,55079
", @institution: MEDICAL COLLEGE OF WISCONSIN",2,55079
"FRANK, DARA W., @institution: MEDICAL COLLEGE OF WISCONSIN",2,55079
"EFFROS, RICHARD M, @institution: MEDICAL COLLEGE OF WISCONSIN",2,55079
"BARBIERI, JOSEPH T., @institution: MEDICAL COLLEGE OF WISCONSIN",2,55079
"LEVY, HARA, @institution: MEDICAL COLLEGE OF WISCONSIN",2,55079
"BILLER, JULIE, @institution: MEDICAL COLLEGE OF WISCONSIN",2,55079
"GRANTHAM, JARED JAMES, @institution: UNIVERSITY OF KANSAS MEDICAL CENTER",2,20209
"WALLACE, DARREN P, @institution: UNIVERSITY OF KANSAS MEDICAL CENTER",2,20209
"BENGTSON, CHARLES, @institution: UNIVERSITY OF KANSAS MEDICAL CENTER",2,20209
"KIM, MICHAEL D, @institution: UNIVERSITY OF KANSAS MEDICAL CENTER",2,20209
"SALATHE, MATTHIAS A, @institution: UNIVERSITY OF KANSAS MEDICAL CENTER",2,20209
"RANKIN, CAROLYN A, @institution: UNIVERSITY OF KANSAS MEDICAL CENTER",2,20209
"POLINENI, DEEPIKA, @institution: UNIVERSITY OF KANSAS MEDICAL CENTER",2,20209
"SARRAS, MICHAEL PETER, @institution: UNIVERSITY OF KANSAS MEDICAL CENTER",2,20209
"YAN, ZIYING, @institution: UNIVERSITY OF KANSAS MEDICAL CENTER",2,20209
", @institution: UNIVERSITY OF KANSAS MEDICAL CENTER",2,20209
"QIU, JIANMING, @institution: UNIVERSITY OF KANSAS MEDICAL CENTER",2,20209
"ABRAHAMSON, DALE R, @institution: UNIVERSITY OF KANSAS MEDICAL CENTER",1,20209
"DE LISLE, ROBERT C, @institution: UNIVERSITY OF KANSAS MEDICAL CENTER",2,20209
"WILMOTT, ROBERT W, @institution: CHILDREN'S HOSPITAL OF PHILADELPHIA",5,42101
"JOHNSON, PHILIP R, @institution: CHILDREN'S HOSP OF PHILADELPHIA",1,42101
"WATKINS, JOHN B, @institution: CHILDREN'S HOSPITAL OF PHILADELPHIA",5,42101
"RUBENSTEIN, RONALD C, @institution: UNIVERSITY OF PENNSYLVANIA",2,42101
